id,final,source,old_name,old_address,old_lat,old_lng,google_place_id,google_name,google_address,google_lat,google_lng,name_sim,distance_m,business_status,food_signal,google_primary_type,google_types,google_phone,google_rating,rating_count,opening_hours,has_photo,photo_name,photo_attribution,llm_verdict,llm_conf,llm_reason,google_maps_uri
1689,flagged,rule,פיצה ריבועים,"ברל כצנלסון 13, אשקלון, Israel",31.661716,34.5874506,ChIJDVEFc3CcAhURIxRN4JEAoLo,פיצה ריבועים,"Berl Katsnelson St 13, Ashkelon, Israel",31.661737600000002,34.5885664,1.000,106,CLOSED_PERMANENTLY,food,pizza_restaurant,pizza_restaurant;pizza_delivery;meal_delivery;food_delivery;restaurant;food;point_of_interest;establishment,08-698-3383,3.1,43,,yes,places/ChIJDVEFc3CcAhURIxRN4JEAoLo/photos/AaVGc3k1-iphkAL8I4TnvogMdZcURi8bMUJJwC1KCW3YHHecU5BkZ1xXn_9UfEsr3XFGGat4Hed_-sxann7uw22x-xESUWo5IAMRH5LwIKb6kyYO4ea6kPso6p1s_6fgcxrvXF3MeZkiSxt8hSvAyRQbEy1jvpthsUlhRrOu9ZNTSVkv0BGXomWbN0t7RUxXMScEwwn-u1rByXXEIkeAy9gQM43dVk7iMKjuECifTZ9QDzl0D7WDGyMHTJ3WZlSa9wbMnkrD7mZeRvpB0EaUvD_XTFqIXBCQmN2e6HJVahuuG4oGoI4uYx2KIt54snSnoXm9oiiO_ShKHfg78Gb6WRKP5_Prxu6rc4DO2MjxT2eaqNcvqHlPE3Vc9zGhKLY3eX0P6E4x0kMvYUJLXjtDYGDdziT9LmgF5RJQ0dUDW0plRbwgSQ,פיצה ריבועים,,,,https://maps.google.com/?cid=13447749113861706787&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1690,no_match,llm-no,פיצה פמיליה,"היסמין 97, קריית גת, Israel",31.6111992,34.7686794,ChIJlRfzgW2RAhURivQ0s_XZEjc,פיצלה,"Ge'on ha-Yarden St 43, Kiryat Gat, Israel",31.6099721,34.7549241,0.600,1310,OPERATIONAL,food,pizza_delivery,pizza_delivery;meal_delivery;food_delivery;point_of_interest;food;establishment,08-660-1819,4.4,545,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: Closed | Saturday: 6:00 PM – 12:00 AM | Sunday: 10:00 AM – 11:00 PM,yes,places/ChIJlRfzgW2RAhURivQ0s_XZEjc/photos/AaVGc3lOmkmOuu5KDPxeXeLuhqqM4FxU0oZmGak8mL9bw_7R6xMGMht708m2S8WcX9Nl_H4KZ79mP1TCpGjBVcuwRczvoxNVyaRlKqZsy31O8FQc3Pr45BQLn16J6ZCgEvU1FyaIHgJ-ztMCGIht0Canlu11BoSICO0VPVlss3i5Nr0GBS5HcVoM_oOLcIWsz01aqXtRtmGIBJZGKMEksZlFUTfgNnVI-UlOCj17SLiZR8C7-cAryCpMznuodm-mQaBljoKSd6tyXvh2zho3TfOrKkj5Cps7EQWHGLY7hmuQgwIK1eZzW83QGbJc4HB5PtOqZ-LCx5vZ7mOlwKVJyQoi7ZOMFTqhrLYGVsGreupGdi8EtUyh8gkYob06QBcQd6WIlFC04dEqXnMnk8WEl-WJ7LTmSVKx54N31jxBoSGqevIVn8oG,פיצלה,no,0.95,"Different streets (Hiysmin vs Ge'on ha-Yarden), 1.3km apart, and different names (Pizza Familia vs Pitzla). Names are not translations/transliterations of each other. Multiple factors indicate different businesses.",https://maps.google.com/?cid=3968473870963635338&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1691,verified,llm,המקסיקני,"דרך יותם 1, אילת, Israel",29.5569348,34.9497949,ChIJTZQMsPdxABURvxh3bCRkvvQ,המקסיקני,"Derekh Yotam 1, Eilat, Israel",29.551116399999994,34.9525986,1.000,702,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,08-660-8140,3.7,348,Monday: 11:00 AM – 4:30 AM | Tuesday: 11:00 AM – 4:30 AM | Wednesday: 11:00 AM – 4:30 AM | Thursday: 11:00 AM – 5:00 AM | Friday: 11:00 AM – 4:00 PM | Saturday: 7:00 PM – 4:00 AM | Sunday: 11:00 AM – 4:30 AM,yes,places/ChIJTZQMsPdxABURvxh3bCRkvvQ/photos/AaVGc3l_wtLSvMg4PzNSStupZOWowOyxgkkbZNKpyZ4BIRFP4dcWyb-7WqTRuGKNlwn13DDCm9QcPUVwivYZBXaPpFMraq7ioEYxGo4enVCF1dd3X3fHZrEmS5D8GXPobl5GfvdU0FjLnmBTtx2zSdSc-TFX8djsKnAINfkxFmCgo36_h1KxFmxDeVZR7S4RmGFXavuXvEaFSWOxLa1hJdPn0xG1yyGsmMiIuXdpXYzBMdr_3nJUyDY4xcqpMdm9I5oRodUZ9O4e7WUWjWQJ3zDvEcifISBFYtoos7U1_Wvynw7IksOhkgh4ypghVb3dfWI1Gw8IGyfj-0ZTMInKmY_zE_lfSvEmsg7Vn9LQYJbWsfkkJgoNtxRkpjBOg-SBu-dWipGUFur64I_mSGw8hli6Xg4hNFYFh7vbOOCAc7-CqZU,מוחמד דרארגה,yes,0.95,"Identical business name (המקסיקני/The Mexican), exact street and house number match (Derekh Yotam 1), same city (Eilat). Distance of 702m likely due to coordinate precision issues in one or both databases, but address components are unambiguously the same.",https://maps.google.com/?cid=17635643298430785727&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1692,verified,regular,פיצה לק,"שד' התמרים 134, אילת, Israel",29.5569348,34.9497949,ChIJ4Ya7CQBuABURQHG-45gorOg,Pizza Lek,"Sderot HaTmarim 27, Eilat, Israel",29.5577898,34.9510149,1.000,152,OPERATIONAL,food,pizza_delivery,pizza_delivery;meal_delivery;food_delivery;food;point_of_interest;establishment,08-634-1330,4.1,265,Monday: 12:00 PM – 1:00 AM | Tuesday: 12:00 PM – 1:00 AM | Wednesday: 12:00 PM – 1:00 AM | Thursday: 12:00 PM – 1:00 AM | Friday: Closed | Saturday: 6:00 PM – 1:00 AM | Sunday: 12:00 PM – 1:00 AM,yes,places/ChIJ4Ya7CQBuABURQHG-45gorOg/photos/AaVGc3ninrpi-IsyKt-tYjjbgc5Tic3ioD1CRkYsLPmHi5HlZP5Bpv5NOKNuA767BTQSrx6aF9Jpx3YvguBUwPBx6P7ZdOa8UhWTZmb9ofITrovDQLvs29AZKZV4O2L54FwkmHqUxqtLD2SdruIEPivxMdtKU6E2kcwAxmcC3ySGI9v48Y32hDOyw8jnbKUVLRgEcZCaoQOriY03yWEBaLKtxA2ptNxPCqOsWkZeHdWc8CiKo4D-FRtfV6RwFGAG5uC46LUOoQ7py7ipYzE46PZaYMCzn5YyMHcNBZYITCNr_-29P7PhszCWmlQQIOx-ql4m_ZoRf2IwxhDYtVQ5jYxWJgqLKdsCk4xgo5vQlyKNhe89_8wYsZ193Z3Dg8XfJrwvbbweCE94GfEntca0hIrdxY8AZPs-dV0LuOJwa-SDjMc_gbC3qYryxAEuSPPZFA,פיצה לק אילת 1988,,,,https://maps.google.com/?cid=16765820149914562880&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1693,no_match,llm-no,קפריס,"שד' דוד טוביהו 65, באר שבע, Israel",31.2457442,34.7925181,ChIJ97PDTGVnAhURmh_ZAG3QOg8,קונדיטורית בוטיק - BeeZoo,"פינת, David Tuviyahu Ave 65, Beersheba, Israel",31.245550899999994,34.7854031,0.143,677,OPERATIONAL,food,coffee_shop,coffee_shop;pastry_shop;dessert_shop;cafe;confectionery;bakery;food_store;store;food;point_of_interest;establishment,052-262-7620,4.6,238,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 3:00 PM | Saturday: Closed | Sunday: 8:00 AM – 8:00 PM,yes,places/ChIJ97PDTGVnAhURmh_ZAG3QOg8/photos/AaVGc3lK8NdrBo8u1HJUGlUTLlmgynUUpbosaoU7okICC6wfQHnGFEE0r47CjXBB3TS_MFUbNIuVP-S4gkHIQFqURGp61-MP43-b9rz1BbOxmZ3l_7lebyhyVuxJEMLHOjQ5c4KvIUCIoc2pBeU3zHcr6O1sVktNavRvG30j4VDWMZxG8LE8R19hzbVyzxxMo3aihJ94z9x3_iCvoudIJlQs0Wasog76wnjNby_IDfVn3A2fYJcXJyHdDw5q7MjsTURkPIy14Vuadx22U1fuDov9KMGVWonjES8z22uhDMD-18qW6GbWgzMeyUMUqYIjKQbn6L5liJ0filkGKWinmmeTIt30gVezS_8gtONXDo0Z7Z1DR60HOid8WMs-vvKLAZbwQX5Q1DyywmkAQIN3eXd-CbzEFxwAlk_98ZzKqyQ7QRI,ziva mendel,no,0.95,Different business names (קפריס vs קונדיטורית בוטיק - BeeZoo) with no translation/transliteration relationship. Same street and house number (65 David Tuviyahu) but 677m distance suggests different locations on same street or data error. Names are distinct enough that they represent different establishments.,https://maps.google.com/?cid=1097418625802379162&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1694,verified,regular,ג'ורנו,"הבנאים 7, אשדוד, Israel",31.8148107,34.6586883,ChIJWSL7afOjAhURXn3kauaQh3g,סנדוויץ׳ טוניסאי - ג׳ורנו,"HaBana'im St 7, Ashdod, Israel",31.814304000000003,34.6583299,1.000,66,OPERATIONAL,food,fast_food_restaurant,fast_food_restaurant;restaurant;food;point_of_interest;establishment,08-666-5808,4.3,18,Monday: 10:00 AM – 5:00 PM | Tuesday: 10:00 AM – 5:00 PM | Wednesday: 10:00 AM – 5:00 PM | Thursday: 10:00 AM – 5:00 PM | Friday: Closed | Saturday: Closed | Sunday: 10:00 AM – 5:00 PM,yes,places/ChIJWSL7afOjAhURXn3kauaQh3g/photos/AaVGc3lBUjl48SwntAnKA80IpzFB4SyQH9GwstJ0kKJVT8QnJc_q4_g7DfnefxOwU3SMyAjqHAtMdYxqfppBcl4FaVK1hNaUYOukGotT6emnbU5xi4kRrlwV-jaJ2Jtoo3roBkToFG1NDEiETQ9ODs-T8Bpn13YcL_fene-SGoxIpu_LVQ93Nu8FhKejK0ZqyyWZiF72CN5bQ7EHBYiuXpyEfWHK1WI_X5RUAhEO9zMaNlUCnOgJL470YnSgGQHTpJFh8wBaggD104Lj-v7fUnR9DZLAGrcO2B_PMI0H2q-t1WLUNZA2vlp8060y8ZH_7D_2aZTnvfBjkxkXJIql-CcSthqDRyxkErken5qwejhUR_5pfGJLxittehPEe2BG1xXB5Gkn7w6YXW6VrM-3Qljy5Kq-7CPLf1E7aY1OktMrYhPoVb2O,סנדוויץ׳ טוניסאי - ג׳ורנו,,,,https://maps.google.com/?cid=8685069725717527902&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1695,no_match,rule,אוניbarסיטה,"המלאכה 1, דימונה, Israel",31.0629357,35.0236168,Eh9IYS1NZWxha2hhIFN0IDEsIERpbW9uYSwgSXNyYWVsIjASLgoUChIJT1ez4RBGAhURHyxefJ6I-I4QASoUChIJyy8FhxFGAhURR_JF9BIQN-8,Ha-Melakha St 1,"Ha-Melakha St 1, Dimona, Israel",31.061110900000003,35.0251948,0.143,253,,other,,street_address,,,,,no,,,,,,"https://maps.google.com/?q=Ha-Melakha+St+1,+Dimona,+Israel&ftid=0x15024610e1b3574f:0xf4e5cd615cacbb74&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA"
1696,flagged,rule,חומוס כהן,"צה""ל 1, אשדוד, Israel",31.7934116,34.6395461,ChIJS7NdDVWiAhURK84LyNo3JPA,Hummus Cohen,"Ashdod, Israel",31.801809599999995,34.6378841,0.625,947,CLOSED_PERMANENTLY,food,restaurant,restaurant;food;point_of_interest;establishment,,4.4,266,,yes,places/ChIJS7NdDVWiAhURK84LyNo3JPA/photos/AaVGc3lOjsw7ZuZrLQqpKmAToYZ-V5h2THx9wSUFVcrWtjVAq8cKCzjPpiF40ncqti_Ri7QisScWRyGAWOyPwoUsoAZJx1DIh3VrwM5Yi1t3QM_ZUJTq6n7Rz_KrVu6GYVz7Y30FttvP-mkhCpQ0l_Bei-kX-ZZicmLm3nkllR2VJxDuSahAiBsRl8ERQkeBi5m09wzAbjCKqqsJzJSbchXbqxC_G9ixpCnf_B6UGGCOvBp3gIHeQyo2slwcNDTgkOwH7LrAeiNFVhmgpdt-luxVyoeTySGiJobQ6GSFmoHbAL7nRBrIrMM_hMLeDti65FkpKxLTFNVmh1ZSIzZ9vwjDT1HUy1J-HfA27unsud0FgGOMABLZiTBNLqbRccuvHrcNikPNriT51xU8m21hwecB11bhjjywuxDpLS8aAWi19oewtg,Hummus Cohen,,,,https://maps.google.com/?cid=17304017081062903339&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1697,no_match,rule,קפה קפה,"דרך הדרום 3, קריית גת, Israel",31.6023346,34.7709136,ChIJGaD5ZmKRAhURpJ7OoNnApqo,בתי קפה בקריית גת,"Sderat Paz 13, Kiryat Gat, 8201826, Israel",31.6070596,34.7730433,0.154,563,OPERATIONAL,food,cafe,cafe;food;point_of_interest;establishment,,,,Monday: 8:30 AM – 10:00 PM | Tuesday: 8:30 AM – 10:00 PM | Wednesday: 8:30 AM – 10:00 PM | Thursday: 8:30 AM – 10:00 PM | Friday: 8:00 AM – 2:30 PM | Saturday: Closed | Sunday: 8:30 AM – 10:00 PM,no,,,,,,https://maps.google.com/?cid=12296727873520049828&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1698,flagged,rule,פיצה גבינונה רתמים,"רתמים, Israel",31.0539263,34.690428,ChIJi_P0SUsTAhUR7n9uzqTbbms,פיצה גבינונה,"בריכת שחייה, רתמים, Israel",31.052502599999997,34.6899149,1.000,166,CLOSED_PERMANENTLY,food,pizza_delivery,pizza_delivery;meal_delivery;food_delivery;food;point_of_interest;establishment,,4.7,20,,yes,places/ChIJi_P0SUsTAhUR7n9uzqTbbms/photos/AaVGc3nvWcWqzSwjQr4gPH4OMBtUmYVEn7S0vTu8QfRZGRC_s7Ltc69rpTHvk6H-3_shQ3qcBa4zJL6Aq_KpJKc_wWdf-4rGywdmr9dEVvKpG_8wxD57x35NJG9o1sZM2oUxLyW630suzqA72bcaeOUnDzn_BSSSK0j3xvjrpxVW0BqqW_trL5_5T6fNikOgNZC7rE9XCwEzkyrOpim6-z3HzfEWpmEgnnDPta3bAW9kPbKppvcMZ2lKDuyl8nTq4eGXxLxYr1Q26aaCLvAPMRrblYWG818qmL8O7-MyMFAfJICiTr0h--3PlH1-NKUiqjL39Cj7vDYX6clwxNkIeaiMd45BhwPlVvKcyEMVJ0GFipyKp4LGyZLF9HJXNL-K-lwpLyEQ8lMQ0IlRrGohzQw0JriR8ROtWNz949vjGxABD_9O7w,פיצה גבינונה,,,,https://maps.google.com/?cid=7741366310380929006&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1699,verified,llm,תאי ווי,"גן בנימין 10, אילת, Israel",29.5538517,34.9527522,ChIJDTZ9bfhxABURkDtLBsZ2Ao8,Thai Way,"Gan Binyamin St 10, Eilat, 8801430, Israel",29.555119,34.951711599999996,0.333,173,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,,3.7,3,,no,,,yes,0.95,"Hebrew 'תאי ווי' is transliteration of 'Thai Way'. Exact street and house number match (Gan Binyamin 10, Eilat). 173m distance likely due to coordinate precision variation. Unique restaurant name with perfect address alignment.",https://maps.google.com/?cid=10304929490258312080&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1700,verified,regular,א. בורגרים אשדוד,"תש""ח 7, אשדוד, Israel",31.7877805,34.6453552,ChIJpYWrOPmiAhURgjRUP9y5Imc,Burgerim Ashdod,"Tashah St 7, Ashdod, Israel",31.787536499999998,34.6454488,0.818,29,OPERATIONAL,food,hamburger_restaurant,hamburger_restaurant;fast_food_restaurant;american_restaurant;restaurant;food;point_of_interest;establishment,08-663-9888,3.8,461,Monday: 10:30 AM – 11:00 PM | Tuesday: 10:30 AM – 11:00 PM | Wednesday: 10:30 AM – 11:00 PM | Thursday: 10:30 AM – 11:30 PM | Friday: 10:30 AM – 2:30 PM | Saturday: 6:00 – 11:30 PM | Sunday: 10:30 AM – 11:00 PM,yes,places/ChIJpYWrOPmiAhURgjRUP9y5Imc/photos/AaVGc3kYetH5ZyHXONQ_timGv1MunCPBS9x0wpAgqzjbqp25zm4Y-y4p1QnlM7asV2fyw_89JrXqBfduJ6HfeWYbhP9g4J1c6DUDZsUN0wbHOJQmOPayF_HyhCEOxq_V0u0WZ41N6H67ULjJxt8ZW_9UjYZQ8XZoqRqTYXxtQxczPLKU8V0mYVI9JzyLf9C061Rt-yuLnT3qmYpFP0-LPuS7X5eD-8JBc2n5UV7OSRbeE1R7GeSriafFpo6Bljz_D6C6vQMjkib-_N0GAAX_yj57kIappnrLS6qrhP9ldRd0MvWmmJ81PrVUFi4yyCMk9k6amILOTaIobBJnHz6yNZ-yEbJ8AknspcdyWcfQPvmCDzL9jCKO2rKq8bTBJV03sphKwKTdNt9vPipG3LSyBPEEkXqL5Mu7xNYJczi1XieTXlysJQ,אשדוד בתפריט,,,,https://maps.google.com/?cid=7431706690721166466&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1701,uncertain,llm-uncertain,בי בי בי,"אשקלון, Israel",31.6653191,34.565044,ChIJkRNs3R-dAhURVx01Wg4_y18,BBB אשקלון,Israel,31.6272335,34.583908,0.333,4596,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,08-614-4044,3.9,1345,Monday: 12:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:00 PM | Friday: 12:00 – 10:00 PM | Saturday: 12:00 – 10:00 PM | Sunday: 12:00 – 10:00 PM,yes,places/ChIJkRNs3R-dAhURVx01Wg4_y18/photos/AaVGc3l2Ebv-u2giXm_WKmawU35YYoVxzBrU2yV1MRrCVyFzy6dsqen99Q3tkk6CxiZ4zgD18aAf8ZFpKdL0xTuFbWE07yaTWW1DCCQOQNt8LxN_TxOqnGkuoNqA8dPLfSfk_hWsCQ8NCGFsnuYtJ0HXIJYL-C-dC1_tvXAFzjXtCjhpLpdkcBkEWJN0Fzo0v-gASLIrocPF1qPlZx23RcRlnV2SpVfzgMr13ViDl7mi5_SVWcVRVi_TqCMObp_APkazCPT3ELqxRmqFSYWctTFGsLQQquATayTUIJ6UVOAit5gGZIPnBKyxwb88w2-uXX8CP7wJMpnbdfqABFON7WAKwUXvC-PWoWStO5ARXv-u_RC8f06pV5V5hO6vBGKvxAa8GIjymnmYsQ11U09w40bQjAmH7bTGiOCVwVSUMfrXdKk,Ron Nahari,yes,0.85,Unique name 'BBB' (בי בי בי in Hebrew) matches translation/transliteration. Both in Ashkelon city. Distance and vague address formatting are not definitive given the generic location data for listing B.,https://maps.google.com/?cid=6902680184750939479&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1702,verified,regular,איל נאפולי,"שבט לוי 14, אשדוד, Israel",31.7784634,34.6345879,ChIJfRcr01GjAhUROErqb_Rr8lk,IL Napoli,"שבט לוי 14, רובע י״ב, כיכר מג'יק 2, Ashdod, Israel",31.777812299999994,34.6366097,0.800,204,OPERATIONAL,food,italian_restaurant,italian_restaurant;restaurant;food;point_of_interest;establishment,08-669-0044,4.6,36,Monday: 11:30 AM – 12:00 AM | Tuesday: 11:30 AM – 12:00 AM | Wednesday: 11:30 AM – 12:00 AM | Thursday: 11:30 AM – 12:00 AM | Friday: Closed | Saturday: 7:30 PM – 12:00 AM | Sunday: 11:30 AM – 12:00 AM,yes,places/ChIJfRcr01GjAhUROErqb_Rr8lk/photos/AaVGc3ld3brWluHAyTjKRUAp6C7ljVlv8VnP9yU-UCstkF3tHpxtcVkkqZs5YC8igiP5Jtk9o-qhaadn15i4bZRdKsaWQLAGB1vJwTdBOAxhOC7lhTYhiJgaI0pLx7-M7HuZWGqBBCEHoWCCQQLGSIACWEZi32WhfoiuavxJB61EcbXmIL-XUMG8mEq4h1Fb1MfR1Zv_zZnUtCVDAR0gtVosOdjZu3RqDX57wyUuOrkIlsivsd8ug6cEijd4NmCYWuVT0gfe6Npoiri7-XmWNrRGnSnwi8jnRxvW0wCH9vE7KfrYVMI3Ayvoh9uGdxq-Mhc7CX2qYpL7V9YGm8UK0f94wguvWiSxb5gHmUrEfx5PcZIX-6J9Aw4UwiZKdEnILt4u_2yu5pODrl0UFmDyx1Xv8uwArAFFOsoOC3j8CZhnXwSIwFPk,IL Napoli,,,,https://maps.google.com/?cid=6481361511333382712&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1705,verified,llm,המטבחון של עמוס,"ברנע 463, אילת, Israel",29.5627724,34.9476533,ChIJuckgqgFyABURCwVvxQyNwwk,The kitchen of Amos,"18, Barne'a 48, Eilat, Israel",29.561845299999998,34.948012,0.200,109,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,08-631-8881,4.7,153,Monday: 11:00 AM – 3:30 PM | Tuesday: 11:00 AM – 3:30 PM | Wednesday: 11:00 AM – 3:30 PM | Thursday: 11:00 AM – 3:30 PM | Friday: 9:00 AM – 2:00 PM | Saturday: Closed | Sunday: Closed,yes,places/ChIJuckgqgFyABURCwVvxQyNwwk/photos/AaVGc3n2fCP5qVDgRzfqVts8Y9YcXohvI1vHabIY4nr4PiRJ8Tig3K1W6BKYrzBt63h8yB4z3w6wRqW8SeqB99YMukRI1YVvleCTIg4AB3AtPhTYvKAeSAkMlfnw0VMObq6kpgeO0d7gzbeyENhmQYl4k5eshp7kDRSpI1lhughqePWt4ZhNINOqC7WRIvhR_W16hfhrgtAjyuu_lByahZSr-hc5dPK5Iz3WjTXH__UXOWahHkgIuErqXlzpGviR3jM5W3DFWbe3-QHVppqBycxX3CpYJaLKzgjeDYLhTDT9p9UpLYrxOqZWB94BEA9OM264DzVLgbX85xrf0vBvhyfVuwPB3xAh6lbtbgGkbFRY3VQY4AKa0iKajLehw6wigQYpgnIg6kDfyfUH_1fS4f-D2LHKZr5hdTYnV_Qu8x4Os5p7q7xI,Shahar Zuberi,yes,0.92,Matching unique name (Hebrew 'המטבחון של עמוס' = English 'The kitchen of Amos'). Both on Barne'a street in Eilat. House number discrepancy (463 vs 48) and 109m distance are acceptable given known address inaccuracies in our database for this region.,https://maps.google.com/?cid=703561052791440651&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1706,verified,llm,kika,"שד' מלכי ישראל 178, ישפרו סנטר קרית גת, Israel",31.619042,34.761742,ChIJfWzXNXGRAhURR0V7ngagdZo,קיקה מסעדה אסייתית,"מתחם יישפרו סנטר, שדרות מלכי ישראל 178, קרית גת, Israel",31.6034483,34.7587373,0.333,1757,OPERATIONAL,food,sushi_restaurant,sushi_restaurant;japanese_restaurant;restaurant;food;point_of_interest;establishment,077-231-8799,3.7,467,Monday: 11:45 AM – 11:00 PM | Tuesday: 11:45 AM – 11:00 PM | Wednesday: 11:45 AM – 11:00 PM | Thursday: 11:45 AM – 11:00 PM | Friday: 11:30 AM – 2:00 PM | Saturday: 7:30 – 11:30 PM | Sunday: 11:45 AM – 11:00 PM,yes,places/ChIJfWzXNXGRAhURR0V7ngagdZo/photos/AaVGc3nMXC-M_CPvzTEOAcrHS6nWVotKlkszKju6F2hkc2b00JAqhY45kZQYTOdn-LyWD4ZumdTrm81lpWqfEYaFJVdua30IEtMxuFX7bTBX66IHTbVNoWKT2icPaS9JdmYoeYOu2dpPgqBTzlw34GZho6ufSGogR5swP6_9bJyMPL9s0fJAEXpZ9tmGo9FtbWuq8oNXFauWvBWtFbfdZAQIaNUeaMFxdFw4Ipz_TUAv_h5g7m2EA4xdUBO-R9akI-PYLmp_quZhsUZMfFXzVGhaktGDy6R4UpMyivW7vItwqHz40rmLBRN9kacMlcJXPvpdqtwpqDYaDzsrfU0le8Hm9ydrl8LJninhf1tQXjVVV03SF-8KJbT9etfNXtHLlXq544rrSRqYbVg7Llb3zlsrNQuf0S7eqOLt9NpcKMc_UZDRmw,יואב דהן,yes,0.95,"Same unique name (Kika/קיקה), same street (שד' מלכי ישראל 178), same city (קרית גת), same shopping center (יישפרו סנטר). Large distance metric likely due to coordinate precision issues, but address components match perfectly.",https://maps.google.com/?cid=11129978004405175623&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1707,flagged,rule,חומוס אליהו,"ירוחם, Israel",30.9888033,34.9250975,ChIJ4RNEWB8_AhURI5aaOxPHbkQ,חומוס אליהו ירוחם,"מרכז מסחרי, Tsvi Bornstein, Yeruham, Israel",30.988538000000002,34.928582999999996,1.000,334,CLOSED_PERMANENTLY,food,restaurant,restaurant;food;point_of_interest;establishment,08-657-2407,4.3,200,,yes,places/ChIJ4RNEWB8_AhURI5aaOxPHbkQ/photos/AaVGc3l-dTcMvrxOc_5U2zC6NKxUnxO6ADyKEoJAxQQ1Ggm_i1zE9t3MQ_K7bUyyl9pyy2XPNwD7YrawVanOfg1BSqxDC_lPtzrHXWTadJz77_LDjH1q86sZkPZuH5Pr_AMvUFlS4kgOGfWXzX6X5Q1CSsODiivLylRq0xlibrziaqv12gudBN25iSGAF4Yva0R1IWXq7wf_1NkaMV1k156Psz2IJeg7kNffVW8NCj30Ly1fw6OsaT2niYhiHc_N955SR4fp6UdX_GS0Db_PHfvv9-zEkvZNOcPKBNLNRS4ekZEX-Ge1Tp6n41D2719l561_hjP8JBA_2vRcNt02TaGJ6_WzU7bJ5x_2O95WrEj9kbqeOPAxMn5K9D57s2mDVIdVyMHO6eQoAVew1Mh7dBPN6iNZiz5Ua0qcyCbqOkhkONdB1w,שלמה פ.,,,,https://maps.google.com/?cid=4931097527435564579&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1708,flagged,rule,בית של בשר,"ברקת 12, אשדוד, Israel",31.7693922,34.6226911,Eh1CYXJla2V0IFN0IDEyLCBBc2hkb2QsIElzcmFlbCIwEi4KFAoSCfXbDKtzogIVEU1YwZbg5Y2VEAwqFAoSCXEsqGlyogIVETLocHFeo1D1,Bareket St 12,"Bareket St 12, Ashdod, Israel",31.768206199999998,34.622286599999995,0.250,137,,other,,street_address,,,,,no,,,,,,"https://maps.google.com/?q=Bareket+St+12,+Ashdod,+Israel&ftid=0x1502a273ab0cdbf5:0xbbaab5961e2c78fe&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA"
