id,final,source,old_name,google_name,name_sim,distance_m,business_status,food_signal,google_primary_type,google_phone,google_rating,has_photo,old_address,google_address,llm_verdict,llm_conf,llm_reason,google_maps_uri
1485,flagged,rule,פינת הלב הרחב,Halev Ha'rahav Cornet,0.182,1003,CLOSED_PERMANENTLY,food,restaurant,052-297-9507,4.4,yes,"המלך שאול 109, באר שבע, Israel","Sha'ul HaMelech St 109, Be'er Sheva, Israel",,,,https://maps.google.com/?cid=14925399112839063399&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1486,verified,llm,אופוריה מסעדה חלבית,פיצה אופוריה,1.000,871,OPERATIONAL,food,restaurant,073-753-0330,4.1,yes,"שד' ירושלים 430, נתיבות, Israel","Sderot Yerushalayim 430, Netivot, Israel",yes,0.92,"Same street and house number (Sderot Yerushalayim 430, Netivot). Name match: 'אופוריה מסעדה חלבית' (Euforia dairy restaurant) vs 'פיצה אופוריה' (Pizza Euforia) - both contain the unique name 'אופוריה' (Euforia). The distance discrepancy (871m) is likely due to GPS coordinate errors or different building entrances, not a different business. Both are food businesses with matching unique identifier.",https://maps.google.com/?cid=709925931993324168&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1487,verified,regular,שיפודים גריל ישראלי,שיפוד הזהב,0.600,197,OPERATIONAL,food,barbecue_restaurant,08-675-5550,3.7,yes,"ככר צפניה 4, אשקלון, Israel","Sderot David Ben Gurion 25, Ashkelon, Israel",,,,https://maps.google.com/?cid=601469345787278832&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1488,no_match,llm-no,Cofizz,Coffee Coffee,0.333,990,OPERATIONAL,food,cafe,050-200-7220,3.8,yes,"נתיבות, Israel","Ba'alei ha-Melakha St 203, Netivot, Israel",no,0.85,"Names don't match (Cofizz vs Coffee Coffee). Names are completely different, not translations/transliterations of each other. Despite both being in Netivot, the distinct names indicate different businesses.",https://maps.google.com/?cid=2125418072681179569&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1489,flagged,rule,חזן מרכז השווארמה,Hazan shawarma Center,0.636,147,CLOSED_PERMANENTLY,food,restaurant,08-689-7185,4.2,yes,"הרצל 20, שדרות, Israel","Hertsel St 20, Sderot, Israel",,,,https://maps.google.com/?cid=2434194205930307995&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1490,verified,address-first,רוניתא,קייטרינג רוניתא | קייטרינג בשרי וחלבי,1.000,456,OPERATIONAL,food,catering_service,054-473-9935,4.6,yes,"מדרשת בן גוריון, Israel","דרך עין מור 5, Midreshet Ben-Gurion, 8499000, Israel",,,,https://maps.google.com/?cid=16749127994540615191&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1491,verified,llm,ביגה,Biga,0.667,839,OPERATIONAL,food,restaurant,08-638-5991,3.7,yes,"שד' דוד טוביהו 125, באר שבע, Israel","עופר גרנד קניון, David Tuviyahu Ave 125, Beersheba, Israel",yes,0.92,"Name matches (ביגה=Biga, unique name). Address matches: same street (David Tuviyahu Ave/שד' דוד טוביהו) and house number (125) in Beersheba. B's location specification (Ofer Grand mall) explains the 839m distance variance - likely refers to mall complex vs. specific unit location. Same business.",https://maps.google.com/?cid=11962477146287544577&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1492,verified,llm,המאפה הצרפתי,המאפה הצרפתי,1.000,2766,OPERATIONAL,food,bakery,08-993-4062,2.5,no,"שד' ירושלים 29, נתיבות, Israel","Sderot Yerushalayim 29, Netivot, Israel",yes,0.95,"Identical unique business name (המאפה הצרפתי / The French Bakery), matching street (Sderot Yerushalayim / שד' ירושלים) and house number (29), same city (Netivot/נתיבות). Large distance metric likely due to coordinate system conversion issues; street+number+name alignment is definitive.",https://maps.google.com/?cid=10822152084411222598&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1493,verified,llm,צ'נה אילת,ביאנקה (מסעדה כשרה באילת - לשעבר צ'נה אילת),1.000,349,OPERATIONAL,food,italian_restaurant,077-980-0422,4.5,yes,"קאמן 17, אילת, Israel","Kamen St 17, Eilat, Israel",yes,0.95,"Exact street and house number match (Kamen/Kamен St 17, Eilat). Google's listing explicitly mentions 'formerly צ'נה אילת' (Tzhena Eilat), confirming this is the same restaurant that changed names/ownership. Distance discrepancy (349m) is likely due to coordinate precision issues, not a different location.",https://maps.google.com/?cid=1924636267250016616&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1494,verified,regular,השיפודיה,השיפודיה,1.000,59,OPERATIONAL,food,restaurant,08-998-8550,,no,"אוסלו 6, שדרות, Israel","Oslo St 6, Sderot, Israel",,,,https://maps.google.com/?cid=7016205011987641721&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1495,verified,regular,ארומה,Aroma Espresso Bar ארומה אספרסו בר,1.000,52,OPERATIONAL,food,cafe,08-657-1447,4.1,yes,"פרץ סנטר 1, פרץ סנטר דימונה, Israel","קניון פרץ סנטר, דימונה, Israel",,,,https://maps.google.com/?cid=17274398629318799752&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1496,verified,llm,טעמים,מסעדת טעמים,1.000,821,OPERATIONAL,food,restaurant,,4.6,no,"המדע 35, נמל אשדוד, Israel","HaMada St 35, Ashdod, Israel",yes,0.95,"Same unique name (טעמים/Taamim), same street (המדע/HaMada St), same house number (35), same city (Ashdod). The 821m distance is likely due to coordinate inaccuracy rather than different locations. Google's addition of 'מסעדת' (restaurant) is standard practice.",https://maps.google.com/?cid=3180930375485430213&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1497,flagged,nonfood-reject,השניצליה,Peretz Center Mall,0.125,29,OPERATIONAL,nonfood,shopping_mall,03-520-9962,4,yes,"פרץ סנטר, דימונה, Israel","כביש 25, דימונה, Israel",,,,https://maps.google.com/?cid=15563079021790202300&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1498,verified,address-first,סנדביץ בר,sandwich bar,0.500,348,OPERATIONAL,food,sandwich_shop,08-865-8247,4.2,yes,"כנרת 5, אשדוד, Israel","מרכזון יא, כנרת 5, אשדוד, Israel",,,,https://maps.google.com/?cid=1683487271333224428&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1499,verified,regular,סומבררו,סומבררו נתיבות,1.000,202,OPERATIONAL,food,restaurant,077-303-4185,4.2,yes,"יוסף סמלו 42, נתיבות, Israel","Yosef Samelo St 42, Netivot, 8020000, Israel",,,,https://maps.google.com/?cid=15436551699696043108&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1500,flagged,llm-no,בורגראנץ',Burgeranch,0.625,814,OPERATIONAL,food,fast_food_restaurant,072-246-0900,3,yes,"הנגרים 14, באר שבע, Israel","Shahal St 29, Be'er Sheva, Israel",no,0.95,"Chain restaurant with different streets (Hangarim vs Shahal) and 814m distance. For chains, street+house number must clearly match; they don't here, indicating separate locations.",https://maps.google.com/?cid=1665673559123005101&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1501,verified,address-first,קאסה,קאסה - CASA - Lounge Bar & Restaurant,1.000,407,OPERATIONAL,food,restaurant,052-256-2867,4.7,yes,"המלאכה 26, דימונה, Israel","Ha-Melakha St 26, Dimona, Israel",,,,https://maps.google.com/?cid=3541672520854398889&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1502,flagged,rule,פיצה פצץ,פיצה פצץ קרית גת,1.000,257,CLOSED_PERMANENTLY,food,restaurant,,,no,"הזית 41, קריית גת, Israel","Ha-Zayit St 41, Kiryat Gat, Israel",,,,https://maps.google.com/?cid=863978645474445611&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1504,verified,llm,הירושלמי,חומוס ירושלמי,0.636,1897,OPERATIONAL,food,restaurant,08-655-8818,4.7,yes,"העמל 41, נמל אשדוד, Israel","Ha-Amal St 41, Ashdod, 7725904, Israel",yes,0.92,"Identical street and house number (Ha-Amal 41, Ashdod). 'הירושלמי' (Jerusalemi) vs 'חומוס ירושלמי' (Hummus Jerusalemi) - the Google listing adds the food type but core business name matches. Distance of 1897m is likely a GPS error given exact address match. Both are food businesses.",https://maps.google.com/?cid=17567423018326188598&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1505,flagged,rule,שווארמת השמן,השמן,1.000,573,CLOSED_PERMANENTLY,food,restaurant,,3.6,yes,"ז'בוטינסקי 43, סטאר סנטר, אשדוד, Israel","Jabotinski St 47 47, Ashdod, Israel",,,,https://maps.google.com/?cid=5712710902785457470&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1506,no_match,llm-no,בורגר גריל בר,רקבב של תומר תומס אשקלון,0.167,1397,OPERATIONAL,food,fast_food_restaurant,08-855-2222,3.7,no,"ביאליק 55, אשקלון, Israel","Eli Cohen St 21, Ashkelon, 7832302, Israel",no,0.95,"Different streets (Bialik 55 vs Eli Cohen 21), 1.4km apart, different business names (Burger Grill Bar vs Rekabab of Tomer Tomas), no clear connection despite same city",https://maps.google.com/?cid=3915443431480155263&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1507,verified,regular,פיצה בלה,פיצה בלה אשדוד,1.000,116,OPERATIONAL,food,pizza_delivery,050-999-0948,4.1,yes,"חיים משה שפירא 22, אשדוד, Israel","Haim Moshe Shapira St 22, Ashdod, Israel",,,,https://maps.google.com/?cid=8355716277172807791&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1508,verified,regular,פיצה חיון,פיצה חיון,1.000,250,OPERATIONAL,food,restaurant,08-993-4101,3.7,no,"בעלי המלאכה 17, צים סנטר נתיבות, Israel","Ba'alei ha-Melakha St 17, Netivot, Israel",,,,https://maps.google.com/?cid=239633170087480881&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1509,flagged,rule,טאץ' בורגר,טאצ׳ בורגר,1.000,457,CLOSED_PERMANENTLY,food,restaurant,08-922-2267,4.5,yes,"יוסף סמלו 9, נתיבות, Israel","Yosef Samelo St 9, Netivot, Israel",,,,https://maps.google.com/?cid=13555021330788387222&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1510,flagged,rule,פיצה פרגו,פרגו פיצה בבאר שבע,1.000,1790,CLOSED_TEMPORARILY,food,pizza_delivery,08-625-5500,4.3,yes,"אפרים 112, באר שבע, Israel","Ephraim Laron St 112, Be'er Sheva, Israel",,,,https://maps.google.com/?cid=4352764860120770828&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1511,no_match,llm-no,יקוטה,גאטוס בחאן,0.286,713,OPERATIONAL,food,restaurant,,4,yes,"הרצל 5, אשקלון, Israel","Ashkelon, Israel",no,0.95,"Different business names (יקוטה vs גאטוס בחאן) with no translation/transliteration relationship. Google listing has no street address, only city. Distance of 713m is significant. Names do not match.",https://maps.google.com/?cid=15791513846954200271&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1513,flagged,nonfood-reject,e talya,בית מרקחת תל חי (מאושר קנאביס),0.118,3,OPERATIONAL,nonfood,pharmacy,08-867-8795,4.5,yes,"שדרות תל חי 63, אשדוד, Israel","Tel-Chay Blvd 63/17, Ashdod, Israel",,,,https://maps.google.com/?cid=13382384480456312583&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1514,verified,regular,פיצה המרכזית,פיצה המרכזית,1.000,33,OPERATIONAL,food,pizza_restaurant,08-939-8181,4.8,yes,"יצחק בן צבי 4, קניון הנגב, Israel","תחנה מרכזית, Beersheba, Israel",,,,https://maps.google.com/?cid=2258042741098384502&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1515,verified,llm,ביג אפל פיצה,Big Apple Pizza,0.800,358,OPERATIONAL,food,pizza_restaurant,08-634-0423,4.2,yes,"שד' התמרים 45, אילת, Israel","Sderot HaTmarim 45, Eilat, Israel",yes,0.95,Name matches perfectly (Hebrew 'ביג אפל פיצה' = 'Big Apple Pizza'). Street name matches (Sderot HaTmarim = שד' התמרים). House number 45 matches exactly. City (Eilat/אילת) matches. 358m distance likely reflects GPS inaccuracy rather than different locations given perfect address alignment. Unique business name with complete address match confirms same physical business.,https://maps.google.com/?cid=7350227268808734042&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1516,flagged,llm-no,פינה קוזינה,קובה בר באר שבע KUBA,0.118,48,OPERATIONAL,food,restaurant,077-990-8232,4.6,yes,"התקווה 11, באר שבע, Israel","Ha-Tikva St 10, Be'er Sheva, Israel",no,0.95,"Different business names (Pina Kuzina vs Kuba Bar) with no translation/transliteration relationship. While addresses are very close (Ha-Tikva 10 vs 11, 48m apart), the distinct names and different business concepts indicate separate establishments.",https://maps.google.com/?cid=8060262804736256939&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1517,verified,address-first,אננייה מטבח אתיופי אותנטי,אנניה,0.500,68,OPERATIONAL,food,ethiopian_restaurant,054-935-9821,4.6,yes,"שפינוזה 7, אשקלון, Israel","Shpinoza St 7, Ashkelon, Israel",,,,https://maps.google.com/?cid=7638111318317567828&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1518,no_match,llm-no,סול דאנס בר,Sol Dance Academy - סול דאנס אקדמי,1.000,90361,OPERATIONAL,other,sports_school,054-985-3588,4.8,yes,"יוסף סמלו 303, נתיבות, Israel","קרקע, HaSadna St 13, Ra'anana, Israel",no,0.95,"Different cities (Netivot vs Ra'anana, 90km apart), different streets (Yosef Samlo vs HaSadna), and different business types (bar vs dance academy). Name similarity alone cannot override such significant geographic and operational differences.",https://maps.google.com/?cid=17953201509328137181&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1519,flagged,rule,השניצליה ערד,Hashnitzeliya,0.600,274,CLOSED_PERMANENTLY,food,fast_food_restaurant,08-995-9519,3.1,yes,"שמיר 11, צים סנטר ערד, Israel","שמיר 3 מרכז צים סנטר, Arad, Israel",,,,https://maps.google.com/?cid=81422630769689875&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1520,verified,address-first,קפה הילה,קפה הילה,1.000,1862,OPERATIONAL,food,cafe,08-864-6949,4.3,yes,"אשדוד, Israel","Mafkura St, Ashdod, Israel",,,,https://maps.google.com/?cid=12029203438756001020&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1521,verified,address-first,פיצה פומודורי,פיצה פומודורי,1.000,338,OPERATIONAL,food,pizza_delivery,08-931-7888,4.4,yes,"כנרת 5, אשדוד, Israel","Kineret St 5, Ashdod, Israel",,,,https://maps.google.com/?cid=3663427571904578673&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1522,no_match,llm-no,שווארמה הפינה אקספרס נתיבות,שניצל פקטורי נתיבות,0.476,462,OPERATIONAL,food,restaurant,08-667-8000,4.7,yes,"רבי עקיבא, נתיבות, Israel","סמילו 43, Netivot, 8778901, Israel",no,0.95,"Different business names (Shawarma HaPina Express vs. Schnitzel Factory) with no translation/transliteration relationship. Different streets (Rabbi Akiva vs. Smilo). While both are in Netivot, the 462m distance combined with distinct names and locations indicates separate businesses.",https://maps.google.com/?cid=7344612931742464630&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1523,flagged,rule,סין צ'אן אשקלון,סין צ'אן אשקלון,1.000,165,CLOSED_PERMANENTLY,food,chinese_restaurant,08-921-9199,4.4,yes,"רחבעם זאבי 4, אשקלון, Israel","4, Rehavam Ze'evi 13, Ashkelon, Israel",,,,https://maps.google.com/?cid=7003883799794864969&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1524,no_match,llm-no,דרך האוכל,"ד""ר שניצל - שדרות",0.286,1272,OPERATIONAL,food,fast_food_restaurant,08-632-6060,4.2,yes,"שדרות, Israel","מתחם מול 7 (הרכבת, דרך מנחם בגין 1, שדרות, 87037, Israel",no,0.95,"Different business names: 'דרך האוכל' (Derekh HaOchel/Food Way) vs 'ד""ר שניצל' (Dr. Schnitzel). While both are food businesses in Shדרות, the names are completely different and not translations/transliterations of each other. Additionally, 1.3km distance is significant.",https://maps.google.com/?cid=12465992368870545523&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1525,uncertain,llm-uncertain,דודא לפיצה,דודא לפיצה,1.000,988,OPERATIONAL,food,pizza_restaurant,08-674-4045,3.8,yes,"אלי כהן 42, אשקלון, Israel","Sinai St 4, Ashkelon, Israel",uncertain,0.45,"Same unique name (Duda LaPizza) and city (Ashkelon), but addresses differ significantly: Eli Cohen 42 vs Sinai St 4 (988m apart). Could be chain with multiple locations or data error. Need verification.",https://maps.google.com/?cid=258278374935780547&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1526,verified,regular,פיצה סמילנו,פיצה סמילנו,1.000,86,OPERATIONAL,food,pizza_restaurant,077-433-6905,4.5,yes,"יהודה הלוי 36, אשקלון, Israel","Yehuda Halevi St 36, Ashkelon, Israel",,,,https://maps.google.com/?cid=701439031783271120&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1527,verified,regular,טופ בורגר י,טופ בורגר,1.000,123,OPERATIONAL,food,hamburger_restaurant,08-672-7144,3.6,yes,"צה""ל 23, אשקלון, Israel","Tsahal St 23, Ashkelon, Israel",,,,https://maps.google.com/?cid=15273010810933867634&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1528,no_match,llm-no,קונדיטורית הטעם,I LOVE EAT,0.182,2054,OPERATIONAL,food,bakery,08-933-3514,4,yes,"העמל 17, נמל אשדוד, Israel","HaBana'im St 10, Ashdod, Israel",no,0.95,"Different names (קונדיטורית הטעם vs I LOVE EAT), different streets (העמל vs HaBana'im), 2km+ apart, and no translation/transliteration match. These are clearly different businesses.",https://maps.google.com/?cid=11856831279920077447&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1529,verified,regular,קונדיטוריית דובדבן,קונדיטוריית דובדבן,1.000,124,OPERATIONAL,food,bakery,08-657-1257,4.6,yes,"שד' הרצל 110, דימונה, Israel","Sderot Herzl 30, Dimona, Israel",,,,https://maps.google.com/?cid=18087488426172034312&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1530,no_match,llm-no,לה שיפוד,שיפודאלי- חווית בשר יוקרתית,0.263,1519,OPERATIONAL,food,restaurant,054-355-5393,4.7,yes,"מ""ד המעפילים 4, דימונה, Israel","HaMasger St 77, Dimona, 86199, Israel",no,0.85,"Different streets (Hamaafilim vs HaMasger) with 1.5km distance. Names share 'שיפוד' (skewer) root but are distinct business names (La Spiedo vs Spifodale). While both are meat restaurants in Dimona, the significant distance and different addresses indicate different physical locations.",https://maps.google.com/?cid=6168218001702746489&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1531,verified,regular,בית מאפה אללוף,בית מאפה אללוף חיים,1.000,71,OPERATIONAL,food,bakery,08-658-9914,4.3,yes,"בורנשטיין 96, ירוחם, Israel","Tsvi Bornstein St 96, Yeruham, Israel",,,,https://maps.google.com/?cid=18435315251495333819&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1532,verified,regular,פיצה פלא,פיצה פלא,1.000,59,OPERATIONAL,food,pizza_restaurant,08-916-8801,4.6,yes,"אבן עזרא 23, אשדוד, Israel","Moshe Ibn Ezra St 23, Ashdod, 7762226, Israel",,,,https://maps.google.com/?cid=8278910136474137280&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1533,verified,address-first,בי בי בי,BBB,1.000,1736,OPERATIONAL,food,hamburger_restaurant,08-658-8855,4.2,yes,"דרך הדרום 3, קריית גת, Israel","מרכז ביג, דרך הדרום 3, קרית גת, Israel",,,,https://maps.google.com/?cid=17119862456077610295&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1534,flagged,rule,cofix,קופיקס,0.000,2868,CLOSED_PERMANENTLY,food,cafe,09-973-3150,4.2,yes,"שד' ירושלים 17, נתיבות, Israel","Sderot Yerushalayim 17, Netivot, Israel",,,,https://maps.google.com/?cid=11337453429310620870&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1536,no_match,llm-no,LUIGI קפה סיגל,הצריף,0.200,1183,OPERATIONAL,food,cafe,051-577-3897,4.6,yes,"ביאליק 5, באר שבע, Israel","Yosef Ben Matityahu St 70, Be'er Sheva, Israel",no,0.95,"Different names (LUIGI קפה סיגל vs הצריף), different streets (ביאליק vs Yosef Ben Matityahu), 1.2km apart. No translation/transliteration match between names.",https://maps.google.com/?cid=1936785303812016924&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1537,verified,regular,מאפיית ארץ הצבי,מאפיית ארץ הצבי,1.000,250,OPERATIONAL,food,bakery,08-993-4829,4.5,yes,"בעלי המלאכה 17, צים סנטר נתיבות, Israel","Ba'alei ha-Melakha St 17, Netivot, Israel",,,,https://maps.google.com/?cid=9646517449523251522&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1538,flagged,rule,קפה קפה,קפה הנשיא,0.333,640,CLOSED_PERMANENTLY,food,cafe,,,yes,"הנשיא 82, אשקלון, Israel","Ha-Nasi St 4, Ashkelon, Israel",,,,https://maps.google.com/?cid=13623548567642698267&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1539,no_match,rule,בנדורה,Eli Cohen St 1,0.000,84976,,other,premise,,,no,"אלי כהן 1, צומת שוקת, Israel","Eli Cohen St 1, Bat Yam, 5961501, Israel",,,,https://maps.google.com/?cid=16766708457744714654&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1540,verified,llm,פיצה עגבניה,Pizza Agvania,0.500,103,OPERATIONAL,food,pizza_restaurant,08-643-0353,4.3,yes,"חיל הנדסה 1, מרכז בי 7 באר שבע, Israel","מתחם ביג, חיל ההנדסה 1, באר שבע, Israel",yes,0.95,Name matches (פיצה עגבניה = Pizza Agvania). Address on same street (חיל הנדסה/חיל ההנדסה) and house number 1 in Be'er Sheva. Distance of 103m is acceptable given complex/mall location variations. Both refer to the same restaurant at the commercial complex.,https://maps.google.com/?cid=5197386646205457080&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1541,no_match,nonfood-reject,אלדו,Azrieli Mall Hayam,0.200,653,OPERATIONAL,nonfood,shopping_mall,08-634-0006,4.2,yes,"דרך פעמי השלום 17, אילת, Israel","Ha-Palmakh St 1, Eilat, Israel",,,,https://maps.google.com/?cid=15115062556639848378&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1542,flagged,nonfood-reject,cofix,Peretz Center Mall,0.000,29,OPERATIONAL,nonfood,shopping_mall,03-520-9962,4,yes,"פרץ סנטר דימונה, Israel","כביש 25, דימונה, Israel",,,,https://maps.google.com/?cid=15563079021790202300&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1543,verified,regular,בית מאפה חושן ברכת הכוהנים,בית מאפה חושן,1.000,96,OPERATIONAL,food,bakery,054-995-5700,4.5,yes,"דוד ניב 26, באר שבע, Israel","David Niv St 26, Be'er Sheva, Israel",,,,https://maps.google.com/?cid=14405904692619010165&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1544,verified,llm,טולום ביץ',Tulum Beach / חוף טולום (מסעדה בשרית כשר),0.500,1033,OPERATIONAL,food,restaurant,077-938-6221,4.4,yes,"דרך פעמי השלום 10, אילת, Israel","Derech Pa'amei HaShalom 10, Eilat, 8829063, Israel",yes,0.95,"Names match (Tulum Beach/טולום ביץ' - Hebrew to English translation/transliteration). Street and house number are identical (Derech Pa'amei HaShalom 10, Eilat). Distance of 1033m is unusual for exact address match but coordinates can be approximate in databases. All key identifiers align - this is the same restaurant.",https://maps.google.com/?cid=6450815013956449368&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1545,no_match,llm-no,פיצה ברכת השם,בולה פיצה,0.250,473,OPERATIONAL,food,pizza_restaurant,08-663-6206,4.5,yes,"בלפור 22, אשדוד, Israel","Ha-Rav Sha'uli St 5, Ashdod, Israel",no,0.95,"Different business names (פיצה ברכת השם vs בולה פיצה), different streets (Balfour vs Ha-Rav Sha'uli), 473m apart. No translation/transliteration match between names.",https://maps.google.com/?cid=3446759003244729732&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
