id,final,source,old_name,google_name,name_sim,distance_m,business_status,google_phone,google_rating,has_photo,old_address,google_address,llm_verdict,llm_conf,llm_reason,google_maps_uri
4067,verified,address-first,מאפיית הכפר,מאפיית הכפר,1.000,692,OPERATIONAL,03-938-2291,4.4,yes,"הרב שלום שבזי 26, ראש העין, Israel","Ha-Rav Shalom Shabazi St 26, Rosh Haayin, Israel",,,,https://maps.google.com/?cid=9742369555283197228&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4412,verified,llm,פיצה התחנה,פיצה התחנה הישראלית,1.000,1737,OPERATIONAL,077-505-7378,,yes,"דרך מנחם בגין 116, תל אביב, Israel","Menakhem Begin Rd 116, Tel Aviv-Yafo, Israel",yes,0.95,"Exact street and house number match (Menakhem Begin 116, Tel Aviv). Names are very similar - 'פיצה התחנה' vs 'פיצה התחנה הישראלית' (just adds 'Israeli'). Large distance likely due to coordinate error in our database. Unique name type supports match.",https://maps.google.com/?cid=9005323353873300723&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4065,verified,regular,הרצל 50,הרצל 50,1.000,142,OPERATIONAL,08-864-5005,4.2,yes,"שד' הרצל 50, רמלה, Israel","Sderot Herzl 50, Ramla, Israel",,,,https://maps.google.com/?cid=12845251144816245504&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4487,no_match,llm-no,פיצה בר,הכריש פיצה בר כשר רוטשילד,0.250,685,OPERATIONAL,050-733-1300,4.4,yes,"רוטשילד 36, ראשון לציון, Israel","רוטשילד 87 ground floor, Rishon LeZion, 7520448, Israel",no,0.95,Different house numbers (36 vs 87) on same street with 685m distance. Generic name 'פיצה בר' (pizza bar) insufficient to overcome significant address mismatch. Google listing has additional identifier 'הכריש' (The Shark) not in our database.,https://maps.google.com/?cid=11734895158423427221&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6855,verified,llm,Jacob Coffee,ג׳ייקוב קפה ובר,0.143,3787,OPERATIONAL,052-408-0036,3.8,yes,"שדרות רחבעם זאבי 2, חדרה","רחבעם זאבי 2, Hadera, 3832098, Israel",yes,0.95,"Same business name (Jacob Coffee = ג׳ייקוב קפה), identical street address (Rechavam Zaavi 2), same city (Hadera). Large distance_meters value appears to be a data error; street and house number match perfectly. Name variation (Coffee vs Coffee Bar) is minor.",https://maps.google.com/?cid=11516301250722995215&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4861,flagged,rule,בת שבע מטעמים של אמא,בת שבע - מטעמים של אמא,1.000,6,CLOSED_PERMANENTLY,02-655-1185,4.3,yes,"יד חרוצים 16, ירושלים, Israel","Yad Harutsim St 16, Jerusalem, 9342153, Israel",,,,https://maps.google.com/?cid=8650241414824203017&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3359,flagged,rule,"מעדנה מוזיאון בע""מ","מעדנה בע""מ",1.000,963,CLOSED_PERMANENTLY,03-695-7784,3,yes,"שד' שאול המלך 27, תל אביב, Israel","Sderot Sha'ul HaMelech 27, Tel Aviv-Jaffa, Israel",,,,https://maps.google.com/?cid=13298640036001736107&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
7301,no_match,llm-no,קפה עלית-אספרסו בר,Elite Cafe Espresso Bar,0.857,2524,OPERATIONAL,,2.2,yes,"חיים לבנון 14, צפון תל אביב, Israel","HaRakevet St, Tel Aviv-Yafo, Israel",no,0.95,"Different streets (Chaim Levanon vs HaRakevet) in Tel Aviv with 2.5km distance. While names match (קפה עלית = Elite Cafe), the address discrepancy is too large to be a coordinate error. These appear to be different locations.",https://maps.google.com/?cid=17134248439097015422&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2099,verified,regular,בית הלחם,קונדיטוריה בית הלחם,1.000,195,OPERATIONAL,04-870-0641,4.2,yes,"שדרות גושן 7, קריית מוצקין, Israel","Moshe Goshen Ave 7, Kiryat Motzkin, 2631203, Israel",,,,https://maps.google.com/?cid=17680855981426795645&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5677,verified,regular,פיצה האט,Pizza Hut,1.000,189,OPERATIONAL,1-700-506-070,4.1,yes,"הנחשול 21, יבנה, Israel","HaNahshol St 22, Yavne, Israel",,,,https://maps.google.com/?cid=16434200799867193159&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1699,verified,llm,תאי ווי,Thai Way,0.333,173,OPERATIONAL,,3.7,no,"גן בנימין 10, אילת, Israel","Gan Binyamin St 10, Eilat, 8801430, Israel",yes,0.95,"Hebrew name 'תאי ווי' transliterates to 'Thai Way'. Exact street and house number match (Gan Binyamin 10, Eilat). 173m distance likely due to coordinate precision variance. Unique business name confirms match.",https://maps.google.com/?cid=10304929490258312080&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2772,flagged,rule,קראנץ' ביף,Kranch Beef,0.571,411,CLOSED_PERMANENTLY,04-838-7070,3.2,yes,"נתנזון 18, חיפה, Israel","Natanzon St 18, Haifa, Israel",,,,https://maps.google.com/?cid=15092802569648614860&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4312,no_match,llm-no,רוני ודני,דני בתי מאפה מודיעין,0.375,4243,OPERATIONAL,08-858-0141,4.5,yes,"שד' המלאכות 1, מודיעין והסביבה, Israel","ישפארו סנטר, מודיעין מכבים רעות, Israel",no,0.85,"Different business names (Roni and Dani vs Dani Batei Maapha), different addresses (Hamalachot St vs Ishparo Center), and 4.2km distance too large to be same physical location.",https://maps.google.com/?cid=7823196410264068267&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3603,verified,llm,רוני ודני,דני בתי מאפה חלום ראשל״צ,0.167,106,OPERATIONAL,03-525-5359,3.9,yes,"הרב חיים דוד הלוי 3, ראשון לציון, Israel","Ha-Rav Khayim David ha-Levi St 1-3, Rishon LeZion, Israel",yes,0.85,Same street (Ha-Rav Khayim David ha-Levi) and city (Rishon LeZion). House numbers 3 vs 1-3 likely refer to same building. Names 'רוני ודני' and 'דני בתי מאפה חלום' both reference 'דני' (Danny) and appear to be the same bakery business with slightly different naming conventions. Distance of 106m and address variation are consistent with coordinate/database inaccuracies.,https://maps.google.com/?cid=2247186283145646589&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3533,verified,regular,מסטינג,מסטינג,1.000,56,OPERATIONAL,055-911-1750,4.1,yes,"הרוקמים 26, חולון, Israel","Harokmim St 26, Holon, Israel",,,,https://maps.google.com/?cid=6911555852891684399&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2199,verified,address-first,מינאטו,מינאטו סושי בר קיסריה,1.000,3557,OPERATIONAL,04-636-0812,3.7,yes,"קיסריה, Israel","תחנת דלק קיסריה, Keisarya, Israel",,,,https://maps.google.com/?cid=5236297707300001814&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2968,verified,regular,אצל בני,אצל בני,1.000,12,OPERATIONAL,04-862-4751,4.6,yes,"החלוץ 23, חיפה, Israel","HeHaluts St 23, Haifa, Israel",,,,https://maps.google.com/?cid=16879770726158301338&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5546,no_match,llm-no,קפה ג'ו,Joe Coffee,0.000,6069,OPERATIONAL,052-422-9000,3.9,yes,"באר טוביה, Israel","צומת ראם, Israel",no,0.95,"Different cities: Beer Tuvia vs. Ramat (6km apart). Despite name match (קפה ג'ו = Joe Coffee), the locations are too distant to be the same physical business.",https://maps.google.com/?cid=15781882076465203683&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3181,no_match,llm-no,צ'ארליז,"Charlie's - Bar, Food, Garden",0.222,41581,OPERATIONAL,052-555-8525,4.5,yes,"הרב יוסף צוברי 6, תל אביב, Israel","סמוך לתחנת דלק, Nir Banim, 7952500, Israel",no,0.98,"Different cities (Tel Aviv vs Nir Banim), 41.5km apart, completely different addresses. Despite similar names (Charliz/Charlie's), the locations are incompatible.",https://maps.google.com/?cid=11513693407621517444&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4211,verified,regular,זותא פיצה,Zota Pizza,0.667,10,OPERATIONAL,03-522-2305,4.3,yes,"דיזנגוף 177, תל אביב, Israel","Dizengoff St 177, Tel Aviv-Yafo, Israel",,,,https://maps.google.com/?cid=10512899608093691237&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5890,flagged,rule,זואי,Zoi Kitchen,0.500,809,CLOSED_PERMANENTLY,09-955-5070,4.4,yes,"ויצמן 125, כפר סבא, Israel","Weizmann St 125, Kefar Sava, Israel",,,,https://maps.google.com/?cid=4936045286642502653&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3660,verified,llm,תירס,תירס,1.000,1267,OPERATIONAL,052-333-4730,4.2,yes,"דרך מנחם בגין 132, קניון עזריאלי, תל אביב, Israel","Azrieli Center, Menakhem Begin Rd 132, Tel Aviv-Yafo, Israel",yes,0.95,"Identical business name (תירס), same street (Menakhem Begin), same house number (132), same mall (Azrieli Center/קניון עזריאלי), same city (Tel Aviv). Distance discrepancy likely due to coordinate precision within large shopping mall complex.",https://maps.google.com/?cid=14378718427107378598&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5219,flagged,rule,שניצליית אבא 1966,שניצליית אבא,1.000,8460,CLOSED_PERMANENTLY,02-663-7000,4,yes,"ירושלים, Israel","קניון עטרות, Jerusalem",,,,https://maps.google.com/?cid=1115937117711246336&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6929,no_match,llm-no,BeerBazaar Brewery,מבשלת בירבזאר,0.364,2935,OPERATIONAL,02-372-4471,4.3,yes,"המייסדים 1, כפר דניאל","Kfar Daniel, 7312500, Israel",no,0.15,"Distance of 2.9km is too large to match same physical location. While names appear related (BeerBazaar/בירבזאר), the significant distance rules out this being the same business, despite both being in Kfar Daniel.",https://maps.google.com/?cid=14229735951444534543&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2353,verified,llm,קפה בורדו,Bordo,0.600,270,OPERATIONAL,04-951-4079,4.1,yes,"שד' הגעתון 42, נהריה, Israel","Sderot HaGa'aton 42, Nahariya, Israel",yes,0.95,"Name matches (קפה בורדו = Cafe Bordo), street and house number identical (Sderot HaGa'aton 42, Nahariya). Distance of 270m likely due to coordinate approximation in our database, not a different location.",https://maps.google.com/?cid=578549338672480991&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4712,verified,regular,הודיה,הודיה אירועים,1.000,61,OPERATIONAL,050-333-1552,4.3,yes,"נעמי 4, ירושלים, Israel","פלאנט ירושלים, Naomi St 4, Jerusalem, 9355204, Israel",,,,https://maps.google.com/?cid=4666290760521531054&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5220,verified,address-first,סנדוויץ ירושלמי,"אבי ועופר - שירותי מזון בע""מ",0.231,240,OPERATIONAL,052-267-1090,5,no,"תוצרת 4, ירושלים, Israel","Totseret St 4, Jerusalem",,,,https://maps.google.com/?cid=4837771275260267276&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6883,flagged,rule,Newshi Modiin,NEWSHI ניושי סושי בר מודיעין,0.500,726,CLOSED_TEMPORARILY,08-699-9477,3.8,yes,"דם המכבים 55, מודיעין","Dam HaMacbim St 55, Modi'in-Maccabim-Re'ut, 7176406, Israel",,,,https://maps.google.com/?cid=17570212286298013249&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1463,verified,regular,השיפוד והמנגל,השיפוד והמנגל אשדוד,1.000,14,OPERATIONAL,054-812-7519,4,no,"חטיבת כרמלי 20, אשדוד, Israel","Hativat Carmeli St 3, Ashdod, Israel",,,,https://maps.google.com/?cid=2667163918728831911&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3922,no_match,llm-no,בטעם של עוד,שווארמה בטעם של עוד..,1.000,9729,OPERATIONAL,03-643-8881,4.1,yes,"זיתן, Israel","HaOrgim St 1, Holon, Israel",no,0.95,Different cities: Zitan vs Holon (9.7km apart). Large distance rules out same physical location despite partial name match.,https://maps.google.com/?cid=5512580765448414349&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3441,verified,regular,יקיטורי,טורקישווארמה,0.333,21,OPERATIONAL,03-934-4493,4.2,yes,"חיים עוזר 38, פתח תקווה, Israel","24, Khayim Ozer St, Petah Tikva, Israel",,,,https://maps.google.com/?cid=17253564719684415103&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4586,no_match,llm-no,מפגש גרונר,Mifgash Gruner Ramat Gan,0.500,644,OPERATIONAL,03-670-9670,4,yes,"ז'בוטינסקי 75, רמת גן, Israel","Jabotinsky St 127, Ramat Gan, Israel",no,0.85,"Same business name (Mifgash Gruner) and city (Ramat Gan), but house numbers differ significantly (75 vs 127) on same street (Jabotinsky/ז'בוטינסקי). Distance of 644m is too large to be the same location. Despite name match, address discrepancy is decisive.",https://maps.google.com/?cid=12434618548481739013&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4883,flagged,rule,מוצרלה,מוצרלה,1.000,59,CLOSED_PERMANENTLY,02-628-2299,4.2,yes,"תפארת ישראל 16, הרובע היהודי, ירושלים, Israel","תפארת ישראל 16, Jerusalem",,,,https://maps.google.com/?cid=11488361017694869380&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6836,verified,address-first,Tommy's Deli,Tommy's - טומי'ס,1.000,918,OPERATIONAL,1-700-500-222,4.2,yes,"קק""ל 21, ירושלים","HaKeren HaKayemet Le-Israel St 21, Jerusalem, Israel",,,,https://maps.google.com/?cid=10229194523983805098&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6107,verified,regular,קפה כרכור,Coffee Karkur,0.800,53,OPERATIONAL,04-637-1299,4.4,yes,"המייסדים 54, פרדס חנה-כרכור, Israel","Ha-Meyasdim St 54, Pardes Hanna-Karkur, Israel",,,,https://maps.google.com/?cid=13781323544959670230&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
554,verified,llm,קמפניה,Campania,0.600,1127,OPERATIONAL,03-903-7667,4.1,yes,"ראשון לציון, Israel","Barshavski St 8, Rishon LeZion, Israel",yes,0.85,"Name matches (קמפניה='Campania'), city matches (Rishon LeZion), street matches (Barshavski). Distance of 1127m is large but our database address coordinates are often inaccurate. Unique name type supports match.",https://maps.google.com/?cid=9044146864516221541&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4852,verified,llm,אצה,אצה סושי בר בית שמש,1.000,39186,OPERATIONAL,02-648-2778,3.9,yes,"שד' יגאל אלון 1, ביג פאשן בית שמש, Israel","מרכז ביג, שדרות יגאל אלון 1, בית שמש, Israel",yes,0.95,"Matching business name (אצה), identical street address (שד' יגאל אלון 1), same shopping center (Big Fashion/Big Center), and same city (בית שמש). The large distance_meters value appears to be a data error. Google's expanded name (אצה סושי בר) is consistent with a sushi restaurant.",https://maps.google.com/?cid=7051039206298256073&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1829,flagged,rule,אשכרה בשרים,Ashkarah Grill bar,0.500,106,CLOSED_PERMANENTLY,,4.2,yes,"המלאכה 18, אילת, Israel","HaMelacha St 1, Eilat, 8850337, Israel",,,,https://maps.google.com/?cid=15950231908699034780&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4727,verified,regular,לוצ'נה,Luciana,0.333,53,OPERATIONAL,02-502-1000,4.1,yes,"ממילא 8, שדרות אלרוב ממילא, ירושלים, Israel","ממילא 8, קניון ממילא, Jerusalem",,,,https://maps.google.com/?cid=13238598513867539445&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5863,flagged,rule,המייסדים,Ha-Meyasdim St 44,1.000,1147,,,,no,"המייסדים 44, פרדס חנה-כרכור, Israel","Ha-Meyasdim St 44, Pardes Hanna-Karkur, Israel",,,,https://maps.google.com/?cid=18279476106250056202&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2989,verified,regular,חומוסון,חומוסון,1.000,206,OPERATIONAL,04-812-4577,4.7,yes,"דרך יחיעם 4, נהריה, Israel","Derech Yehi'am 17, Nahariya, Israel",,,,https://maps.google.com/?cid=10393953803658559038&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3057,verified,llm,פינת השלושה,פינת השלושה | מסעדת בשרים בתל אביב| מאכלים בוכריים| כשר,1.000,9826,OPERATIONAL,03-518-5555,4.1,yes,"דרך בן צבי 84, תל אביב, Israel","מרכז פנרמה, Derekh Ben-Zvi 84, Tel Aviv-Jaffa, Israel",yes,0.95,"Identical business name (פינת השלושה), same street (דרך בן צבי/Derekh Ben-Zvi), same house number (84), same city (Tel Aviv). Large distance metric is due to coordinate system differences, not actual location mismatch. Google's full name includes cuisine descriptors (Bukharian meat restaurant, kosher) which are additional details about the same establishment.",https://maps.google.com/?cid=3201352654131720973&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3271,verified,regular,פיצה שמש,פיצה שמש רמלה יוספטל 31,1.000,100,OPERATIONAL,08-663-9243,4.3,yes,"יוספטל גיורא 31, רמלה, Israel","Shoping Center, Yoseftal St 31, Ramla, 7224531, Israel",,,,https://maps.google.com/?cid=11371478794915159041&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2774,no_match,llm-no,ביגה,מול זכרון,0.000,1850,OPERATIONAL,04-639-7395,4.1,yes,"זכרון יעקב, Israel","אזור תעשייה מערבי, 4, זכרון יעקב, Israel",no,0.85,Different names ('ביגה' vs 'מול זכרון') with no translation/transliteration relationship. Different addresses: generic city location vs specific industrial zone address. 1850m distance supports these are separate businesses.,https://maps.google.com/?cid=6976327512785366037&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4976,verified,address-first,זוקה,צמצם-קניון הדר,0.125,154,OPERATIONAL,02-673-9911,4.8,yes,"פייר קניג 26, קניון הדר, ירושלים, Israel","General Pierre Koenig St 26, Jerusalem, Israel",,,,https://maps.google.com/?cid=7676250170677512890&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5161,verified,regular,פיצה רום,פיצה רום,1.000,21,OPERATIONAL,02-644-6112,4.5,yes,"בורוכוב 61, ירושלים, Israel","Borochov St 61, Jerusalem, 96781, Israel",,,,https://maps.google.com/?cid=17712647040992155857&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5485,verified,regular,שומשום בר בריאות,שומשום בר בריאות,1.000,10,OPERATIONAL,08-923-3040,4,yes,"ספיר פנחס 7, פארק המדע נס ציונה, Israel","Pinhas Sapir St 7, Ness Ziona, Israel",,,,https://maps.google.com/?cid=13961371579950672913&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2806,verified,llm,מפגש הצפון,מפגש הצפון,1.000,3518,OPERATIONAL,,4,no,"שפירא משה 26, עכו, Israel","Moshe Boronstein St 26, Acre, Israel",yes,0.95,"Identical business name (מפגש הצפון), same house number 26, same city (Acre/עכו). Street name appears to be different transliteration of same street (שפירא משה vs Moshe Boronstein), likely a translation/transliteration variation. Large distance likely due to coordinate error in our database, not a disqualifying factor given other strong matches.",https://maps.google.com/?cid=18443940880518852893&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4806,verified,regular,מפגש הסדנא,מפגש הסדנא,1.000,5,OPERATIONAL,054-317-5888,4.8,yes,"הסדנא 5, ירושלים, Israel","Ha-Sadna St 5, Jerusalem, Israel",,,,https://maps.google.com/?cid=2575823770126447807&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4043,no_match,llm-no,ריבר נודלס בר,ריבר סושי רמת גן River,0.500,2857,OPERATIONAL,03-611-4033,3.7,yes,"דרך בן גוריון 2, רמת גן, Israel","Jabotinsky St 7, Ramat Gan, Israel",no,0.95,"Different streets (Ben Gurion vs Jabotinsky), 2857m apart, and different business names (Noodles Bar vs Sushi). Even accounting for coordinate errors, this distance and street mismatch indicates different locations.",https://maps.google.com/?cid=1972456294455081916&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4111,no_match,llm-no,בורגרס בר,מפגש בר - לין בורסה | כשר,0.167,550,OPERATIONAL,03-751-4073,4.3,yes,"זיסמן שלום 14, מתחם הבורסה, רמת גן, Israel","Tuval St 16, Ramat Gan, Israel",no,0.95,"Different street addresses (Zisman Shalom 14 vs Tuval St 16) in same city, different business names ('Burgers Bar' vs 'Mifgash Bar'), 550m apart. Not a match.",https://maps.google.com/?cid=8958115934245516639&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
7192,verified,llm,יאשקה טאגור,Yashka,0.375,3755,OPERATIONAL,03-505-7632,4.2,yes,"טאגור 32, תל אביב","Tagore St, Tel Aviv-Yafo, Israel",yes,0.92,"Name matches (Yashka is transliteration of יאשקה), street name matches (Tagore = Tagur/Tagore), city matches (Tel Aviv). Large distance likely due to coordinate error in our database, not uncommon for Israeli addresses. House number 32 aligns with Tagore St location.",https://maps.google.com/?cid=8312196401745173740&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3759,verified,llm,גן הורדים,גן הורדים,1.000,1999,OPERATIONAL,,4,yes,"ראשון לציון, Israel","Herzl St 150, Rishon LeZion, Israel",yes,0.85,"Identical Hebrew name 'גן הורדים' (Rose Garden), same city Rishon LeZion. Distance of 2km is large but could reflect coordinate error in our database. Unique name with specific street address in Google match suggests this is the same physical business.",https://maps.google.com/?cid=17215794687311906487&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6967,verified,address-first,פוקצ'ריה,פוקצ'ריה,1.000,2309,OPERATIONAL,03-644-8797,4.7,yes,"ז'בוטינסקי 72, פתח תקווה","הקניון הגדול 72, Jabotinsky St, Petah Tikva, Israel",,,,https://maps.google.com/?cid=10676759579972368901&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3386,flagged,llm-no,גולדות,Garden 83 - Beer & Burger,0.100,20,OPERATIONAL,03-501-5511,4.1,yes,"רוטשילד 83, ראשון לציון, Israel","Rothschild St 83, Rishon LeZion, Israel",no,0.85,"Names are completely different ('גולדות' vs 'Garden 83 - Beer & Burger'). While addresses match precisely (Rothschild 83, Rishon LeZion), the business names share no linguistic relationship - not a translation/transliteration. This indicates different businesses at the same address or a complete rebranding that would require additional verification.",https://maps.google.com/?cid=122429139003777819&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4543,verified,regular,קראמבל,קראמבל,1.000,133,OPERATIONAL,03-633-3883,4.3,yes,"אצ""ל 26, ראשון לציון, Israel","Etsel St 26, Rishon LeZion, Israel",,,,https://maps.google.com/?cid=3080744002054503554&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4959,verified,regular,ארומה,Aroma Espresso Bar ארומה אספרסו בר,1.000,14,OPERATIONAL,02-992-1674,4,yes,"שד' יגאל אלון 2, בית שמש, Israel","יגאל אלון 1, ביג בית שמש, Bet Shemesh, Israel",,,,https://maps.google.com/?cid=17489112785848973070&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3872,verified,llm,קיבוץ אירועים על הים,קיבוץ אירועים על הים,1.000,468,OPERATIONAL,054-965-2099,,yes,"הטיילת 19, טיילת ראשון לציון, Israel","HaTayelet 19, Rishon LeZion, Israel",yes,0.95,"Identical business name (קיבוץ אירועים על הים), matching street (HaTayelet/הטיילת) and house number (19), same city (Rishon LeZion/ראשון לציון). The 468m distance likely reflects coordinate imprecision rather than different locations, as the address details align perfectly.",https://maps.google.com/?cid=17622862190704130049&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6477,no_match,llm-no,J-DELI HP,Deli Garden מעדניית בוטיק,0.050,1207,OPERATIONAL,02-676-7670,4,yes,"הפלמ""ח 42, ירושלים","Yehuda Burla 1, Jerusalem, Israel",no,0.95,"Different street addresses (Hapalma'ch 42 vs Yehuda Burla 1) ~1.2km apart, different names (J-DELI HP vs Deli Garden), no clear translation/transliteration match. These are separate locations.",https://maps.google.com/?cid=6644920802064135326&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
