id,name,original_address,current_google_name,current_google_address,google_place_id,google_name_he,google_name_lang_he,google_address_he,google_short_address_he,address_has_hebrew_he,google_name_en,google_name_lang_en,google_address_en,google_short_address_en,address_has_hebrew_en
3177,אושי אושי מודיעין-מכבים-רעות,"שד' עומרים, מודיעין והסביבה, Israel",אושי אושי מודיעין מכבים רעות,"מרכז מסחרי לב, שדרות עומרים, מודיעין מכבים רעות, Israel",ChIJH3cPRH7NAhURgrkvit_WLSo,אושי אושי מודיעין מכבים רעות,iw,"מרכז מסחרי לב, שדרות עומרים, מודיעין מכבים רעות","מרכז מסחרי לב, שדרות עומרים, מודיעין מכבים רעות",yes,אושי אושי מודיעין מכבים רעות,en,"מרכז מסחרי לב, שדרות עומרים, מודיעין מכבים רעות","מרכז מסחרי לב, Sderot Omarim, Modi'in Makabim-Re'ut",yes
3180,רולדין,"פנחס אילון 13, חולון, Israel",Roladin,"MY MALL, Pinkhas Eilon St 13, Holon, Israel",ChIJiSQswp60AhURHM5mHTmLFD8,רולדין,iw,"MY MALL, Pinkhas Eilon St 13, Holon","MY MALL, פנחס אילון 13, חולון",no,Roladin,en,"MY MALL, Pinkhas Eilon St 13, Holon","MY MALL, Pinhas Eilon 13, Holon",no
3184,בית מאפה ברכת שמיים,"לנדאו חיים 16, חולון, Israel",פיצה ברכת שמיים,"Haim Landau St 16, Holon, Israel",ChIJkxsK6LizAhURAXMSA1vPPw8,פיצה ברכת שמיים,iw,"חיים לנדאו 16, חולון","חיים לנדאו 16, חולון",yes,פיצה ברכת שמיים,iw,"Haim Landau St 16, Holon","Haim Landau 16, Holon",no
3185,רוטיסרי צ'יקן קלאב שרונה תל אביב,"אלוף קלמן מגן 3, מתחם שרונה, תל אביב, Israel",Rotisserie Chicken Club,"Aluf Kalman Magen St 3, Tel Aviv-Yafo, 6107075, Israel",ChIJx_rfyJVLHRURjw039TC7t2k,רוטיסרי צ'יקן קלאב שרונה מרקט,iw,"אלוף קלמן מגן 3, תל אביב-יפו, 6107075","מתחם שרונה, אלוף קלמן מגן 3, תל אביב-יפו",yes,Rotisserie Chicken Club,en,"Aluf Kalman Magen St 3, Tel Aviv-Yafo, 6107075","מתחם שרונה, Aluf Kalman Magen 3, Tel Aviv-Jaffa",no
3189,קפה לוגאנו,"החוגה 2, רמת אפעל, Israel",Café Lugano,"Hahuga St 2, Ramat Gan, 5290370, Israel",ChIJhdpZpTlLHRURWdgPiXLbJk4,קפה לוגאנו,iw,"החוגה 2, רמת גן, 5290370","החוגה 2, רמת גן",yes,Café Lugano,en,"Hahuga St 2, Ramat Gan, 5290370","Hahuga 2, Ramat Gan",no
3190,דני בתי מאפה,"הזיתים 96, גבעת שמואל, Israel",דני בתי מאפה Danni's Bakery,"Ha-Zeitim St 96, Giv'at Shmuel, Israel",ChIJsVZ93wJKHRURHPRgaJCLTpo,דני בתי מאפה Danni's Bakery,iw,"הזיתים 96, גבעת שמואל","הזיתים 96, גבעת שמואל",yes,דני בתי מאפה Danni's Bakery,iw,"Ha-Zeitim St 96, Giv'at Shmuel","HaZeitim 96, Giv'at Shmu'el",no
3194,ג'אפו,"מצדה (כנרת) 9, פרדס כץ, בני ברק, Israel",ג'אפו בסר בני ברק- Japo,"Metsada St 9, Bnei Brak, Israel",ChIJsaQpwMpLHRURvg7RTmWhP88,ג'אפו בסר בני ברק- Japo,iw,"מצדה 9, בני ברק","מצדה 9, בני ברק",yes,ג'אפו בסר בני ברק- Japo,iw,"Metsada St 9, Bnei Brak","Mesada 9, Bnei Brak",no
3195,רחל המבשלת-אוכל טבעוני,"כהנמן 104, בני ברק, Israel",פיצה רחל,"Bar Yohai St 4, Bnei Brak, Israel",ChIJAy81y5BLHRUR6Q2UdmcKaAk,פיצה רחל,iw,"בר יוחאי 4, בני ברק","בר יוחאי 4, בני ברק",yes,פיצה רחל,iw,"Bar Yohai St 4, Bnei Brak","Bar Yohai 4, Bnei Brak",no
3198,מיסטיק פיצה דופלוס,"כצנלסון 9, גבעתיים, Israel",Mystic Pizza Douplus,"Katzenelson St 9, Giv'atayim, Israel",ChIJ7ZpzP7tLHRURFljFHl9W0Us,מיסטיק פיצה,iw,"כצנלסון 9, גבעתיים","כצנלסון 9, גבעתיים",yes,Mystic Pizza Douplus,en,"Katzenelson St 9, Giv'atayim","Katsanelson 9, Giv'atayim",no
3201,מאפו,"מאפו 9, תל אביב, Israel",Mapu St 9,"Mapu St 9, Tel Aviv-Yafo, Israel",ChIJP6sNRHlMHRURgyTZNTKVzTY,מאפו 9,,"מאפו 9, תל אביב-יפו","מאפו 9, תל אביב-יפו",yes,Mapu St 9,,"Mapu St 9, Tel Aviv-Yafo","Mapu 9, Tel Aviv-Jaffa",no
3202,פיצה P2,"כצנלסון 45, גבעתיים, Israel",Pizza P2 גבעתיים,"Katzenelson St 45, Giv'atayim, Israel",ChIJ9e2ckrpLHRUR_OXIGmb65Bk,"פיצה פי 2 בד""צ",iw,"כצנלסון 45, גבעתיים","כצנלסון 45, גבעתיים",yes,Pizza P2 גבעתיים,en,"Katzenelson St 45, Giv'atayim","Katsanelson 45, Giv'atayim",no
3204,דומינו'ס פיצה,"העצמאות 65, פתח תקווה, Israel",Domino's Pizza,"קניון גנים, HaAtsmaut 65, Petah Tikva, Israel",ChIJ85qzQfo1HRURrW4TpOUHlaA,דומינו'ס פיצה פתח תקווה כפר גנים - כשר למהדרין,iw,"קניון גנים, העצמאות 65, פתח תקווה","קניון גנים, העצמאות 65, פתח תקווה",yes,Domino's Pizza,en,"קניון גנים, HaAtsmaut 65, Petah Tikva","קניון גנים, HaAtsmaut 65, Petah Tikva",yes
3205,בא לי קובה,"שד' קוגל חיים 29, חולון, Israel",בא לי קובה,"Sderot Kugel 29, Holon, Israel",ChIJOfzEAai0AhURTgpU5-K3dpg,בא לי קובה,iw,"שדרות קוגל 29, חולון","שדרות קוגל 29, חולון",yes,בא לי קובה,en,"Sderot Kugel 29, Holon","Sderot Kugel 29, Holon",no
3206,בונז'ור מלך השווארמה,"הרצל 64, לוד, Israel",Shawarma king,"Herzl St 64, Lod, Israel",ChIJrUxtSfjKAhURrZF4NoL4En4,מלך השווארמה לוד-מסעדה כשרה בלוד | שווארמה בלוד | מסעדת בשרים בלוד |,iw,"הרצל 64, לוד","הרצל 64, לוד",yes,Shawarma king,en,"Herzl St 64, Lod","Herzl 64, Lod",no
3210,קיורטוש,"הכרמל 11, שוק הכרמל, תל אביב, Israel",קיורטוש,"HaCarmel St 11, Tel Aviv-Yafo, 6560455, Israel",ChIJpxtdi4NNHRUR98JOxv85kQc,קיורטוש,en,"הכרמל 11, תל אביב-יפו, 6560455","הכרמל 11, תל אביב-יפו",yes,קיורטוש,en,"HaCarmel St 11, Tel Aviv-Yafo, 6560455","HaCarmel 11, Tel Aviv-Jaffa",no
3211,אחים חירק,"שטמפפר 39, פתח תקווה, Israel",מסעדת האחים חירק,"Yehoshua Shtampfer St 39, Petah Tikva, Israel",ChIJRbZnXmw2HRURvNjkRItuPhY,מסעדת האחים חירק,iw,"יהושע שטמפפר 39, פתח תקווה","יהושע שטמפפר 39, פתח תקווה",yes,מסעדת האחים חירק,iw,"Yehoshua Shtampfer St 39, Petah Tikva","Yehoshua Shtampfer 39, Petah Tikva",no
3214,בורה בורה,"דרך בן גוריון 96, טיילת בת ים, Israel",בורה בורה בת ים,"Derech Ben Gurion 96, Bat Yam, Israel",ChIJY_-KzAWzAhURtpb1JLrZJK4,בורה בורה בת ים,iw,"דרך בן גוריון 96, בת ים","דרך בן גוריון 96, בת ים",yes,בורה בורה בת ים,iw,"Derech Ben Gurion 96, Bat Yam","Derech Ben Gurion 96, Bat Yam",no
3215,בית הפרגית פתח תקווה,"בר כוכבא 35, פתח תקווה, Israel",בית הפרגית,"Bar Kochva St 35, Petah Tikva, Israel",ChIJTy577Wg3HRURURLYaG6plGk,בית הפרגית,iw,"בר כוכבא 35, פתח תקווה","בר כוכבא 35, פתח תקווה",yes,בית הפרגית,iw,"Bar Kochva St 35, Petah Tikva","Bar Kochva 35, Petah Tikva",no
3218,מיץ מרק,"כצנלסון 49, גבעתיים, Israel",Juice Soup,"Katzenelson St 49, Giv'atayim, Israel",ChIJ14hNjrpLHRUR9iBrr3GrVCs,מיץ מרק,iw,"כצנלסון 49, גבעתיים","כצנלסון 49, גבעתיים",yes,Juice Soup,en,"Katzenelson St 49, Giv'atayim","Katsanelson 49, Giv'atayim",no
3223,שווארמה ויקטור,"שנקר אריה 5, פתח תקווה, Israel",שוארמה ויקטור,"Arye Shenkar St 5, Petah Tikva, Israel",ChIJFYdWxvtJHRURsmzZ4-Bzf8E,שוארמה ויקטור,iw,"אריה שנקר 5, פתח תקווה","אריה שנקר 5, פתח תקווה",yes,שוארמה ויקטור,iw,"Arye Shenkar St 5, Petah Tikva","Arieh Shenkar 5, Petah Tikva",no
3225,האופה מבגדד,"רוטשילד 45, בת ים, Israel",האופה מבגדד,"Rothschild St 40, Bat Yam, 59876, Israel",ChIJ_a1ANAezAhURRKM1qpUK5q8,האופה מבגדד,iw,"רוטשילד 40, בת ים, 59876","רוטשילד 40, בת ים",yes,האופה מבגדד,iw,"Rothschild St 40, Bat Yam, 59876","Rothschild 40, Bat Yam",no
3227,רולדין,"העצמאות 65, פתח תקווה, Israel",Roladin,"HaAtsmaut St 65, Petah Tikva, Israel",ChIJdUJ3aPo1HRURG2DMxaDP17s,רולדין | כשר,iw,"העצמאות 65, פתח תקווה","העצמאות 65, פתח תקווה",yes,Roladin,en,"HaAtsmaut St 65, Petah Tikva","HaAtsmaut 65, Petah Tikva",no
3229,בשר 34,"שד' ישראל גורי 34, תל אביב, Israel",Meat 34,"Israel Guri, תל אביב-יפו, 6683015, Israel",ChIJD-UKyPZLHRUROZjy_H7-o6s,Meat 34,en,"Israel Guri, תל אביב-יפו, 6683015","Israel Guri, תל אביב-יפו",yes,Meat 34,en,"Israel Guri, תל אביב-יפו, 6683015","Israel Guri, Tel Aviv-Jaffa",yes
3231,פלאפל שווארמה נדב,"חיים עוזר 38, פתח תקווה, Israel","Falafel, shawarma Nadav","Khayim Ozer St 38, Petah Tikva, Israel",ChIJDQXNUHI2HRUR9AJg4NAlkuw,נדב שווארמה & פלאפל - פלאפל שווארמה בפתח תקווה כשר,iw,"חיים עוזר 38, פתח תקווה","חיים עוזר 38, פתח תקווה",yes,"Falafel, shawarma Nadav",en,"Khayim Ozer St 38, Petah Tikva","Haim Ozer 38, Petah Tikva",no
3232,מקדונלד'ס,"נחלת יצחק 20, תל אביב, Israel",McDonald's,"Nakhalat Yitskhak St 20, Tel Aviv-Yafo, 6744818, Israel",ChIJK-q7waJLHRUR2-xcYwKJCuA,מקדונלד'ס - מגדלי תל אביב,iw,"נחלת יצחק 20, תל אביב-יפו, 6744818","נחלת יצחק 20, תל אביב-יפו",yes,McDonald's,en,"Nakhalat Yitskhak St 20, Tel Aviv-Yafo, 6744818","Nahalat Yitshak 20, Tel Aviv-Jaffa",no
3235,טורק לחמג'ון,"נחלת בנימין 77, תל אביב, Israel",Turk Lahmajoun,"Nahalat Binyamin St 77, Tel Aviv-Yafo, Israel",ChIJ87mRDp1MHRURw9D2LPLGRCE,טורק לחמג'ון,iw,"נחלת בנימין 77, תל אביב-יפו","נחלת בנימין 77, תל אביב-יפו",yes,Turk Lahmajoun,en,"Nahalat Binyamin St 77, Tel Aviv-Yafo","Nahalat Binyamin 77, Tel Aviv-Jaffa",no
3236,אווז 6,"המלאכה 6, אזור תעשייה צפוני, לוד, Israel",אווז 6,"HaMelacha St 6, Lod, Israel",ChIJHzFzdubKAhURYksTfl0trmo,אווז 6,iw,"המלאכה 6, לוד","המלאכה 6, לוד",yes,אווז 6,iw,"HaMelacha St 6, Lod","HaMelacha 6, Lod",no
3237,פיצה כמעט חינם,"ז'בוטינסקי 12, פרדס כץ, בני ברק, Israel",פיצה כמעט חינם בני ברק,"Jabotinsky St 12, Bnei Brak, Israel",ChIJj7LyD5BLHRURen3XhEcLhu4,פיצה כמעט חינם בני ברק,iw,"רחוב זאב ז'בוטינסקי 12, בני ברק","רחוב זאב ז'בוטינסקי 12, בני ברק",yes,פיצה כמעט חינם בני ברק,iw,"Jabotinsky St 12, Bnei Brak","Derech Zeev Jabutinsky 12, Bnei Brak",no
3241,פנקינה,"גורדון 39, דיזנגוף, תל אביב, Israel",Pankina,"J. L. Gordon St 39, Tel Aviv-Yafo, Israel",ChIJ5xxpcXhMHRUR8MwMg2WAlAc,פנקינה,iw,"גורדון 39, תל אביב-יפו","גורדון 39, תל אביב-יפו",yes,Pankina,en,"J. L. Gordon St 39, Tel Aviv-Yafo","Gordon 39, Tel Aviv-Jaffa",no
3242,cofix,"חיים עוזר 12, פתח תקווה, Israel",cofix,"Khayim Ozer St 12, Petah Tikva, Israel",ChIJmfbuem02HRURte2yxNepkF4,"קופיקס, חיים עוזר, פתח תקווה",iw,"חיים עוזר 12, פתח תקווה","חיים עוזר 12, פתח תקווה",yes,cofix,en,"Khayim Ozer St 12, Petah Tikva","Haim Ozer 12, Petah Tikva",no
3244,חומוס אליהו,"שד' עמק איילון 32, שוהם, Israel",חומוס אליהו שוהם,"Sderot Emek Ayalon 32, Shoham, Israel",ChIJUYOuT9k1HRURrGw1iSYWKtI,חומוס אליהו שוהם,iw,"שדרות עמק איילון 32, שוהם","שדרות עמק איילון 32, שוהם",yes,חומוס אליהו שוהם,iw,"Sderot Emek Ayalon 32, Shoham","Sderot Emek Ayalon 32, Shoham",no
3245,חומוס אליהו רמת גן,"זיסמן שלום 3, מתחם הבורסה, רמת גן, Israel",Hummus Eliyahu,"Zisman Shalom St 3, Ramat Gan, Israel",ChIJiSoZOb9LHRURvN81ls7EDBA,חומוס אליהו בורסה,iw,"זיסמן שלום 3, רמת גן","זיסמן שלום 3, רמת גן",yes,Hummus Eliyahu,en,"Zisman Shalom St 3, Ramat Gan","Zisman Shalom 3, Ramat Gan",no
3249,בית התבשיל והסנדוויץ,"נורדאו מקס 3, טיילת בת ים, Israel",בית הסנדביץ,"Max Nordau St 3, Bat Yam, Israel",ChIJ-R46wxqzAhURcQlPu6wJ94c,בית התבשיל,iw,"מקס נורדאו 3, בת ים","מקס נורדאו 3, בת ים",yes,בית הסנדביץ,en,"Max Nordau St 3, Bat Yam","Max Nordau 3, Bat Yam",no
3250,פיצה שמש,"צרעה 3, תל אביב, Israel",פיצה שמש כפר שלם צרעה 3,"Tsora St 3, Tel Aviv-Yafo, Israel",ChIJJZxEX4hLHRURjGvrChwq6xU,פיצה שמש כפר שלם צרעה 3,iw,"צרעה 3, תל אביב-יפו","צרעה 3, תל אביב-יפו",yes,פיצה שמש כפר שלם צרעה 3,iw,"Tsora St 3, Tel Aviv-Yafo","Tsora 3, Tel Aviv-Jaffa",no
3251,אצל ציון,"הירקון 61, תל אביב, Israel",אצל ציון שניצל,"HaYarkon St 61, Tel Aviv-Yafo, Israel",ChIJn2nxYodMHRURwVrNCIuCaqo,אצל ציון שניצל,iw,"הירקון 61, תל אביב-יפו","הירקון 61, תל אביב-יפו",yes,אצל ציון שניצל,iw,"HaYarkon St 61, Tel Aviv-Yafo","HaYarkon 61, Tel Aviv-Jaffa",no
3252,פלאפל גוזל וציונה,"המכבים 29, פתח תקווה, Israel",גוזל וציונה,"HaMaccabim St 29, Petah Tikva, Israel",ChIJVVVVVRQ2HRURCz7gdJsEYsE,גוזל וציונה,iw,"המכבים 29, פתח תקווה","המכבים 29, פתח תקווה",yes,גוזל וציונה,iw,"HaMaccabim St 29, Petah Tikva","HaMaccabim 29, Petah Tikva",no
3256,טוקיו סושי,"תובל 21, מתחם הבורסה, רמת גן, Israel","טוקיו סושי, בורסת היהלומים","Tuval St 21, Ramat Gan, Israel",ChIJFcNItLhLHRURbj6T-_UK_Vc,"טוקיו סושי, בורסת היהלומים",iw,"תובל 21, רמת גן","תובל 21, רמת גן",yes,"טוקיו סושי, בורסת היהלומים",iw,"Tuval St 21, Ramat Gan","Tuval 21, Ramat Gan",no
3257,פלאפל יקי'ס,"ארלוזורוב 81, רמת גן, Israel",פלאפל יקי'ס,"Arlozorov St 81, Ramat Gan, Israel",ChIJoyfaWrhLHRUR-28G_xizcpM,פלאפל יקי'ס,en,"ארלוזורוב 81, רמת גן","ארלוזורוב 81, רמת גן",yes,פלאפל יקי'ס,en,"Arlozorov St 81, Ramat Gan","Arlozorov 81, Ramat Gan",no
3258,זד בורגר Z BURGER חולון,"שנקר אריה 46, חולון, Israel",Z Burger,"Arye Shenkar St 46, Holon, Israel",ChIJTfEvxae0AhURxfCzOauzCkM,זד בורגר חולון,iw,"אריה שנקר 46, חולון","אריה שנקר 46, חולון",yes,Z Burger,en,"Arye Shenkar St 46, Holon","Arieh Shenkar 46, Holon",no
3259,יאמי יאמי,"שד' הרצל 54, רמלה, Israel",יאמי יאמי,"Sderot Herzl 54, Ramla, Israel",ChIJF9iySQXKAhURP9uAEbX-Nww,יאמי יאמי,iw,"שדרות הרצל 54, רמלה","שדרות הרצל 54, רמלה",yes,יאמי יאמי,iw,"Sderot Herzl 54, Ramla","Sderot Herzl 54, Ramla",no
3262,פיצה מאמא & פאפא,"שילה 99, ראש העין, Israel",פיצה מאמא אנד פאפא,"Shilo St 99, Rosh Haayin, Israel",ChIJQ35RUi4xHRURal-sZqh_hIo,פיצה מאמא אנד פאפא,iw,"שילה 99, ראש העין","שילה 99, ראש העין",yes,פיצה מאמא אנד פאפא,iw,"Shilo St 99, Rosh Haayin","Shilo 99, Rosh Haayin",no
3263,חומוס אליהו אור יהודה,"המפעל 13, אור יהודה, Israel",חומוס אליהו אור יהודה,"Ha-Mif'al St 13, Or Yehuda, Israel",ChIJ4ToWoAFLHRURiHBvj5kjXCU,חומוס אליהו אור יהודה,iw,"המפעל 13, אור יהודה","המפעל 13, אור יהודה",yes,חומוס אליהו אור יהודה,iw,"Ha-Mif'al St 13, Or Yehuda","HaMif'al 13, Or Yehuda",no
3268,פיצה שמש,"כהנמן 104, בני ברק, Israel",Pizza Shemesh Bnei brak,"HaRav Kahanman St 104, Bnei Brak, Israel",ChIJ_Z--cRZKHRURENevx4tJkb8,פיצה שמש בני ברק,iw,"הרב כהנמן 104, בני ברק","הרב כהנמן 104, בני ברק",yes,Pizza Shemesh Bnei brak,en,"HaRav Kahanman St 104, Bnei Brak","HaRav Kahanman 104, Bnei Brak",no
3269,קונפי&קו,"רקפת 1, שוהם, Israel",קונפי & קו- Confi&co,"איזור התעשייה, Shoham, Israel",ChIJhcZWoaszHRURsBLUezwjeU4,קונפי & קו,iw,"איזור התעשייה, שוהם","איזור התעשייה, שוהם",yes,קונפי & קו- Confi&co,en,"איזור התעשייה, Shoham","איזור התעשייה, Shoham",yes
3271,פיצה שמש,"יוספטל גיורא 31, רמלה, Israel",פיצה שמש רמלה יוספטל 31,"Shoping Center, Yoseftal St 31, Ramla, 7224531, Israel",ChIJSxGvY_i1AhURARzOHbebz50,פיצה שמש רמלה יוספטל 31,iw,"Shoping Center, Yoseftal St 31, Ramla, 7224531","Shoping Center, יוספטל 31, רמלה",no,פיצה שמש רמלה יוספטל 31,iw,"Shoping Center, Yoseftal St 31, Ramla, 7224531","Shoping Center, Yoseftal 31, Ramla",no
3275,עראיס,"משה בקר 14, ראשון לציון, Israel",עראיס אקספרס,"Moshe Beker St 14, Rishon LeZion, Israel",ChIJa39YkcG1AhURv_kntKwUTbs,עראיס אקספרס,iw,"משה בקר 14, ראשון לציון","משה בקר 14, ראשון לציון",yes,עראיס אקספרס,iw,"Moshe Beker St 14, Rishon LeZion","Moshe Beker 14, Rishon LeZion",no
3282,פיצה ירושלים 2,"שמעון פרס 33, ראשון לציון, Israel",פיצה ירושלים 2,"Shim'on Peres St 33, Rishon LeZion, 7579932, Israel",ChIJHeP_FfCzAhURfbE4LGQY4eU,פיצה ירושלים 2,en,"שמעון פרס 33, ראשון לציון, 7579932","שמעון פרס 33, ראשון לציון",yes,פיצה ירושלים 2,en,"Shim'on Peres St 33, Rishon LeZion, 7579932","Shim'on Peres 33, Rishon LeZion",no
3284,פנה פסטה בר,"בוגרשוב 21, תל אביב, Israel",PennePasta Bar - Kosher,"Bograshov St 21, Tel Aviv-Yafo, Israel",ChIJ009uYX5MHRURmFgFL0XMFUw,פנה פסטה בר,iw,"בוגרשוב 21, תל אביב-יפו","בוגרשוב 21, תל אביב-יפו",yes,PennePasta Bar - Kosher,en,"Bograshov St 21, Tel Aviv-Yafo","Bograshov 21, Tel Aviv-Jaffa",no
3285,פיצה האט,"משה אדרת 1, קניון רמלוד, רמלה, Israel",Pizza Hut,"משה אדרת 1 רמלה, Lod, Israel",ChIJcR6M9TvKAhURftxFK8pDpHo,פיצה האט - רמלה לוד,iw,"משה אדרת 1 רמלה, לוד","משה אדרת 1 רמלה, לוד",yes,Pizza Hut,en,"משה אדרת 1 רמלה, Lod","משה אדרת 1 רמלה, Lod",yes
3286,bella bar,"יד חרוצים 14, תל אביב, Israel",Pitta Bella פיתה בלה,"Yad Harutsim St 14, Tel Aviv-Yafo, Israel",ChIJM2WXyxxLHRURXQm6zauDZFM,Pitta Bella פיתה בלה,en,"יד חרוצים 14, תל אביב-יפו","יד חרוצים 14, תל אביב-יפו",yes,Pitta Bella פיתה בלה,en,"Yad Harutsim St 14, Tel Aviv-Yafo","Yad Harutsim 14, Tel Aviv-Jaffa",no
3292,הישראליה,"הפלד 26, חולון, Israel",מסעדת הישראליה (מסעדת פועלים הטובה באזור !),"HaPeled St 26, Holon, Israel",ChIJS2tzA2C1AhURlG7yPrfl42A,מסעדת הישראליה (מסעדת פועלים הטובה באזור !),iw,"הפלד 26, חולון","הפלד 26, חולון",yes,מסעדת הישראליה (מסעדת פועלים הטובה באזור !),iw,"HaPeled St 26, Holon","HaPeled 26, Holon",no
3293,דאנלין,"דרך אבא הלל סילבר 7, מתחם הבורסה, רמת גן, Israel",קפה דאנלין,"Abba Hillel Silver Rd 7, Ramat Gan, Israel",ChIJKdV1YcdLHRURlaeSxTDH2Jg,קפה דאנלין,iw,"דרך אבא הלל 7, רמת גן","דרך אבא הלל 7, רמת גן",yes,קפה דאנלין,iw,"Abba Hillel Silver Rd 7, Ramat Gan","Derech Aba Hillel 7, Ramat Gan",no
3296,bite 110,"זיתן, Israel",Bite 110,"HaShlosha St 110, Zeitan, Israel",ChIJldMahMLKAhURT_kzB-YO9cQ,Bite 110,en,"השלושה 110, זיתן","השלושה 110, זיתן",yes,Bite 110,en,"HaShlosha St 110, Zeitan","HaShlosha 110, Zeitan",no
3305,מאמא קוקה,"רוסלאן 30, יפו, תל אביב, Israel",Mama Kuka Restaurant,"Russlan St 30, Tel Aviv-Yafo, Israel",ChIJL62Rz75MHRUR-nkXKpcuqDg,מסעדת מאמא קוקה,iw,"רוסלאן 30, תל אביב-יפו","רוסלאן 30, תל אביב-יפו",yes,Mama Kuka Restaurant,en,"Russlan St 30, Tel Aviv-Yafo","Russlan 30, Tel Aviv-Jaffa",no
3307,קונדיטוריה שני,"ז'בוטינסקי 5, מתחם הבורסה, רמת גן, Israel",Shani Bakery,"Jabotinsky St 5, Ramat Gan, Israel",ChIJZyTwzLhLHRUR5MNUXKuXqZ0,קונדיטורית שני בבורסה,iw,"רחוב זאב ז'בוטינסקי 5, רמת גן","רחוב זאב ז'בוטינסקי 5, רמת גן",yes,Shani Bakery,en,"Jabotinsky St 5, Ramat Gan","Derech Zeev Jabutinsky 5, Ramat Gan",no
3309,בית מאפה ליאור,"מונטיפיורי 5, פתח תקווה, Israel",בית מאפה ליאור,"Montefiore St 5, Petah Tikva, Israel",ChIJH2Z-dw02HRURQ6YEscMAEco,בית מאפה ליאור,iw,"מונטיפיורי 5, פתח תקווה","מונטיפיורי 5, פתח תקווה",yes,בית מאפה ליאור,iw,"Montefiore St 5, Petah Tikva","Montefiore 5, Petah Tikva",no
3311,זפלין בר,"שד' עמק איילון 47, שוהם, Israel",זפלין בר - Zeppelin Bar - בר מסעדה שכונתי,"Sderot Emek Ayalon 47, Shoham, Israel",ChIJD1NGUJ80HRURj89p79eKFPQ,זפלין בר,iw,"שדרות עמק איילון 47, שוהם","שדרות עמק איילון 47, שוהם",yes,זפלין בר - Zeppelin Bar - בר מסעדה שכונתי,en,"Sderot Emek Ayalon 47, Shoham","Sderot Emek Ayalon 47, Shoham",no
3313,מסי,"השרון 10, תל אביב, Israel",Maze TLV,"HaSharon St 12, Tel Aviv-Yafo, Israel",ChIJz6p8lxlLHRURyquhxnRKYc8,Maze TLV,iw,"השרון 12, תל אביב-יפו","השרון 12, תל אביב-יפו",yes,Maze TLV,iw,"HaSharon St 12, Tel Aviv-Yafo","HaSharon 12, Tel Aviv-Jaffa",no
3315,פיצה וירטואוז,"ז'בוטינסקי 16, קניון לב ראשון, ראשון לציון, Israel",פיצה וירטואוז,"Jabotinsky St 16, Rishon LeZion, Israel",ChIJ0TeL8EC0AhUR_4dScU4jZIM,פיצה וירטואוז,iw,"ז'בוטינסקי 16, ראשון לציון","ז'בוטינסקי 16, ראשון לציון",yes,פיצה וירטואוז,iw,"Jabotinsky St 16, Rishon LeZion","Jabotinsky 16, Rishon LeZion",no
3319,קופי דון,"שפיגל זוסיה 1, קניון כיכר העיר פתח תקווה, Israel",Coffee don,"Spiegel Zosia St 1, Petah Tikva, Israel",ChIJsUsZgHI2HRURG6szqWtvQQA,קופי דון | כשר,iw,"שפיגל זוסיה 1, פתח תקווה","שפיגל זוסיה 1, פתח תקווה",yes,Coffee don,en,"Spiegel Zosia St 1, Petah Tikva","Spiegel Zosia 1, Petah Tikva",no
3325,מפגש צמרת ג'קו ובניו,"סוקולוב 47, חולון, Israel",מפגש צמרת ג'קו ובניו,"Sderot Kugel 31, Holon, Israel",ChIJYQP_5Ke0AhURF9gsZO2sOBc,מפגש צמרת ג'קו ובניו,iw,"שדרות קוגל 31, חולון","שדרות קוגל 31, חולון",yes,מפגש צמרת ג'קו ובניו,iw,"Sderot Kugel 31, Holon","Sderot Kugel 31, Holon",no
3327,פלאפל 4 טעמים,"אבן גבירול 93, תל אביב, Israel",פלאפל 4 טעמים,"Shlomo Ibn Gabirol St 93, Tel Aviv-Yafo, Israel",ChIJgZM7hY5LHRURCJKTRPLeGo0,פלאפל 4 טעמים,iw,"שלמה אבן גבירול 93, תל אביב-יפו","שלמה אבן גבירול 93, תל אביב-יפו",yes,פלאפל 4 טעמים,iw,"Shlomo Ibn Gabirol St 93, Tel Aviv-Yafo","Shlomo Ibn Gabirol 93, Tel Aviv-Jaffa",no
3330,בורגרים,"בן ציון גליס 30, B סנטר פתח תקווה, Israel","בורגרים פתח תקווה סגולה, כשר בשר חלק.","מתחם B סנטר, Ben Zion Galis 30, Petah Tikva, Israel",ChIJkTQweU82HRURqSMRveMaczg,בורגרים – בן ציון גליס,iw,"מתחם B סנטר, בן ציון גליס 30, פתח תקווה","מתחם B סנטר, בן ציון גליס 30, פתח תקווה",yes,"בורגרים פתח תקווה סגולה, כשר בשר חלק.",en,"מתחם B סנטר, Ben Zion Galis 30, Petah Tikva","מתחם B סנטר, Ben Zion Galis 30, Petah Tikva",yes
3331,שווארמה נורמן,"החשמונאים 96, תל אביב, Israel",נורמן,"HaHashmonaim St 96, Tel Aviv-Yafo, Israel",ChIJwSfZ8AtLHRURbzJ7AoauZNc,נורמן שניצל בתל אביב | שווארמה | שניצל בחלה,iw,"החשמונאים 96, תל אביב-יפו","חניון, החשמונאים 96, תל אביב-יפו",yes,נורמן,en,"HaHashmonaim St 96, Tel Aviv-Yafo","Parking lot, HaHashmonaim 96, Tel Aviv-Jaffa",no
