id,old_name,old_address,google_place_id,current_google_name,current_google_address,triage,triage_reason,google_name_he,google_name_lang_he,google_address_he,google_short_address_he,address_has_hebrew_he,google_name_en,google_name_lang_en,google_address_en,google_short_address_en,address_has_hebrew_en
3032,פותח את ידך קייטרינג,"דרך העמק 2, יקנעם, Israel",ChIJF2mUI72uHRURipjY6XESQcc,פותח את ידך קייטרינג,"Derech HaEmek 2, Yokne'am, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,פותח את ידך קייטרינג,iw,"דרך העמק 2, יוקנעם","דרך העמק 2, יוקנעם",yes,פותח את ידך קייטרינג,iw,"Derech HaEmek 2, Yokne'am","Derech HaEmek 2, Yokne'am",no
3034,רסקו 67,"דוד סלינגר 9, קריית שמונה, Israel",ChIJ43VhEle9HhURp-NramKl6JU,רסקו 67,"David Selinger St 9, Qiryat Shemona, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,רסקו 67,iw,"דוד סלינג'ר 9, קרית שמונה","דוד סלינג'ר 9, קרית שמונה",yes,רסקו 67,iw,"David Selinger St 9, Qiryat Shemona","David Salinger 9, Kiryat Shmona",no
3043,G27,"גולני 27, רמת חן, רמת גן, Israel",ChIJafEDTuBLHRURiNBnLrj6NBA,G27,"Golani St 27, Ramat Gan, 5222441, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,G27,en,"גולני 27, רמת גן, 5222441","גולני 27, רמת גן",yes,G27,en,"Golani St 27, Ramat Gan, 5222441","Golani 27, Ramat Gan",no
3098,תימנה,"המרץ 13, ראש העין, Israel",ChIJMSANrSg3HRURq3q1XMun9NU,מסעדת תימנה,"HaMerEts St 13, Rosh Haayin, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,מסעדת תימנה,iw,"המרץ 13, ראש העין","המרץ 13, ראש העין",yes,מסעדת תימנה,iw,"HaMerEts St 13, Rosh Haayin","HaMerEts 13, Rosh Haayin",no
3122,פיאצה גרנדה,"אלוף קלמן מגן 5, רחוב הארבעה, תל אביב, Israel",ChIJpdiyreVLHRURKwjE5PRCMNo,Piazza Grande - פיאצה גרנדה מסעדה איטלקית כשרה,"מתחם שרונה מרקט, Aluf Kalman Magen 5, Tel Aviv-Jaffa, 60000, Israel",right,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,Piazza Grande - פיאצה גרנדה מסעדה איטלקית כשרה,iw,"מתחם שרונה מרקט, אלוף קלמן מגן 5, תל אביב-יפו, 60000","מתחם שרונה מרקט, אלוף קלמן מגן 5, תל אביב-יפו",yes,Piazza Grande - פיאצה גרנדה מסעדה איטלקית כשרה,iw,"מתחם שרונה מרקט, Aluf Kalman Magen 5, Tel Aviv-Jaffa, 60000","מתחם שרונה מרקט, Aluf Kalman Magen 5, Tel Aviv-Jaffa",yes
3140,לחם ארז ראש העין,"משה דיין 2, ראש העין, Israel",ChIJZRyUptgwHRURUUKI9qIXT7M,Lehem Erez,"4,, Moshe Dayan 2, Rosh Haayin, Israel",right,שם זהה/תעתיק (sim 0.50) + אותה עיר,לחם ארז,iw,"4,, Moshe Dayan 2, Rosh Haayin","4,, משה דיין 2, ראש העין",no,Lehem Erez,en,"4,, Moshe Dayan 2, Rosh Haayin","4,, Moshe Dayan 2, Rosh Haayin",no
3156,פרג'י,"פנחס בן יאיר 8, יפו, תל אביב, Israel",ChIJwbiAr75MHRUR3pGKyNGtEz4,פרג'י,"Pinkhas Ben Ya'ir St 8, Tel Aviv-Yafo, Israel",right,שם זהה + אותו מספר בית (8) — רחוב בתעתיק שונה,פרג'י,iw,"פנחס בן יאיר 8, תל אביב-יפו","פנחס בן יאיר 8, תל אביב-יפו",yes,פרג'י,iw,"Pinkhas Ben Ya'ir St 8, Tel Aviv-Yafo","Pinkhas Ben Ya'ir 8, Tel Aviv-Jaffa",no
3158,פונדק השובבים,"נחלת בנימין 68, תל אביב, Israel",ChIJa6WWoJ1MHRURnEKKywCeKVA,Pundak Hashovavim,"Nahalat Binyamin St 68, Tel Aviv-Yafo, Israel",right,שם זהה/תעתיק (sim 0.75) + רחוב+בית זהים,פונדק השובבים,iw,"נחלת בנימין 68, תל אביב-יפו","נחלת בנימין 68, תל אביב-יפו",yes,Pundak Hashovavim,en,"Nahalat Binyamin St 68, Tel Aviv-Yafo","Nahalat Binyamin 68, Tel Aviv-Jaffa",no
3163,מיט אוכל ישראלי,"תפוצות ישראל 4, גבעתיים, Israel",ChIJv3baHbZLHRURmLd2a9flfPs,מיט אוכל ישראלי,"Tfutsot Yisra'el St 4, Giv'atayim, Israel",right,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,מיט אוכל ישראלי,iw,"תפוצות ישראל 4, גבעתיים","תפוצות ישראל 4, גבעתיים",yes,מיט אוכל ישראלי,iw,"Tfutsot Yisra'el St 4, Giv'atayim","Tfutsot Israel 4, Giv'atayim",no
3187,מקדונלד'ס,"רוטשילד 19, ראשון לציון, Israel",ChIJl3sggUe0AhURMS-CvFm_qsQ,McDonald's,"Rothschild St 19, Rishon LeZion, 7526605, Israel",right,רשת — אותו סניף (רחוב+בית),"מקדונלד'ס - מדרחוב רוטשילד - הבאר, ראשל""צ",iw,"רוטשילד 19, ראשון לציון, 7526605","רוטשילד 19, ראשון לציון",yes,McDonald's,en,"Rothschild St 19, Rishon LeZion, 7526605","Rothschild 19, Rishon LeZion",no
3188,שומשום בר בריאות,"דרך אבא הלל סילבר 2, מתחם הבורסה, רמת גן, Israel",ChIJP6XgYsdLHRURYv2zY9zCEcE,בר שומשום,"Abba Hillel Silver Rd 6, Ramat Gan, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,בר שומשום,en,"דרך אבא הלל 6, רמת גן","דרך אבא הלל 6, רמת גן",yes,בר שומשום,en,"Abba Hillel Silver Rd 6, Ramat Gan","Derech Aba Hillel 6, Ramat Gan",no
3199,פיצה סטורי רמלה,"שד' הרצל 45, רמלה, Israel",ChIJPX1HudW1AhURht8WcjdTVhY,פיצה סטורי רמלה,"משה לוי 16, Ramla, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,פיצה סטורי רמלה,iw,"משה לוי 16, רמלה","משה לוי 16, רמלה",yes,פיצה סטורי רמלה,iw,"משה לוי 16, Ramla","משה לוי 16, Ramla",yes
3212,בוריטו,"חיים עוזר 7, פתח תקווה, Israel",ChIJS-qzE202HRURD5wgnfq8sNc,בוריטו,"Khayim Ozer St 7, Petah Tikva, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,בוריטו,iw,"חיים עוזר 7, פתח תקווה","חיים עוזר 7, פתח תקווה",yes,בוריטו,iw,"Khayim Ozer St 7, Petah Tikva","Haim Ozer 7, Petah Tikva",no
3221,לה פיצליה,"הרב חיים דוד הלוי 5, ראשון לציון, Israel",ChIJXd2J_ta1AhURA6JZATH3FYs,לה פיצליה,"Ha-Rav Khayim David ha-Levi St 5, Rishon LeZion, Israel",right,שם זהה + אותו מספר בית (5) — רחוב בתעתיק שונה,לה פיצליה,iw,"הרב חיים דוד הלוי 5, ראשון לציון","הרב חיים דוד הלוי 5, ראשון לציון",yes,לה פיצליה,iw,"Ha-Rav Khayim David ha-Levi St 5, Rishon LeZion","HaRav Haim David HaLevi 5, Rishon LeZion",no
3226,"מאפיית שיבולת השרון בע""מ","העמל 3, בת ים, Israel",ChIJs7mOEfWzAhURWdE5x-v6jxM,מאפיית שיבולת השרון,"נעמי שמר 9, Bat Yam, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,מאפיית שיבולת השרון,iw,"נעמי שמר 9, בת ים","נעמי שמר 9, בת ים",yes,מאפיית שיבולת השרון,iw,"נעמי שמר 9, Bat Yam","נעמי שמר 9, Bat Yam",yes
3228,אכלולה,"עוזיאל 55, רמת גן, Israel",ChIJgawz3UtKHRUR7-PEEaCcnc0,אכלולה,"Uzi'el St 55, Ramat Gan, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,אכלולה,iw,"עוזיאל 55, רמת גן","עוזיאל 55, רמת גן",yes,אכלולה,iw,"Uzi'el St 55, Ramat Gan","Uzi'el 55, Ramat Gan",no
3230,פיצה עגבניה,"דוד רזיאל 1, קניון רמלה, Israel",ChIJHdtLe_DLAhURoApXk2OR_Vg,עגבנייה,"Sderot David Razi'el 1, Ramla, Israel",right,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,עגבנייה,iw,"שדרות דוד רזיאל 1, רמלה","שדרות דוד רזיאל 1, רמלה",yes,עגבנייה,iw,"Sderot David Razi'el 1, Ramla","Sderot David Razi'el 1, Ramla",no
3234,לבל אפ גיימינג בר,"יד חרוצים 14, תל אביב, Israel",ChIJ3UKLMPZLHRURGKbhiAIUdLA,Level Up Gaming Bar,"Yad Harutsim St 14, Tel Aviv-Yafo, 6770007, Israel",right,שם זהה/תעתיק (sim 0.88) + רחוב+בית זהים,לבל אפ גיימינג בר,iw,"יד חרוצים 14, תל אביב-יפו, 6770007","יד חרוצים 14, תל אביב-יפו",yes,Level Up Gaming Bar,en,"Yad Harutsim St 14, Tel Aviv-Yafo, 6770007","Yad Harutsim 14, Tel Aviv-Jaffa",no
3239,בהדונס חומוס,"הרוקמים 26, חולון, Israel",ChIJxfUCpsG0AhURDTz2_LIM1Vo,Bahadunas,"Harokmim St 26, Holon, Israel",right,שם זהה/תעתיק (sim 0.46) + רחוב+בית זהים,בהדונס,iw,"הרוקמים 26, חולון","הרוקמים 26, חולון",yes,Bahadunas,en,"Harokmim St 26, Holon","Harokmim 26, Holon",no
3246,סאנדי בראנץ',"אלנבי 117, תל אביב, Israel",ChIJwwEyZp1MHRUR2YeJ8H6FeUo,Sunday Brunch,"Allenby St 117, Tel Aviv-Yafo, Israel",right,שם זהה/תעתיק (sim 0.75) + רחוב+בית זהים,סאנדי בראנץ' סלטים,iw,"אלנבי 117, תל אביב-יפו","אלנבי 117, תל אביב-יפו",yes,Sunday Brunch,en,"Allenby St 117, Tel Aviv-Yafo","Allenby 117, Tel Aviv-Jaffa",no
3279,פורטו מיט,"שד' נים 2, קניון עזריאלי ראשונים, ראשון לציון, Israel",ChIJb6zDI7m1AhURxjOgfWt6SuY,Porto Meat,"Sderot Nim 2, Rishon LeZion, Israel",right,שם זהה + אותו מספר בית (2) — רחוב בתעתיק שונה,פורטו מיט - כשר,iw,"שדרות נים 2, ראשון לציון","חניון, שדרות נים 2, ראשון לציון",yes,Porto Meat,en,"Sderot Nim 2, Rishon LeZion","Parking lot, Sderot Nim 2, Rishon LeZion",no
3289,חומוסיקה,"הרב שלום שבזי 38, ראש העין, Israel",ChIJ2Xihr9Y2HRURIMqNWzZticg,חומוסיקה,"Ha-Rav Shalom Shabazi St 38, Rosh Haayin, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,חומוסיקה,iw,"הרב שלום שבזי 38, ראש העין","הרב שלום שבזי 38, ראש העין",yes,חומוסיקה,iw,"Ha-Rav Shalom Shabazi St 38, Rosh Haayin","HaRav Shalom Shabazi 38, Rosh Haayin",no
3290,אבי קבב,"מורדי הגטאות 55, שיכון המזרח, ראשון לציון, Israel",ChIJ1QvL68u1AhUR6868p1d0gkQ,אבי קבב,"Geta'ot, Mordei ha-Geta'ot St 55, Rishon LeZion, Israel",right,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,אבי קבב,en,"Geta'ot, Mordei ha-Geta'ot St 55, Rishon LeZion","Geta'ot, מורדי הגטאות 55, ראשון לציון",no,אבי קבב,en,"Geta'ot, Mordei ha-Geta'ot St 55, Rishon LeZion","Geta'ot, Mordei HaGetaot 55, Rishon LeZion",no
3298,ספיד בר,"סנפיר 1, תל אביב, Israel",ChIJedakbGlLHRURa8ZdV9h6fcg,ספיד בר,"Snapir St 1, Tel Aviv-Yafo, Israel",right,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,ספיד בר,iw,"סנפיר 1, תל אביב-יפו","סנפיר 1, תל אביב-יפו",yes,ספיד בר,iw,"Snapir St 1, Tel Aviv-Yafo","Snapir 1, Tel Aviv-Jaffa",no
3299,קפה עמנואל,"ביאליק 40, רמת גן, Israel",ChIJm9dKTMpLHRURMRIEDYEl2VY,קפה עמנואל,"Bialik St 40, Ramat Gan, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,קפה עמנואל,iw,"ביאליק 40, רמת גן","ביאליק 40, רמת גן",yes,קפה עמנואל,iw,"Bialik St 40, Ramat Gan","Bialik 40, Ramat Gan",no
3300,עלים ירוקים,"תובל 23, מתחם הבורסה, רמת גן, Israel",ChIJwXkfUr9LHRURgJetjgrCn9U,עלים ירוקים,"Tuval St 23, Ramat Gan, 5252238, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,עלים ירוקים,iw,"תובל 23, רמת גן, 5252238","תובל 23, רמת גן",yes,עלים ירוקים,en,"Tuval St 23, Ramat Gan, 5252238","Tuval 23, Ramat Gan",no
3302,הדרים קייטרינג,"זיסמן שלום 14, מתחם הבורסה, רמת גן, Israel",ChIJwfNJC0lKHRURefrUASecsJo,"קייטרינג חלבי ""ארץ גושן"" - מחבתות אירוח","Sderot Yerushalayim, Ramat Gan, Israel",right,שם תואם (sim 0.50) + עיר + רחוב,"קייטרינג חלבי ""ארץ גושן"" - מחבתות אירוח",en,"Sderot Yerushalayim, רמת גן","Sderot Yerushalayim, רמת גן",yes,"קייטרינג חלבי ""ארץ גושן"" - מחבתות אירוח",en,"Sderot Yerushalayim, Ramat Gan","Sderot Yerushalayim, Ramat Gan",no
3304,שווארמה סטריט,"חיים עוזר 20, פתח תקווה, Israel",ChIJQ6Guay43HRURFl60_pM9lX8,שווארמה STREET פתח תקווה,"Khayim Ozer St 20, Petah Tikva, Israel",right,שם זהה/תעתיק (sim 0.58) + אותה עיר,שווארמה STREET פתח תקווה,iw,"חיים עוזר 20, פתח תקווה","חיים עוזר 20, פתח תקווה",yes,שווארמה STREET פתח תקווה,iw,"Khayim Ozer St 20, Petah Tikva","Haim Ozer 20, Petah Tikva",no
3306,קניאל בשרים,"דרך בן צבי 106, תל אביב, Israel",ChIJvxpJLlZLHRUR5h0ZErMBKMw,קניאל בשרים,"Derekh Ben-Zvi 106, Tel Aviv-Jaffa, Israel",right,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,קניאל בשרים,iw,"דרך בן צבי 106, תל אביב-יפו","דרך בן צבי 106, תל אביב-יפו",yes,קניאל בשרים,iw,"Derekh Ben-Zvi 106, Tel Aviv-Jaffa","Derekh Ben-Zvi 106, Tel Aviv-Jaffa",no
3312,פיצה רמת חן,"שלם 1, רמת גן, Israel",ChIJ_RQEeANLHRURbRrMo7vJqoY,פיצה רמת חן,"Raziel St 26, Ramat Gan, 5224426, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,פיצה רמת חן,iw,"רזיאל 26, רמת גן, 5224426","רזיאל 26, רמת גן",yes,פיצה רמת חן,iw,"Raziel St 26, Ramat Gan, 5224426","Raziel 26, Ramat Gan",no
3329,בורקס הכפר,"דרך ההגנה 150, תל אביב, Israel",ChIJlS8hKA5LHRURGeBbM2luyvc,בורקס הכפר,"Hagana Rd 150, Tel Aviv-Yafo, Israel",right,שם זהה + אותו מספר בית (150) — רחוב בתעתיק שונה,בורקס הכפר,iw,"דרך ההגנה 150, תל אביב-יפו","דרך ההגנה 150, תל אביב-יפו",yes,בורקס הכפר,iw,"Hagana Rd 150, Tel Aviv-Yafo","Derech HaHagana 150, Tel Aviv-Jaffa",no
3332,פיתה בסטה,"דרך בן גוריון 2, רמת גן, Israel",ChIJQ-YkCH5LHRURrWQYatd2yyQ,פיתה בסטה - סניף רמת גן,"David Ben Gurion Rd 1, Ramat Gan, 5231347, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,פיתה בסטה - סניף רמת גן,iw,"דוד בן גוריון 1, רמת גן, 5231347","דוד בן גוריון 1, רמת גן",yes,פיתה בסטה - סניף רמת גן,iw,"David Ben Gurion Rd 1, Ramat Gan, 5231347","David Ben-Gurion 1, Ramat Gan",no
3335,Cofizz,"חובבי ציון 35, פתח תקווה, Israel",ChIJD7yLcm02HRURbPCSYhMfg1w,cofizz,"Khayim Ozer St 13, Petah Tikva, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,cofizz,iw,"חיים עוזר 13, פתח תקווה","חיים עוזר 13, פתח תקווה",yes,cofizz,en,"Khayim Ozer St 13, Petah Tikva","Haim Ozer 13, Petah Tikva",no
3345,קינג ג'ורג,"שחם 36, פתח תקווה, Israel",ChIJyz1GS5pJHRURz8JbjZ7IPZo,קינג גורג איוונט - רופטופ לאירועי בוטיק,"Shacham St 8, Petah Tikva, 4951708, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,קינג גורג איוונט - רופטופ לאירועי בוטיק,iw,"שחם 8, פתח תקווה, 4951708","שחם 8, פתח תקווה",yes,קינג גורג איוונט - רופטופ לאירועי בוטיק,iw,"Shacham St 8, Petah Tikva, 4951708","Shacham 8, Petah Tikva",no
3355,שניצל על הדרך,"הרצל 54, ראשון לציון, Israel",ChIJnbyMR0e0AhUR3w0zXTIR-R0,שניצל על הדרך,"Herzl St 54, Rishon LeZion, Israel",right,שם זהה + אותו מספר בית (54) — רחוב בתעתיק שונה,שניצל על הדרך,iw,"הרצל 54, ראשון לציון","הרצל 54, ראשון לציון",yes,שניצל על הדרך,iw,"Herzl St 54, Rishon LeZion","Herzl 54, Rishon LeZion",no
3359,"מעדנה מוזיאון בע""מ","שד' שאול המלך 27, תל אביב, Israel",ChIJiz9FAptLHRURq-WrTadCjrg,"מעדנה בע""מ","Sderot Sha'ul HaMelech 27, Tel Aviv-Jaffa, Israel",right,שם זהה + אותו מספר בית (27) — רחוב בתעתיק שונה,"מעדנה בע""מ",iw,"שדרות שאול המלך 27, תל אביב-יפו","שדרות שאול המלך 27, תל אביב-יפו",yes,"מעדנה בע""מ",iw,"Sderot Sha'ul HaMelech 27, Tel Aviv-Jaffa","Sderot Sha'ul HaMelech 27, Tel Aviv-Jaffa",no
3361,סביח אגסי,"ז'בוטינסקי 99, רמת גן, Israel",ChIJj2q4G8lLHRUR7GBH5JGmh3E,סביחה,"Jabotinsky St 54, Ramat Gan, Israel",right,שם תואם (sim 0.60) + עיר + רחוב (בית 99≠54),סביחה,iw,"רחוב זאב ז'בוטינסקי 54, רמת גן","רחוב זאב ז'בוטינסקי 54, רמת גן",yes,סביחה,iw,"Jabotinsky St 54, Ramat Gan","Derech Zeev Jabutinsky 54, Ramat Gan",no
3368,וופל בר,"שד' מנחם בגין 21, מודיעין והסביבה, Israel",ChIJu9JE497NAhURmme4SGnijhM,Waffle Bar,"Derech Menachem Begin 21, Modi'in Makabim-Re'ut, Israel",right,רשת — אותו סניף (רחוב+בית),וופל בר | מסעדה חלבית במודיעין,iw,"דרך מנחם בגין 21, מודיעין מכבים רעות","דרך מנחם בגין 21, מודיעין מכבים רעות",yes,Waffle Bar,en,"Derech Menachem Begin 21, Modi'in Makabim-Re'ut","Derech Menachem Begin 21, Modi'in Makabim-Re'ut",no
3384,מאסט אנד מאיו,"אלי ויזל 2, ראשון לציון, Israel",ChIJv0XvK_SzAhURhIzwv8oHSvA,מאסט אנד מאיו,"Elie Wiesel St 2, Rishon LeZion, 7579806, Israel",right,שם זהה + אותו מספר בית (2) — רחוב בתעתיק שונה,מאסט אנד מאיו,iw,"אלי ויזל 2, ראשון לציון, 7579806","אלי ויזל 2, ראשון לציון",yes,מאסט אנד מאיו,iw,"Elie Wiesel St 2, Rishon LeZion, 7579806","Elie Wiesel 2, Rishon LeZion",no
3387,עופל'ה גריל,"יהושע רבינוביץ 11, מרכז סאדאב חולון, Israel",ChIJ03kaoX6zAhURU7lw1YlDeyo,עופל'ה גריל חולון,"Yehoshu'a Rabinovich St 11, Holon, 5867115, Israel",right,שם זהה + אותו מספר בית (11) — רחוב בתעתיק שונה,עופל'ה גריל חולון,iw,"יהושע רבינוביץ 11, חולון, 5867115","יהושע רבינוביץ 11, חולון",yes,עופל'ה גריל חולון,iw,"Yehoshu'a Rabinovich St 11, Holon, 5867115","Yehoshua Rabinovich 11, Holon",no
3403,בורגרים רמת אביב,"ד""ר ג'ורג' ס. וייז 20, תל אביב, Israel",ChIJ1zSC2-xJHRURQaG_NArMrKg,Burgerim,"Dr George Wise St 20, Tel Aviv-Yafo, Israel",right,רשת — אותו סניף (רחוב+בית),בורגרים רמת אביב אוניברסיטת תל אביב,iw,"ד""ר ג'ורג' וייז 20, תל אביב-יפו","ד""ר ג'ורג' וייז 20, תל אביב-יפו",yes,Burgerim,en,"Dr George Wise St 20, Tel Aviv-Yafo","Dr. George Wise 20, Tel Aviv-Jaffa",no
3412,חמים וטעים,"הבנאי 21, חולון, Israel",ChIJC0p7z8W0AhUR5aOv0ienmz8,חמים וטעים | חנות המפעל | אוכל מוכן | מסעדה,"Ha-Banai St 32, Holon, Israel",right,LLM אישר (conf 0.85) — נחסם קודם רק בגלל רף ה-0.9,חמים וטעים | מסעדה | חנות המפעל | אוכל מוכן,iw,"הבנאי 32, חולון","הבנאי 32, חולון",yes,חמים וטעים | חנות המפעל | אוכל מוכן | מסעדה,en,"Ha-Banai St 32, Holon","HaBanay 32, Holon",no
3414,וורקה,"הרצל 35, לוד, Israel",ChIJiY1deGHLAhURZSv2RcYkNdg,וורקה,"Herzl St 35, Lod, Israel",right,שם זהה + אותו מספר בית (35) — רחוב בתעתיק שונה,וורקה,en,"הרצל 35, לוד","הרצל 35, לוד",yes,וורקה,en,"Herzl St 35, Lod","Herzl 35, Lod",no
3439,גריל בר לנוער,"אורנים 1, רמת אילן, גבעת שמואל, Israel",ChIJMWXKgGtKHRURVvJbKilgQ_I,גריל בר לנוער,"Oranim St 1, Giv'at Shmuel, Israel",right,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,גריל בר לנוער,iw,"אורנים 1, גבעת שמואל","אורנים 1, גבעת שמואל",yes,גריל בר לנוער,iw,"Oranim St 1, Giv'at Shmuel","Oranim 1, Giv'at Shmu'el",no
3458,מג'יק בורגר,"אבן גבירול 64, תל אביב, Israel",ChIJ2en6l4VLHRURpegqozrBRq0,Magic Burger,"Shlomo Ibn Gabirol St 64, Tel Aviv-Yafo, Israel",right,שם זהה/תעתיק (sim 0.75) + רחוב+בית זהים,מג'יק בורגר,iw,"שלמה אבן גבירול 64, תל אביב-יפו","שלמה אבן גבירול 64, תל אביב-יפו",yes,Magic Burger,en,"Shlomo Ibn Gabirol St 64, Tel Aviv-Yafo","Shlomo Ibn Gabirol 64, Tel Aviv-Jaffa",no
3461,חומוס פאוזי,"דרך יפו-ת""א 20, פלורנטין, תל אביב, Israel",ChIJHciW4JhMHRURH8m3GQ3cNTo,פאוזי פול חומוס,"Derech Jaffa 20, Tel Aviv-Jaffa, Israel",right,שם זהה + אותו מספר בית (20) — רחוב בתעתיק שונה,פאוזי פול חומוס,iw,"דרך יפו 20, תל אביב-יפו","דרך יפו 20, תל אביב-יפו",yes,פאוזי פול חומוס,iw,"Derech Jaffa 20, Tel Aviv-Jaffa","Derech Jaffa 20, Tel Aviv-Jaffa",no
3462,מסעדת אוזבקיסטן,"בר כוכבא 32, פתח תקווה, Israel",ChIJt4PeAac3HRURLLLvzj9eF3k,Oasis Uzbekistan,"Bar Kochva St 34, Petah Tikva, Israel",right,שם זהה/תעתיק (sim 0.75) + אותה עיר,מסעדת אוזבקיסטן,iw,"בר כוכבא 34, פתח תקווה","בר כוכבא 34, פתח תקווה",yes,Oasis Uzbekistan,en,"Bar Kochva St 34, Petah Tikva","Bar Kochva 34, Petah Tikva",no
3465,רגע,"שיינקין 57, מתחם שינקין, תל אביב, Israel",ChIJDzuAi35LHRURy-fsWUAwmf0,Rega,"Sheinkin St 57, Tel Aviv-Yafo, Israel",right,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,רגע,iw,"שינקין 57, תל אביב-יפו","שינקין 57, תל אביב-יפו",yes,Rega,en,"Sheinkin St 57, Tel Aviv-Yafo","Sheinkin 57, Tel Aviv-Jaffa",no
3478,רגע לפיצה בני ברק,"הרב אבו חצירא 7, פרדס כץ, בני ברק, Israel",ChIJ2bjDoSdKHRURy1LaLizNcZI,רגע לפיצה,"Rabbi Yisral Abuhatzia St 7, Bnei Brak, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,רגע לפיצה,iw,"רבי ישראל אבוחצירא 7, בני ברק","רבי ישראל אבוחצירא 7, בני ברק",yes,רגע לפיצה,en,"Rabbi Yisral Abuhatzia St 7, Bnei Brak","Ha-Rav Yisral Abuhatzia 7, Bnei Brak",no
3499,EggZit,"סוקולוב נחום 62, חולון, Israel",ChIJeUze26e0AhURNH-MLl2ivK0,EggZit,"Sokolov St 62, Holon, Israel",right,שם זהה + אותו מספר בית (62) — רחוב בתעתיק שונה,אגזיט,iw,"סוקולוב 62, חולון","סוקולוב 62, חולון",yes,EggZit,en,"Sokolov St 62, Holon","Sokolow 62, Holon",no
3509,חומוס הנביאים,"הנביאים 31, פתח תקווה, Israel",ChIJy4lZiHg2HRURv76EXfYiKsc,חומוס הנביאים,"HaNevi'im St 31, Petah Tikva, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,חומוס הנביאים,iw,"הנביאים 31, פתח תקווה","הנביאים 31, פתח תקווה",yes,חומוס הנביאים,iw,"HaNevi'im St 31, Petah Tikva","HaNevi'im 31, Petah Tikva",no
3513,המקום של רבנו,"החלוצים 2, פלורנטין, תל אביב, Israel",ChIJiaRHhZ1MHRURUbfk4NuBvN8,המקום של רבנו,"Ha-Khalutzim St 2, Tel Aviv-Yafo, Israel",right,שם זהה + אותו מספר בית (2) — רחוב בתעתיק שונה,המקום של רבנו,iw,"החלוצים 2, תל אביב-יפו","החלוצים 2, תל אביב-יפו",yes,המקום של רבנו,iw,"Ha-Khalutzim St 2, Tel Aviv-Yafo","HaHalutzim 2, Tel Aviv-Jaffa",no
3523,פיתה בסטה ראשון לציון,"רוטשילד 71, ראשון לציון, Israel",ChIJ2_MMX--1AhURMU5dCh9zx5c,"פיתה בסטה(ראשל""צ)","Rothschild St 71, Rishon LeZion, 7520270, Israel",right,שם זהה/תעתיק (sim 0.77) + רחוב+בית זהים,"פיתה בסטה(ראשל""צ)",iw,"רוטשילד 71, ראשון לציון, 7520270","רוטשילד 71, ראשון לציון",yes,"פיתה בסטה(ראשל""צ)",iw,"Rothschild St 71, Rishon LeZion, 7520270","Rothschild 71, Rishon LeZion",no
3531,לאנץ 25,"הרצל 20, תל אביב, Israel",ChIJcV8GRJxMHRUR5RbZrbl9_MM,לאנץ 25,"Herzl St 20, Tel Aviv-Yafo, Israel",right,שם זהה + אותו מספר בית (20) — רחוב בתעתיק שונה,לאנץ 25,iw,"הרצל 20, תל אביב-יפו","הרצל 20, תל אביב-יפו",yes,לאנץ 25,iw,"Herzl St 20, Tel Aviv-Yafo","Herzl 20, Tel Aviv-Jaffa",no
3534,קפה גרג,"דוד רזיאל 1, קניון רמלה, Israel",ChIJW_4xIADKAhURSRz3aXGncOM,Cafe Greg- Azrieli Ramla Mall,"Sderot David Razi'el 1, Ramla, Israel",right,רשת — LLM אישר (conf 0.95) + רחוב תואם,קפה גרג,iw,"שדרות דוד רזיאל 1, רמלה","שדרות דוד רזיאל 1, רמלה",yes,Cafe Greg- Azrieli Ramla Mall,en,"Sderot David Razi'el 1, Ramla","Sderot David Razi'el 1, Ramla",no
