outcome,held_id,held_name,held_address,held_score,owner_id,owner_name,owner_address,owner_score,google_name,google_address,place_id
ambiguous,6172,קפה פיינברג,"ז'בוטינסקי 34, חדרה, Israel",4.8,6625,קפה בית פיינברג,"ז'בוטינסקי 34, חדרה",4.8,Café Feinberg,"Jabotinsky St 34, Hadera, Israel",ChIJCwP63U4SHRUREXvrF5gniCw
ambiguous,6228,ברנר בר יין,"ברנר 6, רעננה, Israel",34.8,5681,קפה ברנר,"ברנר 6, רעננה, Israel",36.0,Cafe Brener,"מתחם קולינר, ברנר 6, רעננה, Israel",ChIJx5A1aBM4HRURg-vqGwYXzEQ
ambiguous,1232,באביס',"הבנאים 3, אשדוד, Israel",34.5,6467,Babbi's,"הבנאים 3, אשדוד",36.0,BABBI'S,"HaBana'im St 3, Ashdod, Israel",ChIJgegZjGujAhURmkU1BrXgAbg
ambiguous,1968,BP ביפי מפרץ חיפה,"שד' ההסתדרות 157, חיפה, Israel",4.5,6918,ביסטרו  BP - מפרץ חיפה,"שדרות ההסתדרות 157, מפרץ חיפה",4.9,BP - ביסטרו כשר במפרץ חיפה,"HaHistadrut Ave 157, Haifa, 26299, Israel",ChIJM1eqULywHRURMQHV-X2nDnY
ambiguous,1970,ארסטו,"קיסריה, Israel",24.5,7162,Aresto,"נמל קיסריה, קיסריה",26.0,Aresto,"נמל קיסריה, Keisarya, Israel",ChIJCZQzCBENHRURL1S86KWLe3s
ambiguous,2021,ביגה כרמיאל כשר,"מעלה כמון 2, ביג כרמיאל, Israel",34.5,6651,BIGA כרמיאל,"מעלה כמון 2, כרמיאל",36.0,כשר Biga - ביג כרמיאל,"ביג כרמיאל Ma'ale, Ma'ale Kamon St 2, Karmiel, Israel",ChIJ19Ot_XQxHBUROZzcjGBKsos
ambiguous,6664,יענקלה,"חבצלת השרון 36, הרצליה",4.5,6247,יענקל'ה בית קפה,"חבצלת השרון 36, הרצליה פיתוח, Israel",4.5,Yankele,"Khavatselet ha-Sharon St 36, Herzliya, Israel",ChIJ6etV8pxIHRURAyPCKg3DkUA
ambiguous,7022,Luciana ראשון לציון,"לח""י 2, ראשון לציון",34.5,3083,לוצ'נה ראשון לציון,"לח""י 2, ראשון לציון, Israel",36.0,לוצ׳נה ראשון לציון,"הלח״י 2, ראשון לציון, 7570686, Israel",ChIJweIAaS-zAhUR9rzjeGFWvqA
ambiguous,4747,מיס אנד מר,"יואל משה סלומון 12, כיכר המוזיקה, ירושלים, Israel",34.0,6867,Miss & Mr,"יואל משה סלומון 12, ירושלים",36.0,Miss & Mr,"Yo'el Moshe Salomon St 12, Jerusalem, 9463312, Israel",ChIJbxbKd4opAxUR818_bcTBGeg
ambiguous,1491,ביגה,"שד' דוד טוביהו 125, באר שבע, Israel",14.0,6513,BIGA גרנד באר שבע,"שדרות דוד טוביהו 125, באר שבע",16.0,Biga,"עופר גרנד קניון, David Tuviyahu Ave 125, Beersheba, Israel",ChIJb0afnhxlAhURAZkyqpVBA6Y
ambiguous,1997,ביגה,"דרך עכו 192, קניון הקריון, קריית ביאליק, Israel",14.0,7134,BIGA קריון,"דרך עכו 192, קריית ביאליק",16.0,Biga,"קריון, Derech Akko 192, Kiryat Bialik, Israel",ChIJtYZYnfm2HRUR8ITrsVdABpw
ambiguous,2020,מריפוסה,"קיסריה, Israel",4.0,7203,Mariposa,"מגרש הגולף קיסריה, קיסריה",6.0,Mariposa,"מגרש הגולף, Caesarea, Israel",ChIJV9hVLagNHRURQDNbTYDDB4Q
ambiguous,2358,הפיצרייה,"משה שרת 6, עפולה, Israel",4.0,2154,הפיצריה,"משה שרת 6, עפולה, Israel",6.0,הפיצריה The Pizza Place,"Moshe Sharet St 6, Afula, Israel",ChIJsZX31BhTHBUR69OVP7cXlNw
ambiguous,3110,נאו סושי בר,"כצנלסון 55, גבעתיים, Israel",4.0,4450,Neo after dark,"כצנלסון 55, גבעתיים, Israel",3.0,Neo Sushi Bar,"Katzenelson St 55, Giv'atayim, Israel",ChIJbYy-gbpLHRURwnf1ynU2GYA
ambiguous,6022,פרוג'ינו,"הרצל 2, נתניה, Israel",14.0,5914,"""פרוג'ינו""","הרצל 4, נתניה, Israel",14.0,Perugino,"Dizengoff St 30, Netanya, Israel",ChIJw0NeX6hqHRURWnAYAM0XoIU
ambiguous,6024,ביגה,"פרופסור דן שכטמן 10, חדרה, Israel",4.0,6524,BIGA חדרה,"פרופסר דן שכטמן, 10 חדרה, חדרה",6.0,Biga,"פרופ דן שכטמן 10, Hadera, Israel",ChIJfQ0rAzgTHRURYWjS43yGQ60
ambiguous,6944,סורנטו,"ברשבסקי 8, ראשון לציון",4.0,3086,סורנטו Sorento,"ברשבסקי 8, ראשון לציון, Israel",6.0,Sorento,"Barshavski St 8, Rishon LeZion, Israel",ChIJc9Nes1G0AhURK5FA5ORe17k
ambiguous,7206,Kyoto nei,"ילדי טהרן 7, ראשון לציון",3.6,3150,"קיוטו נאי ראשל""צ","ילדי טהרן 7, ראשון לציון, Israel",6.0,קיוטו נאי,"Yaldei Teheran St 7, Rishon LeZion, 7565843, Israel",ChIJUdujOQqzAhURz55t9xxFiA0
ambiguous,7225,Frenchy Marche,"שינקין 54, תל אביב",3.4,7181,Frenchy Kiosk,"שינקין 54, תל אביב",3.8,Frenchy Tlv,"Sheinkin St 54, Tel Aviv-Yafo, 6713212, Israel",ChIJUTImqplLHRUR7A6vL1JH-vs
ambiguous,1629,גאטוס על המים אשקלון,"בת גלים 1, אשקלון, Israel",23.0,1587,גאטוס,"בת גלים 1, אשקלון, Israel",26.0,גאטוס מסעדה איטלקית,"Bat Galim St, Ashkelon, Israel",ChIJAQAAAFGcAhUR07Kw9GNNcno
ambiguous,1786,בית קפה מסעדה אופרה,"קנאים 27, קניון ערד, Israel",3.0,1218,קפה אופרה,"קנאים 27, קניון ערד, Israel",3.0,Opera Cafe,"Ha-Kana'im St 27, Arad, Israel",ChIJW7ufzfj_AhURfopxzycU72o
ambiguous,3530,שניצליאנו גבעת שמואל,"אורנים 1, רמת אילן, גבעת שמואל, Israel",3.0,4331,שניצליין,"אורנים 1, רמת אילן, גבעת שמואל, Israel",5.3,שניצלאנו,"Oranim St 1, Giv'at Shmuel, Israel",ChIJHxo4gWtKHRURqmvJc1qzKFA
ambiguous,4674,דונר גריל אקספרס,"אברהם גירון 15, יהוד, Israel",3.0,3559,דונר,"אברהם גירון 20, יהוד, Israel",6.0,דונר/שווארמה טורקית ועל האש,"Avraham Giron St 15, Yehud-Monosson, Israel",ChIJES2blQU1HRURZH-TiNGGyhk
ambiguous,6470,מסעדת O2,"Ze'ev Jabotinsky St 3, Jerusalem",33.0,5086,מסעדת 02,"ז'בוטינסקי 3, ירושלים, Israel",36.0,מסעדת 02,"Jabotinski St 3, Jerusalem, Israel",ChIJ_TBv-FjEAhURA_l5d2E-p9Q
ambiguous,6650,אישטבח ירושלים,"השקמה 1 מחנה יהודה, ירושלים",32.7,5326,אישטבח,"השקמה 1, מחנה יהודה, ירושלים, Israel",35.0,Ishtabach,"השקמה פינת, Beit Ya'akov St 1, Jerusalem, Israel",ChIJPyQ7jSjWAhURLaRI4ORCohc
ambiguous,7302,בהדונס חומוס,"יד חרוצים 11, תל אביב, Israel",2.7,3350,בהדונס חומוס,"יד חרוצים 11, תל אביב, Israel",2.7,Bahadunas,"Yad Harutsim St 11, Tel Aviv-Yafo, Israel",ChIJdU5-8HpLHRUR6_7pUuUQgww
ambiguous,6045,יקבי בנימינה,"הנשיא 1, בנימינה, Israel",12.6,6655,יקב בנימינה,"היקב 2, בנימינה",12.6,Binyamina Winery,"Ha-Yekev St 6, Binyamina-Giv'at Ada, Israel",ChIJaXUTVhkMHRURUCIdTca2OpM
ambiguous,6155,סנדוויץ' פקטורי,"אריה שנקר 16, הרצליה פיתוח, Israel",2.5,6599,Sandwich Factory,"אריה שנקר 16, הרצליה",6.0,Sandwich Factory,"Arye Shenkar St 16, Herzliya, 46725, Israel",ChIJxcYUiCVGHRURqHki0_YQiIo
ambiguous,4502,ביגה,"לב העיר 2, קניון מודיעין, Israel",2.4,7136,BIGA מודיעין,"לב העיר 2, עזריאלי מודיעין",5.0,Biga Modi'in,"Lev ha-Ir St 2, Modi'in-Maccabim-Re'ut, Israel",ChIJkSERXAXNAhURiHiKqDGjx5o
ambiguous,5048,Zalmans chef hotdogs,"לונץ משה 3, ירושלים, Israel",12.4,6579,Zalmans- מדרחוב,"לונץ 3, ירושלים",16.0,Zalman's זלמנ'ס- מדרחוב,"Lunz St 3, Jerusalem, Israel",ChIJMUzmDiMpAxURyA_4VGLTUws
ambiguous,7325,חומוס כספי,"יהודה המכבי 61, תל אביב, Israel",2.3,3688,חומוס כספי,"יהודה המכבי 61, תל אביב, Israel",2.3,Hummus 616,"Yehuda HaMakkabbi St 61, Tel Aviv-Yafo, Israel",ChIJl-CpculLHRUR-Efhyyf84yY
ambiguous,6639,Berlin burger,"שדרות ממילא 13, ירושלים",32.2,4734,המבורגר ברלין,"ממילא 13, שדרות אלרוב ממילא, ירושלים, Israel",36.0,המבורגר ברלין,"Mamilla Rd 13, Jerusalem, Israel",ChIJHwYO76cpAxURPQUbfRRinbc
ambiguous,4119,ברילוצ'ה טוסט נקניק,"הרא""ה 186, רמת גן, Israel",12.0,7085,Bariloche רמת גן,"הרואה 186, רמת גן",13.2,Bariloche- מסעדה דרום אמריקאית,"Haroe St 186, Ramat Gan, Israel",ChIJQ9UriU5KHRURliVOjgtz5cA
ambiguous,6955,ג'פניקה עפולה,"קהילת ציון 26, עפולה",2.0,2269,ג'פניקה,"קהילת ציון 26, עפולה, Israel",3.6,Japanika,"Kehilat Tsiyon St 26, Afula, 1830126, Israel",ChIJa1JLoepTHBURlKa9UfSFIaQ
ambiguous,6644,פלאפל בריבוע - גבעת שמואל,"יוני נתניהו 23, גבעת שמואל",1.9,4019,פלאפל בריבוע,"יוני נתניהו 23, קניון עופר הגבעה, גבעת שמואל, Israel",3.8,Falafel Baribua,"Yoni Netanyahu St 23, Giv'at Shmuel, Israel",ChIJxWhbGQ9KHRUReK6PqXR1HqE
ambiguous,5721,פלאפל טובה בתעשייה,"פנקס דוד 14, נתניה, Israel",31.8,5953,הפלאפל של טובה,"פנקס דוד 14, נתניה, Israel",32.7,Falafel Tova,"David Pinkas St 14, Netanya, Israel",ChIJ1XXAkwRAHRURrFEKUCIutxM
ambiguous,6729,פאפאגאיו הרצליה,"השונית 2, הרצליה",1.8,6032,פאפאגאיו,"השונית 2, מרינה הרצליה, Israel",4.5,Papagaio,"Ha-Shunit St 2, Herzliya, 4655502, Israel",ChIJmUjw8upIHRURhDaCiwKSdSU
ambiguous,2679,"יקבי קיסריה בע""מ","קיסריה, Israel",1.5,1999,יקבי קיסריה אירועים,"קיסריה, Israel",2.0,Caesarea Wineries,"Caesarea, Israel",ChIJ222WbxoNHRUR3YFJzcDtteQ
ambiguous,6744,ג'פניקה צ'ק פוסט,"דרך בר יהודה 111, חיפה",1.5,2371,ג'פניקה,"דרך בר יהודה 111, צ'ק פוסט, חיפה, Israel",3.6,Japanika,"Israel bar Yehuda Road 111, Haifa, Israel",ChIJPTuqp3iwHRURz-YqsIecbx8
ambiguous,6978,פלאפל בריבוע - ראש העין,"בזק 1, ראש העין",31.4,3349,פלאפל בריבוע,"בזק 1, מרכז G אפק (לב אפק), ראש העין, Israel",31.5,Falafel Square,"מרכז מסחרי לב אפר, מבצע בזק 1, ראש העין, 4863087, Israel",ChIJI8opIN4wHRURIz5ohbXbNMI
ambiguous,5562,עוגות דה לה פה רחובות,"יעקב 26, רחובות, Israel",1.1,5614,עוגות דה לה פה,"יעקב 26, רחובות, Israel",1.8,Cakes de la Paix,"Ya'akov St 26, Rehovot, Israel",ChIJ0ZRXqAa3AhURjH_6y69S7aY
ambiguous,4909,ג'פטו- טאבון איטלקי,"דפנה 1, צור הדסה, Israel",1.1,6943,Geppeto טאבון איטלקי,"דפנה 1, צור הדסה",1.8,Jeppeto Pizza Bar,"Dafna St 1, Tzur Hadassah, Israel",ChIJ1W8xXknbAhURRJmlxkKNfV0
ambiguous,465,טוסטאדס,"כנרת 5, אשדוד, Israel",31.0,1498,סנדביץ בר,"כנרת 5, אשדוד, Israel",33.0,sandwich bar,"מרכזון יא, כנרת 5, אשדוד, Israel",ChIJq6qqquWiAhUR7F-198DyXBc
ambiguous,5656,בוזי-סושי נודלס בר,"הרצל 185, רחובות, Israel",1.0,5396,בוזי,"הרצל 185, רחובות, Israel",4.0,Buzzi,"Herzl St 185, Rehovot, Israel",ChIJN6XzBwO3AhUReWqDXlFmZpQ
ambiguous,6888,פלאפל בריבוע - חולון,"פנחס איילון 13, חולון",0.9,4196,פלאפל בריבוע,"פנחס אילון 13, חולון, Israel",1.5,Falafel Square,"Pinkhas Eilon St 13, Holon, Israel",ChIJs34o6p60AhUROIoKOlWAHlI
ambiguous,3707,מסעדת בר כוכבא,"בר כוכבא 27, פתח תקווה, Israel",10.8,3427,ענק הסביח והסמבוסק,"בר כוכבא 27, פתח תקווה, Israel",11.1,Bar Kochva - South American Sandwich,"Bar Kochva St 27, Petah Tikva, Israel",ChIJv5DCpGw2HRURaBdf0o0pK3g
ambiguous,6932,הולי בייגל - בית שמש,"נחל דולב 19, בית שמש",10.8,5105,הולי בייגל,"נחל דולב 19, בית שמש, Israel",11.5,Holy Bagel RBS,"Nachal Dolev St 19, Bet Shemesh, Israel",ChIJa-70e3fDAhURtujaIv9AeVs
ambiguous,7260,רפאלו - קריון (כשר),"דרך עכו 192, קריית ביאליק",30.8,2104,רפאלו קריית ביאליק,"דרך עכו 192, קניון הקריון, קריית ביאליק, Israel",31.2,Raffaello,"קניון קריון, דרך עכו 192, קריית ביאליק, Israel",ChIJAU5WBfm2HRURx-MeCH4qtmM
ambiguous,5658,פאפוס בשרים שווארמה ועל האש איזור התעשיה,"גבריאלוב קלמן 38, רחובות, Israel",0.6,5451,פאפוס בשרים,"גבריאלוב קלמן 38, רחובות, Israel",2.0,PAPOS,"Kalman Gavrielov St 38, Rehovot, Israel",ChIJ4Q5sOUi3AhURCyC9KELD8So
ambiguous,6822,"המקסיקנית ⏐ כשר למהדרין בד""ץ הרב מחפוד","אח""י אילת 59, חיפה",0.5,2892,המקסיקנית | כשר למהדרין,"אח""י אילת 59, קריית חיים, חיפה, Israel",0.9,The Mexican,"Sderot Achi Eilat 59, Haifa, 2626948, Israel",ChIJWxqkjC63HRURWCJNl52HSkw
ambiguous,6603,בייגל קפה עמק רפאים,"עמק רפאים 54, ירושלים",30.0,5155,בייגל קפה,"עמק רפאים 54, ירושלים, Israel",33.0,Bagel Cafe,"Emek Refa'im St 54, Jerusalem, Israel",ChIJ_2hLtMIpAxURPzabC0YTgvM
ambiguous,1966,קפה גרג,"דרך מנחם בגין 1, שדרות, Israel",36.0,7246,Greg שדרות,"שדרות מנחם בגין 1, שדרות",36.0,Cafe Greg,"Menachem Begin Rd 1, Sderot, Israel",ChIJuW2b5E6BAhURDcqdN2g0M5k
ambiguous,7138,שיפודי התקווה ראשון לציון,"רוזנסקי 11, ראשון לציון",6.0,3047,שיפודי התקווה,"רוז'נסקי 11, ראשון לציון, Israel",6.0,שיפודי התקווה ראשון לציון,"Rozhanski St 11, Rishon LeZion, 7574516, Israel",ChIJ7-Pah9azAhURalVjIO1GOf8
ambiguous,4981,לה מוצרלה LAMOZZARELLA ירושלים,"צביה ויצחק 8, ירושלים, Israel",34.4,4901,לה מוצרלה LAMOZZARELLA,"צביה ויצחק 8, ירושלים, Israel",36.0,פיצה לה מוצרלה la mozzarella,"Tsviya Ve-Yitshak St 8, Jerusalem",ChIJ738ZizzYAhURX5jtl1KnLow
ambiguous,4508,ביגה,"ז'בוטינסקי 72, הקניון הגדול, פתח תקווה, Israel",34.0,7212,BIGA פתח תקווה,"72 זאב ז'ובטינסקי, פתח תקווה",36.0,BIGA,"Jabotinsky St 72, Petah Tikva, Israel",ChIJsQxUymA3HRURbIBfDba-eZ4
ambiguous,5120,בלאק איירון,"אגריפס 80, מחנה יהודה, ירושלים, Israel",34.0,6704,Black Iron,"אגריפס 80, ירושלים",36.0,Black Iron,"Agripas St 80, Jerusalem, 9451304, Israel",ChIJ8-EWNfbXAhUREXgUvsP9n04
ambiguous,6759,Greg באר שבע,"דרך טוביהו 125, באר שבע",34.0,1877,קפה גרג,"שד' דוד טוביהו 125, באר שבע, Israel",36.0,קפה גרג גרנד קניון באר שבע,"גרנד קניון, שדרות דוד טוביהו 125, באר שבע, 8424351, Israel",ChIJ7dmRIqxlAhURXGpavWyOnLw
ambiguous,7210,"BIGA פ""ת כפר גנים","העצמאות 63, פתח תקווה",34.0,3992,ביגה BIGA כפר גנים,"העצמאות 63, פתח תקווה, Israel",34.5,ביגה כפר גנים - קניון הכיכר | כשר למהדרין,"HaAtsmaut St 63, Petah Tikva, Israel",ChIJZ_H032c1HRURUWiIKZYxqe4
ambiguous,1844,פסקדו,"מרטין בובר 1, אשדוד, Israel",33.6,6676,Pescado,"מרטין בובר 1, אשדוד",36.0,Pescado,"Martin Buber St 1/12, Ashdod, Israel",ChIJUUxvh6CjAhURs9np0Z_2At4
ambiguous,5090,Denver-דנוור,"דרך חברון 101, ירושלים, Israel",33.5,6614,דנוור סטייק האוס,"דרך חברון 101, ירושלים",33.8,Denver Steak House,"Hebron Rd 101, Jerusalem, 9348001, Israel",ChIJo0dZBLspAxURNCraVu0Tkuo
ambiguous,3643,חיים שווארמה פלאפל,"רוטשילד 27, בת ים, Israel",23.0,4260,פלאפל אריה,"רוטשילד 29, בת ים, Israel",23.8,פלאפל שרעבי,"Rothschild St 42, Bat Yam, Israel",ChIJwbUgYJCzAhURR87E749bsac
ambiguous,3815,שווארמה מילי,"ארלוזורוב 2, פתח תקווה, Israel",33.0,4004,פיצה מילי,"ארלוזורוב 2, פתח תקווה, Israel",36.0,פיצה מילי פתח תקווה,"Haim Arlozorov St 2, Petah Tikva, Israel",ChIJURUUTgk2HRURG93VrpyO5N8
ambiguous,6564,אחלה - אילת,"קאמן 1, אילת",33.0,1329,אחלה אילת,"קאמן 1, אילת, Israel",33.0,Achla - Platinum Grill,"קאמן 1 אילת IL 88000, Kamen 1, Eilat, Israel",ChIJz7PPdvtxABURuwmxUFhO0K4
ambiguous,1224,השיפודיה של שופן,"נורדאו מקס 5, באר שבע, Israel",1.5,6512,מסעדת שופן,"נורדאו 5, באר שבע",3.6,Shufan,"Max Nordau St 5, Be'er Sheva, Israel",ChIJ3-Kqcj9mAhURuFLLyORBPHQ
ambiguous,6641,ארקפה בסר 3,"כנרת 5, בני ברק",30.9,3143,ארקפה,"מצדה (כנרת) 5, פרדס כץ, בני ברק, Israel",31.5,Arcaffè,"Kinneret St 5, Bnei Brak, 6515252, Israel",ChIJPZfqeylKHRURu7w6lhJZ1eg
ambiguous,1980,רותס,"ויצמן 1, עכו העתיקה, Israel",6.0,7236,Roots,"וייצמן 1, עכו",6.0,Roots רותס,"Weizman St 1, Acre, 2430122, Israel",ChIJg2lGuj7JHRURy476nlgQ9h0
ambiguous,2032,שאלתי אלי,"יוחאי בן נון 6, חיפה, Israel",6.0,6740,שאלתיאלי,"יוחאי בן נון 6, חיפה",6.0,Shaltieli,"Yohai Ben Nun St 6, Haifa, Israel",ChIJ7yFS_mMPHRURAqs0L3Neags
ambiguous,3869,ממפיס Memphis תל אביב,"קרליבך 20, תל אביב, Israel",6.0,3460,ממפיס,"קרליבך 20, תל אביב, Israel",6.0,"Memphis ממפיס תל אביב | המבורגר פרימיום כשר בד""צ בית יוסף","Carlebach St 20, Tel Aviv-Yafo, 6473005, Israel",ChIJj3oKf4JLHRURIgPsZjdaUQI
ambiguous,5447,הפינה,"ויצמן 6, רחובות, Israel",6.0,7092,קפה הפינה,"חיים ויצמן 6, רחובות",6.0,הפינה,"Haim Weizman St 6, Rehovot, 7628102, Israel",ChIJZ8ENtgO3AhURXJRKFIkkrOw
ambiguous,7309,לחם ארטיזן,"הנחושת 3, רמת החייל, תל אביב, Israel",6.0,4355,לחם ארטיזן,"הנחושת 3, רמת החייל, תל אביב, Israel",6.0,לחם ארטיזן,"HaNechoshet St 3, Tel Aviv-Yafo, Israel",ChIJJ86j5ZRJHRURXc7-Kzf_mxw
apply_clean,1274,פיצה דון פדרו,"שבט לוי 14, אשדוד, Israel",16.0,,,,,פיצה דון פדרו אשדוד pizza don pedro,"Shevet Levi St 14, Ashdod, Israel",ChIJha2PEl6iAhURG6qN7ABLtp8
apply_clean,1605,שווארמה פאשה אשקלון,"ברל כצנלסון 13, אשקלון, Israel",26.0,,,,,שווארמה פאשה אשקלון,"Berl Katsnelson St 5, Ashkelon, Israel",ChIJXUfRYnCcAhURbRytbYckjZg
apply_clean,3859,פלאפל בריבוע,"יד חרוצים 15, תל אביב, Israel",6.0,,,,,פלאפל בריבוע - יד חרוצים,"Yad Harutsim St 15, Tel Aviv-Yafo, Israel",ChIJ1UoTlHpLHRURgK8ulkheqIc
apply_clean,4170,Cofizz,"רמב""ם 26, תל אביב, Israel",6.0,,,,,cofizz,"Rambam St 26, Tel Aviv-Yafo, Israel",ChIJpa6PsYNMHRURmcEbZRaJ5bM
apply_clean,4659,טעמים,"השרון 21, תל אביב, Israel",6.0,,,,,טעמים,"HaSharon St 21, Tel Aviv-Yafo, 6618511, Israel",ChIJo6YTQHtLHRURupWh19ZYlpE
apply_clean,6509,BBB אשקלון,"מתחם גלובוס סנטר מבקיעים, אשקלון",6.0,,,,,BBB אשקלון,Israel,ChIJkRNs3R-dAhURVx01Wg4_y18
apply_clean,4519,לחם וחברים,"בוגרשוב 27, תל אביב, Israel",5.3,,,,,Lehem Vehaverim,"Bograshov St 27, Tel Aviv-Yafo, Israel",ChIJkbxRXn5MHRUR2s1KYi6rAl4
apply_clean,7146,BIGA איילון,"אבא הלל 301, רמת גן",14.8,,,,,Biga Ayalon Mall,"קניון איילון, Ramat Gan, Israel",ChIJBZ9YXoZJHRURHmPddO3u45A
apply_clean,3469,יוסף דדון,"קהילת לודג' 32, צפון תל אביב, Israel",3.4,,,,,Yosef Dadon,"Kehilat Lodz St 32, Tel Aviv-Yafo, Israel",ChIJI1P383hJHRURXsiw5Oys7Lw
apply_clean,6471,קפה קפה נהריה,"הגעתון 35, נהריה",6.0,,,,,קפה קפה נהריה,"Sderot HaGa'aton 35, Nahariya, 2244028, Israel",ChIJM8wqzlnOHRURBnWvQIxZ_VU
apply_clean,6588,Greg  ביג אילת,"הסתת 20, אילת",6.0,,,,,Greg Coffee,"Ha-Satat St 20, Eilat, Israel",ChIJy0nggARuABUR_v8nR9c2PJ4
apply_clean,4022,קפה לנדוור,"דרך מנחם בגין 132, קניון עזריאלי, תל אביב, Israel",4.0,,,,,Landwer,"Azrieli Center, Menakhem Begin Rd 132, Tel Aviv-Yafo, Israel",ChIJDU9KioJLHRUR392UDUckve0
apply_clean,5585,א.מ.א.פ בורגרים בעמ,"משה לרר 1, נס ציונה, Israel",33.0,,,,,Burgerim,"עמי בוטיק סנטר, משה לרר 1, נס ציונה, Israel",ChIJxXeFiQe3AhUR2EFKuqSdUcE
inset_loser_to_phaseB,1618,פיצה דון פדרו- אשדוד,"שבט לוי 14, אשדוד, Israel",,,,,,פיצה דון פדרו אשדוד pizza don pedro,"Shevet Levi St 14, Ashdod, Israel",ChIJha2PEl6iAhURG6qN7ABLtp8
inset_loser_to_phaseB,1659,פאשה,"ברל כצנלסון 13, אשקלון, Israel",,,,,,שווארמה פאשה אשקלון,"Berl Katsnelson St 5, Ashkelon, Israel",ChIJXUfRYnCcAhURbRytbYckjZg
inset_loser_to_phaseB,7321,פלאפל בריבוע,"יד חרוצים 15, תל אביב, Israel",,,,,,פלאפל בריבוע - יד חרוצים,"Yad Harutsim St 15, Tel Aviv-Yafo, Israel",ChIJ1UoTlHpLHRURgK8ulkheqIc
inset_loser_to_phaseB,7308,Cofizz,"רמב""ם 26, תל אביב, Israel",,,,,,cofizz,"Rambam St 26, Tel Aviv-Yafo, Israel",ChIJpa6PsYNMHRURmcEbZRaJ5bM
inset_loser_to_phaseB,7327,טעמים,"השרון 21, תל אביב, Israel",,,,,,טעמים,"HaSharon St 21, Tel Aviv-Yafo, 6618511, Israel",ChIJo6YTQHtLHRURupWh19ZYlpE
inset_loser_to_phaseB,1701,בי בי בי,"אשקלון, Israel",,,,,,BBB אשקלון,Israel,ChIJkRNs3R-dAhURVx01Wg4_y18
inset_loser_to_phaseB,6836,Tommy's Deli,"קק""ל 21, ירושלים",,,,,,Tommy's - טומי'ס,"HaKeren HaKayemet Le-Israel St 21, Jerusalem, Israel",ChIJg4KfvirWAhURqvpsFDlm9Y0
inset_loser_to_phaseB,6849,Burgers Bar רמת בית שמש,"הרב שלמה זלמן אורבך 68, בית שמש",,,,,,Burgers Bar,"Derech Yitshak Rabin 19, Beit Shemesh, Israel",ChIJKwb6CWDEAhURXdbN4pUSgGQ
inset_loser_to_phaseB,4950,בורגרס בר,"שד' נהר הירדן 26, בית שמש, Israel",,,,,,Burgers Bar,"Derech Yitshak Rabin 19, Beit Shemesh, Israel",ChIJKwb6CWDEAhURXdbN4pUSgGQ
inset_loser_to_phaseB,6914,Mamilla-Happy Fish,"שלמה המלך 11, ירושלים",,,,,,Happy Fish,"Mamilla Rd 14, Jerusalem, Israel",ChIJY3K8gtEpAxURbq4kplsAZa8
inset_loser_to_phaseB,7064,Meatos Grill Bar,"שאול המלך 33, תל אביב",,,,,,Meatos,"מגדל אמות השקעות, ויצמן‬ 2, תל אביב-יפו, Israel",ChIJ4ckDaJpLHRURgDNCHMVrs94
inset_loser_to_phaseB,7326,לחם וחברים,"בוגרשוב 27, תל אביב, Israel",,,,,,Lehem Vehaverim,"Bograshov St 27, Tel Aviv-Yafo, Israel",ChIJkbxRXn5MHRUR2s1KYi6rAl4
inset_loser_to_phaseB,3055,ביגה איילון,"דרך אבא הלל סילבר 301, רמת גן, Israel",,,,,,Biga Ayalon Mall,"קניון איילון, Ramat Gan, Israel",ChIJBZ9YXoZJHRURHmPddO3u45A
inset_loser_to_phaseB,5061,מיסיס מוריס,"ירושלים, Israel",,,,,,Miss & Mr,"Yo'el Moshe Salomon St 12, Jerusalem, 9463312, Israel",ChIJbxbKd4opAxUR818_bcTBGeg
inset_loser_to_phaseB,7315,יוסף דדון,"קהילת לודג' 32, צפון תל אביב, Israel",,,,,,Yosef Dadon,"Kehilat Lodz St 32, Tel Aviv-Yafo, Israel",ChIJI1P383hJHRURXsiw5Oys7Lw
inset_loser_to_phaseB,578,לוצ'ינה,"ירושלים, Israel",,,,,,Luciana,"ממילא 8, קניון ממילא, Jerusalem",ChIJM7doTC8oAxUR9cMWDzXzuLc
inset_loser_to_phaseB,2616,קפה קפה,"שד' הגעתון 35, נהריה, Israel",,,,,,קפה קפה נהריה,"Sderot HaGa'aton 35, Nahariya, 2244028, Israel",ChIJM8wqzlnOHRURBnWvQIxZ_VU
inset_loser_to_phaseB,1226,קפה גרג מתחם ביג אילת,"הסתת 20, ביג אילת, Israel",,,,,,Greg Coffee,"Ha-Satat St 20, Eilat, Israel",ChIJy0nggARuABUR_v8nR9c2PJ4
inset_loser_to_phaseB,7329,קפה לנדוור,"דרך מנחם בגין 132, קניון עזריאלי, תל אביב, Israel",,,,,,Landwer,"Azrieli Center, Menakhem Begin Rd 132, Tel Aviv-Yafo, Israel",ChIJDU9KioJLHRUR392UDUckve0
inset_loser_to_phaseB,5675,בורגרים נס ציונה,"משה לרר 1, נס ציונה, Israel",,,,,,Burgerim,"עמי בוטיק סנטר, משה לרר 1, נס ציונה, Israel",ChIJxXeFiQe3AhUR2EFKuqSdUcE
