id,name,dest,country,address,kosher_certified,source_quality,confidence,certifying_body,evidence,source_url,friReason,satReason
6583,קפה מנדרין,Haifa,Israel,"צפרירים 1, חיפה",unclear,directory,0.6,Haifa Rabbinate (likely),"מספר מקורות בדירוג דיירקטורי מציינים 'כשר' עבור מנדרין בצפרירים, אך ללא קישור לתעודה רשמית מרבנות חיפה. לא נמצא דאטהבייס רשמי של רבנות חיפה.",https://www.enjoyingisrael.com/he/restaurants/39317/%D7%9E%D7%A0%D7%93%D7%A8%D7%99%D7%9F-%D7%9B%D7%A8%D7%9E%D7%9C%D7%99%D7%94,,פתוח 7:00 AM–2:30 PM בשבת (חופף ל-08:00–16:00)
6694,Jorno בייקרי הרצליה,Herzliya,Israel,"הצדף 2, הרצליה",no,directory,0.75,,"אין הוכחה לתעודת כשרות. Jorno מתוארת כמאפיית צרפתית וקפה ברישומים, ולא מופיעה בחיפושים לרשימות המסעדות הכשרות בהרצליה.",https://www.hashulchan.co.il/restaurant/%D7%92%D7%95%D7%A8%D7%A0%D7%95-jorno/,,פתוח 7:00 AM–9:00 PM בשבת (חופף ל-08:00–16:00)
6828,Jorno הרצליה,Herzliya,Israel,"חבצלת השרון 36, הרצליה",no,directory,0.85,,ג'ורנו מפרסומים על חנוות חדשות בישראל מתועדת כ'dairy not supervised' - כלומר ללא השגחה כשרות פורמלית של גוף מוכר,https://debbestfood.com/israel-restaurant-foodie-news-october-2025/,,פתוח 7:00 AM–9:00 PM בשבת (חופף ל-08:00–16:00)
4370,מיטאו,Holon,Israel,"הפלד 46, חולון, Israel",unclear,directory,0.3,,"מפורסמת בדירקטוריונים של מסעדות כשרות בחולון כ'כשר', אך לא נמצאה הסמכה רשמית מגוף הסמכה מוכר (הרבנות, חברת פיקוח קשרות). עדויות משלישי-צד בלבד.",https://www.rest.co.il/kosher-restaurants/holon/kosher/birthdays/,,פתוח 9:00 AM–7:00 PM בשבת (חופף ל-08:00–16:00)
4781,בנדורה,Jerusalem,Israel,"יפו 36, ירושלים, Israel",yes,directory,0.65,Glatt Kosher Mehadrin,מסעדת בנדורה ביפו 36 ירושלים רשומה בקובץ הרשימה כחלק מ'Glatt Kosher Mehadrin' וגם נמצאת בתיקייה של מסעדות כשרות למהדרין.,https://www.koshernear.me/cities/israel/jerusalem,פתוח עד 1:00 AM בערב שישי (אחרי 21:00),פתוח 1:00 PM–12:00 AM בשבת (חופף ל-08:00–16:00)
4845,בר יין,Jerusalem,Israel,"עזה 82, ירושלים, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkBUKjHmoxnc3bbXo46""}",,פתוח עד 1:30 AM בערב שישי (אחרי 21:00),פתוח 8:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00)
5060,שערי שמחה,Jerusalem,Israel,"שכונת גאולה, ירושלים, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkBYENzDcmDVy2CL2P1""}",,פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 7:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00)
5072,קפה עלית-אספרסו בר,Jerusalem,Israel,"הר הצופים 1, ירושלים, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkBbCELJV2eVDwRGthq""}",,,פתוח 7:00 AM–9:00 PM בשבת (חופף ל-08:00–16:00)
5081,מסעדת טרסה,Jerusalem,Israel,"נכון 6, ירושלים, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkBdpEeLvmxGQgLhA8o""}",,,פתוח 8:00 AM–1:00 PM בשבת (חופף ל-08:00–16:00)
5282,אימפריאל רד,Jerusalem,Israel,"קריית ענבים, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkBgagEdjeVNRxtxnsG""}",,פתוח עד 12:00 AM בערב שישי (אחרי 21:00),
5300,מזנון רוקפלר,Jerusalem,Israel,"סולטן סולימן, ירושלים העתיקה, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkBkN8gqtc36NyAXiXf""}",,פתוח 24 שעות (כולל כניסת שבת),פתוח 24 שעות בשבת
5324,גריל B,Jerusalem,Israel,"המגיד ממעזריטש 70, ביתר עילית, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkBnhnBW3XXyUbujiNT""}",,,פתוח 24 שעות בשבת
6544,באב אל ימן,Jerusalem,Israel,"דרך עזה 29, ירושלים",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkBq2BFBUfckqjALPrC""}",,,פתוח 10:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00)
6580,Mula Botani,Jerusalem,Israel,"הגן הבוטני האוניברסיטאי, גבעת רם, ירושלים",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkBsTH8BgmVrGSeQ77G""}",,,פתוח 9:00 AM–6:00 PM בשבת (חופף ל-08:00–16:00)
2210,DINER BURGER דיינר בורגר,Karmiel,Israel,"שד' קק""ל 98, כרמיאל, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkBvJg1bVLBCb3ufZeU""}",,פתוח עד 11:30 PM בערב שישי (אחרי 21:00),פתוח 10:30 AM–11:30 PM בשבת (חופף ל-08:00–16:00)
2545,שניצל 20 טעמים,Karmiel,Israel,"מעלה כמון 5, כרמיאל, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkBxrik3gmUhPVTiobs""}",,פתוח עד 11:30 PM בערב שישי (אחרי 21:00),
6510,טגלוס,Karmiel,Israel,"מתחם גן העיר, כרמיאל",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkC1D73t5g2apELgmdd""}",,פתוח עד 11:00 PM בערב שישי (אחרי 21:00),פתוח 9:00 AM–10:30 PM בשבת (חופף ל-08:00–16:00)
3688,חומוס כספי,Kfar Saba,Israel,"יהודה המכבי 61, תל אביב, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkC3UHBXY8Q48fL3qs5""}",,,פתוח 10:30 AM–3:00 PM בשבת (חופף ל-08:00–16:00)
4014,סקיצה,Kfar Saba,Israel,"דרך האורנים 13, רינתיה, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkC5khcu4cn9dRdn1FZ""}",,פתוח עד 11:00 PM בערב שישי (אחרי 21:00),
2435,פיצה מייקר,Kiryat Ata,Israel,"סוקולוב 40, קרית אתא, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkC8QCUoaHHEwzuiUjn""}",,,פתוח 12:00 PM–12:00 AM בשבת (חופף ל-08:00–16:00)
1313,פיצה סופיה,Kiryat Gat,Israel,"אמציה, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkCBKpFCra4XG7ZkRcN""}",,פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 2:23 PM–12:00 AM בשבת (חופף ל-08:00–16:00)
1870,הקוסקוס של רותם,Kiryat Gat,Israel,"דרך הדרום 9, קריית גת, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkCE7VM9C7vnxC6nrC1""}",,פתוח 24 שעות (כולל כניסת שבת),פתוח 24 שעות בשבת
4672,קולינאריק,Kiryat Ono,Israel,"המייסדים 3, קריית אונו, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkCGaKyRkGWc2pWMbiq""}",,,פתוח 9:00 AM–6:00 PM בשבת (חופף ל-08:00–16:00)
2837,בית האוכל של מושיקו,Kiryat Shmona,Israel,"קריית שמונה, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkCKTxZ9nMxGodUK7Fv""}",,,פתוח 11:00 AM–4:53 PM בשבת (חופף ל-08:00–16:00)
3206,בונז'ור מלך השווארמה,Lod,Israel,"הרצל 64, לוד, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkCMuJdKXa5BWAtkuXo""}",,,פתוח 8:00 AM–8:00 PM בשבת (חופף ל-08:00–16:00)
6751,בייגל קפה מבשרת,Mevaseret Zion,Israel,"קניון הראל, מבשרת ציון",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkCQQ7w2MDRKk8A5G2f""}",,פתוח עד 9:30 PM בערב שישי (אחרי 21:00),
3507,ג'פניקה,Modiin,Israel,"לב העיר 2, מודיעין והסביבה, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkCT3NRBoopccmC1QXF""}",,פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 12:00 PM–12:00 AM בשבת (חופף ל-08:00–16:00)
2494,סחבק,Nahariya,Israel,"שד' הגעתון 20, נהריה, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkCVrXyttQoP7UK2Gig""}",,פתוח עד 10:30 PM בערב שישי (אחרי 21:00),
6678,BBB נהריה,Nahariya,Israel,"ויצמן 71, נהריה",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkCYSokhvPTbYCFGoM7""}",,פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 12:00 PM–12:00 AM בשבת (חופף ל-08:00–16:00)
6773,איבן בית מאפה,Ness Ziona,Israel,"הסנונית 18, נס ציונה",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkCaoSRyesHCwTy7dGJ""}",,,פתוח 8:00 AM–2:00 PM בשבת (חופף ל-08:00–16:00)
3232,מקדונלד'ס,Netanya,Israel,"נחלת יצחק 20, תל אביב, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkCd9aWNEe7Kst7Usv3""}",,,פתוח 11:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00)
5903,צ'יקו,Netanya,Israel,"דרך דגניה 14, נתניה, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkCfXx6v71bZmdTRbRD""}",,פתוח 24 שעות (כולל כניסת שבת),
5990,הכרם אירועים,Netanya,Israel,"גד מכנס 6, נתניה, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkChsbS3wJBspzmDfuM""}",,פתוח עד 4:09 AM בערב שישי (אחרי 21:00),
7170,Jorno בייקרי נתניה,Netanya,Israel,"קהילת צפת 1, נתניה",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkCk9mTYKesBqnjUZt6""}",,,פתוח 7:00 AM–9:00 PM בשבת (חופף ל-08:00–16:00)
3330,בורגרים,Petah Tikva,Israel,"בן ציון גליס 30, B סנטר פתח תקווה, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkCnVexad2h6LUMhw1o""}",,,פתוח 9:00 AM–5:00 PM בשבת (חופף ל-08:00–16:00)
4126,קסאנאדו Xanadu,Petah Tikva,Israel,"בן ציון גליס 50, פתח תקווה, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkCpqJ9TUtBUMUx9Mw2""}",,פתוח עד 12:00 AM בערב שישי (אחרי 21:00),
5791,פיצה פארטי,Ra'anana,Israel,"ביל""ו 21, רעננה, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkCsbypXC9xvrexEpqW""}",,,פתוח 8:00 AM–7:00 PM בשבת (חופף ל-08:00–16:00)
3189,קפה לוגאנו,Ramat Gan,Israel,"החוגה 2, רמת אפעל, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkCuu9ehRuyXgPdk5yw""}",,פתוח עד 11:00 PM בערב שישי (אחרי 21:00),
3302,הדרים קייטרינג,Ramat Gan,Israel,"זיסמן שלום 14, מתחם הבורסה, רמת גן, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkCxApRMFWN1TaqzFKK""}",,פתוח 24 שעות (כולל כניסת שבת),פתוח 9:00 AM–5:00 PM בשבת (חופף ל-08:00–16:00)
3410,מפגש בר,Ramat Gan,Israel,"תובל 16, מתחם הבורסה, רמת גן, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkCzzEpB8EmqQMFSWnP""}",,,פתוח 8:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00)
4268,פיצה קראסט,Ramat Gan,Israel,"קריניצי 12, רמת גן, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkD3HeR3qosCbpjViTs""}",,,פתוח 11:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00)
3130,מאנצ'י טוסט,Ramla,Israel,"אבא אחימאיר 15, רמלה, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkD5fmdj9Ms9Drbitem""}",,פתוח 24 שעות (כולל כניסת שבת),
5461,מאפיית פארין,Rehovot,Israel,"הרצל 192, רחובות, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkD8A6BrsKeBE6UDfwj""}",,פתוח 24 שעות (כולל כניסת שבת),פתוח 24 שעות בשבת
5538,טרי,Rehovot,Israel,"הרצל 194, רחובות, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkDBF8U74jNFeQ11bmg""}",,פתוח עד 11:30 PM בערב שישי (אחרי 21:00),פתוח 10:30 AM–11:30 PM בשבת (חופף ל-08:00–16:00)
5567,הרצל street food,Rehovot,Israel,"הרצל 210, רחובות, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkDDYHzn7pKkRuZubcm""}",,פתוח עד 2:00 AM בערב שישי (אחרי 21:00),פתוח 10:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00)
5610,שווארמה אקספרס,Rehovot,Israel,"ביל""ו 2, קניון רחובות, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkDGdaJf3MKuqgnx3XT""}",,,פתוח 24 שעות בשבת
3386,גולדות,Rishon LeZion,Israel,"רוטשילד 83, ראשון לציון, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkDK2wMcdNZWqDH17jB""}",,פתוח עד 4:00 AM בערב שישי (אחרי 21:00),
3475,כל טעם,Rishon LeZion,Israel,"רוטשילד 64, ראשון לציון, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkDMeCjCJ5ZXb71FUUt""}",,פתוח עד 3:00 AM בערב שישי (אחרי 21:00),פתוח 10:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00)
4375,שווארמה רוטשילד,Rishon LeZion,Israel,"רוטשילד 39, ראשון לציון, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkDQEyKgL5JMPHpEYKg""}",,פתוח עד 11:00 PM בערב שישי (אחרי 21:00),
7182,"B-FRESH - ראשונים ראשל""צ",Rishon LeZion,Israel,"שדרות נים 2, ראשון לציון",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkDSbrQFrtikXdRLy8C""}",,פתוח עד 10:00 PM בערב שישי (אחרי 21:00),
4067,מאפיית הכפר,Rosh HaAyin,Israel,"הרב שלום שבזי 26, ראש העין, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkDWiuVTaqueSQUrMDz""}",,,פתוח 24 שעות בשבת
216,חומוס הבן של הסורי,Tel Aviv,Israel,"Yigal Alon St 121, Tel Aviv-Yafo, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkDZRsXwtNffbr1P1tL""}",,פתוח עד 3:00 AM בערב שישי (אחרי 21:00),
3313,מסי,Tel Aviv,Israel,"השרון 10, תל אביב, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkDbm1vCtii7fQNwbbt""}",,פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 12:00 AM–12:00 PM בשבת (חופף ל-08:00–16:00)
4049,פיתה בשר,Tel Aviv,Israel,"נחלת בנימין 75, תל אביב, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkDe3gRjwLhsEx4KHii""}",,פתוח עד 5:00 AM בערב שישי (אחרי 21:00),
4295,מסעדת הלובי,Tel Aviv,Israel,"אליעזר פרי 10, תל אביב, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkDgQ5673Um7JAKYDga""}",,פתוח 24 שעות (כולל כניסת שבת),פתוח 24 שעות בשבת
4690,Miznon,Tel Aviv,Israel,"23 Ibn Gavirol St, Tel Aviv",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkDj4oogwu8HTyHdL2T""}",,,פתוח 1:00 PM–12:00 AM בשבת (חופף ל-08:00–16:00)
4691,Meshek Barzilay,Tel Aviv,Israel,"6 Ahad Ha'am St, Tel Aviv",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkDmwwd7fjgToghaGaa""}",,פתוח עד 11:00 PM בערב שישי (אחרי 21:00),פתוח 10:00 AM–11:00 PM בשבת (חופף ל-08:00–16:00)
7020,Banana beach,Tel Aviv,Israel,"יוניצמן 21, תל אביב",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkDpn6pBucjYtmCyQeX""}",,פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 7:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00)
7083,"דלאל הקונדיטוריה, נוה צדק",Tel Aviv,Israel,"כל ישראל חברים 7, תל אביב",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkDsYHtwABXCWtinCJH""}",,,פתוח 9:00 AM–4:00 PM בשבת (חופף ל-08:00–16:00)
7238,"Jorno בייקרי ת""א",Tel Aviv,Israel,"ויינשל 6, תל אביב",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkDv3MdToV299VaosVa""}",,,פתוח 7:00 AM–4:00 PM בשבת (חופף ל-08:00–16:00)
5466,אורו,Yavne,Israel,"גאליה, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkDxNFhrsZpNAdShsXq""}",,פתוח 24 שעות (כולל כניסת שבת),פתוח 24 שעות בשבת
4058,ביג בורגר,Yehud,Israel,"צבי ישי 1, יהוד, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkDzfArKgkp1i1rF7vk""}",,,פתוח 8:30 AM–12:00 PM בשבת (חופף ל-08:00–16:00)
6629,ארקפה יהוד,Yehud,Israel,"אלטלף 4, יהוד",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkE38FQSHDT2KgPqaFA""}",,,פתוח 7:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00)
2437,דונסון,Zichron Yaakov,Israel,"חוחית 16, זכרון יעקב, Israel",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkE64cDSgLsQ7f3wUJF""}",,פתוח 24 שעות (כולל כניסת שבת),
6698,משיגנע,Zichron Yaakov,Israel,"המייסדים 41, זיכרון יעקב",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkE8QW2LyLNHNxjSv3P""}",,,פתוח 8:30 AM–6:00 PM בשבת (חופף ל-08:00–16:00)
8353,Bona Pizza Romana,Rome,Italy,"Via del Portico d'Ottavia, 7, 00186 Roma RM, Italy, Rome, 00186, Italy",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcpkEAjPy9N7ABBBrnfTn""}",,פתוח עד 9:30 PM בערב שישי (אחרי 21:00),פתוח 9:30 AM–9:30 PM בשבת (חופף ל-08:00–16:00)
