id,old_name,old_address,google_place_id,current_google_name,current_google_address,triage,triage_reason,google_name_he,google_name_lang_he,google_address_he,google_short_address_he,address_has_hebrew_he,google_name_en,google_name_lang_en,google_address_en,google_short_address_en,address_has_hebrew_en
3860,יואלי'ס מסעדה וקייטרינג,"בן גוריון 11, גבעת שמואל, Israel",ChIJVYTmKxFKHRUR9t0lZEmTKDw,מסעדת יואלי'ס,"Giv'at Shmuel, Israel",,,מסעדת יואלי'ס,iw,גבעת שמואל,גבעת שמואל,yes,מסעדת יואלי'ס,iw,Giv'at Shmuel,Giv'at Shmuel,no
3870,גבריאל פלאפל,"טרומפלדור 20, תל אביב, Israel",ChIJb3KTAH5MHRURXWEjH_qJBQo,פלאפל גבריאל,"Trumpeldor St 12, Tel Aviv-Yafo, Israel",,,פלאפל גבריאל,iw,"טרומפלדור 12, תל אביב-יפו","טרומפלדור 12, תל אביב-יפו",yes,פלאפל גבריאל,iw,"Trumpeldor St 12, Tel Aviv-Yafo","Trumpeldor 12, Tel Aviv-Jaffa",no
3878,ארומה,"לב העיר 2, קניון מודיעין, Israel",ChIJew8RicfNAhUR4s4v0Mxx1hE,Aroma Espresso Bar,"קניון עזריאלי מודיעין, Lev ha-Ir 2, Modi`in, 7177806, Israel",,,ארומה,iw,"קניון עזריאלי מודיעין, לב העיר 2, Modi`in, 7177806","קניון עזריאלי מודיעין, לב העיר 2, Modi`in",yes,Aroma Espresso Bar,en,"קניון עזריאלי מודיעין, Lev ha-Ir 2, Modi`in, 7177806","קניון עזריאלי מודיעין, Lev ha-Ir 2, Modi`in",yes
4034,קפה לנדוור,"יהדות קנדה 1, אור יהודה, Israel",ChIJ84nlL6dKHRURILKzdvWEb7o,לנדוור אור יהודה,"Yehadut Canada St 1, Or Yehuda, Israel",,,לנדוור,iw,"יהדות קנדה 1, אור יהודה","יהדות קנדה 1, אור יהודה",yes,לנדוור אור יהודה,en,"Yehadut Canada St 1, Or Yehuda","Yehadut Canada 1, Or Yehuda",no
4039,cofix,"שד' הרצל 91, קניון קרית רמלה, Israel",ChIJmdSafRzKAhUR6Tj_IqDeQqY,cofix,"Sderot Herzl 91, Ramla, Israel",,,cofix,en,"שדרות הרצל 91, רמלה","שדרות הרצל 91, רמלה",yes,cofix,en,"Sderot Herzl 91, Ramla","Sderot Herzl 91, Ramla",no
4066,מדנס פיצה,"עליית הנוער 47, גבעתיים, Israel",ChIJW54qbqNLHRURF2ILWXz1U9Q,Madness Pizza,"Aliyat HaNo'ar St 47, Giv'atayim, Israel",,,מדנס פיצה,iw,"עליית הנוער 47, גבעתיים","עליית הנוער 47, גבעתיים",yes,Madness Pizza,en,"Aliyat HaNo'ar St 47, Giv'atayim","Aliyat HaNo'ar 47, Giv'atayim",no
4145,סלטים,"הארבעה 10, תל אביב, Israel",ChIJ32n-n4JLHRURJR4sZHenP8c,Sala-team,"HaArba'a St 2-10, Tel Aviv-Yafo, Israel",,,סלטים,iw,"הארבעה 2-10, תל אביב-יפו","הארבעה 2-10, תל אביב-יפו",yes,Sala-team,en,"HaArba'a St 2-10, Tel Aviv-Yafo","HaArba'a 2-10, Tel Aviv-Jaffa",no
4151,מאפית הכהנים,"תפוצות ישראל 2, גבעתיים, Israel",ChIJ_dWbnapLHRUR4AIsZq3gy08,Cohanim Bakery,"Korazin St 5, Giv'atayim, Israel",,,מאפיית הכהנים כורזין גבעתיים,iw,"כורזין 5, גבעתיים","כורזין 5, גבעתיים",yes,Cohanim Bakery,en,"Korazin St 5, Giv'atayim","Korazin 5, Giv'atayim",no
4161,פיתה בשוק,"הרצל 34, ראשון לציון, Israel",ChIJfYPbJ0W1AhUReZlbAKqICJ4,פיתה שוק,"Herzl St 34, Rishon LeZion, Israel",,,פיתה שוק,iw,"הרצל 34, ראשון לציון","הרצל 34, ראשון לציון",yes,פיתה שוק,iw,"Herzl St 34, Rishon LeZion","Herzl 34, Rishon LeZion",no
4210,בייקריה,"איינשטיין 10, צפון תל אביב, Israel",ChIJpfYMoNhJHRURSgl33SAoCfc,לחמנינה איינשטיין,"Einstein St 7, Tel Aviv-Yafo, Israel",,,לחמנינה איינשטיין,iw,"איינשטיין 7, תל אביב-יפו","איינשטיין 7, תל אביב-יפו",yes,לחמנינה איינשטיין,iw,"Einstein St 7, Tel Aviv-Yafo","Einstein 7, Tel Aviv-Jaffa",no
4224,רולדין,"דרך משה דיין 3, קניון סביונים, יהוד, Israel",ChIJR1NoG241HRURozUZgecyags,קפה רולדין,"Derech Moshe Dayan 3, Yahud Monoson, Israel",,,קפה רולדין,iw,"דרך משה דיין 3, יהוד מונוסון","דרך משה דיין 3, יהוד מונוסון",yes,קפה רולדין,en,"Derech Moshe Dayan 3, Yahud Monoson","Derech Moshe Dayan 3, Yahud Monoson",no
4262,שיפודי ציפורה,"סחרוב דוד 26, ראשון לציון, Israel",ChIJA4Prj4izAhURv8QoQnm_0Ko,Shipudei Tzipora Express,"David Saharov St 26, Rishon LeZion, Israel",,,שיפודי ציפורה,iw,"דוד סחרוב 26, ראשון לציון","דוד סחרוב 26, ראשון לציון",yes,Shipudei Tzipora Express,en,"David Saharov St 26, Rishon LeZion","David Saharov 26, Rishon LeZion",no
4295,מסעדת הלובי,"אליעזר פרי 10, תל אביב, Israel",ChIJfXGEgnZMHRURoHnckCbt-3w,The Lobby Restaurant & Bar,"HaYarkon St 205, Tel Aviv-Yafo, 6340506, Israel",,,The Lobby Restaurant & Bar,iw,"הירקון 205, תל אביב-יפו, 6340506","הירקון 205, תל אביב-יפו",yes,The Lobby Restaurant & Bar,en,"HaYarkon St 205, Tel Aviv-Yafo, 6340506","HaYarkon 205, Tel Aviv-Jaffa",no
4370,מיטאו,"הפלד 46, חולון, Israel",ChIJmWH7w_61AhUR0orSJfWBFuY,Iraqi - Meat Boutique,"HaPeled St 46, Holon, 5881722, Israel",,,עיראקי - בוטיק בשר,iw,"הפלד 46, חולון, 5881722","הפלד 46, חולון",yes,Iraqi - Meat Boutique,en,"HaPeled St 46, Holon, 5881722","HaPeled 46, Holon",no
4400,סלט ישראלי,"אבן גבירול 61, תל אביב, Israel",ChIJNbMzeZ9LHRURNXET8nzaFY4,בריאבאלי - אומנות הסלט,"Shlomo Ibn Gabirol St 61, Tel Aviv-Yafo, Israel",,,בריאבאלי - אומנות הסלט,iw,"שלמה אבן גבירול 61, תל אביב-יפו","שלמה אבן גבירול 61, תל אביב-יפו",yes,בריאבאלי - אומנות הסלט,iw,"Shlomo Ibn Gabirol St 61, Tel Aviv-Yafo","Shlomo Ibn Gabirol 61, Tel Aviv-Jaffa",no
4406,שניצל בר,"המפעל 4, אור יהודה, Israel",ChIJf-hRPl5LHRURuFXcES35qv4,שניצל בר אור יהודה,"Ha-Mif'al St 4, Or Yehuda, Israel",,,שניצל בר אור יהודה,iw,"המפעל 4, אור יהודה","המפעל 4, אור יהודה",yes,שניצל בר אור יהודה,iw,"Ha-Mif'al St 4, Or Yehuda","HaMif'al 4, Or Yehuda",no
4407,שופרא רומה,"ויצמן 17, יהוד, Israel",ChIJJQIk6Q41HRURzfP8JR9v4VE,שופרא רומה,"Weizman St 13, Yehud-Monosson, Israel",,,שופרא רומה,iw,"וייצמן 13, יהוד מונוסון","וייצמן 13, יהוד מונוסון",yes,שופרא רומה,en,"Weizman St 13, Yehud-Monosson","Weizman 13, Yahud Monoson",no
4456,בורגראנץ' רמלה,"דרך משה דיין 3, קניון סביונים, יהוד, Israel",ChIJ3X78Am41HRUR3J_Hx3o37jc,בורגראנץ',"קניון סביונים, Derech Moshe Dayan 3, Yahud Monoson, Israel",,,בורגראנץ' סביונים,iw,"קניון סביונים, דרך משה דיין 3, יהוד מונוסון","קניון סביונים, דרך משה דיין 3",yes,בורגראנץ',en,"קניון סביונים, Derech Moshe Dayan 3, Yahud Monoson","קניון סביונים, Derech Moshe Dayan 3",yes
4515,NEW YORK STEAK HOUSE,"המאה ועשרים 4, ראשון לציון, Israel",ChIJNxa-AcGzAhURUuyKnMlZm7Q,New York Steak House,"HaMea VeEsrim St 6, Rishon LeZion, Israel",,,ניו יורק סטייק האוס יס פלנט,iw,"המאה ועשרים 6, ראשון לציון","המאה ועשרים 6, ראשון לציון",yes,New York Steak House,en,"HaMea VeEsrim St 6, Rishon LeZion","HaMea VeEsrim 6, Rishon LeZion",no
4559,Burger King גבעת שמואל,"הערבה 1, גבעת שמואל, Israel",ChIJRXKWvYhLHRUR6p4dYqBZ9HM,Burger King,"Ha'arava St 1, Giv'at Shmuel, 5400804, Israel",,,Burger King,iw,"הערבה 1, גבעת שמואל, 5400804","הערבה 1, גבעת שמואל",yes,Burger King,en,"Ha'arava St 1, Giv'at Shmuel, 5400804","Ha'arava 1, Giv'at Shmu'el",no
4668,מקדונלד'ס,"לב העיר 2, קניון מודיעין, Israel",ChIJs1xtk8fNAhURDY_WfXgGt1c,McDonald's,"Lev ha-Ir St 2, Modi'in-Maccabim-Re'ut, 7177806, Israel",,,"מקדונלד'ס - קניון עזריאלי, מודיעין (כשר)",iw,"לב העיר 2, מודיעין מכבים רעות, 7177806","לב העיר 2, מודיעין מכבים רעות",yes,McDonald's,en,"Lev ha-Ir St 2, Modi'in-Maccabim-Re'ut, 7177806","Lev ha-Ir 2, Modi'in Makabim-Re'ut",no
4774,מאפיות אנג'ל,"יד חרוצים 18, קניון ישראל תלפיות, ירושלים, Israel",ChIJfRQ7QJwpAxURyxzl_7JxmbU,Angel Bakery,"HaTnufa St 12, Jerusalem, Israel",,,אנג'ל בייקרי תלפיות - בית קפה · קונדיטוריה · מעדניה,iw,"התנופה 12, ירושלים","התנופה 12, ירושלים",yes,Angel Bakery,en,"HaTnufa St 12, Jerusalem","HaTnufa 12, Jerusalem",no
4775,מקדונלד'ס,"שד' יגאל אלון 2, בית שמש, Israel",ChIJwZYTj1rEAhURPTPWRuVjwNg,מקדונלד'ס - ביג בית שמש (כשר),"Yig'al Alon Ave, Beit Shemesh, Israel",,,מקדונלד'ס - ביג בית שמש (כשר),en,"שדרות יגאל אלון, בית שמש","שדרות יגאל אלון, בית שמש",yes,מקדונלד'ס - ביג בית שמש (כשר),en,"Yig'al Alon Ave, Beit Shemesh","Yig'al Alon Ave, Beit Shemesh",no
4887,פיצה האט,"החוצבים 10, מבשרת ציון, Israel",ChIJFV3KeiDXAhURSSLs8EUOJaE,Pizza Hut - Mevasseret-Zion - פיצה האט - מבשרת-ציון,"HaHotsvim Avenue 10, Mevaseret Zion, Israel",,,פיצה האט מבשרת ציון,iw,"שדרות החוצבים 10, מבשרת ציון","שדרות החוצבים 10, מבשרת ציון",yes,Pizza Hut - Mevasseret-Zion - פיצה האט - מבשרת-ציון,en,"HaHotsvim Avenue 10, Mevaseret Zion","HaHotsvim Avenue 10, Mevaseret Zion",no
4979,ביג אפל פיצה,"החוצבים 3, מבשרת ציון, Israel",ChIJ9zNRpyHXAhURFjbyY2PXIi4,Big Apple pizza,"HaHotsvim Avenue 12, Mevaseret Zion, Israel",,,ביג אפל פיצה מבשרת ציון,iw,"שדרות החוצבים 12, מבשרת ציון","שדרות החוצבים 12, מבשרת ציון",yes,Big Apple pizza,en,"HaHotsvim Avenue 12, Mevaseret Zion","HaHotsvim Avenue 12, Mevaseret Zion",no
5069,בורגראנץ' ירושלים (קניון מלחה),"בן יהודה 5, ירושלים, Israel",ChIJS0LSE17XAhURgszZDzOi9xQ,בורגראנץ' מלחה ירושלים,"Derech Agudat Sport Beitar 1, Jerusalem, Israel",,,בורגראנץ' מלחה ירושלים,iw,"דרך אגודת ספורט בית""ר 1, ירושלים","דרך אגודת ספורט בית""ר 1, ירושלים",yes,בורגראנץ' מלחה ירושלים,iw,"Derech Agudat Sport Beitar 1, Jerusalem","Derech Agudat Sport Beitar 1, Jerusalem",no
5079,ניו דלי ירושלים מרכז העיר,"הלל 24, ירושלים, Israel",ChIJCyS1Ct8pAxURUfoCnW6EL0w,ניודלי Newdeli,"Jaffa St 34, Jerusalem, 9422202, Israel",,,ניודלי Newdeli,en,"יפו 34, ירושלים, 9422202","יפו 34, ירושלים",yes,ניודלי Newdeli,en,"Jaffa St 34, Jerusalem, 9422202","Yafo 34, Jerusalem",no
5212,נאיה,"שביל הלולים 142, בית נקופה, Israel",ChIJlXEJFzHRAhUR51hpbyaRb80,Naya Restaurant,"בית נקופה, Beit Nekofa, 9083000, Israel",,,נאיה,iw,"בית נקופה, 9083000",בית נקופה,yes,Naya Restaurant,en,"בית נקופה, Beit Nekofa, 9083000","בית נקופה, Beit Nekofa",yes
5267,וופל בר,"שד' יגאל אלון 6, בית שמש, Israel",ChIJ7Z7R99HFAhURHYDdITQo9xQ,וופל בר בית שמש,"Yig'al Alon Ave 6, Beit Shemesh, 9906206, Israel",,,וופל בר בית שמש,iw,"שדרות יגאל אלון 6, בית שמש, 9906206","קניון שער העיר, שדרות יגאל אלון 6, בית שמש",yes,וופל בר בית שמש,iw,"Yig'al Alon Ave 6, Beit Shemesh, 9906206","קניון שער העיר, Yig'al Alon Ave 6, Beit Shemesh",no
5416,הקציצה,"יקינטון 6, נס ציונה, Israel",ChIJrRDQybu2AhURey_1Ehxg9yU,Ha'Ktsisa,"Yakinton St 6, Ness Ziona, 7420605, Israel",,,הקציצה,iw,"יקינטון 6, נס ציונה, 7420605","יקינטון 6, נס ציונה",yes,Ha'Ktsisa,en,"Yakinton St 6, Ness Ziona, 7420605","Yakinton 6, Ness Ziona",no
5435,ILAN'S,"רחובות, Israel",ChIJJ--a_Xa3AhUR6j48bu_wgOE,Ilans,"Rehovot, Israel",,,Ilans,iw,רחובות,רחובות,yes,Ilans,iw,Rehovot,Rehovot,no
5488,קפה מדע,"פארק המדע רחובות, Israel",ChIJN2zL7Pu2AhURCNHLcKOhKUY,Café Mada,"מכון ויצמן, הרצל 234, רחובות, Israel",,,קפה מדע,iw,"מכון ויצמן, הרצל 234, רחובות","מכון ויצמן, הרצל 234, רחובות",yes,Café Mada,en,"מכון ויצמן, הרצל 234, רחובות","מכון ויצמן, Herzl 234, Rehovot",yes
5494,סופרא,"הנחשול, יבנה, Israel",ChIJ8fjSFV26AhURf2PxhjEKNuQ,סופרא,"HaNahshol St 22, Yavne, Israel",,,סופרא,en,"הנחשול 22, יבנה","הנחשול 22, יבנה",yes,סופרא,en,"HaNahshol St 22, Yavne","HaNahshol 22, Yavne",no
5556,בהדונס חומוס,"דרך מאיר ויסגל 2, רחובות, Israel",ChIJ9dWwrci3AhURt5ONSZvIqUU,חומוס בהדונס,"Prof. Haim Pekeris St 3, Rehovot, 7670203, Israel",,,חומוס בהדונס,iw,"פרופ' חיים פקריס 3, רחובות, 7670203","פרופ' חיים פקריס 3, רחובות",yes,חומוס בהדונס,iw,"Prof. Haim Pekeris St 3, Rehovot, 7670203","Prof. Haim Pekeris 3, Rehovot",no
5560,בורגרים,"אסיף 1, קריית מלאכי, Israel",ChIJQWyo_Ym9AhURGzcBXch4dVo,Burgers Kiryat Malachi,"Asif St 1, Kiryat Malakhi, Israel",,,"בורגרים קרית מלאכי, כשר בשר חלק",iw,"אסיף 1, קרית מלאכי","אסיף 1, קרית מלאכי",yes,Burgers Kiryat Malachi,en,"Asif St 1, Kiryat Malakhi","Asif 1, Kiryat Malakhi",no
5592,שיפודי האחים,"הרצל 132, רחובות, Israel",ChIJ2cbPQZe3AhURIlnI_Y-Y3NM,Shipudei HaAchim,"Herzl St 132, Rehovot, Israel",,,שיפודי האחים רחובות,iw,"הרצל 132, רחובות","הרצל 132, רחובות",yes,Shipudei HaAchim,en,"Herzl St 132, Rehovot","Herzl 132, Rehovot",no
5600,cofix,"הרצל 149, רחובות, Israel",ChIJN-smRwS3AhUR-hlurKCPzx8,Cofix,"Herzl St 149, Rehovot, Israel",,,Cofix,en,"הרצל 149, רחובות","הרצל 149, רחובות",yes,Cofix,en,"Herzl St 149, Rehovot","Herzl 149, Rehovot",no
5643,פורטבלו,"הירמוך 1, יבנה, Israel",ChIJ2TU49X-6AhURKB7KpCvao7M,פורטבלו,"הירמוך 2, בנין, HaYarmuch 1, Yavne, Israel",,,פורטבלו,iw,"הירמוך 2, בנין, הירמוך 1, יבנה","הירמוך 2, בנין, הירמוך 1, יבנה",yes,פורטבלו,iw,"הירמוך 2, בנין, HaYarmuch 1, Yavne","הירמוך 2, בנין, HaYarmuch 1, Yavne",yes
5655,רולדין,"הרצל 10, גדרה, Israel",ChIJq7pHMt67AhUR3Mt4Q-x7B4s,Roladin,"Herzl St 10, Gedera, Israel",,,רולדין,iw,"הרצל 10, גדרה","הרצל 10, גדרה",yes,Roladin,en,"Herzl St 10, Gedera","Herzl 10, Gedera",no
5733,הבית בעולש,"סמטת הבית, עולש, Israel",ChIJa5QBdPoWHRURJuV4GLb-A1U,Habait Be'Olesh,"סמטת הבית, Olesh, Israel",,,הבית בעולש,iw,"סמטת הבית, עולש","סמטת הבית, עולש",yes,Habait Be'Olesh,en,"סמטת הבית, Olesh","סמטת הבית, Olesh",yes
5761,"שניצל 20 טעמים כפ""ס","ויצמן 42, כפר סבא, Israel",ChIJ_6y430s4HRUR7p0MRKpSRFs,שניצל 20 טעמים כפר סבא,"Weizmann St 42, Kefar Sava, Israel",,,שניצל 20 טעמים כפר סבא,en,"ויצמן 42, כפר סבא","ויצמן 42, כפר סבא",yes,שניצל 20 טעמים כפר סבא,en,"Weizmann St 42, Kefar Sava","Weizmann 42, Kfar Saba",no
5857,שניצל פאפא,"סוקולוב 73, הרצליה, Israel",ChIJY9uvf8VJHRURzdPi9wNK0_o,Schnitzel Papa,"Sokolov St 73, Herzliya, 27374, Israel",,,שניצל פאפא,iw,"סוקולוב 73, הרצליה, 27374","סוקולוב 73, הרצליה",yes,Schnitzel Papa,en,"Sokolov St 73, Herzliya, 27374","Sokolov 73, Hertsliya",no
5988,קפה קפה,"יורדי ים 1, מרינה הרצליה, Israel",ChIJPYSjAcJIHRUR0rG8LJJUo_w,Café Café,"Yordei Yam St 1, Herzliya, Israel",,,קפה קפה מרינה הרצליה,iw,"יורדי ים 1, הרצליה","יורדי ים 1, הרצליה",yes,Café Café,en,"Yordei Yam St 1, Herzliya","Yordei Yam 1, Hertsliya",no
6019,אמנון ורחל,"התע""ש 21, כפר סבא, Israel",ChIJL-G2lGE5HRUR6VUQUyDAtI8,אמנון ורחל,"HaTa'as St 23, Kefar Sava, Israel",,,אמנון ורחל,iw,"התע""ש 23, כפר סבא","התע""ש 23, כפר סבא",yes,אמנון ורחל,iw,"HaTa'as St 23, Kefar Sava","HaTa'as 23, Kfar Saba",no
6104,שניצל 20 טעמים,"הרברט סמואל 89, חדרה, Israel",ChIJASdbfp8VHRURDwuBUJBg_JA,שניצל 20 טעמים,"Herbert Samuel St 1, Hadera, Israel",,,שניצל 20 טעמים,iw,"הרברט סמואל 1, חדרה","הרברט סמואל 1, חדרה",yes,שניצל 20 טעמים,iw,"Herbert Samuel St 1, Hadera","Herbert Samuel 1, Hadera",no
6136,אצל קמליה,"דרך לב השרון 42, צורן, Israel",ChIJgcaI8Tc_HRURxGrqr3PVE2U,מסעדת קמליה,"Derech Lev HaSharon, Kadima Tzoran, Israel",,,מסעדת קמליה,iw,"דרך לב השרון, קדימה צורן","דרך לב השרון, קדימה צורן",yes,מסעדת קמליה,iw,"Derech Lev HaSharon, Kadima Tzoran","Derech Lev HaSharon, Kadima Tzoran",no
6144,בן חמו,"האומן 10, חדרה, Israel",ChIJWb5fyqATHRURD13JXS6Gv6M,מסעדת בן חמו,"HaUman St, Hadera, Israel",,,מסעדת בן חמו,iw,"האומן, חדרה","האומן, חדרה",yes,מסעדת בן חמו,en,"HaUman St, Hadera","HaUman, Hadera",no
6184,סושי בוקס,"משכית 27, הרצליה פיתוח, Israel",ChIJO4I57oxIHRURqmN_j0pyrNw,SushiBox,"Sapir St 6, Herzliya, 4685210, Israel",,,SushiBox,en,"ספיר 6, הרצליה, 4685210","ספיר 6, הרצליה",yes,SushiBox,en,"Sapir St 6, Herzliya, 4685210","Sapir 6, Hertsliya",no
6268,מאפיית מודה אני,"ביאליק 54, חדרה, Israel",ChIJVX01aU4SHRURRUYSa0Mz8bM,מאפית מודה אני,"Bialik St 52-54, Hadera, Israel",,,מאפית מודה אני,iw,"ביאליק 52-54, חדרה","ביאליק 52-54, חדרה",yes,מאפית מודה אני,iw,"Bialik St 52-54, Hadera","Bialik 52-54, Hadera",no
6634,ארקפה ביג אשדוד,"דרך הרכבת 1, אשדוד",ChIJMbS1QgCjAhURohVlmg-opgI,Arcaffe,"Derech HaRakevet 1, Ashdod, Israel",,,Arcaffe,en,"דרך הרכבת 1, אשדוד","דרך הרכבת 1, אשדוד",yes,Arcaffe,en,"Derech HaRakevet 1, Ashdod","Derech HaRakevet 1, Ashdod",no
6789,גרג נשר,"בר יהודה 111, חיפה",ChIJYc1KmYe6HRURnCHR8RzPxMk,Greg cafe (Check Post Branch),"Bar Yehuda Road 111, Haifa, Israel",,,גרג צ'ק פוסט,iw,"דרך בר יהודה 111, חיפה","דרך בר יהודה 111, חיפה",yes,Greg cafe (Check Post Branch),en,"Bar Yehuda Road 111, Haifa","Bar Yehuda Road 111, Haifa",no
7067,קלרה ראשון לציון - שיפודים מבית טוב,"גבעתי 1, ראשון לציון",ChIJc3Sy8eS1AhURsk6g5onfA-8,Klara,"Giv'ati St 1, Rishon LeZion, Israel",,,קלרה - שיפודים מבית טוב,iw,"גבעתי 1, ראשון לציון","גבעתי 1, ראשון לציון",yes,Klara,en,"Giv'ati St 1, Rishon LeZion","Giv'ati 1, Rishon LeZion",no
7084,Greg ראש פינה,"התפוח 5, ראש פינה",ChIJ__-vjBsiHBURn7TWf5L25n0,Greg Cafe,"HaTapu'ach St 5, Rosh Pinna, Israel",,,גרג קפה,iw,"התפוח 5, ראש פינה","התפוח 5, ראש פינה",yes,Greg Cafe,en,"HaTapu'ach St 5, Rosh Pinna","HaTapu'ach 5, Rosh Pina",no
7103,Greg קניון השרון,"הרצל 60, נתניה",ChIJnYSZ2qpqHRURGB1SroDRT7I,Cafe Greg,"Herzl St 60, Netanya, Israel",,,קפה גרג (בפסח המקום סגור),iw,"הרצל 60, נתניה","הרצל 60, נתניה",yes,Cafe Greg,en,"Herzl St 60, Netanya","Herzl 60, Netanya",no
7119,B-FRESH - קניון איילון,"דרך אבא הלל 301, רמת גן",ChIJrTn7cMRJHRUReeZ99EAvNRw,פרש דה מרקט איילון,"Abba Hillel Silver Rd 301, Ramat Gan, Israel",,,פרש דה מרקט איילון,iw,"דרך אבא הלל 301, רמת גן","דרך אבא הלל 301, רמת גן",yes,פרש דה מרקט איילון,en,"Abba Hillel Silver Rd 301, Ramat Gan","Derech Aba Hillel 301, Ramat Gan",no
7184,לחמשה | תקוע,"רחוב עוזיה 1, תקוע",ChIJjY5pTxbfAhURYSrtJTHyKtA,לחמשה - פיצה | בית קפה | מאפייה,"Amos St, Tuqu'",,,לחמשה - פיצה | בית קפה | מאפייה,iw,"רחוב עמוס, Tuqu'","רחוב עמוס, תוקוע",yes,לחמשה - פיצה | בית קפה | מאפייה,iw,"Amos St, Tuqu'","Rehov Amos, Tekoa",no
7190,שיפודי כינור דוד,"הנשיא ויצמן 23, עפולה",ChIJb2mDdsRTHBURt0o0xcMt5xw,Kinor David Restaurant,"Ha-Nasi Weizman St 23, Afula, Israel",,,שיפודי כינור דוד,iw,"הנשיא וייצמן 23, עפולה","הנשיא וייצמן 23, עפולה",yes,Kinor David Restaurant,en,"Ha-Nasi Weizman St 23, Afula","Ha-Nasi Weizman 23, Afula",no
7223,ארקפה בית אסיה - כשר,"ויצמן 4, תל אביב",ChIJX7tccJpLHRURqmwuoiegcGU,Arcaffè,"Weizmann St 4, Tel Aviv-Yafo, 6423904, Israel",,,ארקפה,iw,"ויצמן‬ 4, תל אביב-יפו, 6423904","ויצמן‬ 4, תל אביב-יפו",yes,Arcaffè,en,"Weizmann St 4, Tel Aviv-Yafo, 6423904","Weizmann 4, Tel Aviv-Jaffa",no
7257,Greg רעננה,"המלאכה 2, רעננה",ChIJ____zmM4HRURSatzC5fBHKI,Greg Cafe,"קניון רננים, HaMelacha 2, Ra'anana, Israel",,,קפה גרג רננים למהדרין בד״צ בית יוסף,iw,"קניון רננים, המלאכה 2, רעננה","קניון רננים, המלאכה 2, רעננה",yes,Greg Cafe,en,"קניון רננים, HaMelacha 2, Ra'anana","קניון רננים, HaMelacha 2, Ra'anana",yes
