"id","final","source","old_name","old_address","old_lat","old_lng","google_place_id","google_name","google_address","google_lat","google_lng","name_sim","distance_m","business_status","food_signal","google_primary_type","google_types","google_phone","google_rating","rating_count","opening_hours","has_photo","photo_name","photo_attribution","llm_verdict","llm_conf","llm_reason","google_maps_uri","resolved_final","collision","buckets","severity"
"6542","verified","address-first","Luciana ממילא","שד' ממילא 8, ירושלים","31.7683","35.2137","ChIJM7doTC8oAxUR9cMWDzXzuLc","Luciana","ממילא 8, קניון ממילא, Jerusalem","31.777463899999994","35.225681","1.000","1524","OPERATIONAL","food","italian_restaurant","italian_restaurant;restaurant;food;point_of_interest;establishment","02-502-1000","4.1","5160","Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 9:00 AM – 2:00 PM | Saturday: 6:00 PM – 12:00 AM | Sunday: 10:00 AM – 11:00 PM","yes","places/ChIJM7doTC8oAxUR9cMWDzXzuLc/photos/AaVGc3m030PE9I6JZTZ-vnbuCE3rFDLhvztHiXq0N_329m8Ld56sGdqNMOeZYJgmbhK8NuuSuQFvoM3z8I8fEQYgNNeT4eWCpmT8os6h8rxQb_DfdpU72KpHIVNDMjZOsDCbJIcztTmoTHxOoczgWLXmwGPCapgaJD2LWmKEDw7-qNk5498fgb7Tj_Y4XA_4DQzh8NgThlFJzUHubqWEqLYXWRWxoPJF01EEarhvf-l5HFrpMuB-kzJRf5MmOfTqmnEbvUOkBOdv2h36gaRL7XW_g24FuL_C0FBOiLPzcN-yeCaM8UwEqLDTanhirH4DiS0IvuQBeAVqZd37n7steqqCJ5xep5fFSt5HacsZ5uMt3FmHIqUh3cagA_RP4XMx9af1R_sEdbBpbaCg_1AiKKseLUqXqSGDKKtmf6riZstIFUwBMBQ","Menachem Zeivald","","","","https://maps.google.com/?cid=13238598513867539445&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","address-first + מרחק גבוה","4"
"6853","verified","address-first","מיטאפ | MeatUp","בן גוריון 13, בני ברק","32.0833","34.8333","ChIJqUGBTwBLHRURNlcdfzG3x8Y","MEATUP GRILL BURGER","David Ben Gurion Rd 13, Bnei Brak, Israel","32.0935096","34.8227178","0.500","1511","OPERATIONAL","food","hamburger_restaurant","hamburger_restaurant;american_restaurant;restaurant;food;point_of_interest;establishment","03-503-5053","4.8","56","Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: Closed | Saturday: 9:30 PM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM","yes","places/ChIJqUGBTwBLHRURNlcdfzG3x8Y/photos/AaVGc3lmLSLE78LEraMZtNPx1BOsHL_CKGHYjeES5TiXx4L5rylFlhWW64eO3N11wwRJOzUJPDbvO2pARTjvRQbwkQR071S8o4hzFcFrANmpvpsZero1ujBIdJrtVV1m_lxoB4rCJr1WMrqad-ZWb0Y8Tzfp2PdMQY0x2V0vH22yng8K9KpJzsefbiWzK4BE0elJihyH1FNPamx8Ogcr1IDl5_uRhU9QHmyosn9xDrSNgh8302tXKkqIlUUayK-ovfiLdG-qC1nKl-uZ_p-UFuPeiFvoNSq0-YAHeokvP-fQY1-CACUu_ARaSUrwijtpyCOVpxhaP1LDTWZma_WY7okG6AaWvNjBhd9YEqWotAsT8O22AE-tgHJJmAwrQfxSFkklo7jiSOd-cbyMONDdgPccFmkWsJ_JFYMFeS_gJsYXMAoGa_mQanSQmybJsqBHUp8W","MEATUP GRILL BURGER","","","","https://maps.google.com/?cid=14323618563089061686&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","address-first + מרחק גבוה","4"
"6993","verified","llm","Baga Burger","הרצל 62, רמלה","31.92","34.87","ChIJIb-A18DLAhURMDo6fpWMzuI","Baga burger - באגה בורגר","Sderot Herzl 62, Ramla, Israel","31.933429199999996","34.868022499999995","1.000","1505","OPERATIONAL","food","fast_food_restaurant","fast_food_restaurant;restaurant;food;point_of_interest;establishment","08-922-9664","3.6","109","Monday: 11:00 AM – 1:00 AM | Tuesday: 11:00 AM – 1:00 AM | Wednesday: 11:00 AM – 1:00 AM | Thursday: 11:00 AM – 2:00 AM | Friday: Closed | Saturday: 9:00 PM – 2:00 AM | Sunday: 11:00 AM – 1:00 AM","yes","places/ChIJIb-A18DLAhURMDo6fpWMzuI/photos/AaVGc3nvMNn5CDTczZ04ws-MDvKwOG2k_HlNCuHilx4XGgQVhV-Jz5EsHseja4zD8ACPjUeD6tXtSmiH-hfygl5tMLAVxUKOAybyWn3vEeWM5vJruPCo0hCvFqWp0z4hWWBx6Hp1dcOdFDdB4SvkHtxcuNnU-7542fhqy3hP2XFZnZn_jng1TNPSyNkSloCR1FL0HhaJo3_sUfKt9s2dt1j44i1VulMJjvSzHRAP4YffY-h0fyYphOOt5W5U2cvu_fQeWu1hgpg8ymwf8gibpBAsWcma8Hh1dzP4HFiE7EW3P7-Ab_1rS4-m4x7ekMUtxGjTrXeD7JLbdCZvIPZ6JSEEwL_DXMibcb2aweMDVa0Y3EbGKr8FoEbqkx8Noi3FXSXmy6iRGBODhYFNnmPsOjMw08UQCMQX33pQ5p0lSfxf5GESkZaIzZl2WZawQIvXNQ","Baga burger - באגה בורגר","yes","0.95","Unique brand name 'Baga Burger' matches exactly between both listings. Street and house number align perfectly (Herzl/Sderot Herzl 62, Ramla/Ramla). Large distance (1505m) is likely a coordinate error, not address discrepancy. Street+house number match is definitive.","https://maps.google.com/?cid=16343154671469869616&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","רשת + מרחק גבוה","4"
"6814","verified","address-first","שווארמה אסלי","גלבוע 1, בני דרור","32.25","34.8833","ChIJLRUTRK4_HRURVmoz7li-Vxw","שווארמה אסלי דרורים","Gilboa St 1, Bnei Dror, 3081200, Israel","32.260154199999995","34.8938819","1.000","1505","OPERATIONAL","food","shawarma_restaurant","shawarma_restaurant;middle_eastern_restaurant;restaurant;food;point_of_interest;establishment","09-861-3034","3.9","131","Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 4:00 PM | Saturday: Closed | Sunday: 11:00 AM – 11:00 PM","yes","places/ChIJLRUTRK4_HRURVmoz7li-Vxw/photos/AaVGc3lT0X264ayUTVVMxk0SALLXl7Au-9LB4WNAQ3JMzbEDrjPwZDgZWmc5IFEKQEPjfDebptdUEH_HBIcsGUWQMzOTntGsk5_LrJNo9NvW1K7XBmJyD69Kh0gaRgjBAkyCnz_a5vwOW8JQHfzECSr7J6WoT7K6IC8OoVQrfr36V8v_ERNdyNyP3HfY3XLapbGJ5KBUJMdZ7Ddk77LNt1oxKfXQtV5bJ2yUIhk-0otIx9mrEZr9QR0fVGOEuGEz3_6xNUGubYw3ovayo42Oa7ZBmL7OiYTYv552JE4z2ePNHwxd6TVuxRlFjR6WEAvg9k4f2f5t9lUB6hNh2zKyVdOOpOjPwXmzQXffBsP6zptP0LrIt3zexCX4nWKB0yT9czlOrPDpC6fTq7brkfFbxFY7Bg0dq0mgRtmt2H3kN3AMY9yV9w","Victor Bezrukov","","","","https://maps.google.com/?cid=2042310245198555734&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","address-first + מרחק גבוה","4"
"6867","verified","address-first","Miss & Mr","יואל משה סלומון 12, ירושלים","31.7683","35.2137","ChIJbxbKd4opAxUR818_bcTBGeg","Miss & Mr","Yo'el Moshe Salomon St 12, Jerusalem, 9463312, Israel","31.7805556","35.2197222","1.000","1477","OPERATIONAL","food","restaurant","restaurant;food;point_of_interest;establishment","050-535-7811","4.5","638","Monday: 7:00 – 11:00 PM | Tuesday: 7:00 – 11:00 PM | Wednesday: 7:00 – 11:00 PM | Thursday: 7:30 PM – 12:00 AM | Friday: Closed | Saturday: 7:30 PM – 12:00 AM | Sunday: 7:00 – 11:00 PM","yes","places/ChIJbxbKd4opAxUR818_bcTBGeg/photos/AaVGc3kqdTApWwTOlqLk_JAvZzTMttg1GjJRx7MwK3-7Ush-wAwV-Tthk1FFha9s4Ei-7ccqqbN11NfycB8gfzkuMJ9cC8hx82lZk9tcVPsMahieAX_OIffUbv-d1U9oiz8NpcK5_a0wktcuwohea9WoarG_Rldb8eE5zVXzLbQsHn-qZ941qEFN_L4nF5gLKoHW283czDz2QSc4HZAf9NoNvyK0Q7t4ss_9WSeGkq7PunMAc_EIm8CkhfBA328QGRB9U9hY52mwqpibV_c_qvqz2Y14VwM9xsEr4x46AIonlH8IuwpZ7zkPQqvMIC9ui8Nw0XqF7wQJRay_axZMwU4T9vDjyNjeYFkG7IwMJ7oTJmUCZiT3Y2pIA9bym7Cm_JbwV4fCW76VsyWL_1y86pz3dA9_f19Wy0hkVv6OEaoYLva_nXCus-X9rajEWP1ZFA","Miss & Mr","","","","https://maps.google.com/?cid=16724611740607668211&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","address-first + מרחק גבוה","4"
"3746","verified","address-first","פלאפל חתוכה","בלפור 122, בת ים, Israel","32.027413","34.7452736","ChIJH_gjPBCzAhURhHAvhYR1AAk","פלאפל חתוכה","Balfour St 122, Bat Yam, Israel","32.0143659","34.7425177","1.000","1474","OPERATIONAL","food","falafel_restaurant","falafel_restaurant;restaurant;food;point_of_interest;establishment","03-552-5576","4.2","333","Monday: 10:00 AM – 8:00 PM | Tuesday: 10:00 AM – 8:00 PM | Wednesday: 10:00 AM – 8:00 PM | Thursday: 10:00 AM – 8:00 PM | Friday: Closed | Saturday: Closed | Sunday: 10:00 AM – 8:00 PM","yes","places/ChIJH_gjPBCzAhURhHAvhYR1AAk/photos/AaVGc3li1pMNr1YaVlXWuGH13yDWYRdl44WkYFzPbtHJlwwWgipPJWBd5cEGCCahvHXIIjWOZ7KcBMPlDylrjGGQC-gvPrcebGkLnito19Kq9OOIUjWexncsY3UsCjbh2rXSNCfaLEa83ZnYMSMlYOCy71oMnjPN9gezdA3W4LHybKggYjpgtEQCs1Nar_GuxrZfBHmd4KKMSoQFuH-zVu9_kGeU8LEYaJ5jhyM0ESv1lcQYvU8gRs8UD-tXukFZNTytZtbiO-4UuMpz1A-j30S9wfLooFDt9X3FcESF-RgJWFa6Z1FlIK942iuRiJKmMMtrFjklK66-Uf-8_lU80TNLflmtw6Cjblxw0-9WJnivfUz4HOTm6wxMtA6_RflVTPD7Md0T7myteR7kiG-XhI6QN-bVLo4N4ICyfZnYJHuOm23_NR8U","Morris Mashaal","","","","https://maps.google.com/?cid=648647558371963012&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","address-first + מרחק גבוה","4"
"6905","verified","address-first","פדרה ומדרה","בן גוריון 1045 (פרץ סנטר), דימונה","31.0667","35.0333","ChIJjQ2XCNdHAhURHhf-Z94uRL0","פדרה ומדרה - padre and madre","פרץ סנטר 1 מרכז פרץ סנטר, דימונה, Israel","31.059603899999995","35.0203597","1.000","1463","OPERATIONAL","food","italian_restaurant","italian_restaurant;restaurant;food;point_of_interest;establishment","054-306-0966","4.7","149","Monday: 9:00 AM – 11:00 PM | Tuesday: 9:00 AM – 11:00 PM | Wednesday: 9:00 AM – 11:00 PM | Thursday: 9:00 AM – 11:00 PM | Friday: 9:00 AM – 2:00 PM | Saturday: 7:30 PM – 12:00 AM | Sunday: 9:00 AM – 11:00 PM","yes","places/ChIJjQ2XCNdHAhURHhf-Z94uRL0/photos/AaVGc3mCRqjXwVlCIYLiiduX5OWbth93UKq4h-aVLer4izq6j3DtSbOYMsg_Qhh5WY-z1NUkA7OtxNIFMfHczYDi_Ihunlwqh9cyhukmIZEUXoXHx_FpcfzMhAjdlN2QgfEoN2BZgP2U5OqOcfxwkyM3s-EDeCICf5zThq3SyxTiPsAtInRRafztPqPnEOqbJ3ZkrIkVoe0O1OcaydgasB_fdEUeCME2fb7ymixPRLzW1haWRHRVCDKGp_pXXeJzYcU-Ftw5oNIC-mbKaeU-iRW2sbpAdf_hjaBJwZbD0fmIal2Myj2CuzvIuW5Mu3yHPtyLVD_ym-J1s1XUzFVTLvVNEhT9Dxkv75mE9IB5_DWuru8cTTqpEZAweAXtVstu5E3wij1CDHm8ageRmy-AhEvQGfsMoL5x_n6IyK3olEB87GaeVh4FT6uC3ynAD3_ab99n","פדרה ומדרה - padre and madre","","","","https://maps.google.com/?cid=13638077104347027230&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","address-first + מרחק גבוה","4"
"6567","verified","address-first","Joy Grill House","שדרות ממילא 13, ירושלים","31.7683","35.2137","ChIJM7DW8dEpAxURrPiSm7-4Ls0","Joy Restaurant","Mamilla Rd 13, Jerusalem, Israel","31.7776768","35.224537","1.000","1462","OPERATIONAL","food","restaurant","restaurant;food;point_of_interest;establishment","02-502-0555","4.1","2383","Monday: 12:00 – 11:00 PM | Tuesday: 12:00 – 11:00 PM | Wednesday: 12:00 – 11:00 PM | Thursday: 12:00 – 11:30 PM | Friday: 11:00 AM – 3:00 PM | Saturday: 8:30 PM – 12:00 AM | Sunday: 12:00 – 11:00 PM","yes","places/ChIJM7DW8dEpAxURrPiSm7-4Ls0/photos/AaVGc3lZJ1Kgsv6cBGdK0yzzL3LXsomWWpOWH7IsJn0X73Y0_zGJKyOOfyVNcmEApf1G5_RBvKMwtjFuT8CkdxKxao1tV08e643CzrfwRU5eb3_n7IHwtjB_bQpagAaffmRovRnJDBg777uaUV0l6--BQtykzubzb8O8gD4pSVH9vyy1TOGWIdoU1h2qrIB9M4K1dCUMyjN_RUMSLWp8Me7OQDT4QOiKquYzAU1Lkrfa3f9cWltgZI93JlR1K2LNyEVGBIJtIS0llHaOdRO8kp5N6T1uQPsHgI-DPlmPciRFlhV8X5UZWGvF3oXx3U2S2KEnjWkKVmRXXKMxly5ynePH7KfS5AupPj5agXE0rWwvArB_SXTihJpETInWUY5PCN64M1nzA1z3_ZKMsTKqsDwziB3IcfiU2exgiUtC-Ezm_9cEj8g","מסעדת ג'וי","","","","https://maps.google.com/?cid=14784957759792281772&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","address-first + מרחק גבוה","4"
"6725","verified","address-first","Moses Shop בת ים","אריק איינשטיין 1, בת ים","32.016","34.7505","ChIJe3QXsIyzAhURpCuDDIdov7c","מוזס שופ בת ים - moses shop bat yam | כשר","אריק איינשטיין 1, Bat Yam, Israel","32.005643899999995","34.741158","1.000","1450","OPERATIONAL","food","hamburger_restaurant","hamburger_restaurant;american_restaurant;restaurant;food;point_of_interest;establishment","","2.6","70","Monday: 11:30 AM – 12:00 AM | Tuesday: 11:30 AM – 12:00 AM | Wednesday: 11:30 AM – 12:00 AM | Thursday: 11:30 AM – 1:00 AM | Friday: 11:30 AM – 2:00 PM | Saturday: 8:00 PM – 1:00 AM | Sunday: 11:30 AM – 12:00 AM","yes","places/ChIJe3QXsIyzAhURpCuDDIdov7c/photos/AaVGc3lG0AryP1GpRWfvAL938_3DMDHzih1d8t3euLISs3c3vF186tEgo0rPe0mY6Ef6BErMmQ7TfIkguE0nMQLj305H17D1FlB8mqzmz6eSLUyLm98jcFJympjBknGwVWpKshyNibUFuRkDleCkFZ25DJWuftF5a1pgj0GVAw_4ueysA1gtXNHBNJQUHx00OfluT2RrJh_eV0kzbAmPmP7iPRxbYxP76SZRiNW5WcraszLkNDjfudPPV1NI6NeyAtzHEESF_mX4-jLr3mSInMaBxnCUZcmo22kkBMu--elKsmqj2kzfuL04Lczt0zg1q5g_tkNlJ2KitRnzhyKwuzS84kB3fI5PLnINzym5xnMeNUoQIZrJfe1ZT-o3bQP6Roem8xmPSF4fndGdLdCnkND9_Y7nmw6O6WQpWgaXo7EuMvZykrYJ","מוזס שופ בת ים - moses shop bat yam | כשר","","","","https://maps.google.com/?cid=13240416358732344228&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","address-first + מרחק גבוה","4"
"6486","verified","address-first","Coffee Hood","הפלמ""ח 31, כרמיאל","32.9167","35.2833","ChIJz-NWIxgzHBURIZpjKiiJR1M","COFFEE HOOD Karmiel - קופי הוד כרמיאל","Ha-Palmakh St 31, Karmiel, Israel","32.9037927","35.282469999999996","1.000","1437","OPERATIONAL","food","coffee_shop","coffee_shop;cafe;food_store;store;food;point_of_interest;establishment","04-866-1613","4.4","54","Monday: 7:00 AM – 7:30 PM | Tuesday: 7:00 AM – 7:30 PM | Wednesday: 7:00 AM – 7:30 PM | Thursday: 7:00 AM – 7:30 PM | Friday: 7:00 AM – 2:00 PM | Saturday: Closed | Sunday: 7:00 AM – 7:30 PM","yes","places/ChIJz-NWIxgzHBURIZpjKiiJR1M/photos/AaVGc3muWOZFaZZChUNTr0rDxfzzlm3n8GliUypmyrwIgL1s0dVuE9iykLRnGW0i5FB3mCLzQJjh5SuYvEhQwp3NOp0B9vUA6pqgdTmPnmEzqFKlr08GChmDrHBVssn2ueCl8BdRv-7M5mz-zqVWJDhDG-VAK2tAre9-0yjiOwENTD_S6RaqEK-ojHcn3X7m6kS0YCv9l6YLsvU854Z0Vj67KokJz-2ZWfXpukrv20iSUo6Xhp1tnY7U0mv_R6DaVfdN2M3FkH0Y2UbACvRlr3p7Xx-_l8v4Ibw0oNEsUqNwebeYo9Cp_OfBxLXlsZneTg_JpwnE229sdxtV7AwfknGZG3K6QmEadtku5fEdo5Kl3Ot1H8HCbgMWg3WM_w-lYdO3A2qX1NrbOPt4ZcnNsA4EhtR5PftT2WYt03XFqS_eHSDopQ","COFFEE HOOD Karmiel - קופי הוד כרמיאל","","","","https://maps.google.com/?cid=6000915834097343009&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","address-first + מרחק גבוה","4"
"6818","verified","address-first","Goldy's בני ברק","מצדה 9, בני ברק","32.0833","34.8333","ChIJofpG2lFLHRURaWzUpSQx9c8","Goldy's | גולדיס' - אוכל מוכן ובייקרי בני ברק","Metsada St 9, Bnei Brak, Israel","32.0939422","34.824642499999996","1.000","1437","OPERATIONAL","food","restaurant","grocery_store;food_store;store;restaurant;food;point_of_interest;establishment","03-620-0100","4","426","Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 1:00 AM | Friday: 7:00 AM – 3:00 PM | Saturday: Closed | Sunday: 11:00 AM – 12:00 AM","yes","places/ChIJofpG2lFLHRURaWzUpSQx9c8/photos/AaVGc3msgAuoS12-XXt9cGfQNovOPHwzdF7NLibMw-yqY3GAkK4Ykc0FYWGrnltmEMfia0hO7E486qYX2fuVgulgCHiO7b7vYCT7BHF_4ulytyKw3XKDqD9bRUvAZVmFotmmIwcvtF9eJNfG24I6voj02hpWC4V58XVShCbvmf1PudVDh3tBxVKhiuZOW-18fSr9_lsRAO5yB43srO5sVfPrKHX9irGhdiyAdERzXqr3oz9g_mcXqJGnZsPxY-Fn_U_eZTZTiL-2fN93tafxZ4INRba3eNuHm525CNeZc3_p5UxEqE-pZAgXq06srsRfwSU5QzkfAv34mePRMD3LO1HYgvyfukonRK_4mNqZSPUEgSniKvDf4TzPFhRyAkWauaKSDo_iNlkScOvafuEgRWiu-6gR_DLsHk7_d1LvwOOVmDVSEQ","Goldy's | גולדיס' - אוכל מוכן ובייקרי בני ברק","","","","https://maps.google.com/?cid=14984937368615939177&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","address-first + מרחק גבוה","4"
"4423","verified","llm","פיצה מרקט (חתוכה)","ההגנה 13, רמת גן, Israel","32.0591156","34.842811","ChIJWQ84qEZKHRURxlXg3h6bs6c","חתוכה מרקט","Ha-Hagana St 13, Ramat Gan, Israel","32.0697104","34.8342861","1.000","1426","OPERATIONAL","food","convenience_store","convenience_store;pizza_restaurant;grocery_store;food_store;store;restaurant;food;point_of_interest;establishment","03-676-9922","4.3","100","Monday: 8:00 AM – 11:30 PM | Tuesday: 8:00 AM – 11:30 PM | Wednesday: 8:00 AM – 11:30 PM | Thursday: 8:00 AM – 11:30 PM | Friday: 7:00 AM – 4:30 PM | Saturday: 8:00 – 11:30 PM | Sunday: 8:00 AM – 11:30 PM","yes","places/ChIJWQ84qEZKHRURxlXg3h6bs6c/photos/AaVGc3l2iQZC0Mr78qslgu_XJlQ3GA8mlWP5GtcRgEEGy_1QPcMuiyT8B0KmCs3OtmSyOv9JfkaXC4b2b4949_cTDJ1R9jltj9Kh6sNM7tX34kq-i7T6e4UPMYG0-3NS71FyerRL-nmygFIwu505A36CQoQzGrwISAWTICgrwO8lC6THhFRmQ0W1mFCTenWQQcjdh5VSeEAITlrCU-TNZ3Ychconm2TrlL4BJ8zcLvzbceAqMDPMv0yHzFC42kuR96crb2DNWbWEmFEYanqIqWkkiInjNr0khnBACvqusVflHOJ9-_xiKKAmOkLsxwQxoNVXwpTEZeJTUqJSthFABIes6ofOTKsB8N66dqlnGcsnMk5m3gFHFcpm_NL6wFdCS3otxLlg175TF3hvXHKvgBaLo_aziUzHys4mUjGujV34xkAUvw","Shai Cohen","yes","0.95","Same street and house number (Ha-Hagana 13, Ramat Gan). Names are variants of the same business: 'פיצה מרקט (חתוכה)' vs 'חתוכה מרקט' - both reference the same establishment, with 'חתוכה' (cut/sliced pizza) being the key identifier. The distance_meters discrepancy (1426m) appears to be a coordinate error, not a different location, as the street addresses match exactly.","https://maps.google.com/?cid=12084172782055740870&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","Google primary type חשוד","4"
"6936","verified","llm","Burgers Bar ביג אילת","הסתת 20, מרכז ביג, אילת","29.5581","34.9482","ChIJET1AgQRuABUR2c0v88QZR18","Burgers Bar","Ha-Satat St 20, Eilat, Israel","29.5666667","34.9591667","1.000","1426","OPERATIONAL","food","hamburger_restaurant","hamburger_restaurant;meal_delivery;food_delivery;american_restaurant;restaurant;food;point_of_interest;establishment","079-591-2242","4.1","552","Monday: 11:00 AM – 10:00 PM | Tuesday: 11:00 AM – 10:00 PM | Wednesday: 11:00 AM – 10:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 2:00 PM | Saturday: 6:30 – 11:00 PM | Sunday: 11:00 AM – 10:00 PM","yes","places/ChIJET1AgQRuABUR2c0v88QZR18/photos/AaVGc3mS5dnrYi7QW9jtTscbMk0tFz9ziclzY4vPyr2ToEhTzq7sZzLeF4xgxcVhdZHMV7UuKZDVRDIV5WKF8UxuYWluKmLDl09FBBzQnQyMIpoYQWutC0tLixNeADR_pIFp-nCcR6b4QT_PJMqOJ7b7GcqFhHgzk76mA8bLGb1smuyh1ciLwJEaFLy8h0wnSCAwK97STA07rmlc-eS7Lf7veMf9EHROyg2ue227d356C-apOBADLDsROGMyeQcJoEPZbVCScqLBdM4lwviYAylrB9-_UJ1mUMRSmBmptM_84KhajXaQjnWmrBE4_NGJliSqkC2o4uABDlUjxOP_r489Fm1GQQqkefzLxtQ0zTSnj249tqSLoK667037s4JLtO3C7CXcmGIf6SfQRIQZYryflsiIkAqoLY1gv0xzF96OjQcw1DZp","Maor Pinto","yes","0.95","Name matches exactly (Burgers Bar), street name matches (Hasctat/Ha-Satat), house number matches (20), city matches (Eilat/אילת). Distance of 1426m is likely due to coordinate imprecision in one database, but street+number+city alignment is clear. Both reference 'Big Center' (מרכז ביג/Burgers Bar location).","https://maps.google.com/?cid=6865484490633891289&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","רשת + מרחק גבוה","4"
"6875","verified","address-first","נאדי","הלל 39, ירושלים","31.7683","35.2137","ChIJBViuACrWAhURLwse4BBGJ3I","Coffee Nadi","מעונות הסטודנטים, הלל 39, ירושלים, Israel","31.7794685","35.2210688","1.000","1424","OPERATIONAL","food","coffee_shop","coffee_shop;breakfast_restaurant;cafe;restaurant;food_store;food;store;point_of_interest;establishment","02-625-1737","4.5","3039","Monday: 7:00 AM – 11:00 PM | Tuesday: 7:00 AM – 11:00 PM | Wednesday: 7:00 AM – 11:00 PM | Thursday: 7:00 AM – 11:00 PM | Friday: 7:00 AM – 2:00 PM | Saturday: Closed | Sunday: 7:00 AM – 11:00 PM","yes","places/ChIJBViuACrWAhURLwse4BBGJ3I/photos/AaVGc3mzGRx2YctkYK7WnyOiq-YcPzZLNUjVSTx2jpmhRBl2rR5t1BmjMoHIdO5vt2r-QwyLdCenEFHpct62KQYJnUqDjqAd9mLktrrKItLuTwNteCPxEYAE6EU9d0cQ2ulmEUOyQsLEFicmbu7Zan4LA7JaGG2KD5FwywdEtvgsIGth_-p8Z9mV27zs_2hhyCkuT3ttJoCZBKRRSDhzmzqoB51xOwSn_FyI82zZqFUFRs2sPd6JZQKSDK95xeZL2IfthE2sJdid3I0X2toqN1ZUjbIgPa3ppcbFYc9pBDxvind_UULeOJTyI5SMPt8-9JtvB_5cyHvpkuMWpi80wTZY15b6j5F79pDmvEQyBsNQs6junHfxVJNVevuGdvf8Hg6ebepYcSd0_vWNKJVSGLdHTqjOVjt5D_SIQkqYzBSqPEQi0A","Shmaia Levy","","","","https://maps.google.com/?cid=8225620282708986671&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","address-first + מרחק גבוה","4"
