id,risk_reasons,source,old_name,old_address,google_name,google_address,google_primary_type,google_types,name_sim,distance_m,google_rating,rating_count,has_photo,llm_verdict,llm_conf,llm_reason,google_maps_uri,search_uri
2885,כתובת מקור חלשה/רק עיר + מרחק גבוה | address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,הפסקת אוכל,"קריית שמונה, Israel",הפסקת אוכל,"Unnamed Road, Kiryat Shmona, Israel",restaurant,restaurant;food;point_of_interest;establishment,1.000,1297,4.8,56,yes,,,,https://maps.google.com/?cid=4401708333343432671&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%94%D7%A4%D7%A1%D7%A7%D7%AA%20%D7%90%D7%95%D7%9B%D7%9C%20%D7%A7%D7%A8%D7%99%D7%99%D7%AA%20%D7%A9%D7%9E%D7%95%D7%A0%D7%94%2C%20Israel
1314,address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,ג'ט לק שדרות,"דרך מנחם בגין 7, שדרות, Israel",ג'ט לק שדרות Jetlek,"Menachem Begin Rd, Sderot, Israel",ice_cream_shop,ice_cream_shop;coffee_shop;meal_takeaway;cafe;dessert_shop;confectionery;food_store;store;restaurant;food;point_of_interest;establishment,1.000,1289,4.1,312,yes,,,,https://maps.google.com/?cid=5801314494117472892&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%92'%D7%98%20%D7%9C%D7%A7%20%D7%A9%D7%93%D7%A8%D7%95%D7%AA%20%D7%93%D7%A8%D7%9A%20%D7%9E%D7%A0%D7%97%D7%9D%20%D7%91%D7%92%D7%99%D7%9F%207%2C%20%D7%A9%D7%93%D7%A8%D7%95%D7%AA%2C%20Israel
2837,כתובת מקור חלשה/רק עיר + מרחק גבוה | address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,בית האוכל של מושיקו,"קריית שמונה, Israel",מסעדת בית האוכל של מושיקו,"Ha-Plada St 14, Qiryat Shemona, Israel",restaurant,restaurant;food;point_of_interest;establishment,1.000,1273,4.1,34,yes,,,,https://maps.google.com/?cid=15275657774623313018&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%91%D7%99%D7%AA%20%D7%94%D7%90%D7%95%D7%9B%D7%9C%20%D7%A9%D7%9C%20%D7%9E%D7%95%D7%A9%D7%99%D7%A7%D7%95%20%D7%A7%D7%A8%D7%99%D7%99%D7%AA%20%D7%A9%D7%9E%D7%95%D7%A0%D7%94%2C%20Israel
3915,מספר בית שונה בשתי הכתובות + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,פיצה נווה יהושע,"נוה יהושע 23, רמת גן, Israel",Pizza Neve Yehoshua,"Neveh Yehoshua St 25, Ramat Gan, Israel",pizza_restaurant,pizza_restaurant;cafe;restaurant;food;point_of_interest;establishment,0.625,1198,4.2,160,yes,yes,0.92,Name matches perfectly (Hebrew-English translation: פיצה נווה יהושע = Pizza Neve Yehoshua). Same street (Neveh Yehoshua/נוה יהושע) and city (Ramat Gan/רמת גן). House number difference (23 vs 25) is minor and could be due to our database inaccuracy. Distance of 1.2km on same street is acceptable given potential address errors. Unique business name strengthens match.,https://maps.google.com/?cid=2659593587635390342&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%99%D7%A6%D7%94%20%D7%A0%D7%95%D7%95%D7%94%20%D7%99%D7%94%D7%95%D7%A9%D7%A2%20%D7%A0%D7%95%D7%94%20%D7%99%D7%94%D7%95%D7%A9%D7%A2%2023%2C%20%D7%A8%D7%9E%D7%AA%20%D7%92%D7%9F%2C%20Israel
5362,address-first עם מרחק גבוה וללא מספר בית משותף ברור | אין תמונה וגם יש סימן סיכון נוסף,address-first,קייטרינג האיטלקיה,"בית שמש, Israel",האיטלקיה,"Ha-Banai St 7, Bet Shemesh, Israel",event_venue,event_venue;point_of_interest;establishment,1.000,1178,5,4,no,,,,https://maps.google.com/?cid=8462947377904888048&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A7%D7%99%D7%99%D7%98%D7%A8%D7%99%D7%A0%D7%92%20%D7%94%D7%90%D7%99%D7%98%D7%9C%D7%A7%D7%99%D7%94%20%D7%91%D7%99%D7%AA%20%D7%A9%D7%9E%D7%A9%2C%20Israel
1805,מספר בית שונה בשתי הכתובות + מרחק גבוה | address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,קפה סיאל,"שד' שז""ר 33, באר שבע, Israel",Siel Coffee,"Sderot Shazar 31, Beersheba, Israel",fast_food_restaurant,fast_food_restaurant;restaurant;food;point_of_interest;establishment,1.000,1168,3,4,yes,,,,https://maps.google.com/?cid=12994874766005488053&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A7%D7%A4%D7%94%20%D7%A1%D7%99%D7%90%D7%9C%20%D7%A9%D7%93'%20%D7%A9%D7%96%22%D7%A8%2033%2C%20%D7%91%D7%90%D7%A8%20%D7%A9%D7%91%D7%A2%2C%20Israel
2207,מספר בית שונה בשתי הכתובות + מרחק גבוה | address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,פיצה בגין,"שד' מנחם בגין 84, קריית שמונה, Israel",Begin Pizza,"שדרות מנחם בגין 64 קרית שמונה IL 10200, Sderot Menachem Begin 64, Kiryat Shmona, Israel",pizza_delivery,pizza_delivery;pizza_restaurant;meal_delivery;food_delivery;italian_restaurant;restaurant;food;point_of_interest;establishment,1.000,1167,4.4,415,yes,,,,https://maps.google.com/?cid=16883762916014185962&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%99%D7%A6%D7%94%20%D7%91%D7%92%D7%99%D7%9F%20%D7%A9%D7%93'%20%D7%9E%D7%A0%D7%97%D7%9D%20%D7%91%D7%92%D7%99%D7%9F%2084%2C%20%D7%A7%D7%A8%D7%99%D7%99%D7%AA%20%D7%A9%D7%9E%D7%95%D7%A0%D7%94%2C%20Israel
5696,address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,לה טוסקנה,"רעננה, Israel",La Toscana Raanana - לה טוסקנה רעננה,"Ha-Shuk St 2, Ra'anana, Israel",italian_restaurant,italian_restaurant;restaurant;food;point_of_interest;establishment,1.000,1159,4.6,655,yes,,,,https://maps.google.com/?cid=132874185677336962&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%9C%D7%94%20%D7%98%D7%95%D7%A1%D7%A7%D7%A0%D7%94%20%D7%A8%D7%A2%D7%A0%D7%A0%D7%94%2C%20Israel
7052,מספר בית שונה בשתי הכתובות + מרחק גבוה | address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,Drinkeria,"האורנים 12, פרדס חנה",דרינקריה,"HaOranim St 14, Pardes Hanna-Karkur, Israel",cocktail_bar,cocktail_bar;bar;point_of_interest;establishment,0.833,1154,4.6,87,yes,,,,https://maps.google.com/?cid=4787156805434872298&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=Drinkeria%20%D7%94%D7%90%D7%95%D7%A8%D7%A0%D7%99%D7%9D%2012%2C%20%D7%A4%D7%A8%D7%93%D7%A1%20%D7%97%D7%A0%D7%94
2173,address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,ארטישוק,"בית אלפא, Israel",ארטישוק אוכל אמיתי מהשדה - מסעדה חלבית כשרה,"בוויז ""ארטישוק - אוכל אמיתי מהשדה צומת העליה לגלבוע ליד קיבוץ בית אלפא וגן השלושה, Israel",restaurant,restaurant;store;event_venue;food;point_of_interest;establishment,1.000,1145,4.2,2767,yes,,,,https://maps.google.com/?cid=16279329223704073469&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%90%D7%A8%D7%98%D7%99%D7%A9%D7%95%D7%A7%20%D7%91%D7%99%D7%AA%20%D7%90%D7%9C%D7%A4%D7%90%2C%20Israel
2792,address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,מסעדת איסקנדר,"גדות, Israel",מסעדת איסקנדר כשרה למהדרין,Gadot,restaurant,service;restaurant;food;point_of_interest;establishment,1.000,1141,4.2,2571,yes,,,,https://maps.google.com/?cid=2736311018835026268&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%A1%D7%A2%D7%93%D7%AA%20%D7%90%D7%99%D7%A1%D7%A7%D7%A0%D7%93%D7%A8%20%D7%92%D7%93%D7%95%D7%AA%2C%20Israel
559,address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,מסובין,"בית שמש, Israel",Mesubin,"Yig'al Alon Ave 2, Beit Shemesh, Israel",restaurant,restaurant;food;point_of_interest;establishment,0.800,1133,4.1,1698,yes,,,,https://maps.google.com/?cid=8898996066032461274&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%A1%D7%95%D7%91%D7%99%D7%9F%20%D7%91%D7%99%D7%AA%20%D7%A9%D7%9E%D7%A9%2C%20Israel
2271,address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,אסתריקה,"קריית שמונה, Israel",Esterika,"אזור תעשיה דרומי, לשם 37, Qiryat Shemona, Israel",restaurant,restaurant;barbecue_restaurant;moroccan_restaurant;catering_service;argentinian_restaurant;south_american_restaurant;food_delivery;bakery;food_store;service;store;point_of_interest;food;establishment,0.800,1117,4.8,688,yes,,,,https://maps.google.com/?cid=16561531714781946748&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%90%D7%A1%D7%AA%D7%A8%D7%99%D7%A7%D7%94%20%D7%A7%D7%A8%D7%99%D7%99%D7%AA%20%D7%A9%D7%9E%D7%95%D7%A0%D7%94%2C%20Israel
6977,address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,ויצק,"מכון ויצמן, רחובות",ויצק - Weizac,"מכון ויצמן, רחובות, 7632701, Israel",restaurant,restaurant;food;point_of_interest;establishment,1.000,1086,4.4,45,yes,,,,https://maps.google.com/?cid=13749482785623190056&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%95%D7%99%D7%A6%D7%A7%20%D7%9E%D7%9B%D7%95%D7%9F%20%D7%95%D7%99%D7%A6%D7%9E%D7%9F%2C%20%D7%A8%D7%97%D7%95%D7%91%D7%95%D7%AA
5089,address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,עין חמד קפה ביער,"עין חמד, Israel",רחוב ירושלמי ביער עין חמד,"יער עין חמד, בית נקופה, Israel",restaurant,restaurant;food;point_of_interest;establishment,1.000,1076,4.4,919,yes,,,,https://maps.google.com/?cid=6049781677104605514&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A2%D7%99%D7%9F%20%D7%97%D7%9E%D7%93%20%D7%A7%D7%A4%D7%94%20%D7%91%D7%99%D7%A2%D7%A8%20%D7%A2%D7%99%D7%9F%20%D7%97%D7%9E%D7%93%2C%20Israel
3807,מספר בית שונה בשתי הכתובות + מרחק גבוה | address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,חומוס נרי,"הרב שלום שבזי 60, ראש העין, Israel",חומוס נרי ראש העין,"Ha-Rav Shalom Shabazi St 58, Rosh Haayin, Israel",restaurant,restaurant;food;point_of_interest;establishment,1.000,1073,4.7,629,yes,,,,https://maps.google.com/?cid=16560478483202120074&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%97%D7%95%D7%9E%D7%95%D7%A1%20%D7%A0%D7%A8%D7%99%20%D7%94%D7%A8%D7%91%20%D7%A9%D7%9C%D7%95%D7%9D%20%D7%A9%D7%91%D7%96%D7%99%2060%2C%20%D7%A8%D7%90%D7%A9%20%D7%94%D7%A2%D7%99%D7%9F%2C%20Israel
4494,מספר בית שונה בשתי הכתובות + מרחק גבוה | address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,מאפה נאמן,"מצדה (כנרת) 4, פרדס כץ, בני ברק, Israel",Ne'eman Bakery,"Kinneret St 2, Bnei Brak, Israel",bakery,bakery;food_store;store;food;point_of_interest;establishment,1.000,1049,4.1,1015,yes,,,,https://maps.google.com/?cid=723763152928864411&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%90%D7%A4%D7%94%20%D7%A0%D7%90%D7%9E%D7%9F%20%D7%9E%D7%A6%D7%93%D7%94%20(%D7%9B%D7%A0%D7%A8%D7%AA)%204%2C%20%D7%A4%D7%A8%D7%93%D7%A1%20%D7%9B%D7%A5%2C%20%D7%91%D7%A0%D7%99%20%D7%91%D7%A8%D7%A7%2C%20Israel
5221,מספר בית שונה בשתי הכתובות + מרחק גבוה | address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,גרליץ מן,"מלכי ישראל 35, ירושלים, Israel","גרליץ איכות בע""מ","Touval St 5, Jerusalem, 94466, Israel",pastry_shop,pastry_shop;dessert_shop;confectionery;bakery;food_store;store;food;point_of_interest;establishment,1.000,1031,4.5,51,yes,,,,https://maps.google.com/?cid=12570308260052706827&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%92%D7%A8%D7%9C%D7%99%D7%A5%20%D7%9E%D7%9F%20%D7%9E%D7%9C%D7%9B%D7%99%20%D7%99%D7%A9%D7%A8%D7%90%D7%9C%2035%2C%20%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D%2C%20Israel
1891,מספר בית שונה בשתי הכתובות + מרחק גבוה | address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,פיצה כמעט חינם,"דרך מנחם בגין 4, שדרות, Israel",פיצה כמעט חינם,"Menachem Begin Rd 13, Sderot, Israel",pizza_delivery,pizza_delivery;meal_delivery;food_delivery;food;point_of_interest;establishment,1.000,1030,4.1,53,yes,,,,https://maps.google.com/?cid=11595325111782922406&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%99%D7%A6%D7%94%20%D7%9B%D7%9E%D7%A2%D7%98%20%D7%97%D7%99%D7%A0%D7%9D%20%D7%93%D7%A8%D7%9A%20%D7%9E%D7%A0%D7%97%D7%9D%20%D7%91%D7%92%D7%99%D7%9F%204%2C%20%D7%A9%D7%93%D7%A8%D7%95%D7%AA%2C%20Israel
5431,מספר בית שונה בשתי הכתובות + מרחק גבוה,address-first,פיצה כמעט חינם,"שד' מנחם בגין 36, גדרה, Israel",פיצה כמעט חינם,"Sderot Menachem Begin 40, Gedera, Israel",pizza_delivery,pizza_delivery;meal_delivery;food_delivery;food;point_of_interest;establishment,1.000,992,4.3,74,yes,,,,https://maps.google.com/?cid=3629154762944911013&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%99%D7%A6%D7%94%20%D7%9B%D7%9E%D7%A2%D7%98%20%D7%97%D7%99%D7%A0%D7%9D%20%D7%A9%D7%93'%20%D7%9E%D7%A0%D7%97%D7%9D%20%D7%91%D7%92%D7%99%D7%9F%2036%2C%20%D7%92%D7%93%D7%A8%D7%94%2C%20Israel
5498,מספר בית שונה בשתי הכתובות + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,שווארמה הקריה,"הרצל 83, קרית עקרון, Israel",שווארמה בקריה - קריית עקרון,"Herzl St 82, Kiryat Ekron, Israel",meal_takeaway,meal_takeaway;barbecue_restaurant;diner;shawarma_restaurant;sandwich_shop;middle_eastern_restaurant;restaurant;food;point_of_interest;establishment,0.556,926,4.5,34,yes,yes,0.92,"Same business name (שווארמה הקריה/בקריה both mean 'Shawarma in the Kiryah'), same street (Herzl/הרצל), same city (Kiryat Ekron/קריית עקרון). House numbers differ by 1 (83 vs 82) which is within margin of error for address database inconsistencies. 926m distance is likely due to coordinate imprecision rather than different locations.",https://maps.google.com/?cid=504203216461872124&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94%20%D7%94%D7%A7%D7%A8%D7%99%D7%94%20%D7%94%D7%A8%D7%A6%D7%9C%2083%2C%20%D7%A7%D7%A8%D7%99%D7%AA%20%D7%A2%D7%A7%D7%A8%D7%95%D7%9F%2C%20Israel
6571,מספר בית שונה בשתי הכתובות + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון | אין תמונה וגם יש סימן סיכון נוסף,llm,Zalmans- בית שמש,"יגאל אלון 6, בית שמש",Zalman's Bet Shemesh,"Yig'al Alon Ave 4, Beit Shemesh, Israel",hot_dog_restaurant,hot_dog_restaurant;american_restaurant;restaurant;food;point_of_interest;establishment,0.833,884,4.5,13,no,yes,0.92,Unique name 'Zalman's/Zalmans' matches exactly (Hebrew-English translation). Same street (Yigal Alon) and city (Beit Shemesh). House number difference (6 vs 4) is minor and common in database errors; distance of 884m on same street is acceptable for coordinate inaccuracy. Strong match on unique name and street address.,https://maps.google.com/?cid=6228263194939557666&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=Zalmans-%20%D7%91%D7%99%D7%AA%20%D7%A9%D7%9E%D7%A9%20%D7%99%D7%92%D7%90%D7%9C%20%D7%90%D7%9C%D7%95%D7%9F%206%2C%20%D7%91%D7%99%D7%AA%20%D7%A9%D7%9E%D7%A9
5798,מספר בית שונה בשתי הכתובות + מרחק גבוה,address-first,ביסקוטי,"הדקל 53, תל מונד, Israel",ביסקוטי תל מונד,"Ha-Dekel St 47, Tel Mond, Israel",pastry_shop,pastry_shop;coffee_shop;dessert_shop;cafe;confectionery;bakery;food_store;store;restaurant;food;point_of_interest;establishment,1.000,798,4.8,149,yes,,,,https://maps.google.com/?cid=13207453129824386408&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%91%D7%99%D7%A1%D7%A7%D7%95%D7%98%D7%99%20%D7%94%D7%93%D7%A7%D7%9C%2053%2C%20%D7%AA%D7%9C%20%D7%9E%D7%95%D7%A0%D7%93%2C%20Israel
5076,מספר בית שונה בשתי הכתובות + מרחק גבוה,address-first,שינזו shinzu ירושלים,"גולדה מאיר 255, רמות אלון, ירושלים, Israel",שינזו shinzu,"Golda Me'ir Boulevard 225 st, Jerusalem",sushi_restaurant,sushi_restaurant;japanese_restaurant;restaurant;food;point_of_interest;establishment,1.000,797,3.9,208,yes,,,,https://maps.google.com/?cid=7392189276955077998&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A9%D7%99%D7%A0%D7%96%D7%95%20shinzu%20%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D%20%D7%92%D7%95%D7%9C%D7%93%D7%94%20%D7%9E%D7%90%D7%99%D7%A8%20255%2C%20%D7%A8%D7%9E%D7%95%D7%AA%20%D7%90%D7%9C%D7%95%D7%9F%2C%20%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D%2C%20Israel
5088,כתובת מקור חלשה/רק עיר + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,ג'וחא,"הר גילה, Israel","ג'וחא- קפה ומשתלה, מתחם לאירועים קטנים","Mish'ol HaHelmonit 3, Har Gillo",coffee_shop,coffee_shop;cafe;wholesaler;food_store;farm;store;event_venue;service;food;point_of_interest;establishment,1.000,54889,4.8,112,yes,yes,0.92,"Unique name 'ג'וחא' (Joucha) matches exactly between both listings. Both are located in Har Gillo (הר גילה). The large distance_meters value (54889) appears to be a data error, as the Google address 'Mish'ol HaHelmonit 3, Har Gillo' is clearly within Har Gillo neighborhood. The Google listing adds descriptive details (café and nursery, events venue) consistent with a single business. Names and city match with high confidence.",https://maps.google.com/?cid=18266667721231548594&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%92'%D7%95%D7%97%D7%90%20%D7%94%D7%A8%20%D7%92%D7%99%D7%9C%D7%94%2C%20Israel
550,כתובת מקור חלשה/רק עיר + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,מיכליס בראסרי,"מודיעין, Israel",Michali's,"VXQ6+7MR מרכז עינב, HaHarat 7, Modi'in Makabim-Re'ut, Israel",restaurant,restaurant;pastry_shop;bakery;dessert_shop;confectionery;point_of_interest;food_store;food;store;establishment,0.250,4827,4.4,3553,yes,yes,0.92,"Michali's is a clear transliteration of מיכליס (Michalis). Both are in Modi'in, same city. The 4.8km distance is large, but our coordinates are often wrong. The unique name match and city alignment strongly indicate the same restaurant.",https://maps.google.com/?cid=98637974208356083&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%99%D7%9B%D7%9C%D7%99%D7%A1%20%D7%91%D7%A8%D7%90%D7%A1%D7%A8%D7%99%20%D7%9E%D7%95%D7%93%D7%99%D7%A2%D7%99%D7%9F%2C%20Israel
6981,כתובת מקור חלשה/רק עיר + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,הבוקרים מרום גולן,קיבוץ מרום גולן,Habokrim Restaurant,Merom Golan 1243600,restaurant,restaurant;food;point_of_interest;establishment,0.357,4392,4.4,3167,yes,yes,0.92,"Hebrew name 'הבוקרים מרום גולן' translates to 'Habokrim Merom Golan'. Google listing 'Habokrim Restaurant' matches the business name. Both reference the same kibbutz (Merom Golan). The 4.4km distance and postal code discrepancy are likely due to coordinate inaccuracy in our database (common for kibbutz addresses), not different locations. Unique named restaurant in a specific kibbutz strongly indicates same place.",https://maps.google.com/?cid=17933616570602111994&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%94%D7%91%D7%95%D7%A7%D7%A8%D7%99%D7%9D%20%D7%9E%D7%A8%D7%95%D7%9D%20%D7%92%D7%95%D7%9C%D7%9F%20%D7%A7%D7%99%D7%91%D7%95%D7%A5%20%D7%9E%D7%A8%D7%95%D7%9D%20%D7%92%D7%95%D7%9C%D7%9F
5191,כתובת מקור חלשה/רק עיר + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,פיצה מבוא חורון -המקום של דידי,"מבוא חורון, Israel",פיצה מבוא חורון,Mevo Horon,pizza_restaurant,pizza_restaurant;restaurant;food;point_of_interest;establishment,1.000,2709,4.5,179,yes,yes,0.92,Unique business name 'Pizza Mevo Horon' matches perfectly between both listings. Both located in Mevo Horon (same city). Large distance (2.7km) is less reliable than the strong name match and city alignment. The Hebrew name includes 'המקום של דידי' (Didi's place) which is a descriptor/nickname for the same business.,https://maps.google.com/?cid=6555053417614476808&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%99%D7%A6%D7%94%20%D7%9E%D7%91%D7%95%D7%90%20%D7%97%D7%95%D7%A8%D7%95%D7%9F%20-%D7%94%D7%9E%D7%A7%D7%95%D7%9D%20%D7%A9%D7%9C%20%D7%93%D7%99%D7%93%D7%99%20%D7%9E%D7%91%D7%95%D7%90%20%D7%97%D7%95%D7%A8%D7%95%D7%9F%2C%20Israel
7061,כתובת מקור חלשה/רק עיר + מרחק גבוה,llm,נולי עגלת קפה סביון,"פארק הציפורים, סביון",NOLEE - נולי עגלת קפה,"פארק הציפורים, Savyon, Israel",coffee_shop,coffee_shop;cafe;food_store;store;food;point_of_interest;establishment,0.667,2531,4.3,78,yes,yes,0.95,"Unique business name 'Nolly/Nully coffee cart' matches between Hebrew (נולי עגלת קפה) and Google (NOLEE - נולי עגלת קפה). Both located at 'Park HaTzipporim, Savyon'. Large distance (2531m) is within acceptable range for park venue coordinates being imprecise. Same business.",https://maps.google.com/?cid=13001428582909069314&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A0%D7%95%D7%9C%D7%99%20%D7%A2%D7%92%D7%9C%D7%AA%20%D7%A7%D7%A4%D7%94%20%D7%A1%D7%91%D7%99%D7%95%D7%9F%20%D7%A4%D7%90%D7%A8%D7%A7%20%D7%94%D7%A6%D7%99%D7%A4%D7%95%D7%A8%D7%99%D7%9D%2C%20%D7%A1%D7%91%D7%99%D7%95%D7%9F
