id,name,dest,country,address,friReason,satReason,category
7593,Cold Stone Creamery of Sherman Oaks,Los Angeles,United States,"14622 Ventura Blvd. #119, Sherman oaks-Los Angeles County, 91403, usa",פתוח עד 2:00 AM בערב שישי (אחרי 21:00),פתוח 10:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00),confirmed
7599,Erin McKenna's Bakery LA,Los Angeles,United States,"236 North Larchmont Boulevard, Los Angeles, CA 90004, USA",פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 8:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7616,Julie's Bakery and Catering,Los Angeles,United States,"9030 Owensmouth Ave, Canoga Park, CA, 91304, USA",,פתוח 7:00 AM–8:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7624,LA Burger Bar,Los Angeles,United States,"8581 Pico Boulevard, Los Angeles, CA 90035, USA",פתוח עד 1:00 AM בערב שישי (אחרי 21:00),,confirmed
7638,Modern Bread and Bagel Los Angeles,Los Angeles,United States,"6256 CA-27 #1200, Woodland Hills, CA, 91367, USA",,פתוח 8:00 AM–5:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7643,Nothing Bundt Cakes Sherman Oaks,Los Angeles,United States,"14622 Ventura Blvd Suite 104, Sherman Oaks, CA 91403, USA",,פתוח 10:00 AM–7:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7644,Nothing Bundt Cakes West Hills,Los Angeles,United States,"6524 Platt Avenue, West Hills, CA 91307, USA",,פתוח 10:00 AM–7:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7654,PopUp Bagels Los Angeles,Los Angeles,United States,"11710 San Vicente Blvd Los Angeles, CA, 90049, United States",,פתוח 6:00 AM–4:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7669,Sweet E's Bake Shop,Los Angeles,United States,"4574 W Adams Blvd, Los Angeles, CA, 90016, USA",,פתוח 8:00 AM–2:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7676,The Bagel Factory Cadillac Avenue,Los Angeles,United States,"8986 Cadillac Avenue, Los Angeles, CA 90034, USA",,פתוח 6:00 AM–2:30 PM בשבת (חופף ל-08:00–16:00),confirmed
7677,The Bagel Factory Sepulveda,Los Angeles,United States,"3004 South Sepulveda Boulevard, Los Angeles, CA 90034-4202, United States",,פתוח 5:30 AM–2:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7445,Carvel North Miami Beach #1657,Miami,United States,"725 NE 165th Street, North Miami Beach, FL 33162, USA",פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 10:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7471,In & Out Bagels,Miami,United States,"18800 NE 29th Ave Suite 9, Aventura, FL, 33180, USA, Miami, FL",,פתוח 7:00 AM–4:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7473,Jajaja Mexicana Wynwood,Miami,United States,"2775 NW 3rd Ave Miami, FL, 33127, United States",פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 11:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00),confirmed
7480,Krispy Kreme #1049,Miami,United States,"16851 S. Dixie Highway, Palmetto Bay, FL 33157, USA, Miami, FL",פתוח עד 11:00 PM בערב שישי (אחרי 21:00),פתוח 6:00 AM–11:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7481,Krispy Kreme #1177,Miami,United States,"590 NE 167th Street, Miami, FL 33162, USA",פתוח עד 11:00 PM בערב שישי (אחרי 21:00),פתוח 6:00 AM–11:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7483,La Pistachio,Miami,United States,"7500 SW 120th Street,  Pinecrest, FL , 33156 , United States, Miami, FL",,פתוח 10:00 AM–6:30 PM בשבת (חופף ל-08:00–16:00),confirmed
7486,Levy's Shawarma,Miami,United States,"3575 North East 207th Street, Miami, FL 33180, USA",פתוח עד 9:30 PM בערב שישי (אחרי 21:00),,confirmed
7489,Mama Pizza & Coffee Shop,Miami,United States,"19200 West Dixie Highway, Miami, FL 33180, USA",פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 24 שעות בשבת,confirmed
7493,Miami N' Ice,Miami,United States,"1214 Washington Ave, Miami Beach, FL, 33139, USA",פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 3:00 PM–12:00 AM בשבת (חופף ל-08:00–16:00),confirmed
7499,Morelia Gourmet Paletas,Miami,United States,"76 Miracle Mile, Coral Gables, FL 33134, USA, Miami, FL",פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 12:00 PM–12:00 AM בשבת (חופף ל-08:00–16:00),confirmed
7510,Playa Bowls Coral Gables,Miami,United States,"6620 SW 57th Ave, South Miami,  FL, 33143, USA",פתוח עד 11:00 PM בערב שישי (אחרי 21:00),פתוח 8:00 AM–11:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7511,Playa Bowls Miami Midtown,Miami,United States,"3111 NE 1st Avenue, Suite 200 Miami, FL, 33137, USA",פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 8:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7512,Playa Bowls North Miami Beach,Miami,United States,"14881 Biscayne Blvd North Miami Beach, FL, 33181, United States",,פתוח 8:00 AM–9:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7515,Pure Green - Juice Bar Sunset Harbour,Miami,United States,"1915 Purdy Ave Miami Beach, FL, 33139, United States",,פתוח 7:00 AM–7:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7516,Pure Green Juice & Smoothie Bar Aventura,Miami,United States,"2960 NE 199th St, Ste. 4,  Aventura, FL , 33180, USA, Miami, FL",,פתוח 8:00 AM–8:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7519,Serendipity Creamery & Yogurt Cafe,Miami,United States,"9457 Harding Ave, Surfside, FL 33154, United States, Miami, FL",,פתוח 7:30 AM–12:00 AM בשבת (חופף ל-08:00–16:00),confirmed
7522,Silan Fusion Cuisine,Miami,United States,"5225 Collins Ave,  Miami Beach, FL, 33140, USA",,פתוח 11:30 AM–2:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7523,Skoops,Miami,United States,"401 Biscayne Blvd S10,  Miami, FL , 33132, USA",פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 9:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00),confirmed
4697,Katz's Delicatessen,New York,United States,"205 E Houston St, Manhattan",פתוח עד 11:30 PM בערב שישי (אחרי 21:00),פתוח 24 שעות בשבת,confirmed
6401,Bodhi Kosher Vegetarian Restaurant,New York,United States,"77 Mulberry St, New York, NY 10013.",פתוח עד 9:45 PM בערב שישי (אחרי 21:00),פתוח 11:00 AM–9:45 PM בשבת (חופף ל-08:00–16:00),confirmed
7714,16 Handles 3rd Ave,New York,United States,"428 3rd Avenue, Manhattan, NY 10016, USA",פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 12:00 PM–12:00 AM בשבת (חופף ל-08:00–16:00),confirmed
7715,16 Handles Amsterdam,New York,United States,"325 Amsterdam Avenue (75th Street), Manhattan, NY 10023, USA",פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 12:00 PM–12:00 AM בשבת (חופף ל-08:00–16:00),confirmed
7716,16 Handles Chelsea,New York,United States,"178 8th Avenue, NY 10011, USA",פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 12:00 PM–12:00 AM בשבת (חופף ל-08:00–16:00),confirmed
7718,16 Handles Upper East Side,New York,United States,"1569 2nd Avenue (between 81st and 82nd), New York, NY, 10028, USA",פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 12:00 PM–12:00 AM בשבת (חופף ל-08:00–16:00),confirmed
7722,Ahimsa Garden,New York,United States,"204 East 38th Street New York, NY, 10016, USA",פתוח עד 9:30 PM בערב שישי (אחרי 21:00),פתוח 11:00 AM–9:30 PM בשבת (חופף ל-08:00–16:00),confirmed
7730,Anixi,New York,United States,"290 8th Ave, New York, NY , 10001, USA",,פתוח 11:30 AM–10:30 PM בשבת (חופף ל-08:00–16:00),confirmed
7733,Asia Glatt Kosher,New York,United States,"4813 New Utrecht Avenue Brooklyn, NY, 11219, United States",,פתוח 11:00 AM–10:30 PM בשבת (חופף ל-08:00–16:00),confirmed
7735,Avenue P Appetizers & Bagels,New York,United States,"466 Avenue P, Brooklyn, NY 11223, USA",,פתוח 7:30 AM–5:30 PM בשבת (חופף ל-08:00–16:00),confirmed
7737,B & H Dairy,New York,United States,"127 2nd Ave. New York, NY, 10003, United States",פתוח עד 11:00 PM בערב שישי (אחרי 21:00),פתוח 7:00 AM–11:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7738,Bagel Boss Murray Hill,New York,United States,"544 Third Ave New York, NY, Manhattan, 10016, United States",,פתוח 6:00 AM–2:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7746,Benjy's Kosher Pizza and Dairy Restaurant,New York,United States,"72-72 Main St. Kew Gardens Hills, NY, 11367, United States",פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 10:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7750,Beyond Sushi 56th Street,New York,United States,"62 W 56th St, Manhattan, NY 10019, USA",פתוח עד 9:30 PM בערב שישי (אחרי 21:00),פתוח 11:30 AM–9:30 PM בשבת (חופף ל-08:00–16:00),confirmed
7751,Beyond Sushi Herald Square,New York,United States,"134 W 37th St, Manhattan, NY 10018, USA",פתוח עד 10:30 PM בערב שישי (אחרי 21:00),פתוח 11:30 AM–10:30 PM בשבת (חופף ל-08:00–16:00),confirmed
7755,Blue Grill - Catering Only,New York,United States,"3502 Flatlands Ave Brooklyn, NY, 11234, USA",פתוח עד 11:00 PM בערב שישי (אחרי 21:00),פתוח 11:30 AM–11:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7765,BUBA Bureka,New York,United States,"193 Bleecker St New York, NY, 10012, United States",,פתוח 9:00 AM–4:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7766,Buddha Bodai,New York,United States,"5 Mott Street New York, NY, 10013, United States",פתוח עד 9:30 PM בערב שישי (אחרי 21:00),פתוח 10:00 AM–9:30 PM בשבת (חופף ל-08:00–16:00),confirmed
7782,Candle Cafe,New York,United States,"388 Third Ave, Between 28th and 29th St, New York, NY, 10016, USA",פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 11:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7784,Caravan of Dreams,New York,United States,"406 E 6th St  New York, NY, 10009, United States",,פתוח 11:00 AM–11:30 PM בשבת (חופף ל-08:00–16:00),confirmed
7786,Carvel Coney Island Avenue,New York,United States,"2744 Coney Island Ave Brooklyn, NY, 11235, United States",פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 10:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00),confirmed
7787,Carvel Manor Road,New York,United States,"762 Manor Rd. Staten Island, NY, 10314, United States",פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 11:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7788,Carvel Union Turnpike,New York,United States,"161-02 Union Tpke. Queens, NY, Flushing, 11366, United States",פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 11:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7795,Chloe,New York,United States,"185 Bleecker St,  New York, NY , 10012, United States",,פתוח 10:00 AM–9:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7801,Cold Stone Creamery Rosedale,New York,United States,"25301 Rockaway Blvd, STE 25A Rosedale, NY , 11422, United States",פתוח עד 11:30 PM בערב שישי (אחרי 21:00),פתוח 11:00 AM–11:30 PM בשבת (חופף ל-08:00–16:00),confirmed
7802,Coletta,New York,United States,"365 3rd Avenue, New York, NY, 10016, USA",,פתוח 11:30 AM–10:30 PM בשבת (חופף ל-08:00–16:00),confirmed
7816,Dough Donuts UWS,New York,United States,"133 W 72nd St New York, NY, 10023, United States",,פתוח 8:00 AM–7:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7817,Dough Doughnuts,New York,United States,"646 Vanderbilt Ave, Brooklyn, NY , 11238, USA",,פתוח 9:00 AM–7:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7818,Dough Doughnuts - Astoria,New York,United States,"21-70 31st St, Astoria, NY , 11105, USA",,פתוח 9:00 AM–7:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7819,Dough Doughnuts - Flatiron,New York,United States,"14 West 19th Street at 5th Ave, New York, NY, 10011, USA",,פתוח 9:00 AM–7:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7820,Dough Doughnuts - Rockefeller Center,New York,United States,"10 Rockefeller Center (48th St. between 5th & 6th Ave), New York, NY , 10020, USA",,פתוח 9:00 AM–7:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7822,Doughnut Plant Brooklyn,New York,United States,"245 Flatbush Avenue, Brooklyn, NY 11217, USA",פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 7:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00),confirmed
7823,Doughnut Plant Grand Central Terminal,New York,United States,"89 East 42nd Street, Manhattan, NY 10017, USA",פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 7:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00),confirmed
7824,Doughnut Plant Lower East Side,New York,United States,"379 Grand Street, Manhattan, NY 10012, USA",,פתוח 7:00 AM–9:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7825,Doughnut Plant Queens,New York,United States,"31-00 47th Avenue Long Island City, Queens, NY 11101, USA",,פתוח 6:30 AM–7:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7826,Doughnut Plant Williamsburg,New York,United States,"198 Bedford Avenue at North 6th Street,  Brooklyn, NY , 11249, USA",פתוח עד 11:00 PM בערב שישי (אחרי 21:00),פתוח 7:00 AM–11:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7827,Dunkin Donuts Kings Highway,New York,United States,"373 Kings Highway, Brooklyn, NY 11223, USA",,פתוח 5:00 AM–8:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7828,Dunkin Donuts McDonald Ave,New York,United States,"1080 McDonald Avenue, Brooklyn, NY 11204, USA",,פתוח 6:00 AM–7:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7829,Dunkin Donuts Riverdale Ave,New York,United States,"508 West 259th St (Riverdale Ave), Bronx, USA",,פתוח 6:00 AM–9:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7830,Dunkin Donuts Staten Island,New York,United States,"995 Manor Road, Staten Island, NY 10314, USA",,פתוח 5:00 AM–8:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7831,Dunkin' 1903 Kings Highway,New York,United States,"1903 Kings Highway, Brooklyn, NY 11229, USA",,פתוח 5:00 AM–8:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7832,Dunkin' 2419 Coney Island Ave,New York,United States,"2419 Coney Island Avenue, Brooklyn, NY 11223, USA",,פתוח 6:00 AM–7:30 PM בשבת (חופף ל-08:00–16:00),confirmed
7833,Dunkin' Audubon Ave,New York,United States,"398 Audubon Avenue, Manhattan, NY 10033, USA",,פתוח 6:00 AM–3:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7834,Dunkin' Avenue J,New York,United States,"1410 Avenue J  Brooklyn, NY, 11230, United States",,פתוח 5:00 AM–7:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7835,Dunkin' Avenue P,New York,United States,"418 Avenue P, Brooklyn, NY 11223, USA",פתוח 24 שעות (כולל כניסת שבת),פתוח 24 שעות בשבת,confirmed
7836,Dunkin' Avenue U,New York,United States,"6620 Avenue U, Brooklyn, NY 11234, USA",,פתוח 5:00 AM–8:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7837,Dunkin' Coney,New York,United States,"906 Coney Island Avenue, Brooklyn, NY 11218, USA",פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 5:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7840,Dunkin' Flatbush,New York,United States,"1922 Flatbush Avenue, Brooklyn, NY 11210, USA",,פתוח 5:00 AM–9:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7841,Dunkin' Flushing,New York,United States,"79-27 Main Street, Flushing, NY 11367, USA",פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 5:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7842,Dunkin' Fort Hamilton,New York,United States,"4912 Fort Hamilton Parkway, Brooklyn, NY 11219, USA",פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 5:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7845,Effy's Cafe,New York,United States,"104 West 96th Street, Manhattan, NY 10025, USA",,פתוח 8:00 AM–9:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7892,Hummus Kitchen Hells Kitchen,New York,United States,"768 9th Avenue, Manhattan, NY 10019, USA",פתוח עד 11:00 PM בערב שישי (אחרי 21:00),פתוח 11:30 AM–11:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7894,Hummus Kitchen UES,New York,United States,"1613 2nd Avenue, Manhattan, NY 10028, USA",פתוח עד 10:30 PM בערב שישי (אחרי 21:00),פתוח 11:00 AM–10:30 PM בשבת (חופף ל-08:00–16:00),confirmed
7895,Hummus Place,New York,United States,"305 Amsterdam Avenue, Manhattan, NY 10023, USA",,פתוח 11:30 AM–9:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7897,Insomnia Cookies - Penn Station,New York,United States,"One Pennsylvania Plaza Suite C108 New York, NY, 10119, United States",פתוח עד 3:00 AM בערב שישי (אחרי 21:00),פתוח 6:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00),confirmed
7898,Insomnia Cookies Fresh Meadows,New York,United States,"176-69 Union Tpke,  Fresh Meadows, NY , 11366, United States",פתוח עד 3:00 AM בערב שישי (אחרי 21:00),פתוח 12:00 PM–12:00 AM בשבת (חופף ל-08:00–16:00),confirmed
7908,Juice Press Tribeca,New York,United States,"415 Greenwich St, New York, NY, 10013, United States",,פתוח 9:00 AM–5:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7933,Krispy Kreme Penn Station,New York,United States,"Two Penn Plaza Amtrak Level New York, NY, 10001, United States",פתוח עד 11:00 PM בערב שישי (אחרי 21:00),פתוח 6:00 AM–11:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7934,Krispy Kreme Times Square,New York,United States,"1601 Broadway,  New York, NY, 10019, USA",פתוח עד 2:00 AM בערב שישי (אחרי 21:00),פתוח 7:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00),confirmed
7935,Krispy Kreme Upper East Side,New York,United States,"1276 Lexington Avenue (and 86th St) New York, NY, 10028, USA",פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 6:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7941,Le Basque,New York,United States,"15 Union Square W,  New York, NY , 10003, United States",,פתוח 11:30 AM–10:30 PM בשבת (חופף ל-08:00–16:00),confirmed
7969,Mezze Mediterranean Pizzeria,New York,United States,"100-18 Queens Boulevard Forest Hills, Queens, NY 11375, USA",,פתוח 11:00 AM–8:30 PM בשבת (חופף ל-08:00–16:00),confirmed
7978,Mill Basin Deli,New York,United States,"5823 Avenue T Brooklyn, NY, 11234, United States",,פתוח 9:00 AM–8:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7983,Modern Bread and Bagel Chelsea,New York,United States,"139 West 14th St, New York, NY, 10011",,פתוח 8:00 AM–5:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7984,Modern Bread and Bagel Midtown East,New York,United States,"630 Lexington Ave, New York, NY 10022, United States",,פתוח 8:00 AM–4:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7985,Modern Bread and Bagel UES,New York,United States,"1427 3rd Ave New York, NY, 10028, United States",פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 8:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00),confirmed
7994,Mozzarella,New York,United States,"264 Lee Avenue, Brooklyn, NY 11208, USA",,פתוח 8:00 AM–7:30 PM בשבת (חופף ל-08:00–16:00),confirmed
8002,Naim Pizza,New York,United States,"3904 15th Avenue  Brooklyn, NY, 11218, United States",,פתוח 10:00 AM–8:00 PM בשבת (חופף ל-08:00–16:00),confirmed
8006,Next Stop Vegan,New York,United States,"88 Livingston St, Brooklyn, NY, 11201, USA",פתוח עד 11:00 PM בערב שישי (אחרי 21:00),פתוח 11:00 AM–11:00 PM בשבת (חופף ל-08:00–16:00),confirmed
7354,המלך דוד – בשרי,Prague,Czech Republic,"Hybernská 1674/42, 110 00 Nové Město, צ'כיה., Prague",פתוח 24 שעות (כולל כניסת שבת),פתוח 24 שעות בשבת,needs_judgment
7355,המלך דוד – חלבי,Prague,Czech Republic,"Hybernská 1674/42, 110 00 Nové Město, צ'כיה., Prague",פתוח 24 שעות (כולל כניסת שבת),פתוח 24 שעות בשבת,needs_judgment
8392,Hotel da Música,Porto,Portugal,"Largo de Ferreira Lapa 21, Porto, 4150-323, Portugal",פתוח 24 שעות (כולל כניסת שבת),פתוח 24 שעות בשבת,needs_judgment
