group,pool,id,old_name,old_address,new_google_name,new_google_address,new_place_id,reason
sure_right,a-maybe,5425,בא לי פיצה,"יצחק רבין 4, בני עי""ש, Israel",בא לי פיצה,"Yitskhak Rabin St 1, Bnei Ayish, Israel",ChIJ6dNI3Q28AhURQ_TXjcdQbyw,שם ייחודי תואם (sim 1.00) + עיר
wrong_or_notfound,a-maybe,5989,יוספון,"הצורן 4, נתניה, Israel",,,,נבדקו 4 מועמדים — אף אחד לא מתאים (אין התאמה (sim 0.31))
sure_right,a-maybe,596,קפה דניה בית הכרם,"ירושלים, Israel",Denya cafe,"Shderot Herzl 102, Jerusalem, Israel",ChIJu3EUDLTXAhURsEFHTrGAs8g,"LLM אישר (0.92): קפה דניה (Denya cafe) is a clear Hebrew-to-English transliteration match. 'בית הכרם' (Beit HaKarem) is a neighborhood in Jerusalem. Shderot Herzl 102 is located in the Beit HaKarem neighborhood, confirming the geographic alignment. The unique name and consistent city location indicate this is the same establishment."
sure_right,a-maybe,4324,שניצליין,"הסיבים 25, פתח תקווה, Israel",שניצליגה,"מרכז חצי חינם, ראשון לציון 1, פתח תקווה, Israel",ChIJc4ZqLDY3HRURkJxlUZiEByA,שם ייחודי תואם (sim 0.75) + עיר
wrong_or_notfound,a-maybe,7072,קנקי לאונג',"28 בוגרשוב, תל אביב",Kanki Sushi Wine Bar,"Bograshov St 23, Tel Aviv-Yafo, Israel",ChIJ8WYTYX5MHRURabUyh6PtKl4,"LLM דחה (0.85): Different street numbers (28 vs 23) on same street. While the name 'קנקי לאונג'' (Kanki Lounge) and 'Kanki Sushi Wine Bar' appear related, the address discrepancy is significant. These are likely different establishments or one listing is outdated. Street number mismatch is a stronger signal than name similarity for distinguishing locations on the same street."
wrong_or_notfound,a-maybe,5341,עדן לכרמל,"אדניהו הכהן 5, ירושלים, Israel",Eden Carmel,"17 פריגן מעלה אדומים, Ma'ale Adumim",ChIJlWnSFjksAxURemZ4CEQsNJY,"LLM דחה (0.95): Different cities: A is in Jerusalem (ירושלים), B is in Ma'ale Adumim. Different addresses with no overlap. 'Eden Carmel' (עדן לכרמל) is a plausible chain name, but these are clearly separate locations in different municipalities."
sure_right,a-maybe,1415,שניצל יוסף,"בעלי מלאכה 11, נמל אשדוד, Israel",Schnitzel Yosef,"Ashdod, Israel",ChIJT6Vs6eejAhURcVjp8DaSJ0A,"LLM אישר (0.92): שניצל יוסף (Schnitzel Yosef) is a clear Hebrew-to-English translation match. Both reference the same unique restaurant name. A's specific street address (בעלי מלאכה 11, נמל אשדود) is in Ashdod port area, consistent with B's Ashdod location. Unique name + matching city + food business = same establishment."
wrong_or_notfound,a-maybe,4833,מעדני שבת,"אלעזר המודעי 4, ביתר עילית, Israel",,,,נבדקו 4 מועמדים — אף אחד לא מתאים (אין התאמה (sim 0.13))
wrong_or_notfound,a-maybe,3781,דני בתי מאפה,"תרמ""ב 20, ראשון לציון, Israel",Dany Bakery,"מתחם תחנת דלק סונול, דרך המכבים 22, ראשון לציון, Israel",ChIJuxkKYvi0AhURtBmtzKd9QEQ,"LLM דחה (0.85): דני בתי מאפה (Dany Bakery) is a known bakery chain in Israel. While both listings are in Rishon LeZion and share the name 'Dany/דני', they have different addresses: A is at Trempe 20, while B is at Hamakabim 22 (inside a Sonol gas station). These are different physical locations in the same city, indicating different branches. Without confirmation they're the same location, they should be treated as separate businesses."
wrong_or_notfound,no-cand,5583,הפסקת אוכל,"הרצל 167, רחובות, Israel",,,,גוגל לא החזיר אף מועמד
wrong_or_notfound,no-cand,6116,ארומה,"המנופים 11, הרצליה פיתוח, Israel",,,,גוגל לא החזיר אף מועמד
sure_right,no-cand,5754,PAU HANA פו האנה רעננה,"זרחין אלכסנדר 3, אזור תעשייה רעננה, Israel",Pau Hana פו האנה,"Zarhin St 3, Ra'anana, Israel",ChIJh_3NgK85HRUREJ6u2ZHM4z0,LLM אישר (0.95): Identical business name (Pau Hana פו האנה) with matching address in Ra'anana. 'Zarhin St 3' matches 'זרחין אלכסנדר 3' (Alexander Zarhin Street). Minor variations in address formatting and transliteration are typical between systems. Same physical location.
sure_right,no-cand,5166,בית פרטי,"דרך בית לחם 31, המושבה הגרמנית, ירושלים, Israel",מומנטו - חלל פרטי בממילא,"Mamilla Rd 13, Jerusalem, 9410613, Israel",ChIJn4MUuEApAxURr4ZOJEpc4Jo,שם ייחודי תואם (sim 1.00) + עיר
wrong_or_notfound,no-cand,5536,מזעקי,"ארלוזורוב 85, רחובות, Israel",,,,גוגל לא החזיר אף מועמד
wrong_or_notfound,no-cand,1732,מוטי זגרון סדנאות שף,"השושנים 3, אשקלון, Israel",,,,נבדקו 6 מועמדים — אף אחד לא מתאים (אין התאמה (sim 0.23))
wrong_or_notfound,no-cand,3868,קייטרינג קסם הקרמל,"בת שבע 1, לוד, Israel",,,,גוגל לא החזיר אף מועמד
wrong_or_notfound,no-cand,1602,קייטרינג ציון,"מש' קיפוד 3, באר שבע, Israel",קייטרינג זר מעדנים,"יהודי סוריה, Beersheba, Israel",ChIJ0V_FWmlmAhURgS7kwSu0FoY,LLM דחה (0.95): Different business names (קייטרינג ציון vs קייטרינג זר מעדנים) and different addresses in Beersheba. Both are catering services but are distinct establishments.
wrong_or_notfound,no-cand,2325,קייטרינג מלכה,"בן עמי 4, קרית אתא, Israel",בר מלכה - מגשי אירוח וקייטרינג חלבי לאירועים,"Gush Halav St 12, Rishon LeZion, 7535220, Israel",ChIJVQDpItS1AhUR_hfwru2gZkM,"LLM דחה (0.95): Different cities (Kiryat Ata vs. Rishon LeZion) and different street addresses. While both are catering businesses with 'Malka' in the name, the geographic separation and distinct addresses indicate these are different businesses, likely different branches or unrelated entities with similar names."
wrong_or_notfound,no-cand,1943,מונז׳ המטעמים של קטי,"הגדוד העברי 13, אשקלון, Israel",,,,נבדקו 4 מועמדים — אף אחד לא מתאים (אין התאמה (sim 0.24))
