id,old_name,google_name,name_sim,old_address,google_address,distance_m,business_status,google_phone,google_rating,google_rating_count,has_photo,google_maps_uri,confidence,status,reason
1295,ריבס הכשרה,ריבס הכשרה,1.000,"אורט 1, נמל אשדוד, Israel","Ort St 1, Ashdod, Israel",210,OPERATIONAL,,1,2,yes,https://maps.google.com/?cid=4309724040172072731&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.88,verified,dist=210m name=1.00 near+name
3778,פיצה בריבוע,פיצה בריבוע,1.000,"חיים עוזר 4, קניון לב העיר פתח תקווה, Israel","Khayim Ozer St 4, Petah Tikva, Israel",15,OPERATIONAL,077-797-8877,4.1,270,yes,https://maps.google.com/?cid=348705406428339071&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.95,verified,dist=15m name=1.00 close-proximity
4864,וופל בר,וופל בר קניון רמות ירושלים,1.000,"גולדה מאיר 255, רמות אלון, ירושלים, Israel","Sderot Golda Me'ir, Jerusalem, Israel",2231,OPERATIONAL,052-813-4101,3.6,165,yes,https://maps.google.com/?cid=12546225524148261599&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=2231m name=1.00 no-match
2313,שיפודי האגם,Simha And Sons Grill,0.125,"הירקון 1, טבריה, Israel","Al Hadif St, Tiberias, 1424308, Israel",784,OPERATIONAL,04-673-1542,4.4,3195,yes,https://maps.google.com/?cid=10600333023927124912&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=784m name=0.13 no-match
3090,לורנץ ומינץ,לורנץ ומינץ Lorenz and Mintz,1.000,"שלוש 42, נווה צדק, תל אביב, Israel","מכון שכטר schechter center, Aharon Chelouche St 42, Tel Aviv-Yafo, 6684521, Israel",28,OPERATIONAL,03-901-8070,4.3,1774,yes,https://maps.google.com/?cid=16431753706748132062&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.95,verified,dist=28m name=1.00 close-proximity
5716,טוקיו ביג'ינג,טוקיו בייגינג,1.000,"החינוך העברי 6, נתניה, Israel","Hahinuch Haivri St 6, Netanya, Israel",30,CLOSED_PERMANENTLY,,4.3,156,yes,https://maps.google.com/?cid=16480804098952040454&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.4,flagged,dist=30m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
2122,בורגר בר,בורגר בר,1.000,"הרב עוזיאל 66, שלומי, Israel","HaRav Uziel St 66, Shlomi, Israel",26,OPERATIONAL,,5,3,no,https://maps.google.com/?cid=8630590329681748032&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.95,verified,dist=26m name=1.00 close-proximity
7123,אונמי - הילטון תל אביב,Onami Hilton Tel-Aviv - אונמי הילטון תל אביב,1.000,"הירקון 205, תל אביב","HaYarkon St 205, Tel Aviv-Yafo, 6340506, Israel",1126,OPERATIONAL,03-520-2128,4.8,82,yes,https://maps.google.com/?cid=7439255817478658204&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=1126m name=1.00 needs-review
4718,קאסה וינה,,,"הרימון 1, גבעת זאב, Israel",,,,,,,,,,no_match,text-search returned nothing
6202,שווארמה איתי,Shmuel HaNatziv St 6,0.222,"שמואל הנציב 6, נתניה, Israel","Shmuel HaNatziv St 6, Netanya, 4228103, Israel",15,,,,,no,https://maps.google.com/?cid=12222828358830946375&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.6,flagged,dist=15m name=0.22 proximity-name-mismatch
5392,שיפודי התקווה,שיפודי התקווה,1.000,"הקישון 7, יבנה, Israel","קניון G, HaKishon, Yavne, Israel",31,OPERATIONAL,08-651-8888,4,44,no,https://maps.google.com/?cid=154665926289536564&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.95,verified,dist=31m name=1.00 close-proximity
3490,Cofizz,"בתי קפה בביאליק, רמת גן",0.000,"ביאליק 77, רמת גן, Israel","Bialik St 19, Ramat Gan, Israel",633,OPERATIONAL,,4.7,7,no,https://maps.google.com/?cid=16596029990534528841&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=633m name=0.00 no-match
4879,דני במדבר,Danny's Farm,0.286,"סוסיא, Israel","Hahita St 7, Sitria, Israel",26522,OPERATIONAL,,4.8,332,yes,https://maps.google.com/?cid=2279158135512546505&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=26522m name=0.29 no-match
4680,מקסיקנה,Mexicana,0.333,"אלוף קלמן מגן 3, מתחם שרונה, תל אביב, Israel","Aluf Kalman Magen St 3, Tel Aviv-Yafo, Israel",50,OPERATIONAL,03-696-0616,4.6,453,yes,https://maps.google.com/?cid=17185519690384060815&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.95,verified,dist=50m name=0.33 close-proximity
4432,Mr. Pretzels,קניון עופר הגבעה,0.250,"יוני נתניהו 29, קניון עופר הגבעה, גבעת שמואל, Israel","Yoni Netanyahu St 29-31, Giv'at Shmuel, Israel",99,OPERATIONAL,03-532-1510,4.1,3776,yes,https://maps.google.com/?cid=7340745862113738508&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=99m name=0.25 needs-review
4010,הדרים,Hadarim,1.000,"דרך השלום 51, גבעתיים, Israel","HaShalom Rd 51, Tel Aviv-Yafo, Israel",984,CLOSED_PERMANENTLY,03-573-9332,4.5,691,yes,https://maps.google.com/?cid=12705661752565215175&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.4,flagged,dist=984m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
5260,איל פרסקו,Il Fresco,0.500,"אגודת ספורט בית""ר 1, קניון ירושלים, Israel","Derech Agudat Sport Beitar 1, Jerusalem, 9695989, Israel",53290,OPERATIONAL,050-675-7740,4.1,85,no,https://maps.google.com/?cid=3741866179514509921&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=53290m name=0.50 no-match
5607,מטעמים,עד הלום,0.200,"אודם 14, עד הלום, Israel","Yahalom St 4, Ashdod, Israel",504,OPERATIONAL,,4.1,111,yes,https://maps.google.com/?cid=12993746298588971347&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=504m name=0.20 no-match
3850,רוז'נסקי,Rozhanski St 3,0.667,"רוז'נסקי 3, ראשון לציון, Israel","Rozhanski St 3, Rishon LeZion, Israel",15,,,,,no,https://maps.google.com/?cid=6232916389228399313&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.95,verified,dist=15m name=0.67 close-proximity
5699,BP בי פי נתניה,BP,0.250,"נתניה, Israel","תחנת דלק פז כביש החוף, Netanya, Israel",1266,OPERATIONAL,074-710-0017,4.6,4038,yes,https://maps.google.com/?cid=12386999519684304707&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=1266m name=0.25 no-match
2942,קייטרינג מעדני מלך,קייטרינג מעדני מלך,1.000,"דרך יחיעם 7, נהריה, Israel","Derech Yehi'am 7, Nahariya, Israel",881,OPERATIONAL,04-699-6221,3.9,10,no,https://maps.google.com/?cid=15735466024540541604&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=881m name=1.00 needs-review
6927,המשביע - דימונה,המשביע דימונה,1.000,"המלך דוד 70, דימונה","David HaMelech St 283, Dimona, 0860000, Israel",263,OPERATIONAL,08-610-9960,4.4,258,yes,https://maps.google.com/?cid=12534855614163782583&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=263m name=1.00 needs-review
3453,קייטרינג לוטם,קייטרינג חלבי טעם וטקסטורה-בדץ העדה החרדית,0.500,"אילת 100, חולון, Israel","HaOrgim St 10, Holon, Israel",3267,OPERATIONAL,03-303-6002,5,386,yes,https://maps.google.com/?cid=1430183229669190927&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=3267m name=0.50 no-match
3386,גולדות,Garden 83 - Beer & Burger,0.100,"רוטשילד 83, ראשון לציון, Israel","Rothschild St 83, Rishon LeZion, Israel",20,OPERATIONAL,03-501-5511,4.1,2126,yes,https://maps.google.com/?cid=122429139003777819&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.6,flagged,dist=20m name=0.10 proximity-name-mismatch
1609,לבריאות,Sderot Lachish 1,0.111,"שד' לכיש 1, קריית גת, Israel","Sderot Lachish 1, Kiryat Gat, Israel",619,,,,,no,https://maps.google.com/?cid=984935993448255508&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=619m name=0.11 no-match
5341,עדן לכרמל,Eden Carmel,0.714,"אדניהו הכהן 5, ירושלים, Israel","17 פריגן מעלה אדומים, Ma'ale Adumim",10772,OPERATIONAL,02-590-6655,4.2,95,yes,https://maps.google.com/?cid=10823324475189651066&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=10772m name=0.71 no-match
4830,קפה הרובע,קופיז Cofizz,0.000,"תפארת ישראל 11, הרובע היהודי, ירושלים, Israel","Ha-Meshorerim St 1, Jerusalem",23,OPERATIONAL,,4.1,78,yes,https://maps.google.com/?cid=14110589492249005696&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.6,flagged,dist=23m name=0.00 proximity-name-mismatch
2288,קיסר מיט בר,מסעדת קיסר ראש פינה - Caesar Meat Bar - כשר למהדרין,0.500,"ראש פינה, Israel","Galil road 1, Rosh Pinna, Israel",606,OPERATIONAL,04-664-2536,4.8,444,yes,https://maps.google.com/?cid=15408299908068406783&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=606m name=0.50 no-match
2977,המחבת,Spa Village Hamat Gader,0.167,"חמת גדר, Israel",Hamat Gader,513,OPERATIONAL,04-665-9999,4,1546,yes,https://maps.google.com/?cid=15991149716497195011&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=513m name=0.17 no-match
6149,הפריקסה של חיימיקו,הפריקסה של חיימיקו,1.000,"דרך רמתיים 63, הוד השרון, Israel","Ramatayim Road 63, Hod HaSharon, Israel",325,CLOSED_TEMPORARILY,09-865-7371,4.7,1158,yes,https://maps.google.com/?cid=8568476481485919027&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.4,flagged,dist=325m name=1.00 business=CLOSED_TEMPORARILY (non-operational)
6939,אופיר בסט - רמות,פיצה פלאפל אופיר בסט,0.667,"המשורר אצ""ג 2, ירושלים","Ha Meshorer Azag St 3, Jerusalem",6388,OPERATIONAL,02-571-4562,4,58,yes,https://maps.google.com/?cid=715021982458096479&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=6388m name=0.67 no-match
4460,מאפה נאמן,Neeman Bakery,1.000,"חיים סוטין 4, פתח תקווה, Israel","Khayim Soutin St 4, Petah Tikva, Israel",2927,OPERATIONAL,03-930-1118,3.9,1949,yes,https://maps.google.com/?cid=12600924758207600239&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=2927m name=1.00 no-match
4683,פיצה שמש,פיצה שמש,1.000,"שד' מרדכי בן פורת 79, אור יהודה, Israel","Sderot Mordehai Ben Porat 79, Or Yehuda, Israel",1064,OPERATIONAL,03-533-0111,4.2,592,yes,https://maps.google.com/?cid=10811607075360415458&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=1064m name=1.00 needs-review
4313,פיצה רומא חולון,Pizza Roma פיצה רומא חולון,1.000,"שאלתיאל 16, חולון, Israel","David She'alti'el St 16, Holon, Israel",119,OPERATIONAL,03-551-2787,4.1,141,yes,https://maps.google.com/?cid=15408639815793746669&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.88,verified,dist=119m name=1.00 near+name
5927,שולחן דוד,שולחן דוד,1.000,"שד' עובד בן עמי 10, נתניה, Israel","Sderot Oved Ben Ami 10, Netanya, Israel",25850,OPERATIONAL,052-744-4904,3.1,126,yes,https://maps.google.com/?cid=12523999190914052352&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=25850m name=1.00 no-match
1688,"מאפיית אדום אילת בע""מ",מאפיית אדום דודו אילת בע״מ,1.000,"הבנאי 5, אילת, Israel","HaBanay St 5, Eilat, 88000, Israel",36,OPERATIONAL,08-637-8256,4.1,132,yes,https://maps.google.com/?cid=3707777758222060946&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.95,verified,dist=36m name=1.00 close-proximity
1549,שווארמה האחים,פלאפל ושווארמה הירוק השלום 48,0.455,"דרך השלום 48, באר שבע, Israel","Derech HaShalom 48, Beersheba, Israel",1529,OPERATIONAL,08-699-5597,4.3,29,yes,https://maps.google.com/?cid=18238043401727901570&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=1529m name=0.45 no-match
4765,מגש הפיצה,Pizza Italiano,0.111,"קידרון 10, גבעת זאב, Israel","מתחם תחנת דלק גבעונים, Giv'at Ze'ev",153921,OPERATIONAL,02-573-4666,4.4,408,yes,https://maps.google.com/?cid=5489295018680158207&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=153921m name=0.11 no-match
1749,בורגראנץ',בורגראנץ' סניף אילת,1.000,"המוצר 1, אילת, Israel","קניון הים האדום, Sderot HaTmarim 2, Eilat, Israel",1264,OPERATIONAL,1-700-700-600,3.7,258,yes,https://maps.google.com/?cid=9695304095451596065&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=1264m name=1.00 no-match
3607,MEAT MEAT,Better Burger,0.231,"רוטשילד 77, פתח תקווה, Israel","Rothschild St 83, Petah Tikva, Israel",146,OPERATIONAL,1-700-700-905,4.5,2271,yes,https://maps.google.com/?cid=1445327776174765699&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=146m name=0.23 needs-review
7009,WayCup Coffee מקווה ישראל,WayCup Coffee,1.000,"מקווה ישראל 17, תל אביב","Mikve Israel St 17, Tel Aviv-Yafo, Israel",2533,OPERATIONAL,03-924-3962,4.7,793,yes,https://maps.google.com/?cid=13797754243599516561&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=2533m name=1.00 no-match
1343,גלידה מרג'לטו,גלידה מרג'לטו Gelateria Margelato,1.000,"שד' יוהנה ז'בוטינסקי 13, באר שבע, Israel","Sderot Johana Jabotinsky 13, Beersheba, Israel",2000,CLOSED_PERMANENTLY,052-402-5228,4.4,146,yes,https://maps.google.com/?cid=10710363425941226357&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.4,flagged,dist=2000m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
4264,הסנדווצ׳יה,סנדויץ בר בגט,0.444,"ירמיהו 43, חולון, Israel","HaPeled St 26, Holon, Israel",642,OPERATIONAL,03-558-7566,4.2,45,yes,https://maps.google.com/?cid=9952786897408259949&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=642m name=0.44 no-match
3277,חומוס העיר,Hummus & Co.,0.429,"אברבנאל 35, פלורנטין, תל אביב, Israel","Herzl St 98, Tel Aviv-Yafo, Israel",332,OPERATIONAL,052-488-3183,4.5,729,yes,https://maps.google.com/?cid=2457207620275065590&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=332m name=0.43 no-match
2547,"יש פה פיצה, נהריה",יש פה פיצה,0.667,"שד' הגעתון 35, נהריה, Israel","Sderot HaGa'aton 35, Nahariya, Israel",123,OPERATIONAL,04-828-4424,4.4,314,yes,https://maps.google.com/?cid=4415354467300161660&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.88,verified,dist=123m name=0.67 near+name
2161,פיצה טורינו,Torino Pizza,0.600,"שד' הנשיא 121, חיפה, Israel","HaNassi Blvd 121, Haifa, Israel",33569,OPERATIONAL,04-821-1515,3.3,146,yes,https://maps.google.com/?cid=14392331434804415137&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=33569m name=0.60 no-match
6755,B-FRESH - אייס מול,B-Fresh,1.000,"קאמפן 8, אילת","Kampen St 8, Eilat, Israel",1742,OPERATIONAL,052-474-2466,3.9,63,yes,https://maps.google.com/?cid=14587317810312494557&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=1742m name=1.00 no-match
4305,קייטרינג אריסה,אנגוס פלוס מרכז הבשר והעוף,0.143,"גולומב 15, חולון, Israel","Golomb St 15, Holon, Israel",72,OPERATIONAL,,4.1,25,yes,https://maps.google.com/?cid=16029920773917406910&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.6,flagged,dist=72m name=0.14 proximity-name-mismatch
1799,באזל בר שדרות,באזל בר מסעדה שדרות,1.000,"הרצל 3, שדרות, Israel","איילים, שדרות, Israel",96,OPERATIONAL,054-505-4776,4,6,yes,https://maps.google.com/?cid=10199902589217980584&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.88,verified,dist=96m name=1.00 near+name
4139,שווארמה בוחניק,שווארמה בוחניק ראשון לציון,1.000,"הרצל 2, ראשון לציון, Israel","Herzl St 2, Rishon LeZion, 7528701, Israel",72,OPERATIONAL,03-674-0922,3.7,182,yes,https://maps.google.com/?cid=17974276838471044822&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.95,verified,dist=72m name=1.00 close-proximity
4538,סקאי,Sekai סקאי,1.000,"הברזל 10, רמת החייל, תל אביב, Israel","HaBarzel St 10, Tel Aviv-Yafo, 6971014, Israel",406,OPERATIONAL,050-770-5544,4.8,136,yes,https://maps.google.com/?cid=990620195631049354&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=406m name=1.00 needs-review
6188,טוסטביף,טוסטביף אם הדרך,1.000,"כפר ויתקין, Israel","Kfar Vitkin, Israel",839,OPERATIONAL,09-768-5675,3.9,96,yes,https://maps.google.com/?cid=8797560514474283429&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=839m name=1.00 needs-review
3807,חומוס נרי,חומוס נרי ראש העין,1.000,"הרב שלום שבזי 60, ראש העין, Israel","Ha-Rav Shalom Shabazi St 58, Rosh Haayin, Israel",1073,OPERATIONAL,077-300-7200,4.7,626,yes,https://maps.google.com/?cid=16560478483202120074&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=1073m name=1.00 needs-review
6650,אישטבח ירושלים,Ishtabach,0.455,"השקמה 1 מחנה יהודה, ירושלים","השקמה פינת, Beit Ya'akov St 1, Jerusalem, Israel",1899,OPERATIONAL,02-623-2997,4.4,4709,yes,https://maps.google.com/?cid=1702997159882302509&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=1899m name=0.45 no-match
2928,פיצה בן ציון,פיצה סטורי נהריה,0.125,"הרצל 91, נהריה, Israel","Herzl St 64, Nahariyya, 2240113, Israel",155,OPERATIONAL,04-825-5530,4.4,192,yes,https://maps.google.com/?cid=9961784356732619750&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=155m name=0.13 needs-review
2264,בום בורגר,קפטן cook,0.000,"יוחנן בן זכאי 7, טבריה, Israel","Sderot Sapir, Tverya, Israel",1819,OPERATIONAL,054-218-1819,5,24,yes,https://maps.google.com/?cid=2379480915911835438&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=1819m name=0.00 no-match
2854,מסעדת TOWER מסעדת בשרים,מסעדת טאוור - TOWER,0.500,"חיפה, Israel","Herzl St 63, Haifa, Israel",1272,OPERATIONAL,054-930-0088,3.8,13,yes,https://maps.google.com/?cid=10978315243270340838&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=1272m name=0.50 no-match
2065,סטקיית סלע,Steak House Sela - Kosher,0.833,"בן צבי 10, טבריה, Israel","Ben Zvi St 10, Tiberias, Israel",115,OPERATIONAL,04-673-3020,4.7,1421,yes,https://maps.google.com/?cid=12652709066781559520&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.88,verified,dist=115m name=0.83 near+name
2126,59 בשדרה,Sderot Ben Gurion 59,0.200,"שד' בן גוריון 59, המושבה הגרמנית, חיפה, Israel","Sderot Ben Gurion 59, Haifa, Israel",16,,,,,no,https://maps.google.com/?cid=13040181035288535626&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.6,flagged,dist=16m name=0.20 proximity-name-mismatch
7298,פיצה פרגו,Pizza Prego,0.750,"הלוחמים 62, תל אביב, Israel","Ha-Lokhamim St 62, Tel Aviv-Yafo, Israel",325,OPERATIONAL,03-600-6161,3.1,45,yes,https://maps.google.com/?cid=10941279582890333747&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=325m name=0.75 needs-review
5454,אבו הלל,Abu Hilel,0.800,"באר טוביה, Israel","Ha-Biluyim St 13, Gedera, Israel",10072,OPERATIONAL,08-632-3226,4.7,277,yes,https://maps.google.com/?cid=15070696803494909579&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=10072m name=0.80 no-match
2572,פיקולו לה קאסה Piccolo la Casa,פיקולו לה קאסה Piccolo La Casa,1.000,"אנפה 7, שלומי, Israel","Anafa St 7, Shlomi, Israel",24,OPERATIONAL,050-541-1123,3.8,5,yes,https://maps.google.com/?cid=7718449988610095244&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.95,verified,dist=24m name=1.00 close-proximity
2225,גריל בר 8,הבן של סימו מסעדת בשרים,0.000,"ככר צה""ל 20, קריית שמונה, Israel","ת.ד 8716, Tel Hai 108, Kiryat Shmona, Israel",150,OPERATIONAL,04-699-7550,4.4,609,yes,https://maps.google.com/?cid=4398939862909855329&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=150m name=0.00 needs-review
6467,Babbi's,BABBI'S,1.000,"הבנאים 3, אשדוד","HaBana'im St 3, Ashdod, Israel",1032,OPERATIONAL,08-856-9457,4.1,2771,yes,https://maps.google.com/?cid=13259125846053307802&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.7,flagged,dist=1032m name=1.00 needs-review
4182,בורגראנץ',Marlen,0.250,"רמב""ם 30, גבעתיים, Israel","Rambam St 30, Giv'atayim, Israel",19,OPERATIONAL,051-500-8717,4.2,1667,yes,https://maps.google.com/?cid=16494870148433950223&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.6,flagged,dist=19m name=0.25 proximity-name-mismatch
5195,הסלטיה הלל,הסלטיה,1.000,"הלל 23, ירושלים, Israel","Hillel St 23, Jerusalem, Israel",8,OPERATIONAL,02-622-3300,4.2,244,yes,https://maps.google.com/?cid=9570526309279491437&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.95,verified,dist=8m name=1.00 close-proximity
7188,פלאפל בריבוע מרום נווה,Marom Mall,0.188,"חיים לנדאו 7, רמת גן","Khayim Landau St 7, Ramat Gan, Israel",563,OPERATIONAL,03-574-9969,3.9,3269,yes,https://maps.google.com/?cid=2851274937353457025&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,0.2,no_match,dist=563m name=0.19 no-match
