buckets,id,final,source,old_name,old_address,old_lat,old_lng,google_place_id,google_name,google_address,google_lat,google_lng,name_sim,distance_m,business_status,food_signal,google_primary_type,google_types,google_phone,google_rating,rating_count,opening_hours,has_photo,photo_name,photo_attribution,llm_verdict,llm_conf,llm_reason,google_maps_uri,resolved_final,collision
LLM (other)|LLM low-sim (<0.4)|high distance (>1km),6056,verified,llm,סנטיאגו כפר יונה,"העליה 33, כפר יונה, Israel",32.0118497,34.7681132,ChIJ45ebKpMVHRURVU4qtqAWtvQ,Santiago,"HaAliya St 33, Kfar Yona, Israel",32.3161659,34.928970299999996,0.364,37072,OPERATIONAL,food,israeli_restaurant,israeli_restaurant;restaurant;food;point_of_interest;establishment,077-301-0323,4.2,505,Monday: 10:30 AM – 10:30 PM | Tuesday: 10:30 AM – 10:30 PM | Wednesday: 10:30 AM – 10:30 PM | Thursday: 10:30 AM – 10:30 PM | Friday: Closed | Saturday: Closed | Sunday: 10:30 AM – 10:30 PM,yes,places/ChIJ45ebKpMVHRURVU4qtqAWtvQ/photos/AaVGc3nue67YaIQw_ncm-vSp_jwdCzEkvbtKNN7eBrqxrF-E8Ac8BqZRqVphCrw6-UFGYYRKfxQaIW851_X7YPMnbh3ENdrtjeQY60wEefQ-6KKzV9HcK6LVz1MzZ7vLqEToyYWMXk8EBCsWSMY7DcuOYJNTm7X9wwvInoHicIruUcOFainwnizWcGI62PXTuK7x0paJ4Fmxp3_wExuRkk6JmWjV_eTT1N7bhau08y8TV25crgMBdVv4GCjS6ehEbfmFQtFC_mRl9rFVrBFqXazGU9AAZrfyAlhWEEO9eJ3BYpDE0KPBZAQiGuIyuH0kPG1Ba103lJ4Zjq12GZMtGkjY6YxmJfMqkMaFBfh7BXS3Jilc5z52fXSmEi-mkOPormehrrsJikKS8tTDEllVeLLJv3C58Ea1nNd2UYOnEsODdTU_10SV,נאור חכמון,yes,0.95,"Name matches (Santiago in Hebrew = סנטיאגו), street address identical (HaAliya St 33 / העליה 33), city matches (Kfar Yona / כפר יונה). Large distance_meters value appears to be data error; actual addresses are the same.",https://maps.google.com/?cid=17633306270522560085&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
LLM (other)|LLM low-sim (<0.4),4914,verified,llm,ביסטרו חלבי יודה,"ההגנה 21, ירושלים, Israel",31.8024277,35.2383652,ChIJiVqrmIwpAxURzeryyBO97gQ,Yuda Bistro Dairy,"Ha-Hagana St 21, Jerusalem",31.8024797,35.2384378,0.364,9,OPERATIONAL,food,cafe,cafe;food;point_of_interest;establishment,02-582-0999,4,259,Monday: 7:00 AM – 11:00 PM | Tuesday: 7:00 AM – 11:00 PM | Wednesday: 7:00 AM – 11:00 PM | Thursday: 7:00 AM – 11:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: Closed | Sunday: 7:00 AM – 11:00 PM,yes,places/ChIJiVqrmIwpAxURzeryyBO97gQ/photos/AaVGc3lPTYVyc21RYMlurleLWLI0kG2RPfI1h77nDExjwClDSGvH8Jzt79o4v3rjSsmb37c4xKy-Txx2E1QSHlXxeMRnrXHtCPGxC3pZQlTXcJ9z71QVII7ksVBID_-ZQpz4Z8e4B_FM-G4Y8VkQSSc8HKfDgSjKTx16K7QZZiaGp5j4W-cHjdZ_yXo2MLWDdEOSuk57YNW_tatoLrDxk88s7l9o3x617oepkB7aSYL8m6so1iSRdl70EwDvVe7ryYrquXYHXTh9BO5-LnfMbMeAccAgH3Td4n1J_vUVAoiXCceiWX4hkHl-_p_spWmq_U1cPkCiT7w6UmdSwQo5G2KcmTk0FfalxqOOP0DJdAoyrqe7pSTl85-Iu_DH93vh5k5dw4nusGPhCSiDT4LLCzvZahifjYZa4tYWm1WEpe1C99_Icw,אייר לין,yes,0.98,Exact match: 'ביסטרו חלבי יודה' (Bistro Halavi Yuda) translates to 'Yuda Bistro Dairy'. Same street (Ha-Hagana/ההגנה) and house number (21) in Jerusalem. Distance of 9m is negligible.,https://maps.google.com/?cid=355429313282239181&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
LLM low-sim (<0.4)|LLM (other),1764,verified,llm,פסטה וזהו,"ההסתדרות 10, שדרות, Israel",31.5248506,34.5917563,ChIJnaXGHFSBAhURMfm_iG84vg4,Pasta and That's It,"Ha-Histadrut St 12, Sderot, Israel",31.525331899999998,34.591680499999995,0.375,54,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,08-633-3789,4.4,590,Monday: 11:30 AM – 11:00 PM | Tuesday: 11:30 AM – 11:00 PM | Wednesday: 11:30 AM – 11:00 PM | Thursday: 11:30 AM – 12:00 AM | Friday: Closed | Saturday: 9:00 PM – 12:00 AM | Sunday: 11:30 AM – 11:00 PM,yes,places/ChIJnaXGHFSBAhURMfm_iG84vg4/photos/AaVGc3nivBWcdL7CXgqIlpCLqr4fd03OkLwtbRVoJBdfPokw85pf6zdoeQ7V3NfK0t8mdoz7rlv2FPrdF92YsxaxXhFrMgTuCZDGVAXQJExJ6-dgBGD3XVLCeL9mtUMYqoJRK-hZSp1HXWMyOOTt3q9W0xpBI3-iDTknSv4TzcACZPgtep0eLqCOq03vXiw7j8ljR3rjFTnb-7FFq_WVRklsdWwso2cRn1u7wKWldOIYc1Jn8jxWkUjvc-FNmllVNaD9juwbmWz72Ov3ZooMAfA2WKYBET5hWBAwMClxHSLNwVy5HKPjeJlX-F2DCPXfxr7D3hx3M1Snmej_AspkwoxiRuEEpkxUzwyr41mIhrt2GSeAnrmnyCJLh3YYjysC6AgWwi2K0S_Bea2o3-oTRdv8KKOtjvm5sY9yrfmkYCDc61QMkoc,פסטה וזהו,yes,0.95,Unique name matches perfectly (Hebrew 'פסטא וזהו' = English 'Pasta and That's It'). Same street (Ha-Histadrut/ההסתדרות) and city (Sderot/שדרות). House number differs by 2 (10 vs 12) but distance of 54m is small enough to account for address record errors. Strong match.,https://maps.google.com/?cid=1062348613792823601&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
LLM low-sim (<0.4)|high distance (>1km)|LLM (other),6727,verified,llm,Luna Sushi,"החשמונאים 20, גן יבנה",31.7833,34.7167,ChIJEbciXYW9AhURFiY7JZTLQW8,לונה סושי גן יבנה,"Khashmona'im St 20, Gan Yavne, 70800, Israel",31.7833531,34.6919891,0.385,2336,OPERATIONAL,food,sushi_restaurant,sushi_restaurant;diner;asian_restaurant;meal_takeaway;japanese_restaurant;restaurant;food;point_of_interest;establishment,08-855-5030,4.5,111,Monday: 11:30 AM – 11:00 PM | Tuesday: 11:30 AM – 11:00 PM | Wednesday: 11:30 AM – 11:00 PM | Thursday: 11:30 AM – 11:00 PM | Friday: 11:00 AM – 3:00 PM | Saturday: 8:00 – 11:30 PM | Sunday: 11:30 AM – 11:00 PM,yes,places/ChIJEbciXYW9AhURFiY7JZTLQW8/photos/AaVGc3lHbi1dN8osNM2LPQ5UujVQAua_oQ1y55qZqoNNhJivubwxbIXZYf4Z72h7KgxibSVnQa9HqL8XjHuwFptDBi6kKAjxomBaAAUmJ6LW2QgggcHbhVjqIEqjHOmpYCzWnfq14XzHKl5oTpPIs7I_Jz4cuMKRUWGqZncgcKUL-n_L8JGe-vuvI1_xf2eBizPwGljfrXhxwCdIlYuEzMPbd8wLoClMB5FqXQJyFESy4GhIBUDw-SzOEvc0c8OMS_vPUqseoE_gcKFm_yiYoNJTa-WrwCEjsQXjLVpjo0DO49rzCzScBIgDRWWrjou0aqX_fOu9rGxst8ajfsCY94aTGa63bIqrowrKwvKhft2hBrRNgKeVFEK0ik4llGAjCRLWdyCnNz47JTzI26akxn5NXAztAKhaYSdZKFGFqcz2-BJZBipBGl7AOxhK76JITsl-,לונה סושי גן יבנה,yes,0.95,"Same unique business name (Luna Sushi / לונה סושי), identical street (Khashmona'im/החשמונאים) and house number (20), same city (Gan Yavne/גן יבנה). Distance of 2336m likely due to coordinate system differences, not a physical mismatch. Address details align perfectly.",https://maps.google.com/?cid=8016912648836425238&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
LLM (other)|high distance (>1km),6052,verified,llm,"מאפיית ברנולי בע""מ","שיזף 10, אבן יהודה, Israel",32.0331908,34.8568648,ChIJo0ZJjKY_HRURgmrlUjds424,Barnully Bakery,"Sheizaf St 10, Even Yehuda, 4052440, Israel",32.2791092,34.8922202,0.400,27547,OPERATIONAL,food,bakery,bakery;food_store;store;food;point_of_interest;establishment,050-255-5558,4.7,420,Monday: 6:00 AM – 2:00 PM | Tuesday: 6:00 AM – 2:00 PM | Wednesday: 6:00 AM – 2:00 PM | Thursday: 6:00 AM – 7:00 PM | Friday: 6:00 AM – 2:00 PM | Saturday: Closed | Sunday: 6:00 AM – 2:00 PM,yes,places/ChIJo0ZJjKY_HRURgmrlUjds424/photos/AaVGc3nUS4nIw_Ka-ydzKZDaZeN4VCb0V-aBW3YIFTOYIhrUIIh-OlU4EtQQwSUEZqPvw2F85WxGj-R4qUYweNX1OkJkj05OKn0LNwCedUbFVnTTYmzputspvTiitLsHW1LXrEy9WgOL19uIHXcdvPPYiyk1UJ28A15MOLZJQEuUpGd1mGQSw1JgBkvZJ2_Yw8rF74mAwCkfhqeZNSC4VjcUkg8DoiAI4gecAcdyiZ0f2Sj9zh_BwJ96j0UduKVK53NgBZmfIRyI3u1gduY2g91hXz5fyNTsN7RNPe2vNbfCsV8x7AGlAx2SY7QjhqcGXJVDR_LnXFp_ujL9BYZIJE1Ams7zwqEH3KY8uoEy-TG3yXMguZ4RYahr1LV4mK-fUzK-sYhQpjFAuTnKUngz1M1ukHNelG_YSmnZpd7r6w0mUs1MzYwV,"מאפיית ברנולי בע""מ",yes,0.95,"Name matches (Bernoulli/Barnully - transliteration variant), street and house number identical (Sheizaf/Shizaf 10), city matches (Even Yehuda). Large distance_meters value appears to be a data error; the address components clearly correspond.",https://maps.google.com/?cid=7990349148755159682&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
high distance (>1km)|LLM (other),3229,verified,llm,בשר 34,"שד' ישראל גורי 34, תל אביב, Israel",32.0915601,34.8223806,ChIJD-UKyPZLHRUROZjy_H7-o6s,Meat 34,"Israel Guri, תל אביב-יפו, 6683015, Israel",32.042425,34.7809203,0.429,6717,OPERATIONAL,food,fast_food_restaurant,fast_food_restaurant;restaurant;food;point_of_interest;establishment,03-778-7017,3,6,Monday: 11:00 AM – 7:00 PM | Tuesday: 11:00 AM – 7:00 PM | Wednesday: 11:00 AM – 7:00 PM | Thursday: 11:00 AM – 7:00 PM | Friday: Closed | Saturday: Closed | Sunday: 11:00 AM – 7:00 PM,no,,,yes,0.95,"Name matches perfectly (בשר=Meat, 34=34). Street name matches (שד' ישראל גורי = Israel Guri). House number 34 is explicit in both. Large distance_meters appears to be a calculation error (likely coordinate precision issue), but street+house+name alignment is definitive. Unique business name confirms match.",https://maps.google.com/?cid=12368008823052605497&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
high distance (>1km)|LLM (other),4610,verified,llm,ארוגולה שף אזור,"השיקמה 5, אזור, Israel",31.8069012,34.6405941,ChIJ0-tCgXJLHRURF7_wDDBMnwI,Arugula Chef Azur,"HaShikma St 5, Azor, Israel",32.030246,34.7979578,0.444,28937,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,03-921-5493,4.6,71,Monday: 8:00 AM – 4:00 PM | Tuesday: 8:00 AM – 4:00 PM | Wednesday: 8:00 AM – 4:00 PM | Thursday: 8:00 AM – 4:00 PM | Friday: Closed | Saturday: Closed | Sunday: 8:00 AM – 4:00 PM,yes,places/ChIJ0-tCgXJLHRURF7_wDDBMnwI/photos/AaVGc3maODRJPU7ZpOQxLOOQsyRSovZ_GTOph_rlNYS0jBfNsVx8uYUPG5mfVY2SvMr8kCUfAsY798RLusdb9B-Q66a9yPC1fOm7INz1lkP7ynHyAEgNyOtFKJ7fEN-3XyJ4jXh0zv7PwEg4sgd_zqmevltn0XYVjasZxqqm03z2Azgn-2Ju2ZiM1lNE_60DStJ55N5-4MuGcLw2Mq4gXZhv5GH9e6nb5Fwqd3n1P0nEfPbVweXe_6qlBdteEJlujM4m-t2nd0MAkSqtmqDkXFSUyhHX_OIYDGnl8wTiFYeaevo2pLGxfgAv7vzTwQWr2Mc_jwL_PxsbcGXxGpP3viWQDl2mmLVtAWNNRXrnzcyLC52g5qz0l-fJ8UPV7s6xs-s5eJDxS2z7g-m3Ac5ZBtQTiXsbKXNoD9wZv68dk0a9lTk5cA,Shahar Meir,yes,0.95,"Names match perfectly (Hebrew 'ארוגולה שף אזור' = English 'Arugula Chef Azur'), street and house number identical (HaShikma 5, Azor). Large distance_meters value likely due to coordinate error in our database, which is common. All address elements align clearly.",https://maps.google.com/?cid=188953478632095511&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
LLM (other)|high distance (>1km),7187,verified,llm,פלאג אין רמת ישי,"האקליפטוס 3, רמת ישי",32.7,35.1667,ChIJm3R464ayHRUR0-rD3NWJn6g,Plugin,"Ekaliptus St 3, Ramat Yishai, Israel",32.707819,35.174827,0.444,1155,OPERATIONAL,food,bar,night_club;karaoke;bar;point_of_interest;establishment,050-550-5052,4.3,1113,Monday: 6:00 – 11:30 PM | Tuesday: 6:00 – 11:30 PM | Wednesday: 6:00 PM – 12:00 AM | Thursday: 6:00 PM – 12:00 AM | Friday: Closed | Saturday: 8:00 PM – 12:00 AM | Sunday: Closed,yes,places/ChIJm3R464ayHRUR0-rD3NWJn6g/photos/AaVGc3nuryifCV9_VR6jNSo-xrlgECu8rquGSQGlTMGSOU2WZHC_ZW60yZKXSE2RQ572pCIzou7GA58KoJ7Baa2rx5EE0DYwSJdI8jratO22McJSm3iIJDWD54adrR2hKYRYg3R6iC2YLIZAJJq3_-crga7S4fZMkSRkIc0IwMm6ILgoFBEtG0imoywyD_KUHuqEmghBEsQB7NieXM75S9mSdCtVF_LiNvlf2MJKy01fVpAwQMdEvI78oMN2qutoDJ1ZZuIEjm7hS2vfthf8azkrpwBV43dV2NyWsYnQDuHrRUCkwEI6FUlEiYlOQcduJftgC99NsPMiW5Jh1AMJT14QqjrgKIEYUwV29C8FA2iKiQxTryo2ZMknms-CpMFoHPkiETVB7cuI9momuS4TsDCrfSIuXQwbFWmc8ASQD_zTOXcxzg,אורי צור,yes,0.95,"Hebrew 'פלאג אין' transliterates to 'Plugin'. Street name 'האקליפטוס' = 'Ekaliptus' (same street). House number 3 matches exactly. City Ramat Yishai matches. Distance of 1155m likely due to coordinate system differences, but street+house+city all align perfectly.",https://maps.google.com/?cid=12150581871293754067&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
LLM (other)|high distance (>1km)|resolved-collision winner,5953,verified,llm,הפלאפל של טובה,"פנקס דוד 14, נתניה, Israel",32.080893,34.8287361,ChIJ1XXAkwRAHRURrFEKUCIutxM,Falafel Tova,"David Pinkas St 14, Netanya, Israel",32.3211764,34.8742446,0.444,27059,OPERATIONAL,food,falafel_restaurant,falafel_restaurant;restaurant;food;point_of_interest;establishment,050-292-2496,4.6,590,Monday: 10:00 AM – 5:00 PM | Tuesday: 10:00 AM – 5:00 PM | Wednesday: 10:00 AM – 5:00 PM | Thursday: 10:00 AM – 5:00 PM | Friday: Closed | Saturday: Closed | Sunday: 10:00 AM – 5:00 PM,yes,places/ChIJ1XXAkwRAHRURrFEKUCIutxM/photos/AaVGc3kEZYAdB7RL-bhoI1oiAF54SUOockd-zjEWgMzcC6WI7Ge446mu0YT2Wm2Q5bFKLiEwaZZM3ettx6FnP_6PYoFfUF0xfM8PvPP-JopnRfgBw67IWV6Px-NbxtapWDLwbwV4R54VD0Xm4FbosfMBfUnN-SAwUYMyh--7ctjkPMtsbgFFFfUFkSI4o7JzcBQp1quL87m7BUJLnZEZWVXBj9fSrHWU0vkb0LhlPr7fzBTpFH6Mr4xW8iLDXu4_dij6Bd2DzFrc3lcIofO35ZI2hUC3FhEMvUZ8aadE15v-H04LK5GJ8ogJ_BuFkLow1MyaBrUyB0OMiMVw038M2ZUAZzeztdgrENUi485R384l3FVJi-AbwtbaiO0CkWXZ7htrZJRsSG3ayqtAJBcsTICHnaRf_9NL2L_581GHHZ_JQYNkQQ,AQUAMAN,yes,0.95,"Unique name match (Hebrew 'הפלאפל של טובה' = 'Falafel Tova'), identical street and house number (Pinkas David/David Pinkas St 14), same city (Netanya). Large distance_meters value appears to be a data error; addresses match precisely.",https://maps.google.com/?cid=1420654932365300140&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
address-first|high distance (>1km),3650,verified,address-first,פיצה עגבניה,"ז'בוטינסקי 155, רמת גן, Israel",32.0742201,34.8484193,ChIJD98PSyxKHRURRHroJNWgYzs,Agvania Pizza,"Jabotinsky St 155, Ramat Gan, Israel",32.0910055,34.8222721,0.500,3091,OPERATIONAL,food,pizza_restaurant,pizza_restaurant;vegetarian_restaurant;restaurant;food;point_of_interest;establishment,03-677-3332,3.7,646,Monday: 10:30 AM – 2:00 AM | Tuesday: 10:30 AM – 2:00 AM | Wednesday: 10:30 AM – 2:00 AM | Thursday: 10:30 AM – 2:00 AM | Friday: Closed | Saturday: 8:00 PM – 2:00 AM | Sunday: 10:30 AM – 2:00 AM,yes,places/ChIJD98PSyxKHRURRHroJNWgYzs/photos/AaVGc3kJ0KQuwqcfrZCZNhhzYsb9gb3528MDJYI6Ad72BuvvFZDecUHQ40fXd2o_rczb-ITi9bifkdjSSrBOS1nrBXKNrp7Vse72X6kWEcqpBmr_hZxoTnP1YR0hWFsRfK6cFbGR3N_egsNfE-WBhmzrQ3n4ZD78TTIhI8E6buCh0mpe-HjqdItghF79qNbHq2hFk595OtH4piUBuZ52ID7vwczt6T1fEnI-tbzdDIq5tV2OaSwqdazJnR97sN9A1HIjBiEpFozlc0ajICcjciefhh817UY7oKuO26FgxiJ4abE8ycu21Xcd41W3PPcBeBs6ypWjbZyhnsV3VzhJHdhA66kd1xiyx7Zg5NL9IxOEhTtzRzaq-3EfIjq4q6ovGjQCdXNLLZmVDo0CV7bewXSwUxvK1B3CEpvvdlXA3cSCodP50Jkr,מוטי ניסן,,,,https://maps.google.com/?cid=4279440908239796804&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
address-first,6613,verified,address-first,נאמן N המושבה,"עמק רפאים 37, ירושלים",31.7683,35.2137,ChIJ161gFyYoAxURrLbsE8eFz6w,נאמן קונדיטוריה וקפה,"Emek Refa'im St 37, Jerusalem, Israel",31.76328,35.2194056,0.500,776,OPERATIONAL,food,pastry_shop,pastry_shop;dessert_shop;confectionery;bakery;food_store;store;food;point_of_interest;establishment,02-566-0838,4.1,155,Monday: 6:30 AM – 8:00 PM | Tuesday: 6:30 AM – 8:00 PM | Wednesday: 6:30 AM – 8:00 PM | Thursday: 6:30 AM – 8:00 PM | Friday: 6:30 AM – 2:00 PM | Saturday: Closed | Sunday: 6:30 AM – 8:00 PM,yes,places/ChIJ161gFyYoAxURrLbsE8eFz6w/photos/AaVGc3nUINtjnnfIvF_MnglUW4KzYiNByiPlaMR5OJ1roph3g0237wUzjhe-TCIr9ysX-sPLE-jcA5_9iJY1gcH-48FjcJBAfsUvPRrNtdCiPT402L6LK0nrq7_gX9pnR1ZqUzy1y28DOOpgYuhnwttPXhqKGiOc33tGlQRfKdy0KASOBwVq9pATkMYcLTkmriG6ppkOU948DxF0tOfBPXUurj9icEePAfdAMYfWlfGAOpaU0J89nGkCd5bwFmI4mRhNvyqH6ba8QNJ7igGgo3dQymrkV3Ln2We7DEq_QHB8heey-w_Bn6cJUNKIqXCCYG6ehfrT-zQo_W6vXX5pVq_cuBUOSeeNiil9f6q0lNtrVbWic0QqeXT_SagDSaKfPRyQ0Yvg6AAG0wG71ckcfez7lypw4fk0qKyrsjYPtQMQiE5pljmM,Idan Shneor,,,,https://maps.google.com/?cid=12452318584781977260&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
address-first,2187,verified,address-first,יאמי יאמי,"דוד סלינגר 4, קריית שמונה, Israel",33.2118018,35.568921,ChIJbS2VEVm9HhUR1L7ZS8Fdi24,Yummy Yummy,"David Selinger St 4, Qiryat Shemona, Israel",33.2118301,35.568828499999995,0.500,9,OPERATIONAL,food,ice_cream_shop,ice_cream_shop;dessert_shop;confectionery;food_store;store;food;point_of_interest;establishment,04-883-6660,4.3,192,Monday: 12:00 PM – 12:00 AM | Tuesday: 12:00 PM – 12:00 AM | Wednesday: 12:00 PM – 12:00 AM | Thursday: 12:00 PM – 12:00 AM | Friday: Closed | Saturday: 7:00 PM – 12:00 AM | Sunday: 12:00 PM – 12:00 AM,yes,places/ChIJbS2VEVm9HhUR1L7ZS8Fdi24/photos/AaVGc3mlhuzXszUliF6H5TBsKPmKlSJ6ui20XfCHKyjJIcMBiSWFiOIxzLXAt_-tWgRCSi64-7gaHQOIQnDpLw6iaqIRthT3x1xnAaUl5HDkre4DTvyRrGTr0au5Gevl4VFce44bwCd2Z4hBj6V-MYi1mhRbIB7yqA2EQVEatqNYTCLiIDQkRPOjVCkSaoqWieyCwfqvE6NacUvlV1wns0s7EFURGQG4RjIkpkCcsRFR0VpiCVhiWmfa1S87m-21qAXZ846ThX4m_hArbPom9dkRFvKSNsLpvvxKwyXzC58gZFtg-gKHTweuiQLtnUj-Xhi2uyh-LEKq0JAiQGRsZpngjX_fYyDrUAv3VJRZKoqcVtlFwp9iSo5j9ldWeDfOGY22Yz4p-kxjRFaNC7VCMrxgfkW0YQ8X1MPD7_PvdBDgqxbDfgIe0D8ukmvOwSxrkjyI,יאמי יאמי קריית שמונה,,,,https://maps.google.com/?cid=7965563450717486804&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
high distance (>1km)|address-first,6527,verified,address-first,Sushi Tokyo - Beit Shemesh,"נחל ניצנים 8, בית שמש",31.7479,34.9896,ChIJEyoexnfDAhURreesHsUsF0w,סושי טוקיו בית שמש SUSHI TOKYO,"Nachal Nisanim St 8, Bet Shemesh, 9909639, Israel",31.713094499999997,34.988191799999996,0.500,3872,OPERATIONAL,food,sushi_restaurant,sushi_restaurant;japanese_restaurant;restaurant;food;point_of_interest;establishment,076-540-3667,4.5,70,Monday: 10:30 AM – 10:30 PM | Tuesday: 10:30 AM – 10:30 PM | Wednesday: 10:30 AM – 10:30 PM | Thursday: 10:30 AM – 11:00 PM | Friday: 10:30 AM – 2:00 PM | Saturday: Closed | Sunday: 10:30 AM – 10:30 PM,yes,places/ChIJEyoexnfDAhURreesHsUsF0w/photos/AaVGc3mAG-B8yD_eezSyPY3NIDO6GgYG_8KoZq3rTJJJkrev51PBbNZMAfomao9V8BTUTc8UgQBlzIoi7dR0DZu3J0zCthtXjEyfmN42CGiyd3reXzSPajEweFLPCq0WPUxMw9zZScf3dbhko9ih4FwZCWZDbXvVKj2Gq9l-wbYJScovuABvSWQ0ZUHxHbpJv20ZTIzzvHCORRLiBzJV8s6Y9TDgOVUM71bjrSrv_VclbVxbKZRmbRu8xrXxWbKIQ032IATaJieZ0_yQIcnTZu3biNnL1PB3XpR4Wg3RpTz7chmaxJj_EyJwDqZFzmtTECLz6eopH3A9B2-D1PDMJfrXvEyxsk8XkBbR0E2DtBGxZVhuhF0mYCUoIJj6GqcNugEGcn88BMZKILB0IYZn4fWjG6x0p_vmHFAOc1n7059mjD4,סושי טוקיו בית שמש SUSHI TOKYO,,,,https://maps.google.com/?cid=5482900296481695661&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
chain name|LLM (other),3268,verified,llm,פיצה שמש,"כהנמן 104, בני ברק, Israel",32.0790509,34.841682,ChIJ_Z--cRZKHRURENevx4tJkb8,Pizza Shemesh Bnei brak,"HaRav Kahanman St 104, Bnei Brak, Israel",32.077506,34.842168,0.500,178,OPERATIONAL,food,pizza_restaurant,pizza_restaurant;restaurant;food;point_of_interest;establishment,03-619-7070,3.8,226,Monday: 11:00 AM – 10:45 PM | Tuesday: 11:00 AM – 10:45 PM | Wednesday: 11:00 AM – 10:45 PM | Thursday: 11:00 AM – 10:45 PM | Friday: Closed | Saturday: 7:30 – 11:30 PM | Sunday: 11:00 AM – 10:45 PM,yes,places/ChIJ_Z--cRZKHRURENevx4tJkb8/photos/AaVGc3nVCDOlZ7anIoyGhdrhTbVOiJrDlw2EeXHEqjexBv9htqcsjVZTk-NTYbIQ_4oIfR1ZYKQ_F0WQ_C9d8CeZyvmfGlQMmy18CemTTfCwffI0hR0_affIZ622BemFCTPWzYC8MTpGlrJG1KJylmXwmhDCvewkOBekHHScwGfC_p65xUoGytiUWq_Wkh6cCamt-fRWWU204E4hfGlMViAb8fs5s5eB5cAfwaNS8KyqTIsYyaw32CWs52PWbkYIjkQxehOASZTppEUU0o5yhAbo_qdl8J_dLXu3pIHI_alhs-1n9k0z0PevwqANPzBiWRSjehLu2tNTKvWPc-yKMFpv13vBbZPtPTe51-HSIUXVeaYF02vjhdqTseGWtwPZnW7dp6DhZjpvVeLEz33SnCw377SFjvQfph2aDNRpJ1AtM-I,צחי אביעזר,yes,0.95,"Name matches (פיצה שמש = Pizza Shemesh), street and house number match (Kahanman/כהנמן 104), city matches (Bnei Brak). Distance of 178m likely due to coordinate imprecision, not a significant issue for address matching.",https://maps.google.com/?cid=13803895197566752528&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
