id,status,confidence,name_sim,distance_m,old_name,google_name,name_updated,old_address,new_address,coords_fixed,reason
1649,verified,0.88,1.000,101,פיצה דל פיירו,פיצה דל פיירו Pizza Del Piero,yes,"אנפה 1, אילת, Israel","מרכז מור, Anafa 1, Eilat, Israel",yes,dist=101m name=1.00 near+name
1650,flagged,0.4,1.000,342,Pizz stop,Pizz Stop,no,"רותם 17, מרכז מסחרי עומר, Israel",,no,dist=342m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1651,no_match,0.2,1.000,2053,פיצה ברצ'רומא,פיצה ברצרומא,no,"אליעזר שמואלי 1, באר שבע, Israel",,no,dist=2053m name=1.00 no-match
1652,no_match,0.2,0.067,344,מטעמי שרה,Derech Laskov 2,no,"דרך לסקוב 2, נמל אשדוד, Israel",,no,dist=344m name=0.07 no-match
1653,verified,0.88,0.833,77,בורגרים,Burgerim,no,"אלי כהן 21, אשקלון, Israel","Eli Cohen St 21, Ashkelon, Israel",yes,dist=77m name=0.83 near+name
1654,verified,0.88,0.500,226,פיצה חתם סופר,הפיצה של אפרים,no,"חתם סופר 10, אשקלון, Israel","Ha-Nasi St 97, Ashkelon, Israel",yes,dist=226m name=0.50 near+name
1655,flagged,0.7,1.000,516,פיצה סלפי,פיצה סלפי מצפה רמון,no,"שד' בן גוריון 8, מצפה רמון, Israel",,no,dist=516m name=1.00 needs-review
1656,no_match,0.2,0.300,2118,טעם השניצל,"שניצל טיים באר שבע | חלות שניצל , מגשי אירוח",no,"יצחק בן צבי 4, קניון הנגב, Israel",,no,dist=2118m name=0.30 no-match
1657,flagged,0.7,0.200,188,פיצה שמש,Sun Pizza Eilat,no,"אילות 231, אילת, Israel",,no,dist=188m name=0.20 needs-review
1658,verified,0.88,1.000,138,ג׳אפן ג׳אפן אשקלון,ג'אפן ג'אפן אשקלון - JAPAN JAPAN,yes,"הנמל 9, אשקלון, Israel","HaNamal St 9, Ashkelon, 7879304, Israel",yes,dist=138m name=1.00 near+name
1659,flagged,0.4,1.000,119,פאשה,שווארמה פאשה אשקלון,no,"ברל כצנלסון 13, אשקלון, Israel",,no,dist=119m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1660,no_match,0.2,0.222,1440,פיצה לול,פיצה צ'יז אשקלון,no,"שיבת ציון 19, אשקלון, Israel",,no,dist=1440m name=0.22 no-match
1661,flagged,0.4,1.000,420,עוגלנד,עוגלנד / ogalend,no,"שד' התמרים, אילת, Israel",,no,dist=420m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1662,flagged,0.7,0.000,106,cofix,קופיקס בית ימין,no,"ברל כצנלסון 13, אשקלון, Israel",,no,dist=106m name=0.00 needs-review
1663,no_match,0.2,0.167,1384,קפה קפה,"קפה קפה, דימונה",no,"שד' יגאל אלון 31, דימונה, Israel",,no,dist=1384m name=0.17 no-match
1664,no_match,0.2,0.500,2050,טורטילוקו,TORTILLOCO,no,"אליעזר שמואלי 1, באר שבע, Israel",,no,dist=2050m name=0.50 no-match
1665,no_match,0.2,1.000,1823,sushi house,Sushi House Dimona,no,"פרץ סנטר 27, פרץ סנטר דימונה, Israel",,no,dist=1823m name=1.00 no-match
1666,no_match,0.2,1.000,2511,מזל,מסעדת מזל,no,"בלגרד 2, שדרות, Israel",,no,dist=2511m name=1.00 no-match
1667,verified,0.95,1.000,17,קפה צמרת,קפה צמרת,yes,"רוגוזין 11, אשדוד, Israel","Rogozin St 11, Ashdod, Israel",yes,dist=17m name=1.00 close-proximity
1668,no_match,0.2,1.000,1769,מטעמי השף,מטעמי השף אלון,no,"אשקלון, Israel",,no,dist=1769m name=1.00 no-match
1669,no_match,0.2,0.000,1416,B2,Ispro Shopping Center,no,"שד' מלכי ישראל 178, ישפרו סנטר קרית גת, Israel",,no,dist=1416m name=0.00 no-match
1670,no_match,0.2,0.500,83800,אחים טעים,Haachim,no,"גילת, Israel",,no,dist=83800m name=0.50 no-match
1671,verified,0.95,1.000,68,סומבררו,סומבררו דימונה,yes,"מ""ד המעפילים 3, דימונה, Israel","מ""ד המעפילים 24-28, Dimona, Israel",yes,dist=68m name=1.00 close-proximity
1672,no_match,0.2,1.000,1573,באדה בום,באדה בום -Bada Boom,no,"אשדוד, Israel",,no,dist=1573m name=1.00 no-match
1673,flagged,0.7,0.800,366,נמסטה,Namaste,no,"הטיילת 20, אשדוד, Israel",,no,dist=366m name=0.80 needs-review
1674,flagged,0.4,0.158,68,דדיס שווארמה בשרים על האש,Dedi's,no,"דרך הדרום 3, קריית גת, Israel",,no,dist=68m name=0.16 business=CLOSED_PERMANENTLY (non-operational)
1675,no_match,0.2,0.143,2825,קפה ג'ו,Story Garden Cafe,no,"ז'בוטינסקי 54, אשדוד, Israel",,no,dist=2825m name=0.14 no-match
1676,flagged,0.7,0.250,190,יוסק'ה,Kakal St 85,no,"קק""ל 85, באר שבע, Israel",,no,dist=190m name=0.25 needs-review
1677,flagged,0.4,1.000,696,מסעודה,מסעודה,no,"שד' יגאל אלון 53, דימונה, Israel",,no,dist=696m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1678,verified,0.88,1.000,174,מירי מעדנים,מירי מעדנים,yes,"דוד ניב 30, באר שבע, Israel","David Niv St 30, Be'er Sheva, Israel",yes,dist=174m name=1.00 near+name
1679,flagged,0.6,0.091,39,הבבון,Wingate 66 Shawarma & Felafel,no,"וינגייט 1, באר שבע, Israel",,no,dist=39m name=0.09 proximity-name-mismatch
1680,no_match,0.2,0.308,506,בוצ'רי אחוזת בשר,Butchery,no,"ההסתדרות 22, באר שבע, Israel",,no,dist=506m name=0.31 no-match
1681,verified,0.88,1.000,223,פיצה באר שבע,פיצה באר שבע,yes,"דוד ניב 16, באר שבע, Israel","David Niv St 16, Be'er Sheva, Israel",yes,dist=223m name=1.00 near+name
1682,verified,0.88,0.667,183,שווארמה האומן אילת,שווארמה האומן - פלאפל שווארמה באילת,no,"הסתת 9, אילת, Israel","Ha-Satat St 20, Eilat, 88000, Israel",yes,dist=183m name=0.67 near+name
1683,verified,0.95,1.000,39,לבונה,מסעדת לבונה,yes,"עזרא יסודי 1, אשקלון, Israel","Ezra Yesodi St 1, Ashkelon, 7863702, Israel",yes,dist=39m name=1.00 close-proximity
1684,verified,0.95,1.000,14,שניצל בוארון,שניצל בוארון,yes,"אלי כהן 37, אשקלון, Israel","Eli Cohen St 37, Ashkelon, 78721, Israel",yes,dist=14m name=1.00 close-proximity
1685,flagged,0.6,0.087,48,האקדמיה לפיצה אשקלון,Business Center Kiryat Academy,no,"אלי כהן 19, אשקלון, Israel",,no,dist=48m name=0.09 proximity-name-mismatch
1686,verified,0.95,1.000,12,מריולו,"מריולו - אוכל ביתי חם וטרי בכל יום, בשישי ולאירועים",yes,"ברל כצנלסון 13, אשקלון, Israel","Berl Katsnelson St 13, Ashkelon, Israel",yes,dist=12m name=1.00 close-proximity
1688,verified,0.95,1.000,36,"מאפיית אדום אילת בע""מ",מאפיית אדום דודו אילת בע״מ,yes,"הבנאי 5, אילת, Israel","HaBanay St 5, Eilat, 88000, Israel",yes,dist=36m name=1.00 close-proximity
1689,flagged,0.4,1.000,106,פיצה ריבועים,פיצה ריבועים,no,"ברל כצנלסון 13, אשקלון, Israel",,no,dist=106m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1690,flagged,0.7,0.143,116,פיצה פמיליה,La Pizza לה פיצה קריית גת,no,"היסמין 97, קריית גת, Israel",,no,dist=116m name=0.14 needs-review
1691,flagged,0.7,1.000,702,המקסיקני,המקסיקני,no,"דרך יותם 1, אילת, Israel",,no,dist=702m name=1.00 needs-review
1692,verified,0.88,1.000,152,פיצה לק,Pizza Lek,no,"שד' התמרים 134, אילת, Israel","Sderot HaTmarim 27, Eilat, Israel",yes,dist=152m name=1.00 near+name
1693,no_match,0.2,0.143,677,קפריס,קונדיטורית בוטיק - BeeZoo,no,"שד' דוד טוביהו 65, באר שבע, Israel",,no,dist=677m name=0.14 no-match
1694,verified,0.95,1.000,66,ג'ורנו,סנדוויץ׳ טוניסאי - ג׳ורנו,yes,"הבנאים 7, אשדוד, Israel","HaBana'im St 7, Ashdod, Israel",yes,dist=66m name=1.00 close-proximity
1695,no_match,0.2,0.143,253,אוניbarסיטה,Ha-Melakha St 1,no,"המלאכה 1, דימונה, Israel",,no,dist=253m name=0.14 no-match
1696,flagged,0.4,0.625,947,חומוס כהן,Hummus Cohen,no,"צה""ל 1, אשדוד, Israel",,no,dist=947m name=0.63 business=CLOSED_PERMANENTLY (non-operational)
1697,no_match,0.2,0.154,563,קפה קפה,בתי קפה בקריית גת,no,"דרך הדרום 3, קריית גת, Israel",,no,dist=563m name=0.15 no-match
1698,flagged,0.4,1.000,166,פיצה גבינונה רתמים,פיצה גבינונה,no,"רתמים, Israel",,no,dist=166m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1699,flagged,0.7,0.148,249,תאי ווי,Thai Corner הפינה התאילנדית,no,"גן בנימין 10, אילת, Israel",,no,dist=249m name=0.15 needs-review
1700,verified,0.95,0.818,29,א. בורגרים אשדוד,Burgerim Ashdod,no,"תש""ח 7, אשדוד, Israel","Tashah St 7, Ashdod, Israel",yes,dist=29m name=0.82 close-proximity
1701,no_match,0.2,0.333,4596,בי בי בי,BBB אשקלון,no,"אשקלון, Israel",,no,dist=4596m name=0.33 no-match
1702,verified,0.88,0.800,204,איל נאפולי,IL Napoli,no,"שבט לוי 14, אשדוד, Israel","שבט לוי 14, רובע י״ב, כיכר מג'יק 2, Ashdod, Israel",yes,dist=204m name=0.80 near+name
1705,flagged,0.7,0.200,109,המטבחון של עמוס,The kitchen of Amos,no,"ברנע 463, אילת, Israel",,no,dist=109m name=0.20 needs-review
1706,no_match,0.2,0.333,1757,kika,קיקה מסעדה אסייתית,no,"שד' מלכי ישראל 178, ישפרו סנטר קרית גת, Israel",,no,dist=1757m name=0.33 no-match
1707,flagged,0.4,1.000,334,חומוס אליהו,חומוס אליהו ירוחם,no,"ירוחם, Israel",,no,dist=334m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1708,flagged,0.7,0.250,137,בית של בשר,Bareket St 12,no,"ברקת 12, אשדוד, Israel",,no,dist=137m name=0.25 needs-review
1709,no_match,0.2,1.000,1979,עמק המטבח,המטבח,no,"באר שבע, Israel",,no,dist=1979m name=1.00 no-match
1710,no_match,0.2,0.833,31810,אורן משי,Oren Meshi Bakery,no,"יעקב כהן 3, באר שבע, Israel",,no,dist=31810m name=0.83 no-match
1711,no_match,0.2,0.111,1477,גוטאיה,Ha-Atsma'ut Street,no,"ככר העצמאות 1250, אשקלון, Israel",,no,dist=1477m name=0.11 no-match
1712,no_match,0.2,0.083,1823,יוזו סושי,Sushi House Dimona,no,"דימונה, Israel",,no,dist=1823m name=0.08 no-match
1713,no_match,0.2,0.400,283,איסטנבול,Steakhouse Istanbul,no,"רמז דוד 28, אשקלון, Israel",,no,dist=283m name=0.40 no-match
1714,flagged,0.6,0.083,41,קפה גן סיפור,Story Garden Cafe,no,"שד' משה דיין 4, אשדוד, Israel",,no,dist=41m name=0.08 proximity-name-mismatch
1715,flagged,0.7,1.000,751,מסעדת העוטף,פיצת העוטף,no,"ישע, Israel",,no,dist=751m name=1.00 needs-review
1716,flagged,0.7,1.000,259,פיצה פצץ,פיצה פצץ - בקניון אביה,no,"מבצע יואב 49, קניון אביה, באר שבע, Israel",,no,dist=259m name=1.00 needs-review
1717,no_match,0.2,0.444,566,קבב התקווה,Kebab Hope,no,"צה""ל 2, אשקלון, Israel",,no,dist=566m name=0.44 no-match
1718,no_match,0.2,0.000,390,תאבולה,Hen St 32,no,"חן 32, ערד, Israel",,no,dist=390m name=0.00 no-match
1719,verified,0.88,1.000,167,ארלין- פיצה וגלידה- אילת,ארלין,yes,"הסתת 18, ביג אילת, Israel","Ha-Satat St 18, Eilat, Israel",yes,dist=167m name=1.00 near+name
1720,flagged,0.7,1.000,701,תחנת לחם,תחנת לחם,no,"דרך הדרום 20, קריית גת, Israel",,no,dist=701m name=1.00 needs-review
1721,no_match,0.2,1.000,1691,פיצה עדן,פיצה עדן,no,"יוהנסבורג 49, אשקלון, Israel",,no,dist=1691m name=1.00 no-match
1722,flagged,0.4,1.000,44,חצ׳אפורי פלוס,חצ'פורי פלוס,no,"מונטיפיורי 3, אשקלון, Israel",,no,dist=44m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1724,verified,0.88,1.000,94,כפות תמרים,"כפות תמרים, קייטרינג ואירועים - Capot Tmarim",yes,"אילות, Israel","Eilot, 8880500, Israel",yes,dist=94m name=1.00 near+name
1725,flagged,0.7,0.316,229,בוס בורגר,בורגרס בר | BurgersBar | שדרות כשר,no,"הרצל 36, שדרות, Israel",,no,dist=229m name=0.32 needs-review
1726,flagged,0.7,0.250,215,פפה לאון,Papa Leon Shawarma,no,"מבצע עובדה 22, באר שבע, Israel",,no,dist=215m name=0.25 needs-review
1727,flagged,0.7,1.000,526,ארומה,Aroma Espresso Bar ארומה אספרסו בר,no,"בעלי המלאכה 2, גלובוס סנטר נתיבות, Israel",,no,dist=526m name=1.00 needs-review
1728,verified,0.88,0.600,113,פיצה מטר אילת,Pizza Meter,no,"חיל ההנדסה 6, אילת, Israel","Heil HaHandasa St 6, Eilat, Israel",yes,dist=113m name=0.60 near+name
1729,flagged,0.4,1.000,310,עוד ביס,עוד ביס,no,"שד' התמרים 44, אילת, Israel",,no,dist=310m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1730,verified,0.88,1.000,149,שווארמה נובי,נובי | שווארמה אשקלון,yes,"צפניה 10, אשקלון, Israel","Tsfanya St 10, Ashkelon, Israel",yes,dist=149m name=1.00 near+name
1731,no_match,0.2,,,טרייבקה בר,,no,"שדרות הים התיכון 1, אשדוד, Israel",,no,no-candidate
1732,no_match,0.2,,,מוטי זגרון סדנאות שף,,no,"השושנים 3, אשקלון, Israel",,no,no-candidate
1733,verified,0.95,1.000,49,ribs בשרים ודגים,Ribs בשרים ודגים,yes,"יפה נוף 5, אשקלון, Israel","Yefe Nof St 5, Ashkelon, Israel",yes,dist=49m name=1.00 close-proximity
1734,flagged,0.7,0.200,92,אלימי קונדיטורית שף,Alimi,no,"האורגים 1, אילת, Israel",,no,dist=92m name=0.20 needs-review
1735,no_match,0.2,0.111,710,פיקולו,KSP Eilat - Tourist Center,no,"דרך יותם 1, אילת, Israel",,no,dist=710m name=0.11 no-match
1736,flagged,0.4,0.800,350,תענוגים,Tanugim,no,"מבקיעים, Israel",,no,dist=350m name=0.80 business=CLOSED_PERMANENTLY (non-operational)
1737,no_match,0.2,0.167,271,cofix,Uga Chaga Bakery Eilat,no,"אילת, Israel",,no,dist=271m name=0.17 no-match
1738,flagged,0.4,1.000,50,XO בורגר,X.O בורגר,no,"חוגלה 25, באר שבע, Israel",,no,dist=50m name=1.00 business=CLOSED_TEMPORARILY (non-operational)
1739,no_match,0.2,0.500,27633,שיפודי נועה,שיפודי אל הנגב - שווארמה בבאר שבע | מסעדת בשרים,no,"שד' ירושלים 42, באר שבע, Israel",,no,dist=27633m name=0.50 no-match
1741,verified,0.88,1.000,106,המפרום של יודיצ'ה,המפרום של יודיצה,yes,"העבודה 31, אשקלון, Israel","Ha-Avoda St 48, Ashkelon, Israel",yes,dist=106m name=1.00 near+name
1742,no_match,0.2,0.286,383,ביג בן,BIG kiryat gat,no,"הדקל 1, קריית גת, Israel",,no,dist=383m name=0.29 no-match
1743,verified,0.95,1.000,29,אוממי,אוממי,yes,"תש""ח 7, אשדוד, Israel","Tashah St 7, Ashdod, Israel",yes,dist=29m name=1.00 close-proximity
1744,verified,0.95,0.800,48,פיצה הגשר,Gesher Pizza,no,"שד' יעלים 14, באר שבע, Israel","Sderot Ye'elim 14, Beersheba, Israel",yes,dist=48m name=0.80 close-proximity
1745,verified,0.88,1.000,194,המטבח,מסעדת המטבח,yes,"המלאכה 7, אילת, Israel","אזור התעשייה, המלאכה 7, אילת, Israel",yes,dist=194m name=1.00 near+name
1746,verified,0.95,1.000,42,קאיפוייה,קאיפוייה,yes,"הציונות 11, אשדוד, Israel","Ha-Tsiyonut St 9, Ashdod, Israel",yes,dist=42m name=1.00 close-proximity
1747,no_match,0.2,1.000,31839,פיצה גלעד,Pizza Gilad,no,"שקף, Israel",,no,dist=31839m name=1.00 no-match
1748,no_match,0.2,0.000,1477,Cofizz,Zimmer center,no,"שד' מנחם בגין 1, מרכז צימר אשדוד, Israel",,no,dist=1477m name=0.00 no-match
1749,no_match,0.2,1.000,1264,בורגראנץ',בורגראנץ' סניף אילת,no,"המוצר 1, אילת, Israel",,no,dist=1264m name=1.00 no-match
1750,flagged,0.7,1.000,677,ג'ויה סושי בר,ג׳ויה סושי בר,no,"יוסף סמלו 78, נתיבות, Israel",,no,dist=677m name=1.00 needs-review
1751,flagged,0.7,1.000,922,HOLLAND CHIPS,Holland Chips,no,"רוגוזין 74, אשדוד, Israel",,no,dist=922m name=1.00 needs-review
1752,flagged,0.4,1.000,61,המאכלים של ויטו,המאכלים של ויטו,no,"החרש 16, אשקלון, Israel",,no,dist=61m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1753,no_match,0.2,0.143,971,הסטקייה,Texas Ashdod,no,"גור דב 17, אשדוד, Israel",,no,dist=971m name=0.14 no-match
1754,verified,0.95,0.375,29,רולדין,Roladin Ashdod,no,"הגדוד העברי 6, קניון סי מול, אשדוד, Israel","Ha-Gdud ha-Ivri St, Ashdod, Israel",yes,dist=29m name=0.38 close-proximity
1756,flagged,0.7,0.667,260,פיצה פוטטוס,Potatoes Pizza,no,"אנטיב 8, קניון מלכת שבא, אילת, Israel",,no,dist=260m name=0.67 needs-review
1757,flagged,0.4,1.000,14,הסטקייה בסומסום,הסטקייה בסומסום,no,"הרב הרצוג 5, אשדוד, Israel",,no,dist=14m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1758,no_match,0.2,0.700,4143,הבגאט של אדל,הבגאט של אורי,no,"אביגד 10, באר שבע, Israel",,no,dist=4143m name=0.70 no-match
1759,verified,0.88,1.000,208,לה מרסייז,La Marseillaise-לה מרסייז,yes,"שבט לוי 14, אשדוד, Israel","Shevet Levi St 14, Ashdod, Israel",yes,dist=208m name=1.00 near+name
1760,flagged,0.4,1.000,161,טורטי בר,טורטי Bar קרית גת,no,"שד' לכיש 33, קריית גת, Israel",,no,dist=161m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1761,verified,0.88,1.000,249,המשביע,מסעדת המשביע,yes,"רשב""י 2, אשדוד, Israel","Rashbi St 3, Ashdod, Israel",yes,dist=249m name=1.00 near+name
1762,no_match,0.2,0.500,2491,סאן סושי,San Sushi Ashkelon,no,"רחבעם זאבי 4, אשקלון, Israel",,no,dist=2491m name=0.50 no-match
1764,verified,0.95,0.375,54,פסטה וזהו,Pasta and That's It,no,"ההסתדרות 10, שדרות, Israel","Ha-Histadrut St 12, Sderot, Israel",yes,dist=54m name=0.38 close-proximity
1765,verified,0.88,0.667,86,סן-שיי סושי בר,סן שיי באר שבע,no,"קק""ל 46, באר שבע, Israel","שדרת האוכל, קק""ל 46, באר שבע, Israel",yes,dist=86m name=0.67 near+name
1766,no_match,0.2,0.333,647,מסעדה מהדרין בכשרות מהודרת במלון קלאב רמון,מסעדת רמונא הכשרה - בית רמונא,no,"מצפה רמון, Israel",,no,dist=647m name=0.33 no-match
1767,no_match,0.2,0.833,1824,בורגרס בר,Burgers Bar,no,"הסתת 20, ביג אילת, Israel",,no,dist=1824m name=0.83 no-match
1769,flagged,0.7,1.000,324,רשת עגול דימונה,פיצה עגול,no,"דרך בן גוריון 1043, דימונה, Israel",,no,dist=324m name=1.00 needs-review
1770,flagged,0.4,0.923,323,השוארמה של עמוס,השווארמה של עמוס,no,"הרצל 29, אשקלון, Israel",,no,dist=323m name=0.92 business=CLOSED_PERMANENTLY (non-operational)
1771,verified,0.95,0.500,3,פיצה שמש באר שבע,Pizza Shemesh,no,"שד' יצחק רגר 185, באר שבע, Israel","מרכז אורן יצחק רגר 185, Beersheba, Israel",yes,dist=3m name=0.50 close-proximity
1772,no_match,0.2,0.500,993,שיפודים גריל ישראלי,שווארמה גריל בר אשדוד,no,"הגדוד העברי 5, אשדוד, Israel",,no,dist=993m name=0.50 no-match
1773,no_match,0.2,0.800,188964,רולדין,Roladin,no,"צומת אלי כהן, קניון הנגב, Israel",,no,dist=188964m name=0.80 no-match
1774,flagged,0.4,1.000,52,בוארון החדש אשקלון,בוארון החדש,no,"צה""ל 4, אשקלון, Israel",,no,dist=52m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1775,verified,0.88,1.000,159,פיצה גולד,פיצה גולד,yes,"יצחק בן צבי 10, באר שבע, Israel","Yitshak Ben Zvi St 1, Be'er Sheva, Israel",yes,dist=159m name=1.00 near+name
1776,no_match,0.2,0.667,202407,פיצרלה,Pitzarela,no,"ישע, Israel",,no,dist=202407m name=0.67 no-match
1777,verified,0.95,1.000,14,פלאפל שרעבי בית החומוס והפול,פלאפל שרעבי בית החומוס והפול,yes,"העבודה 6, אשקלון, Israel","Ha-Avoda St 6, Ashkelon, Israel",yes,dist=14m name=1.00 close-proximity
1778,no_match,0.2,1.000,28377,מוקפצין,מוקפצין,no,"שד' ירושלים 2, באר שבע, Israel",,no,dist=28377m name=1.00 no-match
1779,no_match,0.2,1.000,1812,קמילה,קמילה - גריל בשרים ישראלי,no,"קריית גת, Israel",,no,dist=1812m name=1.00 no-match
1780,verified,0.88,1.000,76,דראי'ס,שווארמה דראי'ס,yes,"שד' בן גוריון 4, מצפה רמון, Israel","Sderot David Ben Gurion, Mitzpe Ramon, Israel",yes,dist=76m name=1.00 near+name
1781,no_match,0.2,1.000,168295,בורגרים,"בורגרים שדרות, כשר למהדרין בד""צ בית יוסף.",no,"דרך מנחם בגין 1, שדרות, Israel",,no,dist=168295m name=1.00 no-match
1782,no_match,0.2,0.000,1085,קפה פולט,Roasters באר שבע,no,"ככר מנחם בגין 2, באר שבע, Israel",,no,dist=1085m name=0.00 no-match
1783,no_match,0.2,,,לה שף,,no,"צה""ל 23, אשקלון, Israel",,no,no-candidate
1784,no_match,0.2,0.667,2562,קפה לנדוור,Landwer Cafe,no,"שד' משה סנה, אשדוד, Israel",,no,dist=2562m name=0.67 no-match
1785,flagged,0.4,0.182,1384,טעם העמק,Taste the valley Kiryat Gat,no,"דרך הדרום, קריית גת, Israel",,no,dist=1384m name=0.18 business=CLOSED_PERMANENTLY (non-operational)
1786,no_match,0.2,0.500,1319,בית קפה מסעדה אופרה,Opera Cafe,no,"קנאים 27, קניון ערד, Israel",,no,dist=1319m name=0.50 no-match
1787,flagged,0.7,0.111,140,פיצה פצץ ירוחם,Pizza,no,"בורנשטיין 312, ירוחם, Israel",,no,dist=140m name=0.11 needs-review
1789,flagged,0.7,1.000,885,פיצה האט,Pizza Hut,no,"אילת, Israel",,no,dist=885m name=1.00 needs-review
1790,verified,0.95,1.000,19,פיצה השכונתית,הפיצה השכונתית באר שבע,yes,"עין גדי 14, באר שבע, Israel","Ein Gedi St 14, Be'er Sheva, Israel",yes,dist=19m name=1.00 close-proximity
1791,no_match,0.2,0.167,3052,פיצה בר,פיצה בר נתיבות,no,"שד' ירושלים 1, נתיבות, Israel",,no,dist=3052m name=0.17 no-match
1792,flagged,0.7,1.000,883,פיצה כמעט חינם,פיצה כמעט חינם,no,"שד' הנשיא 20, דימונה, Israel",,no,dist=883m name=1.00 needs-review
1793,flagged,0.4,1.000,86,פינה בים,פינה בים,no,"הים 4, אילת, Israel",,no,dist=86m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1794,verified,0.88,1.000,88,פיצה צ'יז Pizza Cheese,Cheese Pizza,no,"אדר 4, אשדוד, Israel","Adar St 4, Ashdod, Israel",yes,dist=88m name=1.00 near+name
1795,flagged,0.7,1.000,794,פלאפל אל הנגב,פלאפל אל הנגב - פלאפל בבאר שבע,no,"המדע 10, באר שבע, Israel",,no,dist=794m name=1.00 needs-review
1796,flagged,0.7,1.000,278,בורגראנץ',בורגראנץ' שדרות,no,"הרצל 31, שדרות, Israel",,no,dist=278m name=1.00 needs-review
1797,verified,0.88,1.000,96,"ג'קניס בע""מ",ג'קניס,yes,"אנפה 1, אילת, Israel","Anafa St 1, Eilat, Israel",yes,dist=96m name=1.00 near+name
1798,flagged,0.7,1.000,493,פלאפל בוארון נתיבות,פלאפל בוארון נתיבות,no,"יוסף סמלו 9, נתיבות, Israel",,no,dist=493m name=1.00 needs-review
1799,verified,0.88,1.000,96,באזל בר שדרות,באזל בר מסעדה שדרות,yes,"הרצל 3, שדרות, Israel","איילים, שדרות, Israel",yes,dist=96m name=1.00 near+name
1800,no_match,0.2,0.500,1323,וויל וויל טוסט נקניק,שאט טוסט,no,"בן יהודה 15, פרץ סנטר שדרות, Israel",,no,dist=1323m name=0.50 no-match
1801,flagged,0.4,1.000,88,פיג'ויה,פיג'ויה,no,"יצחק בן צבי 10, באר שבע, Israel",,no,dist=88m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1802,no_match,0.2,0.200,1287,פיצה mix,Pizza Eilat,no,"המערב 7, אילת, Israel",,no,dist=1287m name=0.20 no-match
1803,no_match,0.2,1.000,1856,פיצה סופר,פיצה סופר נתיבות,no,"שד' ירושלים 134, נתיבות, Israel",,no,dist=1856m name=1.00 no-match
1805,flagged,0.7,1.000,1168,קפה סיאל,Siel Coffee,no,"שד' שז""ר 33, באר שבע, Israel",,no,dist=1168m name=1.00 needs-review
1806,flagged,0.4,1.000,171,בלינצ'ס קפה,בלינצ'ס קפה,no,"יהודה הלוי 15, קניון לב אשדוד, Israel",,no,dist=171m name=1.00 business=CLOSED_TEMPORARILY (non-operational)
1807,flagged,0.4,1.000,604,שיפודים,שיפודים אשדוד,no,"האורגים 27, נמל אשדוד, Israel",,no,dist=604m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1808,no_match,0.2,0.500,416,שניצל קוקוריקו,שניצל פקטורי - גן העיר אשדוד,no,"העצמאות 93, אשדוד, Israel",,no,dist=416m name=0.50 no-match
1809,flagged,0.7,0.667,637,פיצה גו go,פיצה גו,no,"הרצל 97, באר שבע, Israel",,no,dist=637m name=0.67 needs-review
1810,no_match,0.2,1.000,2346,פיצה פרגו,פיצה פרגו אשדוד,no,"הגדוד העברי 1, אשדוד, Israel",,no,dist=2346m name=1.00 no-match
1811,verified,0.95,1.000,66,האחים שופן שירותי קייטרינג,קייטרינג האחים שופן,yes,"החורש 22, באר שבע, Israel","Ha-Khoresh St 22, Be'er Sheva, 8410000, Israel",yes,dist=66m name=1.00 close-proximity
1812,no_match,0.2,0.273,1795,דיאל קוקיס D.L Cookies,HEY COOKIE היי קוקי,no,"הדעת 102, באר שבע, Israel",,no,dist=1795m name=0.27 no-match
1813,flagged,0.4,1.000,113,נלסון,"Nelson נלסון קפה, מטבח ובר",no,"ברל כצנלסון 13, אשקלון, Israel",,no,dist=113m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1814,no_match,0.2,0.176,300,שווארמה איציק המחודש,Itzik Shawarma,no,"מרכז מסחרי רזין 5, אילת, Israel",,no,dist=300m name=0.18 no-match
1815,flagged,0.7,0.750,379,פיצה איטלינו,Pizza Italiano,no,"מבצע נחשון 60, באר שבע, Israel",,no,dist=379m name=0.75 needs-review
1816,verified,0.95,1.000,12,פיצה האט,Pizza Hut,no,"בעלי המלאכה 5, צים סנטר נתיבות, Israel","צים אורבן נתיבות, Ba'alei ha-Melakha St 5, Netivot, Israel",yes,dist=12m name=1.00 close-proximity
1817,no_match,0.2,1.000,1744,איציק שווארמה,איציק שווארמה ובשרים על האש,no,"שד' לכיש 177, קריית גת, Israel",,no,dist=1744m name=1.00 no-match
