group,pool,id,old_name,old_address,new_google_name,new_google_address,new_place_id,reason
wrong_or_notfound,red-unique,3918,אלדו,"שד' לוי אשכול 1, חולון, Israel",אלדו קריית יובל,"Uruguay St, Jerusalem, Israel",ChIJ6cQXUJvXAhUR5l0rxfx2sx0,"LLM דחה (0.99): שתי סניפים שונים של רשת אלדו - חולון וירושלים, כתובות שונות לגמרי"
wrong_or_notfound,red-unique,3929,גרנד מניו,"דוד חכמי 12, תל אביב, Israel",Grand Café,"Beit Lehem Rd 70, Jerusalem, 9350419, Israel",ChIJVcaCCyQoAxUReCGFkV9ymY8,"LLM דחה (0.95): שתי עיריות שונות (תל אביב וירושלים), כתובות שונות לחלוטין, ושמות שונים (גרנד מניו vs Grand Café). אף על פי שלשניהם 'גרנד' בשם, המיקומים הגיאוגרפיים מאוד רחוקים - זו בהחלט לא אותה הרשת או סניף."
still_maybe,red-unique,3956,הטאבון של יבגי,"שמאי 1, אלעד, Israel",קליית יבגי,"Yig'al Alon Ave 22, Beit Shemesh, Israel",ChIJhdx2OljEAhURO0uX3ON1Qug,"סימנים חלקיים (sim 0.50, addr 0) · [LLM שגיאה]"
sure_right,red-unique,4026,פרנג'ליקו,"העצמאות 65, פתח תקווה, Israel",פרנג'ליקו,"HaAtsmaut St 65, Petah Tikva, Israel",ChIJv19HQPo1HRURraD-Hlyihdk,שם ייחודי תואם (sim 1.00) + עיר
wrong_or_notfound,red-unique,4054,מייק בורגר,"צאלון 21, מודיעין והסביבה, Israel",Mike Burger מייק בורגר נס ציונה,"Weizman St 22, Ness Ziona, 7403019, Israel",ChIJ8X4fBZW2AhUR9O57BMQePRM,"LLM דחה (0.95): שתי ענפים שונות של רשת - A במודיעין (צאלון 21), B בנס ציונה (Weizman St 22). עיר שונה = לא אותו מקום פיזי"
wrong_or_notfound,red-unique,4093,קייטרינג נולי'ס,"ההגנה 3, חולון, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,red-unique,4100,פיצה איטליה,"רוזנבלום קלמן 32, משמר השבעה, Israel",פיצה איטליה הקטנה,"Sderot Hatsiyonut 4, Kiryat Ata, Israel",ChIJ7_eWlaW2HRURTKphG_1F3Zc,"LLM דחה (0.99): שתי עסקים שונים: שם שונה (הגרסה ב' מכילה 'הקטנה'), כתובות בערים שונות (משמר השבעה vs קריית אתא), מרחק גיאוגרפי משמעותי"
wrong_or_notfound,red-unique,4103,סאב קלאב,"סחרוב דוד 21, קניון הזהב, ראשון לציון, Israel",,,,נבדקו 6 מועמדים — אין התאמה
wrong_or_notfound,red-unique,4118,הנאות קטנות,"אופנהיימר 13, תל אביב, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,red-unique,4132,בלאק,"ז'בוטינסקי 72, הקניון הגדול, פתח תקווה, Israel",בלאק,"ישפרו פלאנט באר-שבע, Beersheba, 8489997, Israel",ChIJYXCIpbNMHRURs2lymZJbeyQ,LLM דחה (0.99): שתי סניפים שונים של אותה שרשרת: פתח תקווה vs בארשבע - ערים שונות לחלוטין
still_maybe,red-unique,4138,תרזה,"סחרוב דוד 21, קניון הזהב, ראשון לציון, Israel",דוכני אוכל רחוב לאירועים - תרזה | כשר,"Yaldei Teheran St 3, Rishon LeZion, Israel",ChIJe9MOIYazAhURyr7BzY-BMsY,"LLM לא הכריע: סימנים חלקיים (sim 1.00, addr 0)"
wrong_or_notfound,red-unique,4176,פרוט פקטורי,"בר כוכבא 23, פרדס כץ, בני ברק, Israel",פרוט פקטורי,"HaMasger St 56, Tel Aviv-Yafo, Israel",ChIJg3lDBVpLHRUR0wPpkLRKJJ8,LLM דחה (0.99): שתי סניפים שונים של אותה שרשרת בערים שונות (בני ברק ותל אביב) - כתובות וקטגוריות גיאוגרפיות שונות לחלוטין
wrong_or_notfound,red-unique,4198,אני והסלט שלי קריית אונו,"שלמה המלך 37, קניון קרית אונו, Israel",פסטה ויה קרית אונו,"Yehuda HaMaccabi St 2, Kiryat Ono, Israel",ChIJCSgfsshLHRURWCBJmx6KcTA,"LLM דחה (0.95): שתי מסעדות שונות בשני כתובות שונות בקריית אונו. A בשלמה המלך 37 בקניון, B ביהודה המכבי 2. שמות וסגנונות אוכל שונים לחלוטין."
wrong_or_notfound,red-unique,4199,קריספי שניצל,"דרך מנחם בגין 132, קניון עזריאלי, תל אביב, Israel",,,,נבדקו 6 מועמדים — אין התאמה
wrong_or_notfound,red-unique,4203,חביבי,"המלך שלמה 27, לוד, Israel",Chabibi חביבי ירושלים,"Ben Yehuda St 2, Jerusalem, Israel",ChIJTcZ6qKUpAxUR28jvvmEvk3w,"LLM דחה (0.95): Different cities (Lod vs Jerusalem), different addresses, different streets (King Solomon St vs Ben Yehuda St). Despite shared Hebrew name 'חביבי', these are separate locations. Name type 'unique' suggests single brand, but these are clearly different branches or unrelated establishments."
wrong_or_notfound,red-unique,4223,מאכלי המזרח,"הברון הירש 22, פתח תקווה, Israel",אצל מזרחי,"Zvi Hirsch Kalischer St 28, Petah Tikva, Israel",ChIJ_8f1KHE2HRUROm0u_gnwU8Q,"LLM דחה (0.95): Different restaurant names (מאכלי המזרח vs אצל מזרחי) and different street addresses (הברון הירש 22 vs Zvi Hirsch Kalischer St 28). While both are in Petah Tikva, these are distinct establishments with separate identities."
wrong_or_notfound,red-unique,4226,הפסקת אוכל עושים אצל שלומי,"חיים עוזר 36, פתח תקווה, Israel",,,,גוגל לא החזיר מועמדים
wrong_or_notfound,red-unique,4234,טוסטר,"דרך מנחם בגין 132, קניון עזריאלי, תל אביב, Israel",,,,נבדקו 6 מועמדים — אין התאמה
wrong_or_notfound,red-unique,4275,באראטו,"העלייה השנייה 43, אזור, Israel",Aberto,"Shkhevits St 5, Gedera, Israel",ChIJja5NDWC5AhURJtQIcOHI2hM,"LLM דחה (0.95): שם זהה (באראטו = Aberto), אך כתובות שונות לחלוטין בערים שונות (אזור vs גדרה). מדובר בשני סניפים שונים או שגיאת כתובת."
wrong_or_notfound,red-unique,4286,אמ'ס קיטשן,"ויצמן 1, תל אביב, Israel",Emesh,"Lilienblum St 30, Tel Aviv-Yafo, 6513309, Israel",ChIJ5Z-5Xg9NHRUR3sUvK9cagYM,LLM דחה (0.95): Different addresses (Weizmann 1 vs Lilienblum St 30) and different names. 'אמ'ס קיטשן' (Emes Kitchen) and 'Emesh' are not direct translations/transliterations of each other. These are separate establishments in Tel Aviv.
wrong_or_notfound,red-unique,4315,מיאמור,"הסיבים 2, פתח תקווה, Israel",מיאמור דיזיין,"Sokolov St 11, Herzliya, Israel",ChIJl2mH1jtJHRURF-FAkTUA2AM,"LLM דחה (0.95): Different addresses (Petach Tikva vs Herzliya), different names (מיאמור vs מיאמור דיזיין). 'מיאמור' = 'Miamor' (unique name), but the 'דיזיין' (Design) suffix and geographic separation indicate separate establishments."
wrong_or_notfound,red-unique,4354,ג'איה,"דוד רזיאל 22, יפו, תל אביב, Israel",,,,נבדקו 6 מועמדים — אין התאמה
wrong_or_notfound,red-unique,4362,זהר הקייטרינג,"שמוטקין 19, ראשון לציון, Israel",,,,נבדקו 6 מועמדים — אין התאמה
wrong_or_notfound,red-unique,4366,סולו,"תובל 9, מתחם הבורסה, רמת גן, Israel",,,,נבדקו 5 מועמדים — אין התאמה
sure_right,red-unique,4376,עונות,"תל אביב, Israel",Onot,"Azrieli Center, Menakhem Begin Rd 132, Tel Aviv-Yafo, Israel",ChIJmz_Va5lLHRUR2oEq06tP-jI,LLM אישר (0.95): עונות (Onot) = identical Hebrew/English translation pair. Unique restaurant name + both in Tel Aviv with matching address details (Azrieli Center is a major Tel Aviv landmark on Begin Rd). Name type 'unique' confirms single establishment.
wrong_or_notfound,red-unique,4395,אצל חיים היפה,"שלום אש 1, מעוז אביב, תל אביב, Israel",,,,נבדקו 6 מועמדים — אין התאמה
wrong_or_notfound,red-unique,4432,Mr. Pretzels,"יוני נתניהו 29, קניון עופר הגבעה, גבעת שמואל, Israel",Mr Pretzels מיסטר פרצל פתח תקווה כשר מהדריין חלב ישראל,"Totseret ha-Arets St 3, Petah Tikva, 4951734, Israel",ChIJmzERzIdJHRURw7I3bgkekqw,"LLM דחה (0.95): Different cities and addresses. A is in Givatayim (Kanyon Ofer Hagiva), B is in Petah Tikva (Totseret ha-Arets St). Different branches of same chain."
wrong_or_notfound,red-unique,4438,עלמה לאונג',"יבנה 23, תל אביב, Israel",קפה עלמה,"Shivtei Israel St 14, Tel Aviv-Yafo, Israel",ChIJnzcQH7pMHRURUttBI0MY0Ww,"LLM דחה (0.95): Different addresses in Tel Aviv. 'עלמה לאונג'' (Alma Lounge) at Jabotinsky 23 vs 'קפה עלמה' (Cafe Alma) at Shivtei Israel 14. Despite shared 'עלמה' (Alma) root, these are distinct locations ~2km apart. Different street names confirm separate establishments."
sure_right,red-unique,4453,עצמון,"מנחם בגין 39, פרדס כץ, בני ברק, Israel",מסעדת עצמון,"Ha-Maccabim St 43, Bnei Brak, Israel",ChIJ8XOncydKHRURk-XJqFJEL0A,שם ייחודי תואם (sim 1.00) + עיר
wrong_or_notfound,red-unique,4486,דרך השלום,"דרך השלום 7, תל אביב, Israel",Derekh Shalom,"Derekh Shalom, Kiryat Ekron, Israel",ChIJM2kMOYG3AhURzWlEFyZFkHU,LLM דחה (0.99): Different cities: Tel Aviv vs Kiryat Ekron. 'Derekh Shalom' (דרך השלום) is a common street name in Israel. Same Hebrew name ≠ same location without matching addresses.
wrong_or_notfound,red-unique,4522,דודו אוטמזגין,"אבן גבירול 71, קניון גן העיר, תל אביב, Israel",דודו אוטמזגין-תל אביב מתחם G צמרת,"Nissim Aloni St 10, Tel Aviv-Yafo, Israel",ChIJ7XXWxA1LHRURLat-J97DyBU,"LLM דחה (0.85): שתי סניפים שונים של אותה שרשרת. A: קניון גן העיר, אבן גבירול 71. B: רחוב ניסים אלוני 10 (צמרת-מתחם G). כתובות שונות לחלוטין בתל אביב."
wrong_or_notfound,red-unique,4541,צ'בובו,"אלנבי 132, תל אביב, Israel",Chubu - צ'ובו,"Herzl St 41, Tel Aviv-Yafo, 6688603, Israel",ChIJUy1SQs5NHRURh_Qlr2MG59M,"LLM דחה (0.95): שתי כתובות שונות לחלוטין: אלנבי 132 vs הרצל 41 בתל אביב. למרות שהשם דומה (צ'בובו/צ'ובו - וריאציות תעתיק של אותו שם יפני), הן לא יכולות להיות אותו מסעדה בשל הכתובות השונות."
sure_right,red-unique,4558,חדר האוכל,"אלכסנדר ינאי 14, פתח תקווה, Israel",חדר האוכל,"Avshalom Gissin St 53, Petah Tikva, 4922450, Israel",ChIJP9BaNwA3HRURS-OccX6NaqA,שם ייחודי תואם (sim 1.00) + עיר
wrong_or_notfound,red-unique,4566,פלאפלינו,"ז'בוטינסקי 91, פתח תקווה, Israel",פלפליקו,"HaRama St 23, Ganei Tikva, Israel",ChIJL0OcP4w1HRURTRW_SLN3gnY,"LLM דחה (0.95): שתי רשתות שונות בעיר שונה. פלאפלינו בפתח תקווה ברחוב ז'בוטינסקי, פלפליקו בגני תקווה ברחוב הרמה. שמות דומים אך עסקים נפרדים."
wrong_or_notfound,red-unique,4584,ביגה,"דוד רזיאל 1, קניון רמלה, Israel",ביגה שילת,"בית ירדן, שילת, Shilat 7318800",ChIJ4ekE_aHNAhURXcGiWA4K-GA,"LLM דחה (0.95): שני מקומות שונים: A בקניון רמלה ברמלה, B בשילת. למרות ששם הרשת זהה ('ביגה'), הן בערים שונות לחלוטין ולכן זה שתי סניפים שונים של אותה רשת."
wrong_or_notfound,red-unique,4597,לובי מלון כפר המכביה,"ברנשטיין פרץ 7, רמת גן, Israel",,,,נבדקו 2 מועמדים — אין התאמה
wrong_or_notfound,red-unique,4616,סולי,"יגאל אלון 88, תל אביב, Israel",,,,נבדקו 6 מועמדים — אין התאמה
wrong_or_notfound,red-unique,4654,יונתן ברבי,"רב אסי 12, בני ברק, Israel","עו""ד תומר ברבי","ב.ס.ר. 2, David Ben-Gurion 1, קומה 17, Bnei Brak, 5120149, Israel",ChIJu3PJcytLHRURRqhXMetBkS0,"LLM דחה (0.95): Different addresses and different name contexts. A: 'יונתן ברבי' (Jonathan Barbi) at Rav Asi 12. B: 'עו""ד תומר ברבי' (Attorney Tomer Barbi) at David Ben-Gurion 1, floor 17. Both in Bnei Brak but distinct physical locations. Different individuals (Jonathan vs. Tomer) with same surname. No indication of same business/restaurant."
sure_right,red-unique,4663,"קלואליס, מלון הילטון","הירקון 205, תל אביב, Israel",Onami Hilton Tel-Aviv - אונמי הילטון תל אביב,"HaYarkon St 205, Tel Aviv-Yafo, 6340506, Israel",ChIJC4Rc1wZNHRURnNgSSsCLPWc,"LLM אישר (0.95): Same address (HaYarkon 205, Tel Aviv). 'קלואליס' is the restaurant name, both listings reference Hilton Hotel location. Address transliteration matches: הירקון = HaYarkon. Different restaurant names at same hotel address indicates either name change, rebrand, or dual operation at same venue."
wrong_or_notfound,red-unique,4679,ג'ימיז פיצה,"אהרון בקר 8, צפון תל אביב, Israel",,,,נבדקו 2 מועמדים — אין התאמה
sure_right,red-unique,4731,ירמיהו 33,"ירמיהו 33, ירושלים, Israel",Yirmiyahu St 33,"Yirmiyahu St 33, Jerusalem, 9446718, Israel",ChIJ-dAHwzrWAhUR3CiZc1cROLY,שם ייחודי תואם (sim 0.75) + עיר
wrong_or_notfound,red-unique,4766,לאנצ',"המרפא 1, הר חוצבים, ירושלים, Israel",,,,נבדקו 5 מועמדים — אין התאמה
wrong_or_notfound,red-unique,4767,ניקנוקים,"אגריפס 44, ירושלים, Israel",סמוקי ירושלים,"Agripas St 111, Jerusalem, Israel",ChIJF0pB_yjWAhURTkqDUEYIOFE,"LLM דחה (0.95): Different names (ניקנוקים vs סמוקי ירושלים), different addresses (אגריפס 44 vs Agripas 111), different establishments on same street"
sure_right,red-unique,4780,The Scoop,"הדקל 6, אפרת, Israel",Scoop Pizza Efrat,"Dekel Shopping Center, Ha-Dekel St 8, Efrat, 90435, Israel",ChIJYWv15N0_HRURe9BWYSNolIg,שם ייחודי תואם (sim 1.00) + עיר
sure_right,red-unique,4796,מרכז אשכול,"פארן 13, ירושלים, Israel",מעדני מרכז אשכול,"Paran St 13, Jerusalem",ChIJS_zBNNbXAhURqClPUzcZJzY,שם ייחודי תואם (sim 1.00) + עיר
wrong_or_notfound,red-unique,4820,בית הקרפ,"שד' יגאל אלון 3, ביג פאשן בית שמש, Israel",,,,נבדקו 5 מועמדים — אין התאמה
wrong_or_notfound,red-unique,4827,דוד ויהונתן,"אבולעפיה 32, ירושלים, Israel",,,,נבדקו 6 מועמדים — אין התאמה
wrong_or_notfound,red-unique,4915,אלה במטבח,"גבעת שאול 2, ירושלים, Israel",,,,נבדקו 2 מועמדים — אין התאמה
sure_right,red-unique,4927,מדיצ'י בכיכר,"שד' המאירי 8, ירושלים, Israel",מדיצ'י,"8, Sderot HaMe'iri 4, Jerusalem, Israel",ChIJFePywzXWAhURO34sK8COwOk,שם ייחודי תואם (sim 1.00) + עיר · המועמד הישן חזר בראיה חזקה
wrong_or_notfound,red-unique,4930,סקאלה,"המלך דוד 7, ירושלים, Israel",,,,נבדקו 5 מועמדים — אין התאמה
wrong_or_notfound,red-unique,4943,ג'ט לק,"שלומציון המלכה 1, ירושלים, Israel",,,,נבדקו 6 מועמדים — אין התאמה
wrong_or_notfound,red-unique,4946,הסלטיה קניון הדר,"פייר קניג 26, קניון הדר, ירושלים, Israel",ROLLY TORTILLA,"General Pierre Koenig St 26, Jerusalem, 9346934, Israel",ChIJlVcfTQDXAhURBk1SgrOV-8k,LLM דחה (0.95): שמות שונים לחלוטין - 'הסלטיה קניון הדר' (סלט) מול 'ROLLY TORTILLA' (טורטיה/מקסיקני). אותו כתובת אך מסעדות שונות לחלוטין בקטגוריה.
still_maybe,red-unique,4967,פרנק דלייטס,"התנופה 13, קניון ישראל תלפיות, ירושלים, Israel",Franck delights,"Shatner St 7, Jerusalem, Israel",ChIJ45kBrUvWAhURWM9mtSs3uUY,"LLM לא הכריע: סימנים חלקיים (sim 0.64, addr 1)"
wrong_or_notfound,red-unique,4977,קייטרינג כהן,"בר אילן 39, ירושלים, Israel",קייטרינג איוונטופ - כשר למהדרין בד''ץ העדה החרדית,"Rabenu Gershom St 5, Jerusalem, 9527207, Israel",ChIJiZdsxzpsVowR7jCvNatHx-0,LLM דחה (0.95): שם ייחודי: 'כהן' vs 'איוונטופ' - שתי עסקים שונים עם שמות משפחה/מותגים שונים לחלוטין. כתובות בשכונות שונות בירושלים (בר אילן vs רבנו גרשום). אין תאימות.
wrong_or_notfound,red-unique,4992,steers steakhouse,"דרך יצחק רבין 2, קניון נעימי, בית שמש, Israel",Alma Meat Restaurant,"Derech Yitshak Rabin 19, Beit Shemesh, Israel",ChIJfynD41_EAhURzZP6CNzra6Y,"LLM דחה (0.95): Different addresses on same street (2 vs 19, Derech Yitzhak Rabin). Different names (Steers Steakhouse vs Alma Meat Restaurant). Different shopping centers (Naimi Mall vs none specified). Separate establishments."
wrong_or_notfound,red-unique,4994,טעם משובח,"חזון איש 44, ירושלים, Israel",מאמא טעם של בית,"Am Veolamo St 3, Jerusalem, Israel",ChIJXznFEjLXAhURgnf6eAjygpA,LLM דחה (0.95): שני מקומות שונים - שמות ייחודיים שונים ('טעם משובח' vs 'מאמא טעם של בית') וכתובות בשכונות שונות בירושלים (חזון איש בגאולים vs Am Veolamo בעיר)
wrong_or_notfound,red-unique,5026,ליטוב,"הנביאים 43, ירושלים, Israel",,,,נבדקו 1 מועמדים — אין התאמה
sure_right,red-unique,5064,זיסלק,"ירמיהו 43, קניון סנטר 1, ירושלים, Israel",זיסלק קניון רמות,"Golda Me'ir Boulevard 255, • ירושלים, القدس, Jerusalem, Yerushalayim, أورشليم, י-ם, जेरूसलम, జేరుసలం, Ерусалим, Jeruzalém, Jérusalem, Jeruzalem, Ιερουσαλήμ, Jeruzsálem, Yerusal…JerusalemJerusalem",ChIJH0RobQvWAhURLKZB2YIcPyg,שם ייחודי תואם (sim 1.00) + עיר
wrong_or_notfound,red-unique,5066,כשמתוק ויוקרה נפגשים HS,"האייל 16, ירושלים, Israel",,,,נבדקו 6 מועמדים — אין התאמה
sure_right,red-unique,5074,לאפה 20,"הגננת 238, ירושלים, Israel",לאפה יוסי,"Israel ירושלים, Jerusalem",ChIJDYxr4gjZAhURVW7gcd2nxBI,שם ייחודי תואם (sim 1.00) + עיר
sure_right,red-unique,5078,השניצליה,"אגודת ספורט בית""ר 1, קניון ירושלים, Israel",השניצליה,"Malcha Shopping Mall, Derech Agudat Sport Beitar 1, Jerusalem, Israel",ChIJwf2BQbzXAhURGzTmxazGQFY,"LLM אישר (0.95): Same unique restaurant name 'השניצליה' (HaSchnitzelya). Both addresses refer to identical location: Malcha Shopping Mall (קניון ירושלים in Hebrew), same street address (Derech Agudat Sport Beitar 1). Address B is English translation/transliteration of Address A. Different language format of same physical location."
sure_right,red-unique,5125,שמונה,"דרך יצחק רבין 2, קניון נעימי, בית שמש, Israel",Pizza Shemesh,"Derech Yitshak Rabin 15, Beit Shemesh, Israel",ChIJ4ZsUll_EAhURCvrgCD4VEww,שם תואם + עיר + רחוב
wrong_or_notfound,red-unique,5136,Ricardo,"השישה עשר 39, פסגת זאב, ירושלים, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,red-unique,5186,עזאזל Azazel,"זריחה 1, קדר, Israel",Azazel Bar,"Allenby St 94, Tel Aviv-Yafo, 6581301, Israel",ChIJRVYej6FNHRURtxOkxbSofD4,"LLM דחה (0.95): Different locations: Qedar vs Tel Aviv-Yafo (Allenby St). Despite identical name 'Azazel', these are separate establishments in different cities."
wrong_or_notfound,red-unique,5201,BATA,"הלל 23, ירושלים, Israel",Bata,Tunis Street، Nablus,ChIJ4Wk7iJzhHBURD2344XzAIRU,"LLM דחה (0.95): שתי ערים שונות לחלוטין - ירושלים ונבלוס. למרות השם הזהה (BATA/Bata), אלו שני מיקומים גיאוגרפיים נפרדים בתכלית. BATA היא שם מותג גלובלי לנעליים, ולכן יכולות להיות סניפים בערים שונות."
wrong_or_notfound,red-unique,5236,ספיישל פוד,"רבי בנימין 3, ירושלים, Israel",,,,נבדקו 6 מועמדים — אין התאמה
sure_right,red-unique,5268,מרגו,"המלך ג'ורג' 21, ירושלים, Israel",Margo,"King George St 21, Jerusalem, Israel",ChIJf5ZkpLcpAxURCYuHSOk-epg,שם ייחודי תואם (sim 0.75) + עיר
wrong_or_notfound,red-unique,5287,העברית,"גבעת רם, ירושלים, Israel",,,,נבדקו 1 מועמדים — אין התאמה
sure_right,red-unique,5297,אינגליש קייק,"שד' משה דיין 106, פסגת זאב, ירושלים, Israel",אינגליש קייק,"Jaffa St 36, Jerusalem, Israel",ChIJ4ywE09ApAxURvtPWxfKnslM,שם ייחודי תואם (sim 1.00) + עיר
wrong_or_notfound,red-unique,5329,מהלב אל הצלחת,"אלעזר, Israel",,,,נבדקו 5 מועמדים — אין התאמה
sure_right,red-unique,5333,ברלינה,"השקד 21, מחנה יהודה, ירושלים, Israel",Berlina,"Ha-Shaked St 21, Jerusalem, 9431725, Israel",ChIJkyGcRy_XAhURGvYJZ-ncjwE,שם ייחודי תואם (sim 0.80) + עיר
wrong_or_notfound,red-unique,5336,בית קפה ומאפה,"כיסופים 30, רמות אלון, ירושלים, Israel",,,,נבדקו 6 מועמדים — אין התאמה
sure_right,red-unique,5338,ביסטרו בר,"יד חרוצים 18, קניון ישראל תלפיות, ירושלים, Israel",זיגמונד ביסטרו בר רחביה,"Azza St 29, Jerusalem, Israel",ChIJeeqEn77XAhURvGmvu4PJh_o,שם ייחודי תואם (sim 1.00) + עיר
wrong_or_notfound,red-unique,5352,צ'יקן האוס,"כנפי נשרים 26, ירושלים, Israel",רובן RUBEN - כנפי נשרים,"Kanfei Nesharim St 24, Jerusalem, Israel",ChIJj49AgmXXAhURQhYFqCyhC5k,"LLM דחה (0.85): Different addresses (26 vs 24 Kanfei Nesharim), different names (Chicken House vs RUBEN), different establishments"
sure_right,red-unique,5372,בנדורה,"שד' יגאל אלון 6, בית שמש, Israel",הראיס שווארמה על גחלים- לשעבר בנדורה בית שמש,"יגאל אלון 6 - קניון שער העיר, Bet Shemesh, Israel",ChIJp2WA9ZbFAhURdFczcd29KyY,שם ייחודי תואם (sim 1.00) + עיר
wrong_or_notfound,red-unique,5467,מאכלי ננה גורמי כורדי,"כרמים 50, שריגים, Israel",,,,נבדקו 6 מועמדים — אין התאמה
sure_right,red-unique,5476,נארה סושי,"ביל""ו 2, קניון רחובות, Israel",נארה סושי,"Bilu St 2 2, Rehovot, Israel",ChIJsRHrrBq3AhURY18IWAQXX1g,"LLM אישר (0.95): זהו אותו מקום - שם זהה (נארה סושי), כתובת זהה בשתי השפות: ביל״ו 2 = Bilu St 2, קניון רחובות = Rehovot (קניון הוא המול, הכתובת המדויקת היא הרחוב)"
wrong_or_notfound,red-unique,5516,מקום בכפר,"כפר הנוער בן-שמן, Israel",,,,נבדקו 1 מועמדים — אין התאמה
sure_right,red-unique,5541,CONOS DRIVE,"קרן היסוד 10, באר יעקב, Israel",Conos Drive,"Keren HaYesod St 10, Be'er Ya'akov, Israel",ChIJAWozOcO1AhURwBlcWhUYG3w,LLM אישר (0.95): Identical restaurant with transliterated address: 'קרן היסוד' (Keren HaYesod) and 'באר יעקב' (Be'er Ya'akov) are the same street and city. Same street number (10) and unique name (CONOS DRIVE) confirms single location.
wrong_or_notfound,red-unique,5607,מטעמים,"אודם 14, עד הלום, Israel",,,,נבדקו 6 מועמדים — אין התאמה
wrong_or_notfound,red-unique,5633,אנגוס,"המגינים 56, גן יבנה, Israel",אנגוס דבאח אשדוד,"Ha-Bosem St 14, Ashdod, Israel",ChIJbV83v16jAhURoxFvylnueWU,LLM דחה (0.99): Different cities (גן יבנה/Gan Yavne vs אשדוד/Ashdod) and different street addresses. Both are Angus restaurants but separate locations/branches.
wrong_or_notfound,red-unique,5634,עולם הפיצה,"רחל הירשנזון 20, רחובות, Israel",,,,נבדקו 6 מועמדים — אין התאמה
sure_right,red-unique,5734,רטבים,"מדינת היהודים 85, הרצליה פיתוח, Israel",רטבים,"Medinat ha-Yehudim St 85, Herzliya, Israel",ChIJsXiTvARJHRURTXKTf97IpcQ,LLM אישר (0.95): זהה שם בעברית ותרגום אנגלית. כתובת זהה: מדינת היהודים 85 = Medinat ha-Yehudim St 85. הרצליה פיתוח = Herzliya. שם ייחודי מצביע על מקום אחד בלבד.
wrong_or_notfound,red-unique,5758,Asado Con Claudio,"ברקת 24, צור יגאל, Israel",,,,גוגל לא החזיר מועמדים
wrong_or_notfound,red-unique,5785,נובו,"וינגייט 41, הרצליה פיתוח, Israel",נובו מטבחים,"Sokolov St 27, Ramat Hasharon, Israel",ChIJa5LD29BJHRUR1UqOKR1cMVc,"LLM דחה (0.95): שני מקומות שונים: נובו בהרצליה פיתוח (וינגייט 41) ונובו מטבחים ברמת השרון (סוקולוב 27). כתובות שונות, ערים שונות, ושמות שונים במקצת (האחרון עם 'מטבחים'). זהו כנראה אותו בעלים או שרשרת, אך לא אותו מקום פיזי."
wrong_or_notfound,red-unique,5788,מול הפארק,"אחוזה 267, רעננה, Israel",,,,נבדקו 1 מועמדים — אין התאמה
still_maybe,red-unique,5792,דולצ'ה,"התחיה 7, פרדס חנה-כרכור, Israel",דולצ'ה,"Thiya St 12-16, Pardes Hanna-Karkur, Israel",ChIJ_UKhP_EPHRUR-8U8lWvzG7c,"LLM לא הכריע: סימנים חלקיים (sim 1.00, addr 0)"
wrong_or_notfound,red-unique,5805,שף רפאל,"בן צבי 69, קדימה, Israel",,,,נבדקו 6 מועמדים — אין התאמה
wrong_or_notfound,red-unique,5834,טאפס בר פופאי,"משכית 27, הרצליה פיתוח, Israel",,,,נבדקו 6 מועמדים — אין התאמה
wrong_or_notfound,red-unique,5843,קרונש,"הרצל 29, נתניה, Israel",Marrakesh,"David HaMelech St 5, Netanya, 42264, Israel",ChIJSXcOqKhqHRURFo9Ot0UrwsY,"LLM דחה (0.95): Different names (קרונש vs Marrakesh), different addresses (Herzl St 29 vs David HaMelech St 5), different cuisines implied. No evidence these are the same restaurant."
wrong_or_notfound,red-unique,5855,מודל'ה,"המנופים 11, הרצליה פיתוח, Israel",מודל'ה הובלה חשמלית,"Shtulim St 70, Tel Aviv-Yafo, Israel",ChIJq4qqszC5I0sRsivSca25Dqo,LLM דחה (0.95): שתי כתובות שונות לחלוטין - הרצליה פיתוח vs תל אביב. B כולל 'הובלה חשמלית' (electrical transport/logistics) - עסק שונה או חברה אחרת בתחום דומה. לא אותו מקום.
wrong_or_notfound,red-unique,5879,אופירה,"גשר העץ 6, פארק תעשיות עמק חפר, Israel",,,,נבדקו 6 מועמדים — אין התאמה
wrong_or_notfound,red-unique,5888,אזימוט,"שד' ניצה 20, נתניה, Israel",,,,נבדקו 5 מועמדים — אין התאמה
wrong_or_notfound,red-unique,5894,פיורלה,"הרברט סמואל 33, חדרה, Israel",סמבוסלה,"HaNassi St 46, Hadera, Israel",ChIJW0l0E0QSHRURbHJLcH2_3e0,"LLM דחה (0.95): שם שונה לחלוטין (פיורלה vs סמבוסלה), כתובות שונות בחדרה (הרברט סמואל vs הנשיא), ושני מקומות שונים בעיר"
wrong_or_notfound,red-unique,5900,המינגווי,"רמת ים 60, הרצליה פיתוח, Israel",,,,נבדקו 6 מועמדים — אין התאמה
