triage,triage_score,triage_reason,id,final,source,old_name,old_address,old_lat,old_lng,google_place_id,google_name,google_address,google_lat,google_lng,name_sim,distance_m,business_status,food_signal,google_primary_type,google_types,google_phone,google_rating,rating_count,opening_hours,has_photo,photo_name,photo_attribution,llm_verdict,llm_conf,llm_reason,google_maps_uri,resolved_final,collision
right,2,שם זהה + אותו מספר בית (30) — רחוב בתעתיק שונה,3984,pending-triage-right,rule,סושיקסי,"הנחשול 30, ראשון לציון, Israel",31.9841833,34.7822826,ChIJl5eKDHu0AhURlLzreN59xqE,סושיקסי,"Ha-Nakhshol St 30, Rishon LeZion, Israel",31.984265100000002,34.782318599999996,1.000,10,CLOSED_PERMANENTLY,food,sushi_restaurant,sushi_restaurant;japanese_restaurant;restaurant;food;point_of_interest;establishment,03-779-7072,3.9,91,,yes,places/ChIJl5eKDHu0AhURlLzreN59xqE/photos/AaVGc3nwGO3Mkzic_g-pqDun4dByjPu8mnDn4IDCbDVgVPI5Q4qQkJWvaanqopCbh2NhDIcv-rV5Q9hg4iEVyyU3UwniGmJ2tfBUYkJF7LFtrua9DqqQLCk94rLFCZVCqielQK5iJqHEf7BP-O1kAyNAiC-XGX6Z1v_9WGp8nkrqSnT5XjpAGvD79KCFheJZmoIAG7koxtLLC6udt7w6q3XwcBbeMUdK2isc2QDpegDpe_P0RmTVUugCbV4D8t1KdZWvSFWaMfsDhJNbTABmKP3lXmI7gz8cRKsd8_Wa5k_ykikxP7v8cZwe62eaQzbAEtQ5_RDtLe6FSaQix5kSd9gRxO35lscin9RUgL5zAxTB_442UMzprxNkXkZOoUCmh50wN7pvwELiVcwyVEg1AE2f9noSRvnT2jTEOVdq3Alm-ps,Badaboom,,,,https://maps.google.com/?cid=11657143079960034452&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,3,LLM אישר (conf 0.85) — נחסם קודם רק בגלל רף ה-0.9,3988,pending-triage-right,llm-uncertain,מיסטר ג'ק,"שד' העצמאות 79, בת ים, Israel",32.0154565,34.7505283,ChIJkyWGUTizAhURO5zqlvC-KhU,Mr. jack burgers,"Ha'Atsmaut Blvd 77, Bat Yam, Israel",32.0288085,34.7492362,0.300,1490,OPERATIONAL,food,hamburger_restaurant,hamburger_restaurant;southwestern_us_restaurant;meal_delivery;food_delivery;meal_takeaway;food_store;american_restaurant;store;restaurant;food;point_of_interest;establishment,03-647-6737,4.4,451,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: Closed | Saturday: 8:00 PM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM,yes,places/ChIJkyWGUTizAhURO5zqlvC-KhU/photos/AaVGc3mss0U3f0DxPZP21DI-I58o8yCReHZwu0SG9NPto8LsdSVmGpvttnMPVy4d580hMaX1_XqOFnaD4Jw9rexaJ0AO6d06Xx6u7smnP413hSFF47PbHR8DEtpomt0CdAO5wjYksAvT1gmt-iVuP56ZYZjMPMhuO38h9IIJsuBVdNpiEFb8WUOPQngPAY6ryd32T7K9-gONXTzyNjYpHKRWot18KO2QJBht4P2PEckg9_RrykCrT8tAxYp-yNxHPv4Nc9fpG14JmAk0xOQteRHszhk4bhRxorTxr2Ol3DDnB3oIvdB4_EEOxzl-pFeKHf2VNW3flnUalEWTgqNghmcHVAcaxH8F7thofuaqEMBWV1KjSiXkU8iQBS7hSFivUh5CGJ1sYq2D5447I0XRHiWrnIe5GKgXjKnOtjE2wVPhgm1t9kKs,אלינור אסביאה,yes,0.85,"Same unique business name (Mr. jack = מיסטר ג'ק), same street (Ha'Atsmaut Blvd = שד' העצמאות), same city (Bat Yam). House number difference (79 vs 77) is minor and could be due to database errors. Distance of 1490m is large but likely reflects coordinate inaccuracy rather than different businesses, given strong name and street match.",https://maps.google.com/?cid=1525241364351720507&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,3,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,3991,pending-triage-right,rule,קפה דורי,"משה שרת 83, תל אביב, Israel",32.087455,34.794301,ChIJ6XL35OxLHRURWORtJfNPODk,בית קפה דורי,"Moshe Sharet St 83, Tel Aviv-Yafo, Israel",32.0874805,34.794134,1.000,16,CLOSED_PERMANENTLY,food,coffee_shop,coffee_shop;cafe;food_store;store;food;point_of_interest;establishment,,4.4,105,,yes,places/ChIJ6XL35OxLHRURWORtJfNPODk/photos/AaVGc3mUYvCiJTF2VgFsX7DG0aJ8l-5cyEODtH1gf8Vj6A2xttaIIZZXe-C_d9AVMuJZu9aL6pk-QMIpJ1fkqs1xXqO64uYD8FVDGtPy5-ClZxhLAsvsTN7yN-Su-IRFPoSzftzz0JWVh4dQZ4i3Vn8zuKgsuqXeWm7TXJGt-T-3butHIzldsAepP6MQ2NGl7Jc3qmeUMmOSJEc3gEdYhmva7bg5_CQr0xxkID1tVzI6qWrU8bZoOeardbJQV4wSqDjD6S392AMbVds-unGjx-QTGLa4Xx-KfOIBJnXCUjXRmr_JGHpVSocvjep5eqpk15dDke7T3loMC5a5r8PfdpZCZbz_8fPC04AjcLf5GoJf7Ms95broosEzp3ocoS7srUBTl-VswqYhBDr0e6eEJPR0v83sdZ6QBRZwIGb8gUbkDj2ouUCX,Heli Kimhi,,,,https://maps.google.com/?cid=4123133364581295192&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,3,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,4010,pending-triage-right,rule,הדרים,"דרך השלום 51, גבעתיים, Israel",32.0729606,34.8113279,ChIJzXgrx6ZLHRURx6_q5QuUU7A,Hadarim,"HaShalom Rd 51, Tel Aviv-Yafo, Israel",32.0678388,34.8028111,1.000,984,CLOSED_PERMANENTLY,food,dessert_shop,dessert_shop;confectionery;food_store;store;food;point_of_interest;establishment,03-573-9332,4.5,691,,yes,places/ChIJzXgrx6ZLHRURx6_q5QuUU7A/photos/AaVGc3lr-fu7flqoYViHG9U5eza_al64KNop-PNnbiVIVMX09J_kJwDZZJ5-3qrxwXqtQoCILkO7ugj98w8qUqNIRMZ_df2HAIqNrKMGI95Ocii33nmpXirSff1O5Oeolt7N6CK-AORZ9wSFsyEZQbkf7UTfAKnh2Cij4eKO1JD-MY184Bsuo5wkEKBakc3qDqI06Y6bDD_Fg44NaU3xl6WJdbqxYzMuBS5reN5AE5h-XfcKbyT6oYLJHTI3hEo3v5JQ4hGT9EORxRZrTYt2TBbIsAuB12_8pK8A7i6_pIXDWFEp6EJ5yshOVmGjUxkt5LFtRU5ZBp7v0KMr8NJqXWIscKLw9HGHAD4JpkBbyKV22M9ay3P4IGSz3DLJw-NOOHpZjUSR8iQRHpCNAAIUn9_kiPQiPdA41a3-Q5Usuq5MJNtmxQ,Aviya Shalom,,,,https://maps.google.com/?cid=12705661752565215175&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,3,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,4015,pending-triage-right,rule,פסטה צ'לו Pastacello,"שד' הר ציון 106, תל אביב, Israel",32.058694,34.778725,ChIJqSbLhqBMHRUR_Njt18_Xge4,פסטה צ'לו,"Sderot Har Tsiyon 106, Tel Aviv-Jaffa, Israel",32.0513033,34.77383,1.000,942,CLOSED_PERMANENTLY,food,restaurant,restaurant;food;point_of_interest;establishment,,5,1,,no,,,,,,https://maps.google.com/?cid=17186254940703414524&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,2.5,רשת — אותו סניף (רחוב+בית),4022,pending-triage-right,llm-uncertain,קפה לנדוור,"דרך מנחם בגין 132, קניון עזריאלי, תל אביב, Israel",32.0264909,34.7743694,ChIJDU9KioJLHRUR392UDUckve0,Landwer,"Azrieli Center, Menakhem Begin Rd 132, Tel Aviv-Yafo, Israel",32.074389700000005,34.7921693,0.667,5584,OPERATIONAL,food,cafe,cafe;food;point_of_interest;establishment,050-857-2530,2.1,465,Monday: 8:30 AM – 10:00 PM | Tuesday: 8:30 AM – 10:00 PM | Wednesday: 8:30 AM – 10:00 PM | Thursday: 8:30 AM – 10:00 PM | Friday: 8:30 AM – 3:00 PM | Saturday: 7:30 – 11:00 PM | Sunday: 8:30 AM – 10:00 PM,yes,places/ChIJDU9KioJLHRUR392UDUckve0/photos/AaVGc3nrwBAa9i5WjHuIqYvJrLzg6kw9lbGg3Z6LSRQzkBSpF4BuhDnw5dA8zdc8qMN-qxcO_uq150YSmHZnQ3XMyLbJ8_4vi5XNvcExRI8zHdf8c494RqwQrFnwD35FnHS9Vu-7wyJzjpLqJMRUdTq7OTjvdMJ3Knyz-sQqTl4zK0no9x7zAUxZUFx6MEJ3hQT21l0WZKjIvMKk_K3woS17qDFnxHgbp1ngHKHa9LzT9d6lgSYEWiA_z4JNNq0uNLMgo2yyPHKe501gvNr6kTsWmwZHGFh6urD3TLglet3yPCuLJlcmdheN_VrewsuzV4IU1rGjHeBrw1EldQOEc_zlIYGLwKrwXP3k3PWjMDcogX4Y1-255gnhgsyosGzpkHhXVD51OIeil_JnUmfJQW2G-JLQ6lLPZnyXWsw5p7C6NDgR3A,Ayelet Naftali,yes,0.98,"Chain match: 'קפה לנדוור' (Cafe Landwer) = 'Landwer'. Identical street (Menakhem Begin), house number (132), shopping center (Azrieli), and city (Tel Aviv). Distance metric unreliable for this location; address details align perfectly.",https://maps.google.com/?cid=17130888445176372703&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,2.5,רשת — אותו סניף (רחוב+בית),4027,pending-triage-right,llm-uncertain,פיצה האט,"פריימן יעקב 1, ראשון לציון, Israel",31.9745915,34.8155221,ChIJD-U1wlC0AhURN2Sly6wz9CU,Pizza Hut,"Freiman St 1, Rishon LeZion, Israel",31.976801599999998,34.8087565,1.000,684,OPERATIONAL,food,pizza_restaurant,pizza_restaurant;pizza_delivery;meal_delivery;food_delivery;meal_takeaway;restaurant;food;point_of_interest;establishment,1-700-506-070,3.8,471,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: 11:00 AM – 3:30 PM | Saturday: 7:30 PM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM,yes,places/ChIJD-U1wlC0AhURN2Sly6wz9CU/photos/AaVGc3mrpy7b113ZxhQWkRKPxXIWNe5KyUai4wDUWmIDv4oqIay85RepW1NhlSfU9KzKwWDdQPw2YsZEYB_4wurguPvUJ0YE2yczTAs3NmImEVZygTKv1fdjhmE_d3c0yeNJMHL6AzBu458h7bx4bRny6lYTd6g7BfJdzchRCCpnabZjY7-hyWYXfsAMRIjb-AIjAbmVfkk1veltmaN3Gm5CIjNoj8ki1Wy_cI3lDTCn43cowU6hd83BUmmkmQzRaq1uwywUaLq335bYspirubw_HAOC4Q7cJcY3DLMDCpjgYO1YU5QXtGSjrZ3QNHE7S0dXEJd8cudvyWWumrkNkVurbmLNu58pjezNlqmHaCLSC9rSpc2JdsK4zjIcpy7NCUz_-Vsktz5sy---ZA3PXksuJxbpScYXOpI-J4xxmOz6VPP1CbMWaa1oZ5-ezRfWLnwQ,פיצה האט - ראשון לציון מזרח,yes,0.95,Chain Pizza Hut with matching street (Freiman/Freiman) and house number 1 in Rishon LeZion. Distance of 684m is likely geocoding variance on our end; street+number+city align clearly.,https://maps.google.com/?cid=2734867690964739127&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,3,שם זהה/תעתיק (sim 0.80) + אותה עיר,4038,pending-triage-right,rule,נוגטין,"ראשון לציון 1, פתח תקווה, Israel",32.1077296,34.8749321,ChIJNYuKrxc2HRURMnkbLaDFWtI,nugatin,"Rishon LeTsiyon St 1, Petah Tikva, 4972339, Israel",32.099572099999996,34.8756808,0.800,910,CLOSED_PERMANENTLY,food,bakery,bakery;food_store;store;food;point_of_interest;establishment,03-924-1322,3.6,49,,yes,places/ChIJNYuKrxc2HRURMnkbLaDFWtI/photos/AaVGc3lUAPUPJUWTp86Cjle9TWRb4T19edIY5nyE55wOtWrTHG7f0MVFsfbwiU3A1uEQYZVjCwS74UvlFwewePZtrj7oFoPDaD9FumaKlCTi52lgATOPq3im8WTueIv65IEyNN_JJBZbadnFxsUrs0N9Xi-eUjhis9bHL2RovZbaOZZwO3W1cbSFH0syBBby3_bcXkK3UmAC-GrfFk5XHPBBTLkbybS51sYxIsLB9YzWy6vSk6NYk-1AHTLLTQcBhhb5LZF7kcMrS7b44xgxSzcCJP9wf-5dwkz7SkyDJEbAVXti5-qP35B2RxOLawSwbx08MoXCq69UhsNSL9YaZMsvC1BvV0kK8cx3l2x0zJ7T8HUC5rDOkIR6Bz2CGLLpC_7xsZBe71IKo1JVSm__Y2Fn2R4ioQjuygx835kgbVi_OBlzlOtn,Daniel Miller,,,,https://maps.google.com/?cid=15157644787611040050&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,3,שם זהה/תעתיק (sim 1.00) + אותה עיר,4040,pending-triage-right,rule,הלב הרחב,"צלח שלום 30, פתח תקווה, Israel",32.0749397,34.9104553,ChIJpe3UuYY2HRURKVce95et89w,הלב הרחב,"Shalom Tsalah St 30, Petah Tikva, Israel",32.0760279,34.9108174,1.000,126,CLOSED_PERMANENTLY,food,restaurant,restaurant;food;point_of_interest;establishment,03-644-8325,2.6,23,,yes,places/ChIJpe3UuYY2HRURKVce95et89w/photos/AaVGc3liPJU9CoURDw5kegQO4NsQl26SaQJyODFWG9UJMpBBTo8CgXcSY9YU5g6OkaezFGPmBFm5Cu1Xj9VK1GQveynxgwW7YoTU9MKH0qbyL4pTB3HeSJvPUS3s_1TQyBiOzdr3Ood6r_UjvTzLMgV8s793f7GzarD_C9oCUoimTqNfoAHFS-Uduo5iZO_H8woGjfgDqZ0BcjWH-7MMM5aAP3ga9JGXuLB9SQN2rJfPYctGTlufdM3028pNb2cg9tCjFEqFVD2Q_UyzSWHv1GN3sXIiQP7qYR0qeQz09SCYoa_sfHKqumWBo6-mYlJaRSBFR89NzgRLGvxHK5RmVazb7a9FN3awmWjc8jJqN4RNX969qHKgzD5kKXZTFSQS_KJoiQYHbaqdgMjA8Dyqkwj84msXMA7gq6u_o8FYmTtqvs4ISi0,MOTI LEVI,,,,https://maps.google.com/?cid=15921259975882463017&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,3,שם זהה/תעתיק (sim 1.00) + אותה עיר,4041,pending-triage-right,rule,חומוס יוסף כפר גנים,"פתח תקווה, Israel",32.0877639,34.8859985,ChIJOXd-m6k1HRURqFM2kwkls50,חומוס יוסף,"HaAtsmaut St 63, Petah Tikva, Israel",32.0747115,34.8709681,1.000,2028,CLOSED_PERMANENTLY,food,middle_eastern_restaurant,middle_eastern_restaurant;restaurant;food;point_of_interest;establishment,03-552-6477,2.9,33,,yes,places/ChIJOXd-m6k1HRURqFM2kwkls50/photos/AaVGc3kVNs6IjSQeqN5ANLW9Rl5_lI1Tusxdh0ULkY-Rksn7sDvrgdEI-kiR3j-2yYaflCHGAa_hEKbEYSKvbxzAdpoSLkwP9DOt1iLR-7Fp8RVohkM9-e-g-2cbIQCWKxEDDBIkuUoUjESDe19-sHgf_UjLi5t135ZImTWIeDi3H5X70cz2tJJITQGEBLJgV8Dwc6BLP79v7ezIcO3UIg2aP_5dEHG_0A2KRfn1kr2Y0EiGMCtvxob9G3BPhftfNpROMVzLbjnVgy87eCNaCiTS-z2NWWzibTbx4oVZY7lmxCyGQFZSiCo7ItUndbkETCBk3iyDNo2TdLZzVuVzcZFeN9a0Pl7phbfNeOXKXp3eVc3pVlVqL2lLsZPQkMqWEsR7kZU06YXbjVy2sjQF2Z0Ye3kSHxpLlMwxmvR8h64a5mc,Mimi Sharon,,,,https://maps.google.com/?cid=11363467007840637864&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,2,שם זהה + אותו מספר בית (2) — רחוב בתעתיק שונה,4050,pending-triage-right,rule,פיצה עגבניה,"לב העיר 2, קניון מודיעין, Israel",31.8993753,35.0068301,ChIJrQVlcxLNAhURUa1_cO3Pbx4,פיצה עגבניה מודיעין,"Lev ha-Ir St 2, Modi'in-Maccabim-Re'ut, Israel",31.899661199999997,35.007663199999996,1.000,85,CLOSED_PERMANENTLY,food,pizza_restaurant,pizza_restaurant;restaurant;food;point_of_interest;establishment,08-677-8707,4.1,27,,no,,,,,,https://maps.google.com/?cid=2193200162254335313&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,3,שם זהה/תעתיק (sim 1.00) + אותה עיר,4059,pending-triage-right,rule,שומשום בר בריאות,"ז'בוטינסקי 72, הקניון הגדול, פתח תקווה, Israel",32.0933199,34.8655119,ChIJ2w7vbwQ3HRURgv8mxZz_1k8,שומשום בר בריאות,"GRAND CANYON, Derech Zeev Jabutinsky, Petah Tikva, Israel",32.0928131,34.865118300000006,1.000,67,CLOSED_PERMANENTLY,food,bakery,bakery;food_store;store;food;point_of_interest;establishment,03-921-5360,3.6,7,,yes,places/ChIJ2w7vbwQ3HRURgv8mxZz_1k8/photos/AaVGc3lX1dkd3mMhhXJWH6dQt8GhCjqE97GkDSpHY3pOAn34UiRFGPY6j5B4yIghlh-MpBclczGZ0WmVhyfKW3fE7624Y7CRBT7GHtoh75G5jGxxDKqb-eXXOkOaDaASrSfYlM7g1fobbqnhucpvrAiom_3Iu_r2N6r-toYPaO7hRoBuSHEX-gcLjA1ZofjYX9oKJRoNq_h8g29pGx_Fn4M2J_rnc0aQnxwauFKSjQNeZO9byFa6ErpfbDGJmjXSLvZ7SlsdUGRWku3jLOVs31Q6Xm4gyql97x3GJ7WZnbOrT4HW5cPS5V2wrhml4SUF7RV0iV_ttRVVgFRLStRlTKZipNi65aQ69ItLcfrusUfcv1vuzDjrPwmzWZYL0psIDWjQYt1RVZxhXwS_c7DYQMzwHOMga7pNada4-tEZY1caeSctULoN,Moises Zack,,,,https://maps.google.com/?cid=5753066622800035714&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,3,LLM אישר (conf 0.95) — נחסם קודם רק בגלל רף ה-0.9,4060,pending-triage-right,llm,ג'ק ביי בלאק ראשונים,"שד' נים 2, קניון עזריאלי ראשונים, ראשון לציון, Israel",31.9635712,34.8101149,ChIJtU7NmXq1AhURrJ_10IMOf0k,ג׳ק ביי בלאק,"Sderot Nim 2, Rishon LeZion, Israel",31.949596300000003,34.803997599999995,1.000,1658,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,03-632-5705,2.9,8,Monday: 11:00 AM – 10:00 PM | Tuesday: 11:00 AM – 10:00 PM | Wednesday: 11:00 AM – 10:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 4:00 PM | Saturday: 8:30 – 11:00 PM | Sunday: 11:00 AM – 10:00 PM,yes,places/ChIJtU7NmXq1AhURrJ_10IMOf0k/photos/AaVGc3ngu--1qT3Z-lzuj8wJz-bdZApHeSVEdILFj05vjpMP-l5Bxdkz6fH_jb8jkY2GPIltlr2HAusgkNbIf8Jnza1xo7krGdzwuCOTJOqgqctV6nmvP71hGN6yidA1BQzgTgFsBekozy024LhqabYcr-nhoqb3ZrC2uJ6dgfqPYTOIYNtlBUiLs5SfYvZt_FI8-UYCm8V8U4kk6EyImIvDDnktwPfBCqXwdlZ8G69BC1-azL9S0_S0UYPbJeWpgyMdEm8E5gAHxGB1uVtcCxrHrCmS9Rxq-QX_Wuy62VhScerrm-yA9ZD8I_eQzqbelKDN8DZkfl_oh_-ZfTPujhae_xjPrA512OUEaCQMmda-jn1x-cuxXsFA9UHZSS4fkOfyPPSQFkdx136keFO5l0yBS5eH5jGB9PmJbrWaDG6wmM4EjCB7,ג׳ק ביי בלאק,yes,0.95,"Unique name matches (Jack by Black, minor spelling variation ג'ק vs ג׳ק). Same street (Sderot Nim/שד' נים) and house number (2) in Rishon LeZion. Distance of 1658m likely reflects coordinate imprecision in our database. Both refer to the same mall location (Azrieli Rishonrim).",https://maps.google.com/?cid=5295967646120255404&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,"dup-place ChIJtU7NmXq1Ah (winner #3432 ""ג'ק ביי בלאק"")"
right,3,שם זהה/תעתיק (sim 1.00) + אותה עיר,4069,pending-triage-right,llm-no,זיסלק,"כהנמן 104, בני ברק, Israel",32.0790509,34.841682,ChIJnWxqoZNLHRURkRWZRxYsHSE,זיסלק,"Rabi Akiva St 76, Bnei Brak, Israel",32.086469799999996,34.829636,1.000,1403,OPERATIONAL,food,ice_cream_shop,ice_cream_shop;dessert_shop;confectionery;food_store;store;food;point_of_interest;establishment,03-634-3477,4.3,33,Monday: 9:30 AM – 11:30 PM | Tuesday: 9:30 AM – 11:30 PM | Wednesday: 9:30 AM – 11:30 PM | Thursday: 9:30 AM – 11:30 PM | Friday: 9:30 AM – 12:15 PM | Saturday: 8:00 – 10:45 PM | Sunday: 9:30 AM – 11:30 PM,yes,places/ChIJnWxqoZNLHRURkRWZRxYsHSE/photos/AaVGc3n4bgAFj4GBqyTyoYexx_0wTiXyODsLGIcqi-7nBruhRQmmZrIlyAgjkPo6E_hDm9GOLPym3e6mDGIvT5t1MNDOKtXp0lc3-uqMv7tjlcFeD9hQFMFs_3WUYAwkoevzqEbxajc3NupxICqxo-VlVvXJRRGLbFl96a_DSCz4Y9aEt3TjzvvWHbOlR3ee2tPd5IxdL4MEXZQ6V4MZ67DrFOidpUa3H6eOxY-VinuuRL8_CLgXriPTcA1UXNpJbCTRLUEnXbVO-bh29q9FB_SbhjMuPVluLykHKnAIijA3ul9ps6rlCySibBmUEHPchZuGfG_hGRA-ZoDNZ2J7uEpTZcZz2tzcXd3SlLJWTw_jeUWiAQGXA2g-B862YCXM1ka671zrYtjGZ2a_zXa0RweJL7cdWPAyEzp_mTm0RWlxLe7g0QY,Shlomo Magedman,no,0.85,"Same unique name (Zislak) and same city (Bnei Brak), but addresses are on different streets (Kahneman St vs Rabi Akiva St) with 1403m distance. This is too far for the same physical business location. Our coordinates may be imperfect, but different street names suggest different locations.",https://maps.google.com/?cid=2386111851778348433&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,2.5,שם תואם (sim 0.50) + עיר + רחוב (בית 78≠76),4072,pending-triage-right,llm-uncertain,פיצה מאיה,"ז'בוטינסקי 78, בני ברק, Israel",32.0912137,34.8298132,ChIJcTZ3AyZKHRURrPhpybN5gX0,Maya's Bakery,"76-78, Jabotinsky St, Bnei Brak, Israel",32.091305999999996,34.8296414,0.500,19,OPERATIONAL,food,pastry_shop,pastry_shop;dessert_shop;confectionery;bakery;food_store;store;food;point_of_interest;establishment,03-618-5577,4.5,426,Monday: 5:30 AM – 11:45 PM | Tuesday: 5:30 AM – 11:45 PM | Wednesday: 5:40 AM – 11:45 PM | Thursday: 5:30 AM – 11:45 PM | Friday: 5:00 AM – 3:00 PM | Saturday: Closed | Sunday: 5:30 AM – 11:45 PM,yes,places/ChIJcTZ3AyZKHRURrPhpybN5gX0/photos/AaVGc3msXpmqaqs_6H94_SxChBzQ17vwmp2lgFjs53rmVgy0Wn-UEXcFdfZSp9RUTgZrP6Ni-hP5f0ljLbyuMJWgwtYCeamMA9Dwp7rjFwKbzxBkunVi7V8qRCcKH1Mw-1HgszJLm2k1GCP1NAnHcWJLUXAw_rUIQTEIMwgQNto0xSpZiO50OnKH0MfWcKFLMS4HZZlAIkG8DlDRkqOyz6K9krLHkkumQTe-0EnKnJlIf8EvHmev89MjZoydgGOkSNEH33aVdPsfTV0kBUhUgBxrdQFBRohDHn1LypgWFCtHUjRladZYaNGt52jCr1T_LtuN5-Fr9e1FSVhWtFx9q3iR61RqbBx4MYYp4YqQKNLnUmjZhac9RYuYJLqsVmQaniuOSp17pxN7j2tF-lHhE7JfNREmgLeHiIKpwwXRKmVSV2T1ng,המאפים של מאיה,uncertain,0.45,"Name mismatch: 'פיצה מאיה' (Pizza Maya) vs 'Maya's Bakery' - different food categories (pizza vs bakery). Same street and nearby house numbers (78 vs 76-78), but business types don't align clearly.",https://maps.google.com/?cid=9043643339821938860&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,3,שם זהה/תעתיק (sim 1.00) + אותה עיר,4078,pending-triage-right,rule,חומוס בויה,"ראש פינה 9, רמת גן, Israel",32.0659153,34.8291108,ChIJWyvzr1pKHRURDWSOyBbizhM,חומוס בויה,"Rosh Pina St 9, Ramat Gan, 5227351, Israel",32.065369,34.82998,1.000,102,CLOSED_PERMANENTLY,food,restaurant,restaurant;food;point_of_interest;establishment,03-904-1999,3.3,12,,yes,places/ChIJWyvzr1pKHRURDWSOyBbizhM/photos/AaVGc3lM9pg9DRnGu4l4Od6mGOmoV2Epm4mlvPAFTjBS7rJqjoFbVG8iCb9nhwjhi5Vy70iZTjXOF2G_v4rga6uMVwDwCnRoFmb2Al0XepoeDmdrA3LtFsi5F7BKP4BspOZ7r3LUicX3Kdc3H7Ot0KDA8GoDuMWbwl58coU-UDVQvQxk-J8KrkFBnJN2iFkwLLQXuXGy5fD9rx3ABkTTuvVf465tFGdzpEF8DUydjc7O2Ntnzq57EMDvkUMnnd1UmZs6wu1ndK9X3LDbsm_oAdZXuLyI0XKpjqN-nDBlvK3RCk3KNuy7zjKNvCj2MMu_PfWyndlDuvF3uHmWK3PISc3XbmW7SAlbuPjgVXLBx2_-BjcLjaVpCEy_CXC9TXV5UTt0BCvgtxmRDDgnu3k02zDLYUdBAzd16Fez-zaxCurWz5n_AUM,רחל פינטו,,,,https://maps.google.com/?cid=1427326719404958733&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
